Orthogroup	longest_isoform_HydraProteins	longest_isoform_HydractiniaProteins
OG0002337	Hydra|LOC100209155	Hydractinia|LOC130621706
OG0002338	Hydra|LOC100199288, Hydra|LOC100200496	Hydractinia|LOC130635871
OG0002340	Hydra|LOC100208232	Hydractinia|LOC130625954
OG0002341	Hydra|LOC100197675	Hydractinia|LOC130636615, Hydractinia|LOC130636626
OG0002343	Hydra|LOC100205574, Hydra|LOC105843936, Hydra|LOC101239852	Hydractinia|LOC130628733
OG0002344	nfkb1	Hydractinia|LOC130628961
OG0002345	Hydra|LOC100214327, Hydra|LOC100213283	Hydractinia|LOC130612338, Hydractinia|LOC130612324
OG0002346	Hydra|LOC100203771	Hydractinia|LOC130662653
OG0002347	Hydra|LOC100203209, Hydra|LOC100197948	Hydractinia|LOC130662709
OG0002348	Hydra|LOC101236416	Hydractinia|LOC130613232, Hydractinia|LOC130662388
OG0002349	Hydra|LOC105843221	Hydractinia|LOC130625935
OG0002350	Hydra|LOC105847934	Hydractinia|LOC130649318
OG0002351	Hydra|LOC100201507	Hydractinia|LOC130629247
OG0002351	Hydra|LOC124806922, Hydra|LOC101235672	Hydractinia|LOC130629273
OG0002352	Hydra|LOC100211463	Hydractinia|LOC130662610, Hydractinia|LOC130662635
OG0002353	Hydra|LOC100203085	Hydractinia|LOC130612541, Hydractinia|LOC130612228
OG0002354	Hydra|LOC100198991	Hydractinia|LOC130662405
OG0002357	Hydra|LOC100199141	Hydractinia|LOC130629682, Hydractinia|LOC130629651
OG0002360	Hydra|LOC100200089, Hydra|LOC100192251, Hydra|LOC100192252	Hydractinia|LOC130612901
OG0002361	Hydra|LOC100200510	Hydractinia|LOC130662469
OG0002362	Hydra|LOC100204991	Hydractinia|LOC130614789
OG0002364	Hydra|LOC100204586, Hydra|LOC100200077, Hydra|LOC100215369	Hydractinia|LOC130657244
OG0002365	Hydra|LOC100213938	Hydractinia|LOC130654329
OG0002367	Hydra|LOC100213654	Hydractinia|LOC130645671, Hydractinia|LOC130645873
OG0002368	Hydra|LOC100203910, Hydra|LOC100203950, Hydra|LOC101236772	Hydractinia|LOC130645445
OG0002370	Hydra|LOC100198425	Hydractinia|LOC130656760
OG0002371	Hydra|LOC100213564	Hydractinia|LOC130655477
OG0002373	Hydra|LOC100211523	Hydractinia|LOC130612043
OG0002373	Hydra|LOC100210863	Hydractinia|LOC130630562
OG0002375	Hydra|LOC100198969	Hydractinia|LOC130662756, Hydractinia|LOC130613358
OG0002376	Hydra|LOC101238717, Hydra|LOC101238541	Hydractinia|LOC130645107, Hydractinia|LOC130645109
OG0002377	Hydra|LOC100198475	Hydractinia|LOC130644791
OG0002378	Hydra|LOC100203772	Hydractinia|LOC130641086
OG0002381	Hydra|LOC100199564	Hydractinia|LOC130632164, Hydractinia|LOC130631863
OG0002383	Hydra|LOC100200006	Hydractinia|LOC130641324, Hydractinia|LOC130644322
OG0002384	Hydra|LOC124815218	Hydractinia|LOC130646003
OG0002384	Hydra|LOC100200357	Hydractinia|LOC130644342, Hydractinia|LOC130641338
OG0002385	Hydra|LOC101235315	Hydractinia|LOC130645233
OG0002386	Hydra|LOC100206381	Hydractinia|LOC130613992
OG0002387	Hydra|LOC100200027	Hydractinia|LOC130613278
OG0002390	Hydra|LOC100198741	Hydractinia|LOC130647728
OG0002391	Hydra|LOC100199505	Hydractinia|LOC130629905
OG0002393	Hydra|LOC100201375, Hydra|LOC124818555	Hydractinia|LOC130647355
OG0002394	Hydra|LOC100209501, Hydra|LOC100199253	Hydractinia|LOC130630675
OG0002395	Hydra|LOC101240582	Hydractinia|LOC130628569
OG0002398	Hydra|LOC101238895, Hydra|LOC100210419, Hydra|LOC105848950, Hydra|LOC105848551, Hydra|LOC105844444	Hydractinia|LOC130635933
OG0002399	Hydra|LOC100199972, Hydra|LOC100203699	Hydractinia|LOC130640898, Hydractinia|LOC130629241, Hydractinia|LOC130628545, Hydractinia|LOC130636288
OG0002400	Hydra|LOC100215052	Hydractinia|LOC130655412, Hydractinia|LOC130657236
OG0002401	Hydra|LOC101238775	Hydractinia|LOC130621412
OG0002402	Hydra|LOC101238628	Hydractinia|LOC130614558
OG0002404	Hydra|LOC101239050	Hydractinia|LOC130647250
OG0002405	Hydra|LOC101239559	Hydractinia|LOC130647757
OG0002407	Hydra|LOC100207295	Hydractinia|LOC130625298
OG0002408	Hydra|LOC100211510	Hydractinia|LOC130626143
OG0002409	Hydra|LOC124806978, Hydra|LOC124818872	Hydractinia|LOC130629529
OG0002410	Hydra|LOC101241833	Hydractinia|LOC130662730
OG0002412	Hydra|LOC100197649	Hydractinia|LOC130656706
OG0002413	Hydra|LOC100211283	Hydractinia|LOC130614039
OG0002414	Hydra|LOC124813648	Hydractinia|LOC130622175
OG0002415	Hydra|LOC100199545	Hydractinia|LOC130621654
OG0002416	Hydra|LOC105844060, Hydra|LOC101241300, Hydra|LOC105843949, Hydra|LOC105844059	Hydractinia|LOC130647282, Hydractinia|LOC130648311
OG0002418	Hydra|LOC100215509, Hydra|LOC100197515	Hydractinia|LOC130622769
OG0002419	Hydra|LOC100199946	Hydractinia|LOC130647537
OG0002420	Hydra|LOC105843703	Hydractinia|LOC130630678
OG0002421	Hydra|LOC101240838, Hydra|LOC124806720, Hydra|LOC124806721	Hydractinia|LOC130625723
OG0002422	Hydra|LOC124805825	Hydractinia|LOC130647654
OG0002423	Hydra|LOC100213709	Hydractinia|LOC130646275
OG0002424	Hydra|LOC100204126	Hydractinia|LOC130631130
OG0002425	Hydra|LOC101235748	Hydractinia|LOC130614757
OG0002426	Hydra|LOC100196999	Hydractinia|LOC130614099
OG0002429	Hydra|LOC101234272	Hydractinia|LOC130621862
OG0002430	Hydra|LOC100208613	Hydractinia|LOC130655654
OG0002430	Hydra|LOC100212122	Hydractinia|LOC130655652
OG0002431	Hydra|LOC100212929, Hydra|LOC100213125, Hydra|LOC100211137	Hydractinia|LOC130653574
OG0002434	Hydra|LOC101240048	Hydractinia|LOC130647287, Hydractinia|LOC130648305
OG0002435	Hydra|LOC124816258, Hydra|LOC124816257, Hydra|LOC100207106	Hydractinia|LOC130633180, Hydractinia|LOC130637662, Hydractinia|LOC130636113
OG0002436	Hydra|LOC105846037	Hydractinia|LOC130655744
OG0002437	Hydra|LOC100210621, Hydra|LOC100211929	Hydractinia|LOC130612663
OG0002438	Hydra|LOC100206390	Hydractinia|LOC130641897
OG0002439	Hydra|LOC100214594	Hydractinia|LOC130622108
OG0002439	Hydra|LOC100197260, Hydra|LOC100199839	Hydractinia|LOC130622107
OG0002441	Hydra|LOC100215940	Hydractinia|LOC130613298, Hydractinia|LOC130646982, Hydractinia|LOC130646897
OG0002442	Hydra|LOC100203132	Hydractinia|LOC130647358
OG0002443	Hydra|LOC100202032	Hydractinia|LOC130629556, Hydractinia|LOC130629562
OG0002444	Hydra|LOC100213520	Hydractinia|LOC130654729
OG0002445	Hydra|LOC100205916	Hydractinia|LOC130628813
OG0002446	Hydra|LOC100204604, Hydra|LOC100198752	Hydractinia|LOC130623874, Hydractinia|LOC130623873
OG0002449	Hydra|LOC124808428	Hydractinia|LOC130644723
OG0002450	Hydra|LOC100211666	Hydractinia|LOC130621559
OG0002452	Hydra|LOC100206865	Hydractinia|LOC130645696, Hydractinia|LOC130645697, Hydractinia|LOC130645848
OG0002453	Hydra|LOC100203203	Hydractinia|LOC130645678, Hydractinia|LOC130645865
OG0002455	Hydra|LOC100209536, Hydra|LOC100197833	Hydractinia|LOC130612156, Hydractinia|LOC130612145
OG0002456	Hydra|LOC105844928, Hydra|LOC100199542, Hydra|LOC100203138	Hydractinia|LOC130612142
OG0002458	Hydra|LOC105843939	Hydractinia|LOC130628643, Hydractinia|LOC130629366, Hydractinia|LOC130629406
OG0002459	Hydra|LOC100197262	Hydractinia|LOC130629525, Hydractinia|LOC130629482, Hydractinia|LOC130629496
OG0002460	Hydra|LOC100199346	Hydractinia|LOC130628890, Hydractinia|LOC130629420, Hydractinia|LOC130629371
OG0002462	Hydra|LOC100204836	Hydractinia|LOC130646306, Hydractinia|LOC130645725, Hydractinia|LOC130645117
OG0002464	Hydra|LOC100202905	Hydractinia|LOC130648831, Hydractinia|LOC130648845, Hydractinia|LOC130648846
OG0002466	Hydra|LOC105844953	Hydractinia|LOC130645027
OG0002468	Hydra|LOC100211985	Hydractinia|LOC130641172, Hydractinia|LOC130640795
OG0002470	Hydra|LOC100204076, Hydra|LOC101237437	Hydractinia|LOC130645729, Hydractinia|LOC130645728, Hydractinia|LOC130645637
OG0002471	Hydra|LOC100203259	Hydractinia|LOC130641123, Hydractinia|LOC130640744
OG0002472	Hydra|LOC101235764	Hydractinia|LOC130613695
OG0002474	Hydra|LOC105845377, Hydra|LOC105848400	Hydractinia|LOC130614018
OG0002475	Hydra|LOC100207142	Hydractinia|LOC130629271
OG0002476	Hydra|LOC124818127	Hydractinia|LOC130612926
OG0002478	Hydra|LOC100200810	Hydractinia|LOC130648948
OG0002479	Hydra|LOC105850279, Hydra|LOC105846040, Hydra|LOC105845740, Hydra|LOC105846742	Hydractinia|LOC130647153, Hydractinia|LOC130648303
OG0002480	Hydra|LOC100209808	Hydractinia|LOC130641366
OG0002481	Hydra|LOC101236754	Hydractinia|LOC130656047, Hydractinia|LOC130656046
OG0002482	Hydra|LOC100201371	Hydractinia|LOC130655722
OG0002483	Hydra|LOC100202190	Hydractinia|LOC130641959, Hydractinia|LOC130641960
OG0002484	Hydra|LOC100205658	Hydractinia|LOC130657554
OG0002486	Hydra|LOC105846722, Hydra|LOC105846720, Hydra|LOC124811635	Hydractinia|LOC130612987
OG0002487	Hydra|LOC100205910	Hydractinia|LOC130622527, Hydractinia|LOC130622525
OG0002488	Hydra|LOC101241597, Hydra|LOC105849199	Hydractinia|LOC130626193
OG0002489	Hydra|LOC100199266	Hydractinia|LOC130644644
OG0002490	Hydra|LOC100210240	Hydractinia|LOC130655452
OG0002490	Hydra|LOC100201294	Hydractinia|LOC130654296
OG0002493	Hydra|LOC101240980	Hydractinia|LOC130657524
OG0002494	Hydra|LOC100204541	Hydractinia|LOC130653673, Hydractinia|LOC130654116
OG0002495	Hydra|LOC100205372	Hydractinia|LOC130644228, Hydractinia|LOC130646223, Hydractinia|LOC130646222
OG0002496	Hydra|LOC101238875	Hydractinia|LOC130662276
OG0002497	Hydra|LOC100205435	Hydractinia|LOC130662454
OG0002498	Hydra|LOC101235049	Hydractinia|LOC130640778, Hydractinia|LOC130641155
OG0002499	Hydra|LOC100204196	Hydractinia|LOC130630201
OG0002500	Hydra|LOC100215343	Hydractinia|LOC130655393
OG0002502	Hydra|LOC100201949	Hydractinia|LOC130645655, Hydractinia|LOC130645882
OG0002503	Hydra|LOC101240231	Hydractinia|LOC130654335, Hydractinia|LOC130654334
OG0002505	Hydra|LOC101234859	Hydractinia|LOC130612769
OG0002506	Hydra|LOC100215451	Hydractinia|LOC130630546
OG0002508	Hydra|LOC100205080	Hydractinia|LOC130614510
OG0002508	Hydra|LOC100200289	Hydractinia|LOC130625398
OG0002510	Hydra|LOC100202907	Hydractinia|LOC130645701
OG0002511	Hydra|LOC101237183	Hydractinia|LOC130636107
OG0002513	Hydra|LOC100207459	Hydractinia|LOC130641191, Hydractinia|LOC130640819
OG0002514	Hydra|LOC100208984	Hydractinia|LOC130642177, Hydractinia|LOC130640875
OG0002515	Hydra|LOC105844565, Hydra|LOC100197594	Hydractinia|LOC130645468
OG0002516	Hydra|LOC101237752	Hydractinia|LOC130640825, Hydractinia|LOC130641198
OG0002517	Hydra|LOC100200048	Hydractinia|LOC130640721, Hydractinia|LOC130641099
OG0002518	Hydra|LOC100213459	Hydractinia|LOC130622366, Hydractinia|LOC130647330
OG0002519	Hydra|LOC124815149	Hydractinia|LOC130644265, Hydractinia|LOC130641258
OG0002520	Hydra|LOC100198971, Hydra|LOC100198236	Hydractinia|LOC130662519, Hydractinia|LOC130662541
OG0002521	Hydra|LOC100212319	Hydractinia|LOC130635889, Hydractinia|LOC130612111
OG0002524	Hydra|LOC100197551	Hydractinia|LOC130614264, Hydractinia|LOC130614181
OG0002526	Hydra|LOC100207320	Hydractinia|LOC130621505
OG0002527	Hydra|LOC101238771	Hydractinia|LOC130636427, Hydractinia|LOC130638259
OG0002530	Hydra|LOC100207114, Hydra|LOC100208179	Hydractinia|LOC130640981
OG0002531	Hydra|LOC100204325	Hydractinia|LOC130642418, Hydractinia|LOC130639451
OG0002532	Hydra|LOC100208234, Hydra|LOC105849247, Hydra|LOC101240408	Hydractinia|LOC130644759
OG0002533	Hydra|LOC100215761	Hydractinia|LOC130632132
OG0002533	Hydra|LOC100212361	Hydractinia|LOC130630656
OG0002534	Hydra|LOC101241396	Hydractinia|LOC130640684, Hydractinia|LOC130628965, Hydractinia|LOC130625976
OG0002536	Hydra|LOC100203408	Hydractinia|LOC130657465
OG0002537	Hydra|LOC100204210	Hydractinia|LOC130649534
OG0002538	Hydra|LOC100212836	Hydractinia|LOC130649652
OG0002539	Hydra|LOC124818371	Hydractinia|LOC130644899, Hydractinia|LOC130641860
OG0002539	Hydra|LOC124816407	Hydractinia|LOC130654930
OG0002541	Hydra|LOC101239972	Hydractinia|LOC130629407, Hydractinia|LOC130629367, Hydractinia|LOC130628668
OG0002542	Hydra|LOC100203804	Hydractinia|LOC130629592
OG0002544	Hydra|LOC100199298	Hydractinia|LOC130647085, Hydractinia|LOC130630595
OG0002546	Hydra|LOC105843862, Hydra|LOC105847927	Hydractinia|LOC130636993
OG0002548	Hydra|LOC100209215	Hydractinia|LOC130640699, Hydractinia|LOC130642210, Hydractinia|LOC130645684
OG0002549	Hydra|LOC100212612	Hydractinia|LOC130612084
OG0002551	Hydra|LOC100206817	Hydractinia|LOC130644181, Hydractinia|LOC130646187
OG0002552	Hydra|LOC100205244	Hydractinia|LOC130624367
OG0002554	Hydra|LOC100210173	Hydractinia|LOC130630398
OG0002555	Hydra|LOC100213215	Hydractinia|LOC130654269
OG0002556	Hydra|LOC100211872	Hydractinia|LOC130614266
OG0002557	Hydra|LOC100203214	Hydractinia|LOC130654382
OG0002558	Hydra|LOC101236235, Hydra|LOC101234754	Hydractinia|LOC130630356, Hydractinia|LOC130636537, Hydractinia|LOC130635474
OG0002559	Hydra|LOC101234468	Hydractinia|LOC130614557
OG0002561	Hydra|LOC100215815	Hydractinia|LOC130636880, Hydractinia|LOC130635646
OG0002562	Hydra|LOC100204246	Hydractinia|LOC130621995, Hydractinia|LOC130622001, Hydractinia|LOC130622000
OG0002563	Hydra|LOC100208263	Hydractinia|LOC130623637
OG0002564	Hydra|LOC100199469	Hydractinia|LOC130662336
OG0002565	Hydra|LOC105850981	Hydractinia|LOC130613340
OG0002569	Hydra|LOC101239216	Hydractinia|LOC130623050
OG0002571	Hydra|LOC100208648	Hydractinia|LOC130625027
OG0002572	bcl-2	Hydractinia|LOC130636187, Hydractinia|LOC130637799
OG0002574	Hydra|LOC105843226	Hydractinia|LOC130649618
OG0002575	Hydra|LOC105844409, Hydra|LOC100202546	Hydractinia|LOC130640973
OG0002576	Hydra|LOC100208072	Hydractinia|LOC130641495, Hydractinia|LOC130641498
OG0002578	Hydra|LOC100197187	Hydractinia|LOC130650025, Hydractinia|LOC130647864
OG0002579	Hydra|LOC100201004	Hydractinia|LOC130612743, Hydractinia|LOC130613008
OG0002580	Hydra|LOC100214528	Hydractinia|LOC130654676
OG0002581	Hydra|LOC105847062, Hydra|LOC100211475	Hydractinia|LOC130624956
OG0002582	Hydra|LOC105847798	Hydractinia|LOC130636141
OG0002586	Hydra|LOC100214422	Hydractinia|LOC130625438
OG0002587	Hydra|LOC100199232	Hydractinia|LOC130640883, Hydractinia|LOC130643929
OG0002588	Hydra|LOC100208225	Hydractinia|LOC130612106
OG0002590	Hydra|LOC105849234	Hydractinia|LOC130624369
OG0002590	Hydra|LOC105844854, Hydra|LOC101237636	Hydractinia|LOC130656448
OG0002591	Hydra|LOC100215877	Hydractinia|LOC130629721
OG0002593	Hydra|LOC100211429	Hydractinia|LOC130657352
OG0002594	Hydra|LOC100208776	Hydractinia|LOC130644568
OG0002598	Hydra|LOC100205138, Hydra|LOC100205726	Hydractinia|LOC130623858
OG0002604	Hydra|LOC100209114	Hydractinia|LOC130630672
OG0002605	Hydra|LOC100204769	Hydractinia|LOC130630099, Hydractinia|LOC130630098
OG0002607	Hydra|LOC105848816	Hydractinia|LOC130630364, Hydractinia|LOC130630363
OG0002608	Hydra|LOC100201599	Hydractinia|LOC130630296
OG0002610	Hydra|LOC100209541	Hydractinia|LOC130646312, Hydractinia|LOC130645667
OG0002611	Hydra|LOC100210586, Hydra|LOC100207079	Hydractinia|LOC130630338, Hydractinia|LOC130648075
OG0002612	Hydra|LOC124815795	Hydractinia|LOC130635869
OG0002613	Hydra|LOC100211813	Hydractinia|LOC130622063
OG0002614	Hydra|LOC101234962	Hydractinia|LOC130630619
OG0002617	Hydra|LOC101235256	Hydractinia|LOC130628898
OG0002618	Hydra|LOC100203505	Hydractinia|LOC130644911
OG0002619	Hydra|LOC100210597	Hydractinia|LOC130612101
OG0002619	Hydra|LOC124807443	Hydractinia|LOC130621629
OG0002620	Hydra|LOC100197813	Hydractinia|LOC130613121, Hydractinia|LOC130613123
OG0002621	Hydra|LOC105844356	Hydractinia|LOC130656851
OG0002622	Hydra|LOC100203541	Hydractinia|LOC130656876, Hydractinia|LOC130656877
OG0002623	Hydra|LOC100205185	Hydractinia|LOC130628960
OG0002624	Hydra|LOC100207748	Hydractinia|LOC130628714, Hydractinia|LOC130629415, Hydractinia|LOC130629369
OG0002625	Hydra|LOC101240566	Hydractinia|LOC130655844
OG0002626	Hydra|LOC100207977	Hydractinia|LOC130655348, Hydractinia|LOC130657198, Hydractinia|LOC130656222
OG0002627	Hydra|LOC100212284	Hydractinia|LOC130645653, Hydractinia|LOC130645661
OG0002628	Hydra|LOC100215301, Hydra|LOC100205924, Hydra|LOC124817960	Hydractinia|LOC130654000
OG0002632	Hydra|LOC100204275	Hydractinia|LOC130654433
OG0002634	Hydra|LOC100213354	Hydractinia|LOC130656515
OG0002635	Hydra|LOC124811796	Hydractinia|LOC130656228, Hydractinia|LOC130623618, Hydractinia|LOC130614515
OG0002636	Hydra|LOC101239598	Hydractinia|LOC130623714
OG0002638	Hydra|LOC100202828	Hydractinia|LOC130656168
OG0002639	Hydra|LOC124810357	Hydractinia|LOC130642242, Hydractinia|LOC130656315, Hydractinia|LOC130657777, Hydractinia|LOC130623123
OG0002641	Hydra|LOC100197749, Hydra|LOC105844045, Hydra|LOC124808504	Hydractinia|LOC130655126
OG0002642	Hydra|LOC100207616	Hydractinia|LOC130629731
OG0002644	Hydra|LOC100201241	Hydractinia|LOC130654649
OG0002646	Hydra|LOC100203380	Hydractinia|LOC130623454, Hydractinia|LOC130623972
OG0002647	Hydra|LOC100202161	Hydractinia|LOC130625357
OG0002651	Hydra|LOC101241459	Hydractinia|LOC130628981
OG0002653	Hydra|LOC101236793	Hydractinia|LOC130636096
OG0002655	Hydra|LOC100201099	Hydractinia|LOC130641078, Hydractinia|LOC130628752, Hydractinia|LOC130641079, Hydractinia|LOC130641084
OG0002659	Hydra|LOC100203070	Hydractinia|LOC130655407
OG0002660	Hydra|LOC100212025	Hydractinia|LOC130621812
OG0002662	Hydra|LOC100209499	Hydractinia|LOC130655321
OG0002663	Hydra|LOC100210872	Hydractinia|LOC130629457
OG0002664	Hydra|LOC100208931	Hydractinia|LOC130636056
OG0002665	Hydra|LOC100206070	Hydractinia|LOC130648367
OG0002666	Hydra|LOC100201859	Hydractinia|LOC130655716
OG0002669	Hydra|LOC100206126	Hydractinia|LOC130613701
OG0002670	Hydra|LOC100197913	Hydractinia|LOC130624263
OG0002671	Hydra|LOC100198295	Hydractinia|LOC130641424
OG0002672	Hydra|LOC100201228	Hydractinia|LOC130625480
OG0002673	Hydra|LOC100210799, Hydra|LOC100200503	Hydractinia|LOC130655403
OG0002674	Hydra|LOC101234443	Hydractinia|LOC130630621
OG0002675	Hydra|LOC100206197	Hydractinia|LOC130625641
OG0002676	Hydra|LOC100207550	Hydractinia|LOC130636527
OG0002677	Hydra|LOC100203268	Hydractinia|LOC130648315, Hydractinia|LOC130647272
OG0002678	Hydra|LOC101240296	Hydractinia|LOC130640881
OG0002679	Hydra|LOC101237534	Hydractinia|LOC130625382
OG0002679	Hydra|LOC100204711	Hydractinia|LOC130656779
OG0002680	Hydra|LOC100212729	Hydractinia|LOC130655495
OG0002681	Hydra|LOC100212532	Hydractinia|LOC130641779
OG0002682	Hydra|LOC100206296	Hydractinia|LOC130613944
OG0002683	Hydra|LOC101235281	Hydractinia|LOC130647131, Hydractinia|LOC130647132
OG0002684	Hydra|LOC100197868, Hydra|LOC100203602	Hydractinia|LOC130628849
OG0002685	Hydra|LOC105847633, Hydra|LOC100213304	Hydractinia|LOC130629244
OG0002686	Hydra|LOC100198378	Hydractinia|LOC130621603
OG0002687	Hydra|LOC100215763	Hydractinia|LOC130644921
OG0002688	Hydra|LOC100213726	Hydractinia|LOC130645721, Hydractinia|LOC130645830
OG0002689	Hydra|LOC124807306, Hydra|LOC101234478, Hydra|LOC105848959, Hydra|LOC100207476	Hydractinia|LOC130642045, Hydractinia|LOC130642046
OG0002690	Hydra|LOC100199109	Hydractinia|LOC130633409
OG0002691	Hydra|LOC100211894, Hydra|LOC124811112, Hydra|LOC100207436	Hydractinia|LOC130648872, Hydractinia|LOC130648463
OG0002692	Hydra|LOC101240159	Hydractinia|LOC130656589
OG0002693	Hydra|LOC100205913	Hydractinia|LOC130641249, Hydractinia|LOC130644243
OG0002694	Hydra|LOC100199476	Hydractinia|LOC130612746, Hydractinia|LOC130612745, Hydractinia|LOC130612747
OG0002695	Hydra|LOC124805833, Hydra|LOC124816803	Hydractinia|LOC130653972, Hydractinia|LOC130625429, Hydractinia|LOC130645143, Hydractinia|LOC130648210
OG0002696	Hydra|LOC100211489	Hydractinia|LOC130656856
OG0002697	Hydra|LOC101240258	Hydractinia|LOC130657464
OG0002698	Hydra|LOC101237974, Hydra|LOC100201520	Hydractinia|LOC130628565
OG0002699	Hydra|LOC124808305	Hydractinia|LOC130628626
OG0002700	Hydra|LOC100207843	Hydractinia|LOC130644516
OG0002701	Hydra|LOC100215768, Hydra|LOC100212155	Hydractinia|LOC130623984
OG0002702	Hydra|LOC100205970, Hydra|LOC100207025	Hydractinia|LOC130623383
OG0002703	Hydra|LOC101236057	Hydractinia|LOC130647032
OG0002704	Hydra|LOC100200890	Hydractinia|LOC130654209
OG0002705	Hydra|LOC100208367	Hydractinia|LOC130641357, Hydractinia|LOC130644360, Hydractinia|LOC130644449
OG0002707	Hydra|LOC100200826	Hydractinia|LOC130656278
OG0002708	Hydra|LOC100200529	Hydractinia|LOC130662846, Hydractinia|LOC130662802
OG0002709	Hydra|LOC101238448	Hydractinia|LOC130648985, Hydractinia|LOC130648939
OG0002710	Hydra|LOC100212297	Hydractinia|LOC130649458
OG0002711	Hydra|LOC100201316	Hydractinia|LOC130648395
OG0002712	Hydra|LOC100204897	Hydractinia|LOC130636862, Hydractinia|LOC130635625
OG0002713	Hydra|LOC100211659	Hydractinia|LOC130636419
OG0002714	Hydra|LOC100197305	Hydractinia|LOC130641662, Hydractinia|LOC130641664, Hydractinia|LOC130641661
OG0002715	Hydra|LOC100206252	Hydractinia|LOC130644919
OG0002716	Hydra|LOC124816869, Hydra|LOC124812065, Hydra|LOC124808514, Hydra|LOC124814335, Hydra|LOC124811229	Hydractinia|LOC130649537
OG0002717	Hydra|LOC100213604, Hydra|LOC105845340	Hydractinia|LOC130654108, Hydractinia|LOC130654109, Hydractinia|LOC130630640
OG0002718	Hydra|LOC100213602, Hydra|LOC100215022	Hydractinia|LOC130655089
OG0002719	Hydra|LOC105844884	Hydractinia|LOC130656115
