Orthogroup	longest_isoform_HydraProteins	longest_isoform_NematostellaProteins
OG0003411	Hydra|LOC100203383	Nematostella|LOC5516221
OG0003412	Hydra|LOC101240602	Nematostella|LOC5511991
OG0003413	Hydra|LOC101238978	Nematostella|LOC5507382
OG0003414	Hydra|LOC100199172	Nematostella|LOC5515053
OG0003415	Hydra|LOC101236069	Nematostella|LOC5517514
OG0003417	Hydra|LOC101239175	Nematostella|LOC5513082
OG0003418	Hydra|LOC124815417, Hydra|LOC100197740	Nematostella|LOC5517352
OG0003419	Hydra|LOC101239386	Nematostella|LOC5507138
OG0003420	Hydra|LOC100212566	Nematostella|LOC5512501
OG0003421	Hydra|LOC101237827	Nematostella|LOC5521440
OG0003423	Hydra|LOC100212541	Nematostella|LOC5522293, Nematostella|LOC5517129
OG0003424	Hydra|LOC100212975	Nematostella|LOC5518519
OG0003425	Hydra|LOC100200011	Nematostella|LOC5521138, Nematostella|LOC125556761
OG0003426	Hydra|LOC105845476	Nematostella|LOC5518756
OG0003427	Hydra|LOC100212859	Nematostella|LOC5522391
OG0003428	Hydra|LOC100213207	Nematostella|LOC5521613
OG0003430	Hydra|LOC100213748	Nematostella|LOC5504285
OG0003431	Hydra|LOC100206526	Nematostella|LOC5514449
OG0003432	Hydra|LOC100201744	Nematostella|LOC5508275
OG0003433	Hydra|LOC100211418, Hydra|LOC100203851	Nematostella|LOC5513101
OG0003434	Hydra|LOC101234505	Nematostella|LOC5512210, Nematostella|LOC5499088
OG0003435	Hydra|LOC100197059	Nematostella|LOC5515092
OG0003436	Hydra|LOC100202639	Nematostella|LOC116604573, Nematostella|LOC116610926
OG0003437	Hydra|LOC101239906, Hydra|LOC101241313	Nematostella|LOC5508136
OG0003438	Hydra|LOC100210062	Nematostella|LOC5501034
OG0003440	Hydra|LOC105848266	Nematostella|LOC5509917
OG0003441	Hydra|LOC101238065	Nematostella|LOC5503077
OG0003442	Hydra|LOC100199264	Nematostella|LOC5513886
OG0003443	Hydra|LOC101237579	Nematostella|LOC5522093
OG0003444	Hydra|LOC100206658	Nematostella|LOC116620780
OG0003446	Hydra|LOC100199507	Nematostella|LOC5512292
OG0003447	Hydra|LOC100214590	Nematostella|LOC5502967
OG0003448	Hydra|LOC100198163	Nematostella|LOC5516275
OG0003449	Hydra|LOC100207769	Nematostella|LOC5509823
OG0003450	Hydra|LOC100197775	Nematostella|LOC5520285
OG0003451	Hydra|LOC100207286	Nematostella|LOC116601992
OG0003452	Hydra|LOC100214967	Nematostella|LOC5514410
OG0003453	Hydra|LOC105848185	Nematostella|LOC5522015
OG0003454	Hydra|LOC100206285	Nematostella|LOC5505269, Nematostella|LOC5502326
OG0003455	Hydra|LOC101238903	Nematostella|LOC5512944
OG0003456	Hydra|LOC100208119	Nematostella|LOC5510834
OG0003457	Hydra|LOC100208115	Nematostella|LOC5513145
OG0003458	Hydra|LOC100201378	Nematostella|LOC5520487
OG0003460	Hydra|LOC100200175	Nematostella|LOC5514792
OG0003461	Hydra|LOC101235096	Nematostella|LOC5510758
OG0003462	Hydra|LOC100214467	Nematostella|LOC5509742
OG0003463	Hydra|LOC100204624	Nematostella|LOC116620160
OG0003464	Hydra|LOC100198318	Nematostella|LOC5515049
OG0003465	Hydra|LOC100206864	Nematostella|LOC5507245
OG0003466	Hydra|LOC100211155	Nematostella|LOC5512385
OG0003467	Hydra|LOC100214577	Nematostella|LOC5512383
OG0003468	Hydra|LOC100211058	Nematostella|LOC5502942
OG0003469	Hydra|LOC100203619	Nematostella|LOC5509156
OG0003470	Hydra|LOC100208442	Nematostella|LOC5514214, Nematostella|LOC5522018
OG0003472	Hydra|LOC101239642	Nematostella|LOC5520932
OG0003473	Hydra|LOC100205896	Nematostella|LOC5519603
OG0003474	Hydra|LOC100198706	Nematostella|LOC5510413
OG0003475	Hydra|LOC101236078	Nematostella|LOC5520401
OG0003476	Hydra|LOC105844068	Nematostella|LOC5507668
OG0003477	Hydra|LOC100198026	Nematostella|LOC5509074
OG0003478	Hydra|LOC100206117, Hydra|LOC100199935	Nematostella|LOC5500946
OG0003479	Hydra|LOC100210668	Nematostella|LOC5508893, Nematostella|LOC5511984
OG0003480	Hydra|LOC100204082	Nematostella|LOC5516419
OG0003482	Hydra|LOC100213420	Nematostella|LOC5508717
OG0003485	Hydra|LOC100209292	Nematostella|LOC5503308
OG0003486	Hydra|LOC101237473	Nematostella|LOC5505720
OG0003488	Hydra|LOC100197178	Nematostella|LOC5517009
OG0003489	Hydra|LOC100204120	Nematostella|LOC5518847
OG0003490	Hydra|LOC100205241	Nematostella|LOC116612977
OG0003492	Hydra|LOC124810341, Hydra|LOC101237520	Nematostella|LOC5518126
OG0003493	Hydra|LOC105843104	Nematostella|LOC5517736
OG0003494	Hydra|LOC100214595	Nematostella|LOC5511488
OG0003495	Hydra|LOC100205550	Nematostella|LOC5509164
OG0003496	Hydra|LOC101237454	Nematostella|LOC5520577
OG0003497	Hydra|LOC100206316	Nematostella|LOC5520237
OG0003499	Hydra|LOC100197591	Nematostella|LOC5519884, Nematostella|LOC5519804
OG0003500	Hydra|LOC100212544	Nematostella|LOC5517319
OG0003501	Hydra|LOC100198195	Nematostella|LOC5507094
OG0003502	Hydra|LOC100200894	Nematostella|LOC5519863
OG0003505	Hydra|LOC100208899	Nematostella|LOC5513672
OG0003508	Hydra|LOC100213071	Nematostella|LOC5516220
OG0003509	Hydra|LOC100197248	Nematostella|LOC5518248
OG0003510	Hydra|LOC100213959	Nematostella|LOC116613230
OG0003512	Hydra|LOC105843308	Nematostella|LOC5515760, Nematostella|LOC5515821, Nematostella|LOC116605431
OG0003513	Hydra|LOC100201129	Nematostella|LOC5509694
OG0003514	Hydra|LOC100205925	Nematostella|LOC5505682
OG0003515	Hydra|LOC105851024	Nematostella|LOC5514045
OG0003517	Hydra|LOC100206474	Nematostella|LOC5508599
OG0003519	Hydra|LOC100206524	Nematostella|LOC5506512
OG0003521	Hydra|LOC101240704	Nematostella|LOC5505171
OG0003522	Hydra|LOC101234550	Nematostella|LOC125573915
OG0003523	Hydra|LOC100209320	Nematostella|LOC5505947
OG0003524	Hydra|LOC100209310	Nematostella|LOC5507044
OG0003525	Hydra|LOC101241489	Nematostella|LOC116621497, Nematostella|LOC5512399
OG0003527	Hydra|LOC100212270	Nematostella|LOC5519868
OG0003528	Hydra|LOC100205655	Nematostella|LOC5507526
OG0003529	Hydra|LOC100211459	Nematostella|LOC5504536
OG0003530	Hydra|LOC101240312	Nematostella|LOC5499428
OG0003531	Hydra|LOC101235337	Nematostella|LOC5515586, Nematostella|LOC5506957
OG0003532	Hydra|LOC100208799	Nematostella|LOC5503953, Nematostella|LOC116616171
OG0003533	Hydra|LOC101240223	Nematostella|LOC5515570
OG0003534	Hydra|LOC124815680	Nematostella|LOC116614640
OG0003535	Hydra|LOC100203082	Nematostella|LOC5507676
OG0003536	Hydra|LOC101238750	Nematostella|LOC5502182
OG0003537	Hydra|LOC101236399	Nematostella|LOC5517108
OG0003538	Hydra|LOC100209530	Nematostella|LOC5505214
OG0003541	Hydra|LOC100212498	Nematostella|LOC5505959
OG0003542	Hydra|LOC105846316	Nematostella|LOC5508964
OG0003543	Hydra|LOC101236489	Nematostella|LOC5509919, Nematostella|LOC5510197
OG0003544	Hydra|LOC100210696	Nematostella|LOC5521867
OG0003545	Hydra|LOC105846863	Nematostella|LOC116619537
OG0003546	Hydra|LOC100210028	Nematostella|LOC5506448
OG0003547	Hydra|LOC100204117	Nematostella|LOC5516093
OG0003548	Hydra|LOC100210457	Nematostella|LOC5520587
OG0003549	Hydra|LOC100197776	Nematostella|LOC5516899
OG0003550	Hydra|LOC100214234	Nematostella|LOC5511106
OG0003551	Hydra|LOC100212332	Nematostella|LOC5502402
OG0003552	Hydra|LOC100212409	Nematostella|LOC5520768
OG0003553	Hydra|LOC100208619	Nematostella|LOC5518172
OG0003554	Hydra|LOC100210658	Nematostella|LOC5515385
OG0003555	Hydra|LOC100207960	Nematostella|LOC5503895
OG0003556	Hydra|LOC100205122	Nematostella|LOC5510039
OG0003558	Hydra|LOC101236852	Nematostella|LOC5503829
OG0003559	Hydra|LOC100205838	Nematostella|LOC5506362, Nematostella|LOC5506364
OG0003563	Hydra|LOC105850828	Nematostella|LOC116619691
OG0003564	Hydra|LOC100205952	Nematostella|LOC5514088
OG0003565	Hydra|LOC101239514	Nematostella|LOC5502586
OG0003566	Hydra|LOC100204145	Nematostella|LOC5511211
OG0003567	Hydra|LOC101234974	Nematostella|LOC5517858
OG0003568	Hydra|LOC100205653	Nematostella|LOC5515469
OG0003569	Hydra|LOC100213243	Nematostella|LOC5515034
OG0003570	Hydra|LOC100203801	Nematostella|LOC5507213
OG0003571	Hydra|LOC100201282	Nematostella|LOC5521063
OG0003572	Hydra|LOC100199713	Nematostella|LOC5509946
OG0003573	Hydra|LOC101236669	Nematostella|LOC116616870
OG0003574	Hydra|LOC100209632	Nematostella|LOC5520933
OG0003575	Hydra|LOC100211019	Nematostella|LOC5513062
OG0003576	Hydra|LOC100202577	Nematostella|LOC5507732
OG0003577	Hydra|LOC100200336	Nematostella|LOC5521025
OG0003580	Hydra|LOC100215571	Nematostella|LOC116619525
OG0003583	Hydra|LOC100197403	Nematostella|LOC5501321
OG0003584	Hydra|LOC100201348	Nematostella|LOC5508978
OG0003587	Hydra|LOC100200374	Nematostella|LOC5521760
OG0003588	Hydra|LOC100199415	Nematostella|LOC5519572
OG0003589	Hydra|LOC100209540	Nematostella|LOC5507284
OG0003592	Hydra|LOC100209503	Nematostella|LOC5512104
OG0003593	Hydra|LOC101236788	Nematostella|LOC5515718
OG0003594	Hydra|LOC100207443	Nematostella|LOC5522148
OG0003596	Hydra|LOC100212431	Nematostella|LOC5511093
OG0003597	Hydra|LOC101240744	Nematostella|LOC5516566
OG0003598	Hydra|LOC100204180	Nematostella|LOC5507187, Nematostella|LOC5519969
OG0003599	Hydra|LOC100215321	Nematostella|LOC5503891
OG0003600	Hydra|LOC100199836	Nematostella|LOC125556758, Nematostella|LOC5506120
OG0003601	Hydra|LOC100204215	Nematostella|LOC5517428
OG0003602	Hydra|LOC100211598	Nematostella|LOC5512341
OG0003603	Hydra|LOC100205926	Nematostella|LOC5507495
OG0003604	Hydra|LOC100214195	Nematostella|LOC5513259, Nematostella|LOC5510493, Nematostella|LOC5500978
OG0003605	Hydra|LOC100210570	Nematostella|LOC116618347
OG0003606	Hydra|LOC100199863	Nematostella|LOC5520515
OG0003607	Hydra|LOC100201822	Nematostella|LOC5511741
OG0003608	Hydra|LOC100198974	Nematostella|LOC116611904
OG0003609	Hydra|LOC100215586	Nematostella|LOC5516055, Nematostella|LOC116620180
OG0003610	Hydra|LOC100207194	Nematostella|LOC116621088
OG0003611	Hydra|LOC105848046	Nematostella|LOC5507105, Nematostella|LOC5512347
OG0003612	Hydra|LOC100215987	Nematostella|LOC116603163
OG0003613	Hydra|LOC101236693	Nematostella|LOC5501294
OG0003614	Hydra|LOC100200741	Nematostella|LOC5505434
OG0003615	Hydra|LOC100207568	Nematostella|LOC5512522
OG0003616	Hydra|LOC100209474	Nematostella|LOC5508659
OG0003617	Hydra|LOC101239060	Nematostella|LOC5511910
OG0003619	Hydra|LOC100215893	Nematostella|LOC5511289
OG0003620	Hydra|LOC100197214	Nematostella|LOC5511331
OG0003622	Hydra|LOC105848331	Nematostella|LOC116604027
OG0003623	Hydra|LOC100206000	Nematostella|LOC5517825
OG0003624	Hydra|LOC100203634	Nematostella|LOC5516527
OG0003625	Hydra|LOC100209728	Nematostella|LOC5517801
OG0003626	Hydra|LOC100213836	Nematostella|LOC5519940
OG0003627	Hydra|LOC100203927	Nematostella|LOC5502345
OG0003628	Hydra|LOC100213832	Nematostella|LOC5512322
OG0003629	Hydra|LOC100201708	Nematostella|LOC5507359
OG0003630	Hydra|LOC100202655	Nematostella|LOC5504198
OG0003631	Hydra|LOC100208194	Nematostella|LOC5505892
OG0003632	Hydra|LOC100198504, Hydra|LOC105848841	Nematostella|LOC5519022
OG0003633	Hydra|LOC100201145	Nematostella|LOC125556801, Nematostella|LOC5508409
OG0003634	Hydra|LOC100200067	Nematostella|LOC5510929, Nematostella|LOC5513121
OG0003635	Hydra|LOC100199452	Nematostella|LOC5515404
OG0003637	Hydra|LOC100210288	Nematostella|LOC5512810
OG0003638	Hydra|LOC100207171	Nematostella|LOC5517856
OG0003639	Hydra|LOC100205473	Nematostella|LOC5514354
OG0003641	Hydra|LOC101237809	Nematostella|LOC5509352
OG0003642	Hydra|LOC100210847	Nematostella|LOC5515873
OG0003643	Hydra|LOC100201772	Nematostella|LOC5510164
OG0003644	Hydra|LOC100212338	Nematostella|LOC5515785
OG0003645	Hydra|LOC101238093	Nematostella|LOC5511221
OG0003646	Hydra|LOC100199701	Nematostella|LOC5517875
OG0003647	Hydra|LOC100205784	Nematostella|LOC5511278
OG0003648	Hydra|LOC105848594, Hydra|LOC100204480	Nematostella|LOC5501730
OG0003649	Hydra|LOC100210496	Nematostella|LOC5496319
OG0003650	Hydra|LOC100206469	Nematostella|LOC5521661
OG0003651	Hydra|LOC100199269	Nematostella|LOC5514063
OG0003652	Hydra|LOC100202865	Nematostella|LOC5521660
OG0003653	Hydra|LOC100207204	Nematostella|LOC5516990
OG0003656	Hydra|LOC100205781	Nematostella|LOC5520162
OG0003657	Hydra|LOC100197265	Nematostella|LOC5520566
OG0003658	Hydra|LOC100197002, Hydra|LOC100212430	Nematostella|LOC116613215
OG0003659	Hydra|LOC100210529	Nematostella|LOC5505962
OG0003660	Hydra|LOC100207002	Nematostella|LOC5503833
OG0003662	Hydra|LOC101238988	Nematostella|LOC5518262
OG0003663	Hydra|LOC100211204	Nematostella|LOC5520232
OG0003665	Hydra|LOC101236193	Nematostella|LOC5513154
OG0003667	Hydra|LOC100212863	Nematostella|LOC5501878
OG0003668	Hydra|LOC100199331	Nematostella|LOC125561411, Nematostella|LOC5517067
OG0003669	Hydra|LOC124813486	Nematostella|LOC5505645, Nematostella|LOC116604235
OG0003670	Hydra|LOC100204811	Nematostella|LOC5504110
OG0003673	Hydra|LOC100210096	Nematostella|LOC5520340
OG0003674	Hydra|LOC100197701	Nematostella|LOC5512371
OG0003675	Hydra|LOC100200634	Nematostella|LOC5509365
OG0003676	Hydra|LOC105843314	Nematostella|LOC5521825
OG0003677	Hydra|LOC100205284	Nematostella|LOC5516139
OG0003678	Hydra|LOC100208233	Nematostella|LOC5501630
OG0003679	Hydra|LOC100204754	Nematostella|LOC5519398
OG0003682	Hydra|LOC100201451	Nematostella|LOC5504042
OG0003683	Hydra|LOC101238814	Nematostella|LOC5520117, Nematostella|LOC5496594
OG0003684	Hydra|LOC100206689	Nematostella|LOC5505829
OG0003685	Hydra|LOC101241352	Nematostella|LOC5517043
OG0003686	Hydra|LOC100209468	Nematostella|LOC116609537
OG0003687	Hydra|LOC101238105	Nematostella|LOC5511894
OG0003688	Hydra|LOC100212168	Nematostella|LOC5521807
OG0003692	Hydra|LOC100214371	Nematostella|LOC5513992
OG0003693	Hydra|LOC100198887	Nematostella|LOC5502940
OG0003694	Hydra|LOC100200463	Nematostella|LOC5518874
OG0003696	Hydra|LOC100202719	Nematostella|LOC5517768
OG0003699	Hydra|LOC100204484	Nematostella|LOC5516844
OG0003700	Hydra|LOC101236236	Nematostella|LOC5503389
OG0003701	Hydra|LOC100204197	Nematostella|LOC5516355
OG0003703	Hydra|LOC100206227	Nematostella|LOC5512783
OG0003706	Hydra|LOC100203201	Nematostella|LOC5517109
OG0003709	Hydra|LOC105848468	Nematostella|LOC5519468
OG0003714	Hydra|LOC100199481	Nematostella|LOC5519699
OG0003715	Hydra|LOC105849873	Nematostella|LOC116611715
OG0003716	Hydra|LOC100211123	Nematostella|LOC5519708, Nematostella|LOC125561869
OG0003717	Hydra|LOC100202132	Nematostella|LOC5505660
OG0003718	Hydra|LOC100211421	Nematostella|LOC5507730
OG0003719	Hydra|LOC100200102	Nematostella|LOC116607601
OG0003720	Hydra|LOC105843033	Nematostella|LOC5507659
OG0003721	Hydra|LOC100192250	Nematostella|LOC5515942
OG0003722	Hydra|LOC100197320	Nematostella|LOC5511546
OG0003723	Hydra|LOC124814387	Nematostella|LOC5507493
OG0003727	Hydra|LOC100208231	Nematostella|LOC5519808
OG0003729	Hydra|LOC101235693	Nematostella|LOC5517346
OG0003731	Hydra|LOC101235151, Hydra|LOC100202752	Nematostella|LOC116609368
OG0003733	Hydra|LOC100209039	Nematostella|LOC5516833
OG0003734	Hydra|LOC100207037	Nematostella|LOC5521345
OG0003738	Hydra|LOC100205210	Nematostella|LOC5521243
OG0003739	Hydra|LOC100205269	Nematostella|LOC5520190
OG0003741	Hydra|LOC100208019	Nematostella|LOC5517639
OG0003742	Hydra|LOC100209056	Nematostella|LOC5517284
OG0003743	Hydra|LOC100208130	Nematostella|LOC5514407
OG0003745	Hydra|LOC100212665	Nematostella|LOC5511620
OG0003746	Hydra|LOC100205144	Nematostella|LOC5504851
OG0003747	Hydra|LOC101235218	Nematostella|LOC5504788, Nematostella|LOC5512986
OG0003748	Hydra|LOC100208880	Nematostella|LOC5502395
OG0003749	Hydra|LOC100206968	Nematostella|LOC5506668
OG0003752	Hydra|LOC100199832	Nematostella|LOC5501025
OG0003753	Hydra|LOC100205793	Nematostella|LOC116616105
OG0003754	Hydra|LOC124813196, Hydra|LOC100206789	Nematostella|LOC5517905
OG0003755	Hydra|LOC100197333	Nematostella|LOC5502481
OG0003756	Hydra|LOC100210883	Nematostella|LOC5507344
OG0003757	Hydra|LOC105843892, Hydra|LOC100214755	Nematostella|LOC5504752
OG0003758	Hydra|LOC105849375	Nematostella|LOC5517775
OG0003760	Hydra|LOC101240514	Nematostella|LOC5522110
OG0003762	Hydra|LOC100200187	Nematostella|LOC5501322
OG0003763	Hydra|LOC100215663	Nematostella|LOC5514333
OG0003764	Hydra|LOC101238690	Nematostella|LOC5505318
OG0003766	Hydra|LOC100213362	Nematostella|LOC5508341
OG0003769	Hydra|LOC101234878	Nematostella|LOC5515555
OG0003770	Hydra|LOC100203434	Nematostella|LOC5517565
OG0003771	Hydra|LOC100214807	Nematostella|LOC5514905
OG0003772	Hydra|LOC100207917, Hydra|LOC100211318	Nematostella|LOC5517633
OG0003774	Hydra|LOC100213763	Nematostella|LOC5506194
OG0003775	Hydra|LOC100197079	Nematostella|LOC5522309
OG0003776	Hydra|LOC100213224	Nematostella|LOC5518492
OG0003778	Hydra|LOC100213129	Nematostella|LOC5502824
OG0003779	Hydra|LOC100200393	Nematostella|LOC5520726, Nematostella|LOC5520838
OG0003780	Hydra|LOC101238854	Nematostella|LOC5516727
OG0003781	Hydra|LOC100201679	Nematostella|LOC5514770
OG0003785	Hydra|LOC100197417	Nematostella|LOC5520930
OG0003786	Hydra|LOC100209329	Nematostella|LOC5503231
OG0003787	Hydra|LOC100204684	Nematostella|LOC5509421
OG0003789	Hydra|LOC100207098	Nematostella|LOC5504044
OG0003791	Hydra|LOC105850904	Nematostella|LOC5511010
OG0003792	Hydra|LOC100203133	Nematostella|LOC5503632
OG0003793	Hydra|LOC100199468	Nematostella|LOC5510048
OG0003794	Hydra|LOC100198709	Nematostella|LOC5508963, Nematostella|LOC5508950
OG0003795	Hydra|LOC100203671	Nematostella|LOC5515001
OG0003796	Hydra|LOC100205318	Nematostella|LOC5507670
OG0003797	Hydra|LOC100198524	Nematostella|LOC5520688
OG0003798	Hydra|LOC100214163	Nematostella|LOC5518328
OG0003801	Hydra|LOC100202570	Nematostella|LOC5519999
OG0003804	Hydra|LOC100209179	Nematostella|LOC5512719
OG0003805	Hydra|LOC100211398	Nematostella|LOC5519595
OG0003806	Hydra|LOC100208433, Hydra|LOC100208600	Nematostella|LOC116613197
OG0003808	Hydra|LOC100206011	Nematostella|LOC5517119
OG0003809	Hydra|LOC100203023	Nematostella|LOC116619989
OG0003811	Hydra|LOC100198393	Nematostella|LOC5509549
OG0003812	Hydra|LOC100201984	Nematostella|LOC5521057
OG0003814	Hydra|LOC100198947	Nematostella|LOC5503811
OG0003815	Hydra|LOC100201584	Nematostella|LOC5502306
OG0003816	Hydra|LOC101236729	Nematostella|LOC5508311
OG0003819	Hydra|LOC100215909, Hydra|LOC100205497	Nematostella|LOC5516536
OG0003821	Hydra|LOC100206300	Nematostella|LOC116613842
OG0003822	Hydra|LOC100206246	Nematostella|LOC5510104
OG0003823	Hydra|LOC100206326	Nematostella|LOC5501257
OG0003824	Hydra|LOC100215612	Nematostella|LOC5518792
OG0003825	Hydra|LOC100203078	Nematostella|LOC5510618
OG0003826	Hydra|LOC100202867	Nematostella|LOC5515837
OG0003827	Hydra|LOC101240344	Nematostella|LOC5521066
OG0003828	Hydra|LOC100214578	Nematostella|LOC5508497
OG0003829	Hydra|LOC101240375	Nematostella|LOC5511722
OG0003830	Hydra|LOC101239766	Nematostella|LOC5512384
OG0003832	Hydra|LOC124812038, Hydra|LOC124812046, Hydra|LOC124817290	Nematostella|LOC125560931
OG0003833	Hydra|LOC101237879	Nematostella|LOC5522001
OG0003836	Hydra|LOC124810231, Hydra|LOC124810099	Nematostella|LOC5519646
OG0003837	Hydra|LOC100207385	Nematostella|LOC5514776
OG0003838	Hydra|LOC105843522	Nematostella|LOC5501736
OG0003839	Hydra|LOC100214827	Nematostella|LOC5511982
OG0003840	Hydra|LOC100203104	Nematostella|LOC116614836
OG0003841	Hydra|LOC100211832	Nematostella|LOC5505222
OG0003842	Hydra|LOC100204331	Nematostella|LOC5505740
OG0003843	Hydra|LOC100211851	Nematostella|LOC5507513
OG0003844	Hydra|LOC100207146	Nematostella|LOC5505158
OG0003845	Hydra|LOC100199853	Nematostella|LOC5507517
OG0003846	Hydra|LOC101240017	Nematostella|LOC116601154
OG0003847	Hydra|LOC105850197	Nematostella|LOC5516286
OG0003849	Hydra|LOC100202097	Nematostella|LOC116602147
OG0003851	Hydra|LOC100205976	Nematostella|LOC5503013
OG0003853	Hydra|LOC100213531	Nematostella|LOC5506998
OG0003854	Hydra|LOC100197510	Nematostella|LOC5517751
OG0003855	Hydra|LOC100215492	Nematostella|LOC5502346
OG0003856	Hydra|LOC100208501	Nematostella|LOC5513213
OG0003857	Hydra|LOC100214275	Nematostella|LOC5520966
OG0003858	Hydra|LOC100213963	Nematostella|LOC116613507
OG0003859	Hydra|LOC100213080	Nematostella|LOC5513531
OG0003860	Hydra|LOC101240720	Nematostella|LOC5512961, Nematostella|LOC5512969
OG0003861	Hydra|LOC100211626, Hydra|LOC100208475	Nematostella|LOC5502773
OG0003862	Hydra|LOC100201706	Nematostella|LOC5513699
OG0003863	Hydra|LOC100205834	Nematostella|LOC5516909
OG0003864	Hydra|LOC105843027	Nematostella|LOC5502209
OG0003865	Hydra|LOC100201357	Nematostella|LOC116619222
OG0003867	Hydra|LOC100206547	Nematostella|LOC5507861
OG0003868	Hydra|LOC100208849	Nematostella|LOC5503343
OG0003869	Hydra|LOC100212106	Nematostella|LOC116618224
OG0003870	Hydra|LOC100198379	Nematostella|LOC5517113
OG0003872	Hydra|LOC105846925	Nematostella|LOC5507757
OG0003875	Hydra|LOC101241487	Nematostella|LOC5506246
OG0003877	Hydra|LOC100197837	Nematostella|LOC5519967
