Orthogroup	longest_isoform_HydraProteins	longest_isoform_ClytiaProteins
OG0001606	Hydra|LOC100213811	Clytia|LOC_038265, Clytia|LOC_004567
OG0001607	Hydra|LOC100213391, Hydra|LOC101238626	Clytia|LOC_037487, Clytia|LOC_004586
OG0001608	Hydra|LOC100199723	Clytia|LOC_004726
OG0001608	Hydra|LOC105846780	Clytia|LOC_012832
OG0001609	Hydra|LOC100200726	Clytia|LOC_005118
OG0001610	Hydra|LOC100200607	Clytia|LOC_005163
OG0001611	Hydra|LOC100207500	Clytia|LOC_021494, Clytia|LOC_020204, Clytia|LOC_005296
OG0001613	Hydra|LOC124819031, Hydra|LOC100205229, Hydra|LOC100203970	Clytia|LOC_005598
OG0001614	Hydra|LOC100205321	Clytia|LOC_015856, Clytia|LOC_005623, Clytia|LOC_027695, Clytia|LOC_005625
OG0001617	Hydra|LOC100212830	Clytia|LOC_005780, Clytia|LOC_013101, Clytia|LOC_013109
OG0001619	Hydra|LOC100203834, Hydra|LOC100209747, Hydra|LOC100211688	Clytia|LOC_005969, Clytia|LOC_005970
OG0001620	Hydra|LOC101236559, Hydra|LOC100202295, Hydra|LOC101236326, Hydra|LOC100214887, Hydra|LOC101237839, Hydra|LOC101236514, Hydra|LOC100210954	Clytia|LOC_006095
OG0001621	Hydra|LOC105843176	Clytia|LOC_044209, Clytia|LOC_038063, Clytia|LOC_034506, Clytia|LOC_016695, Clytia|LOC_013585, Clytia|LOC_006183, Clytia|LOC_037255, Clytia|LOC_026875
OG0001623	Hydra|LOC100207502	Clytia|LOC_006604
OG0001623	Hydra|LOC100202324	Clytia|LOC_032068
OG0001624	Hydra|LOC100199320	Clytia|LOC_006648
OG0001624	Hydra|LOC100209717	Clytia|LOC_036412, Clytia|LOC_011159
OG0001626	Hydra|LOC100213913, Hydra|LOC100211488	Clytia|LOC_042364, Clytia|LOC_007027, Clytia|LOC_007044
OG0001627	Hydra|LOC100200004	Clytia|LOC_012525, Clytia|LOC_012511
OG0001627	Hydra|LOC100211742	Clytia|LOC_007195
OG0001629	Hydra|LOC100213342	Clytia|LOC_007335
OG0001630	Hydra|LOC101241499	Clytia|LOC_028552, Clytia|LOC_008804, Clytia|LOC_008797, Clytia|LOC_036705, Clytia|LOC_016089, Clytia|LOC_016092, Clytia|LOC_007469
OG0001632	Hydra|LOC105844647, Hydra|LOC100212833	Clytia|LOC_010337
OG0001633	Hydra|LOC100208636, Hydra|LOC100202608, Hydra|LOC101239437	Clytia|LOC_007942, Clytia|LOC_035363, Clytia|LOC_007940
OG0001634	Hydra|LOC124808511, Hydra|LOC124817838, Hydra|LOC124816087, Hydra|LOC124819290, Hydra|LOC124809571, Hydra|LOC124815308, Hydra|LOC124813943	Clytia|LOC_007984, Clytia|LOC_008014
OG0001635	Hydra|LOC100199543	Clytia|LOC_008013
OG0001637	Hydra|LOC124811310, Hydra|LOC124819139, Hydra|LOC124814739	Clytia|LOC_008361, Clytia|LOC_030158, Clytia|LOC_023978
OG0001638	Hydra|LOC100204362	Clytia|LOC_018582
OG0001639	Hydra|LOC100213891, Hydra|LOC100209715	Clytia|LOC_008858, Clytia|LOC_011023, Clytia|LOC_011002
OG0001640	Hydra|LOC100211228	Clytia|LOC_011754, Clytia|LOC_021089, Clytia|LOC_011755, Clytia|LOC_022302, Clytia|LOC_009006
OG0001641	Hydra|LOC105844455, Hydra|LOC105849427, Hydra|LOC101234467, Hydra|LOC100199051	Clytia|LOC_009619, Clytia|LOC_036400
OG0001642	Hydra|LOC100206128, Hydra|LOC100213208	Clytia|LOC_044369, Clytia|LOC_009637
OG0001643	Hydra|LOC100204650, Hydra|LOC105847617, Hydra|LOC101234904, Hydra|LOC100200105	Clytia|LOC_012421, Clytia|LOC_009666, Clytia|LOC_009677
OG0001644	Hydra|LOC100203187	Clytia|LOC_009676
OG0001644	Hydra|LOC100199510, Hydra|LOC124815015	Clytia|LOC_009675
OG0001645	Hydra|LOC100203429	Clytia|LOC_009757
OG0001645	Hydra|LOC100210803	Clytia|LOC_029500
OG0001646	Hydra|LOC101235936, Hydra|LOC101241207	Clytia|LOC_010125
OG0001648	Hydra|LOC100197662	Clytia|LOC_030861, Clytia|LOC_010635
OG0001649	Hydra|LOC100201693	Clytia|LOC_033659, Clytia|LOC_023041, Clytia|LOC_010707
OG0001650	Hydra|LOC100213116	Clytia|LOC_011020
OG0001651	Hydra|LOC100204144	Clytia|LOC_011200, Clytia|LOC_012215, Clytia|LOC_012214
OG0001653	Hydra|LOC100211573	Clytia|LOC_022308
OG0001654	Hydra|LOC105849401	Clytia|LOC_011385
OG0001656	Hydra|LOC105847698, Hydra|LOC105849853	Clytia|LOC_036607, Clytia|LOC_024578, Clytia|LOC_029625, Clytia|LOC_027703, Clytia|LOC_034740, Clytia|LOC_011452, Clytia|LOC_025615
OG0001658	Hydra|LOC100200423	Clytia|LOC_012002, Clytia|LOC_011972, Clytia|LOC_011971, Clytia|LOC_011970, Clytia|LOC_011969
OG0001663	Hydra|LOC100211796, Hydra|LOC100211476	Clytia|LOC_012713
OG0001664	Hydra|LOC124811499, Hydra|LOC124806110	Clytia|LOC_012726
OG0001664	Hydra|LOC124819261, Hydra|LOC105847456, Hydra|LOC124810393	Clytia|LOC_023828, Clytia|LOC_023829, Clytia|LOC_016025
OG0001665	Hydra|LOC100205803	Clytia|LOC_030483, Clytia|LOC_013002
OG0001667	Hydra|LOC100215411	Clytia|LOC_013369
OG0001668	Hydra|LOC101240414	Clytia|LOC_013464, Clytia|LOC_017340
OG0001669	Hydra|LOC100198047	Clytia|LOC_013520, Clytia|LOC_013526
OG0001669	Hydra|LOC100212904	Clytia|LOC_039010
OG0001670	Hydra|LOC100198066, Hydra|LOC100197777, Hydra|LOC100206457	Clytia|LOC_013885
OG0001674	Hydra|LOC100210595	Clytia|LOC_014753
OG0001676	Hydra|LOC105843446	Clytia|LOC_014791
OG0001677	Hydra|LOC105844463	Clytia|LOC_034462, Clytia|LOC_034463, Clytia|LOC_034396, Clytia|LOC_034428, Clytia|LOC_030679, Clytia|LOC_015058
OG0001679	Hydra|LOC124806222, Hydra|LOC124811235, Hydra|LOC124813318	Clytia|LOC_018711, Clytia|LOC_015096
OG0001680	Hydra|LOC124814318, Hydra|LOC105847311	Clytia|LOC_023043, Clytia|LOC_039409, Clytia|LOC_029632, Clytia|LOC_015207, Clytia|LOC_021396, Clytia|LOC_024906, Clytia|LOC_037152
OG0001681	Hydra|LOC100209766, Hydra|LOC100200320, Hydra|LOC100215805	Clytia|LOC_015222, Clytia|LOC_041732, Clytia|LOC_015223
OG0001682	Hydra|LOC124815824, Hydra|LOC124815429, Hydra|LOC105845033	Clytia|LOC_015268, Clytia|LOC_015277
OG0001683	Hydra|LOC101239948, Hydra|LOC124814407	Clytia|LOC_040268
OG0001683	Hydra|LOC105843109, Hydra|LOC124813734, Hydra|LOC124813738	Clytia|LOC_015332, Clytia|LOC_020524
OG0001684	Hydra|LOC100204838	Clytia|LOC_016038, Clytia|LOC_027587, Clytia|LOC_016039, Clytia|LOC_022841
OG0001685	Hydra|LOC100211252	Clytia|LOC_029162, Clytia|LOC_026669, Clytia|LOC_016121, Clytia|LOC_029161, Clytia|LOC_027134
OG0001688	ilp1	Clytia|LOC_016678, Clytia|LOC_033246
OG0001689	Hydra|LOC101235136	Clytia|LOC_016800, Clytia|LOC_016803, Clytia|LOC_032135, Clytia|LOC_032146
OG0001695	Hydra|LOC100214219	Clytia|LOC_017649
OG0001695	Hydra|LOC100201054	Clytia|LOC_018884
OG0001696	Hydra|LOC124810170	Clytia|LOC_018053
OG0001696	Hydra|LOC101239525	Clytia|LOC_018054
OG0001697	Hydra|LOC100200949	Clytia|LOC_018125
OG0001698	Hydra|LOC100205285	Clytia|LOC_036114
OG0001699	Hydra|LOC100211755	Clytia|LOC_018632, Clytia|LOC_025166, Clytia|LOC_018627
OG0001703	Hydra|LOC124815282	Clytia|LOC_020068, Clytia|LOC_024758, Clytia|LOC_043031, Clytia|LOC_027044, Clytia|LOC_040025
OG0001705	Hydra|LOC124817461, Hydra|LOC101236717	Clytia|LOC_042318, Clytia|LOC_042316, Clytia|LOC_042315, Clytia|LOC_020287, Clytia|LOC_020288
OG0001706	Hydra|LOC100211662, Hydra|LOC101241719, Hydra|LOC100198644	Clytia|LOC_020353, Clytia|LOC_020352, Clytia|LOC_037088, Clytia|LOC_020357
OG0001707	Hydra|LOC100211886	Clytia|LOC_020369
OG0001709	Hydra|LOC100214979	Clytia|LOC_021626, Clytia|LOC_021030
OG0001710	Hydra|LOC100200234	Clytia|LOC_021214
OG0001711	Hydra|LOC100200618	Clytia|LOC_040687, Clytia|LOC_040666, Clytia|LOC_021484
OG0001712	Hydra|LOC105845841, Hydra|LOC101238600, Hydra|LOC100199661, Hydra|LOC105843588	Clytia|LOC_022497, Clytia|LOC_037560
OG0001715	Hydra|LOC124811137, Hydra|LOC124807598	Clytia|LOC_027162
OG0001715	Hydra|LOC124813590	Clytia|LOC_023196
OG0001717	Hydra|LOC105845167	Clytia|LOC_023700, Clytia|LOC_043878, Clytia|LOC_043877
OG0001719	Hydra|LOC124806217, Hydra|LOC124806196, Hydra|LOC100215267	Clytia|LOC_025813, Clytia|LOC_045647, Clytia|LOC_025814
OG0001720	Hydra|LOC100212621	Clytia|LOC_025879
OG0001722	Hydra|LOC101241780, Hydra|LOC105844819	Clytia|LOC_028560
OG0001723	Hydra|LOC100204034	Clytia|LOC_033978, Clytia|LOC_028710
OG0001724	Hydra|LOC105846144	Clytia|LOC_030030
OG0001725	Hydra|LOC101239647	Clytia|LOC_034950, Clytia|LOC_030092
OG0001726	Hydra|LOC124811484	Clytia|LOC_030658
OG0001727	Hydra|LOC100213653	Clytia|LOC_030659, Clytia|LOC_030676
OG0001728	Hydra|LOC124819308, Hydra|LOC105849993, Hydra|LOC124807886, Hydra|LOC100211323, Hydra|LOC105846409, Hydra|LOC124812319, Hydra|LOC124808813	Clytia|LOC_031187
OG0001729	Hydra|LOC100211317, Hydra|LOC100215679, Hydra|LOC100213255, Hydra|LOC124819331	Clytia|LOC_031442
OG0001730	Hydra|LOC100211341	Clytia|LOC_031907, Clytia|LOC_031900
OG0001731	Hydra|LOC105847064	Clytia|LOC_038259
OG0001731	Hydra|LOC100206050, Hydra|LOC100200744	Clytia|LOC_032188
OG0001732	Hydra|LOC100197512	Clytia|LOC_032572
OG0001735	Hydra|LOC100207901, Hydra|LOC100209993	Clytia|LOC_033852
OG0001737	Hydra|LOC100198513, Hydra|LOC100201901, Hydra|LOC100206083, Hydra|LOC100211128	Clytia|LOC_034259
OG0001738	Hydra|LOC100212206	Clytia|LOC_034302
OG0001738	Hydra|LOC101239125, Hydra|LOC100206085	Clytia|LOC_036640
OG0001739	Hydra|LOC100206790	Clytia|LOC_034378, Clytia|LOC_034379, Clytia|LOC_034380, Clytia|LOC_034412, Clytia|LOC_034410
OG0001740	Hydra|LOC105846402, Hydra|LOC100214913, Hydra|LOC105846434	Clytia|LOC_034518
OG0001741	Hydra|LOC100203121	Clytia|LOC_043131
OG0001741	Hydra|LOC100212093	Clytia|LOC_034631
OG0001742	Hydra|LOC105845456	Clytia|LOC_034759
OG0001742	Hydra|LOC100210040	Clytia|LOC_045283
OG0001743	Hydra|LOC105844802	Clytia|LOC_034791, Clytia|LOC_034765, Clytia|LOC_034825
OG0001744	Hydra|LOC124811083, Hydra|LOC124808050, Hydra|LOC105845890, Hydra|LOC124815834, Hydra|LOC124805782, Hydra|LOC105845891, Hydra|LOC105846596	Clytia|LOC_034848, Clytia|LOC_042050
OG0001746	Hydra|LOC100208415	Clytia|LOC_036695
OG0001746	Hydra|LOC100202236	Clytia|LOC_041326
OG0001747	Hydra|LOC100203373	Clytia|LOC_037307
OG0001748	Hydra|LOC100203152, Hydra|LOC124816493, Hydra|LOC100204369	Clytia|LOC_037610
OG0001749	Hydra|LOC101241095	Clytia|LOC_037614, Clytia|LOC_045074
OG0001750	Hydra|LOC105845170, Hydra|LOC105845443, Hydra|LOC105850496, Hydra|LOC105845444	Clytia|LOC_038175
OG0001751	Hydra|LOC100207979	Clytia|LOC_038351, Clytia|LOC_039540, Clytia|LOC_039188
OG0001752	Hydra|LOC100199911	Clytia|LOC_038459
OG0001755	Hydra|LOC100208166	Clytia|LOC_040241, Clytia|LOC_040264
OG0001756	Hydra|LOC101237283, Hydra|LOC101238553	Clytia|LOC_040346
OG0001757	Hydra|LOC105843241, Hydra|LOC105843240	Clytia|LOC_040789
OG0001758	Hydra|LOC100198084	Clytia|LOC_041241, Clytia|LOC_041237
OG0001759	Hydra|LOC100203861	Clytia|LOC_043384
OG0001759	Hydra|LOC100214531	Clytia|LOC_041611
OG0001760	Hydra|LOC100210184	Clytia|LOC_042410
OG0001761	Hydra|LOC124806881, Hydra|LOC100211305, Hydra|LOC124806882	Clytia|LOC_043265
OG0001762	Hydra|LOC105845142, Hydra|LOC124808503	Clytia|LOC_043276
OG0001763	Hydra|LOC100203476	Clytia|LOC_043885
OG0001763	Hydra|LOC100215242	Clytia|LOC_044316
OG0001764	Hydra|LOC100214758	Clytia|LOC_045440
OG0001764	Hydra|LOC100212769	Clytia|LOC_045441
OG0001765	Hydra|LOC124815879, Hydra|LOC101239103, Hydra|LOC105845030	Clytia|LOC_045650
OG0001855	Hydra|LOC100202645, Hydra|LOC100201430	Clytia|LOC_000094
OG0001856	Hydra|LOC124808422	Clytia|LOC_000123
OG0001859	Hydra|LOC100200338	Clytia|LOC_009976
OG0001859	Hydra|LOC100204611	Clytia|LOC_000289
OG0001860	Hydra|LOC100202686, Hydra|LOC100212346	Clytia|LOC_000335, Clytia|LOC_000334, Clytia|LOC_000333
OG0001862	Hydra|LOC100200582, Hydra|LOC100211732	Clytia|LOC_010306, Clytia|LOC_000746, Clytia|LOC_000714, Clytia|LOC_006164, Clytia|LOC_010305
OG0001863	Hydra|LOC100197608	Clytia|LOC_000837, Clytia|LOC_000881, Clytia|LOC_027237, Clytia|LOC_000882, Clytia|LOC_044492
OG0001866	Hydra|LOC100212447, Hydra|LOC100200818	Clytia|LOC_015998, Clytia|LOC_000962, Clytia|LOC_017585, Clytia|LOC_010763
OG0001867	myc2	Clytia|LOC_000985
OG0001870	Hydra|LOC100213528	Clytia|LOC_001114
OG0001870	Hydra|LOC100213897	Clytia|LOC_001115
OG0001871	Hydra|LOC124807138, Hydra|LOC124811224, Hydra|LOC124813731, Hydra|LOC124813786	Clytia|LOC_001234, Clytia|LOC_037340, Clytia|LOC_024830
OG0001872	Hydra|LOC101239006	Clytia|LOC_044123, Clytia|LOC_001470
OG0001874	Hydra|LOC101235959	Clytia|LOC_001522, Clytia|LOC_001524
OG0001877	Hydra|LOC100205136	Clytia|LOC_001618
OG0001877	Hydra|LOC100204534, Hydra|LOC100199986	Clytia|LOC_012335
OG0001880	Hydra|LOC101236855	Clytia|LOC_001823
OG0001881	Hydra|LOC105848620	Clytia|LOC_001856
OG0001882	Hydra|LOC100203050	Clytia|LOC_001931
OG0001883	Hydra|LOC100211281	Clytia|LOC_001950
OG0001884	Hydra|LOC100212242, Hydra|LOC105850324	Clytia|LOC_002259, Clytia|LOC_002288, Clytia|LOC_013832
OG0001887	Hydra|LOC101238357	Clytia|LOC_002402
OG0001888	Hydra|LOC100200128	Clytia|LOC_002648
OG0001888	Hydra|LOC100214514	Clytia|LOC_002647
OG0001891	Hydra|LOC100208289	Clytia|LOC_002768
OG0001891	Hydra|LOC100208687	Clytia|LOC_003583
OG0001893	Hydra|LOC100202667	Clytia|LOC_011867
OG0001893	Hydra|LOC100204739	Clytia|LOC_002797
OG0001894	Hydra|LOC101235950	Clytia|LOC_040446
OG0001894	Hydra|LOC100209542, Hydra|LOC100199406	Clytia|LOC_002998
OG0001895	Hydra|LOC105844343	Clytia|LOC_021306
OG0001895	Hydra|LOC100203899	Clytia|LOC_003006
OG0001896	Hydra|LOC100197279	Clytia|LOC_003033
OG0001897	Hydra|LOC105846926, Hydra|LOC105843377, Hydra|LOC105850880, Hydra|LOC105849116, Hydra|LOC124805952, Hydra|LOC105844203	Clytia|LOC_003054
OG0001898	Hydra|LOC100200850	Clytia|LOC_003093
OG0001899	Hydra|LOC100213184	Clytia|LOC_003185, Clytia|LOC_003163
OG0001900	Hydra|LOC100202149	Clytia|LOC_003168
OG0001900	Hydra|LOC101235210	Clytia|LOC_037909
OG0001903	Hydra|LOC105847942	Clytia|LOC_038197, Clytia|LOC_038213, Clytia|LOC_021227, Clytia|LOC_003496, Clytia|LOC_038245, Clytia|LOC_003503
OG0001904	Hydra|LOC101238515	Clytia|LOC_003516
OG0001906	Hydra|LOC100206883	Clytia|LOC_003576
OG0001907	Hydra|LOC105844600	Clytia|LOC_003651
OG0001909	Hydra|LOC124817936, Hydra|LOC100213583	Clytia|LOC_008219, Clytia|LOC_041603, Clytia|LOC_003771
OG0001910	Hydra|LOC100209753, Hydra|LOC105847724, Hydra|LOC100205317, Hydra|LOC101239789	Clytia|LOC_003881
OG0001911	Hydra|LOC100200478, Hydra|LOC100202447	Clytia|LOC_007539, Clytia|LOC_003929
OG0001912	Hydra|LOC101240653	Clytia|LOC_003936
OG0001913	Hydra|LOC100205627	Clytia|LOC_003966
OG0001914	Hydra|LOC100208961	Clytia|LOC_004020
OG0001914	Hydra|LOC101241841	Clytia|LOC_033774
OG0001915	Hydra|LOC100201422	Clytia|LOC_004070
OG0001916	Hydra|LOC101238445	Clytia|LOC_004072, Clytia|LOC_019506
OG0001917	Hydra|LOC100205559, Hydra|LOC105847415, Hydra|LOC105845629, Hydra|LOC105844358, Hydra|LOC101235740, Hydra|LOC105848483	Clytia|LOC_004098
OG0001919	Hydra|LOC124811594	Clytia|LOC_004181
OG0001921	Hydra|LOC100198464	Clytia|LOC_014340, Clytia|LOC_004303, Clytia|LOC_004287
OG0001922	Hydra|LOC105845724	Clytia|LOC_004360, Clytia|LOC_004358
OG0001926	Hydra|LOC100201685	Clytia|LOC_004707, Clytia|LOC_004708
OG0001927	Hydra|LOC100202359	Clytia|LOC_004722, Clytia|LOC_031378, Clytia|LOC_031377
OG0001928	Hydra|LOC101238851	Clytia|LOC_004757
OG0001932	Hydra|LOC100206903	Clytia|LOC_005039
OG0001933	Hydra|LOC100207813, Hydra|LOC105846574, Hydra|LOC100199179, Hydra|LOC100207952	Clytia|LOC_005171, Clytia|LOC_005169
OG0001934	Hydra|LOC100201403	Clytia|LOC_005191
OG0001935	Hydra|LOC100204226	Clytia|LOC_005305
OG0001939	Hydra|LOC101236593	Clytia|LOC_013641, Clytia|LOC_005516, Clytia|LOC_013642
OG0001940	Hydra|LOC100212681	Clytia|LOC_005607, Clytia|LOC_010645
OG0001941	Hydra|LOC100197966	Clytia|LOC_005846
OG0001942	Hydra|LOC100213474, Hydra|LOC100202839	Clytia|LOC_007815, Clytia|LOC_005856, Clytia|LOC_005865
OG0001943	Hydra|LOC100207753	Clytia|LOC_005866
OG0001944	Hydra|LOC100200074	Clytia|LOC_005895
OG0001947	Hydra|LOC100206618, Hydra|LOC100210177, Hydra|LOC100199377	Clytia|LOC_006101
OG0001949	Hydra|LOC100204219, Hydra|LOC100197158, Hydra|LOC100202454	Clytia|LOC_006155
OG0001950	Hydra|LOC100211827, Hydra|LOC100200677	Clytia|LOC_006372, Clytia|LOC_025998
OG0001951	Hydra|LOC100207998	Clytia|LOC_006380, Clytia|LOC_006379
OG0001952	Hydra|LOC100198653	Clytia|LOC_006426
OG0001952	Hydra|LOC100210912	Clytia|LOC_043724
OG0001954	Hydra|LOC100202657, Hydra|LOC100199980	Clytia|LOC_006488
OG0001955	Hydra|LOC101236615	Clytia|LOC_006527
OG0001956	Hydra|LOC100202398	Clytia|LOC_006538, Clytia|LOC_013297, Clytia|LOC_010493
OG0001957	Hydra|LOC105850223	Clytia|LOC_040248, Clytia|LOC_040247, Clytia|LOC_006543
OG0001958	Hydra|LOC100202935	Clytia|LOC_006600
OG0001959	Hydra|LOC100206623	Clytia|LOC_027686, Clytia|LOC_027687, Clytia|LOC_006902
OG0001961	Hydra|LOC101238218	Clytia|LOC_007950
OG0001961	Hydra|LOC100206440	Clytia|LOC_007228
OG0001962	Hydra|LOC100204322	Clytia|LOC_007293
OG0001962	Hydra|LOC101241494	Clytia|LOC_007242
OG0001963	Hydra|LOC100200854	Clytia|LOC_026028, Clytia|LOC_007395, Clytia|LOC_025302
OG0001965	Hydra|LOC100213744	Clytia|LOC_007470
OG0001966	Hydra|LOC100202008	Clytia|LOC_007541
OG0001967	Hydra|LOC100214644, Hydra|LOC100208577, Hydra|LOC100208567	Clytia|LOC_043363, Clytia|LOC_007585
OG0001968	Hydra|LOC100201689	Clytia|LOC_007690, Clytia|LOC_007697
OG0001969	Hydra|LOC100213365	Clytia|LOC_007726
OG0001970	Hydra|LOC100204855	Clytia|LOC_023009, Clytia|LOC_022796, Clytia|LOC_007914, Clytia|LOC_007905
OG0001971	Hydra|LOC100206247, Hydra|LOC100201160, Hydra|LOC100209323	Clytia|LOC_007959
OG0001972	Hydra|LOC101236803	Clytia|LOC_008062, Clytia|LOC_008045, Clytia|LOC_023775, Clytia|LOC_008061
OG0001973	Hydra|LOC100205403	Clytia|LOC_008150
OG0001973	Hydra|LOC100215737	Clytia|LOC_033643
OG0001974	Hydra|LOC105848832	Clytia|LOC_008169
OG0001975	Hydra|LOC105847784	Clytia|LOC_008226, Clytia|LOC_008227, Clytia|LOC_030853, Clytia|LOC_040617
OG0001976	Hydra|LOC100215751	Clytia|LOC_008317
OG0001976	Hydra|LOC100207841	Clytia|LOC_042093
OG0001977	Hydra|LOC105848180	Clytia|LOC_008423
OG0001978	Hydra|LOC101237470	Clytia|LOC_008429
OG0001982	Hydra|LOC100204217, Hydra|LOC100200732	Clytia|LOC_044216
OG0001983	Hydra|LOC105845021, Hydra|LOC124812070, Hydra|LOC124815204	Clytia|LOC_008849, Clytia|LOC_010732
OG0001984	Hydra|LOC100201797	Clytia|LOC_009174
OG0001988	Hydra|LOC100204977	Clytia|LOC_009570, Clytia|LOC_009569
OG0001989	Hydra|LOC100199148	Clytia|LOC_009643
OG0001989	Hydra|LOC100197952	Clytia|LOC_009642
OG0001991	Hydra|LOC100208449	Clytia|LOC_044063, Clytia|LOC_009858
OG0001992	Hydra|LOC100215292	Clytia|LOC_015554
OG0001993	Hydra|LOC124814762, Hydra|LOC124809253, Hydra|LOC124810354	Clytia|LOC_009885, Clytia|LOC_009886
OG0001994	Hydra|LOC100211325	Clytia|LOC_009964, Clytia|LOC_043591, Clytia|LOC_023757, Clytia|LOC_009969
OG0001995	Hydra|LOC100206199	Clytia|LOC_010010
OG0001997	jun	Clytia|LOC_010086
OG0001998	Hydra|LOC100202697	Clytia|LOC_010088
OG0001999	Hydra|LOC105847832, Hydra|LOC124815105, Hydra|LOC105844643, Hydra|LOC124815106	Clytia|LOC_034409, Clytia|LOC_010114, Clytia|LOC_010123
OG0002001	Hydra|LOC100201659	Clytia|LOC_010299
OG0002002	Hydra|LOC101234436	Clytia|LOC_010508, Clytia|LOC_020059, Clytia|LOC_011420, Clytia|LOC_011421
OG0002004	Hydra|LOC124811446	Clytia|LOC_010601
OG0002006	Hydra|LOC101237079	Clytia|LOC_010789
OG0002007	Hydra|LOC100207937	Clytia|LOC_010935
OG0002008	Hydra|LOC101240946	Clytia|LOC_011027
OG0002010	Hydra|LOC100211230	Clytia|LOC_011279, Clytia|LOC_011262
OG0002011	Hydra|LOC100204691	Clytia|LOC_034910
OG0002012	Hydra|LOC100200597	Clytia|LOC_027101, Clytia|LOC_011509
OG0002015	Hydra|LOC100209110	Clytia|LOC_011741, Clytia|LOC_044272, Clytia|LOC_044325
OG0002016	Hydra|LOC100198541, Hydra|LOC124814745	Clytia|LOC_043545, Clytia|LOC_011812, Clytia|LOC_042614, Clytia|LOC_025823, Clytia|LOC_013688, Clytia|LOC_040561
OG0002017	Hydra|LOC124817234, Hydra|LOC124817232, Hydra|LOC124817233, Hydra|LOC124817213	Clytia|LOC_038065, Clytia|LOC_038064, Clytia|LOC_011898, Clytia|LOC_030094
OG0002018	Hydra|LOC101241169, Hydra|LOC124815931	Clytia|LOC_012131
OG0002019	Hydra|LOC124816090, Hydra|LOC100209718, Hydra|LOC124810892	Clytia|LOC_012295
OG0002023	Hydra|LOC100212260	Clytia|LOC_039859
OG0002023	Hydra|LOC100209995	Clytia|LOC_012382
OG0002024	Hydra|LOC100203675, Hydra|LOC100206602	Clytia|LOC_012460, Clytia|LOC_012448
OG0002027	Hydra|LOC105843932	Clytia|LOC_012901
OG0002028	Hydra|LOC100199240	Clytia|LOC_043717, Clytia|LOC_012907, Clytia|LOC_043716, Clytia|LOC_012906
OG0002029	Hydra|LOC100200153	Clytia|LOC_013136, Clytia|LOC_021961, Clytia|LOC_013132, Clytia|LOC_033777
OG0002030	Hydra|LOC100206322, Hydra|LOC100209785, Hydra|LOC100209841	Clytia|LOC_013251, Clytia|LOC_031991
OG0002031	Hydra|LOC101239863	Clytia|LOC_013296
OG0002033	Hydra|LOC100198550	Clytia|LOC_013623, Clytia|LOC_013624, Clytia|LOC_013631, Clytia|LOC_029057
OG0002034	Hydra|LOC101236730	Clytia|LOC_013689
OG0002035	Hydra|LOC100203015	Clytia|LOC_013952
OG0002038	Hydra|LOC101240546	Clytia|LOC_026088, Clytia|LOC_023241, Clytia|LOC_015510, Clytia|LOC_014290
OG0002039	Hydra|LOC100213314	Clytia|LOC_014411, Clytia|LOC_028456
OG0002040	Hydra|LOC105844134	Clytia|LOC_014436
OG0002046	Hydra|LOC100212273	Clytia|LOC_014839
OG0002047	Hydra|LOC101236446	Clytia|LOC_014908
OG0002048	Hydra|LOC100206742	Clytia|LOC_019640, Clytia|LOC_019641, Clytia|LOC_016312, Clytia|LOC_014942
OG0002049	Hydra|LOC105845087	Clytia|LOC_015215, Clytia|LOC_027886
OG0002049	Hydra|LOC124810062, Hydra|LOC124815028, Hydra|LOC124817121	Clytia|LOC_026961, Clytia|LOC_030497
OG0002050	Hydra|LOC101237115	Clytia|LOC_015298, Clytia|LOC_019295
OG0002051	Hydra|LOC105846266	Clytia|LOC_029595
OG0002051	Hydra|LOC101236278	Clytia|LOC_015313
OG0002053	Hydra|LOC100206191, Hydra|LOC100206143, Hydra|LOC100197975	Clytia|LOC_015552, Clytia|LOC_015547
OG0002054	Hydra|LOC101238552	Clytia|LOC_015648
OG0002056	Hydra|LOC101236759	Clytia|LOC_015764
OG0002056	Hydra|LOC101237795	Clytia|LOC_041383
OG0002058	Hydra|LOC105846892, Hydra|LOC124806916, Hydra|LOC124809455, Hydra|LOC124814983, Hydra|LOC101240618	Clytia|LOC_016254, Clytia|LOC_020000
OG0002060	Hydra|LOC105844628	Clytia|LOC_016860
OG0002062	Hydra|LOC124807480, Hydra|LOC105845928, Hydra|LOC124807883, Hydra|LOC124807024, Hydra|LOC124806636, Hydra|LOC124814960	Clytia|LOC_021829, Clytia|LOC_017194
OG0002063	Hydra|LOC100209513	Clytia|LOC_020028, Clytia|LOC_017221
OG0002064	Hydra|LOC100198679	Clytia|LOC_017483, Clytia|LOC_045179
OG0002065	Hydra|LOC100206989	Clytia|LOC_017891, Clytia|LOC_037848
OG0002066	Hydra|LOC100206244	Clytia|LOC_018021, Clytia|LOC_018023
OG0002067	Hydra|LOC100198060	Clytia|LOC_018411
OG0002068	grm1	Clytia|LOC_018471, Clytia|LOC_041736, Clytia|LOC_045452
OG0002069	Hydra|LOC100206178	Clytia|LOC_018506, Clytia|LOC_024249, Clytia|LOC_036529
OG0002070	Hydra|LOC105846202, Hydra|LOC124806934	Clytia|LOC_018825
OG0002070	Hydra|LOC124818219, Hydra|LOC124816524, Hydra|LOC124814958	Clytia|LOC_020439, Clytia|LOC_033584
