Orthogroup	longest_isoform_HydraProteins	longest_isoform_XeniaProteins
OG0003205	Hydra|LOC100202382, Hydra|LOC100198326	Xenia|LOC124451115
OG0003206	Hydra|LOC100199042	Xenia|LOC124454032, Xenia|LOC124443852
OG0003207	Hydra|LOC100207310	Xenia|LOC124437049
OG0003208	Hydra|LOC100212922	Xenia|LOC124448334, Xenia|LOC124448242
OG0003209	Hydra|LOC100212864	Xenia|LOC124447072
OG0003210	Hydra|LOC100199450	Xenia|LOC124445302
OG0003211	Hydra|LOC101237853	Xenia|LOC124434291
OG0003212	Hydra|LOC105845902	Xenia|LOC124444618, Xenia|LOC124456558
OG0003213	Hydra|LOC101238117	Xenia|LOC124438428
OG0003214	Hydra|LOC100202246	Xenia|LOC124433290
OG0003215	Hydra|LOC100205771	Xenia|LOC124447220
OG0003216	Hydra|LOC100208534	Xenia|LOC124457789
OG0003217	Hydra|LOC100210004, Hydra|LOC100211694, Hydra|LOC100210255	Xenia|LOC124440550
OG0003218	Hydra|LOC100197368	Xenia|LOC124442154, Xenia|LOC124458161
OG0003219	Hydra|LOC101240709	Xenia|LOC124433416
OG0003221	Hydra|LOC100208238	Xenia|LOC124433361
OG0003222	Hydra|LOC100198000	Xenia|LOC124451961
OG0003223	Hydra|LOC100209224	Xenia|LOC124452311
OG0003225	Hydra|LOC100206124	Xenia|LOC124459049
OG0003226	Hydra|LOC100207014	Xenia|LOC124440285, Xenia|LOC124459306
OG0003228	Hydra|LOC100211656	Xenia|LOC124443320
OG0003229	Hydra|LOC101241434	Xenia|LOC124439915, Xenia|LOC124439916
OG0003230	Hydra|LOC100213974	Xenia|LOC124455257, Xenia|LOC124440771
OG0003231	Hydra|LOC100207293	Xenia|LOC124436465, Xenia|LOC124455891
OG0003233	Hydra|LOC100204515	Xenia|LOC124445891
OG0003234	Hydra|LOC100198919	Xenia|LOC124445505, Xenia|LOC124445506
OG0003235	Hydra|LOC100205556	Xenia|LOC124445829, Xenia|LOC124445835
OG0003236	Hydra|LOC100206119	Xenia|LOC124443909, Xenia|LOC124443910
OG0003238	Hydra|LOC100207873	Xenia|LOC124433783
OG0003239	Hydra|LOC100213005	Xenia|LOC124446589
OG0003240	Hydra|LOC100214852	Xenia|LOC124440532, Xenia|LOC124440020
OG0003241	Hydra|LOC100206939	Xenia|LOC124437518
OG0003243	Hydra|LOC100215312	Xenia|LOC124446630
OG0003244	Hydra|LOC101235974	Xenia|LOC124447955, Xenia|LOC124447792
OG0003245	Hydra|LOC100206229	Xenia|LOC124438375
OG0003246	Hydra|LOC100204902, Hydra|LOC100200610	Xenia|LOC124447878
OG0003247	Hydra|LOC100197386	Xenia|LOC124436522, Xenia|LOC124436523
OG0003248	Hydra|LOC101235244	Xenia|LOC124433515
OG0003249	Hydra|LOC100212474	Xenia|LOC124459063
OG0003250	Hydra|LOC100209604	Xenia|LOC124446347
OG0003251	Hydra|LOC100208601	Xenia|LOC124446906
OG0003252	Hydra|LOC105846261	Xenia|LOC124445674
OG0003253	Hydra|LOC100213529	Xenia|LOC124449025
OG0003254	Hydra|LOC105843836	Xenia|LOC124440442, Xenia|LOC124454412
OG0003255	Hydra|LOC101240275	Xenia|LOC124444385
OG0003256	Hydra|LOC100200342	Xenia|LOC124446203
OG0003257	Hydra|LOC100210792	Xenia|LOC124437117, Xenia|LOC124436540
OG0003259	Hydra|LOC100197477	Xenia|LOC124434312, Xenia|LOC124434737
OG0003260	Hydra|LOC100210719	Xenia|LOC124435446
OG0003261	Hydra|LOC101239761	Xenia|LOC124444548
OG0003262	Hydra|LOC100198100	Xenia|LOC124454773
OG0003264	Hydra|LOC105845946	Xenia|LOC124440689, Xenia|LOC124456530
OG0003265	Hydra|LOC100204506	Xenia|LOC124433429
OG0003266	Hydra|LOC100206670	Xenia|LOC124458114
OG0003267	Hydra|LOC100212949	Xenia|LOC124434945
OG0003268	Hydra|LOC100207627	Xenia|LOC124459604
OG0003269	Hydra|LOC105844863	Xenia|LOC124452261
OG0003270	Hydra|LOC100197308	Xenia|LOC124452914
OG0003271	Hydra|LOC105843287	Xenia|LOC124448074
OG0003272	Hydra|LOC101241753	Xenia|LOC124441085
OG0003274	Hydra|LOC105843191, Hydra|LOC105846382	Xenia|LOC124453565
OG0003275	Hydra|LOC100206467	Xenia|LOC124453792
OG0003276	Hydra|LOC101238352	Xenia|LOC124457100
OG0003277	Hydra|LOC100204979	Xenia|LOC124459468
OG0003278	Hydra|LOC101241111	Xenia|LOC124433582
OG0003279	Hydra|LOC101235897, Hydra|LOC100199389	Xenia|LOC124441029
OG0003280	Hydra|LOC100209787	Xenia|LOC124436552
OG0003281	Hydra|LOC100205580, Hydra|LOC100203420	Xenia|LOC124459143
OG0003282	Hydra|LOC100209282	Xenia|LOC124456655, Xenia|LOC124436574
OG0003286	Hydra|LOC100213577	Xenia|LOC124444455, Xenia|LOC124443669
OG0003287	Hydra|LOC101239718	Xenia|LOC124438236
OG0003288	Hydra|LOC100209356	Xenia|LOC124439520, Xenia|LOC124439521
OG0003289	Hydra|LOC100212002, Hydra|LOC105844435	Xenia|LOC124457878
OG0003290	Hydra|LOC101236342	Xenia|LOC124438100
OG0003291	Hydra|LOC100214140	Xenia|LOC124439001
OG0003292	Hydra|LOC100213698	Xenia|LOC124438119
OG0003293	Hydra|LOC101241279	Xenia|LOC124438386
OG0003294	Hydra|LOC101240343	Xenia|LOC124439365, Xenia|LOC124439227
OG0003295	Hydra|LOC100198607	Xenia|LOC124443851
OG0003296	Hydra|LOC100213911	Xenia|LOC124440893
OG0003297	Hydra|LOC105843117	Xenia|LOC124443164
OG0003298	Hydra|LOC100200906	Xenia|LOC124439251
OG0003300	Hydra|LOC100209757	Xenia|LOC124440357
OG0003301	Hydra|LOC101236458	Xenia|LOC124450569
OG0003302	Hydra|LOC124805766	Xenia|LOC124437965
OG0003303	Hydra|LOC100197711	Xenia|LOC124440691
OG0003304	Hydra|LOC101236058	Xenia|LOC124439571
OG0003306	Hydra|LOC100197539	Xenia|LOC124447682, Xenia|LOC124449301
OG0003309	Hydra|LOC100214525	Xenia|LOC124454268, Xenia|LOC124454265
OG0003310	Hydra|LOC101235737	Xenia|LOC124455369
OG0003312	Hydra|LOC100208131	Xenia|LOC124439341
OG0003314	Hydra|LOC105847406	Xenia|LOC124443619
OG0003315	Hydra|LOC100205597	Xenia|LOC124435213, Xenia|LOC124435522
OG0003316	Hydra|LOC100215212	Xenia|LOC124444896
OG0003317	Hydra|LOC101236770	Xenia|LOC124441433
OG0003319	Hydra|LOC101234582	Xenia|LOC124453217
OG0003320	Hydra|LOC105846942	Xenia|LOC124440068, Xenia|LOC124440046
OG0003321	Hydra|LOC100200828	Xenia|LOC124455658
OG0003322	Hydra|LOC100214734	Xenia|LOC124457553, Xenia|LOC124455462
OG0003323	Hydra|LOC100211253	Xenia|LOC124442015
OG0003324	Hydra|LOC100200075	Xenia|LOC124453219
OG0003325	Hydra|LOC100211022	Xenia|LOC124448660, Xenia|LOC124448661
OG0003326	Hydra|LOC101237927	Xenia|LOC124455259
OG0003327	Hydra|LOC100198744	Xenia|LOC124452669
OG0003328	Hydra|LOC100201758	Xenia|LOC124445628
OG0003330	Hydra|LOC100201610	Xenia|LOC124438681
OG0003331	Hydra|LOC100199427	Xenia|LOC124442838
OG0003332	Hydra|LOC100198486	Xenia|LOC124438093
OG0003333	Hydra|LOC100202566	Xenia|LOC124446740
OG0003334	Hydra|LOC100208757	Xenia|LOC124434242
OG0003337	Hydra|LOC100205919	Xenia|LOC124452241
OG0003339	Hydra|LOC100211959	Xenia|LOC124445722
OG0003340	Hydra|LOC100207275	Xenia|LOC124446802
OG0003341	Hydra|LOC100206042	Xenia|LOC124446007
OG0003342	Hydra|LOC100210081	Xenia|LOC124444843
OG0003345	Hydra|LOC100213880	Xenia|LOC124441390
OG0003346	Hydra|LOC100210698	Xenia|LOC124442628
OG0003347	Hydra|LOC101235988	Xenia|LOC124444951
OG0003349	Hydra|LOC101241018	Xenia|LOC124442789
OG0003350	Hydra|LOC100206299	Xenia|LOC124451770
OG0003352	Hydra|LOC100208898	Xenia|LOC124441704
OG0003353	Hydra|LOC100205691	Xenia|LOC124439095
OG0003354	Hydra|LOC100198387	Xenia|LOC124439330
OG0003355	Hydra|LOC100213556, Hydra|LOC100202267	Xenia|LOC124452804
OG0003356	Hydra|LOC100204008	Xenia|LOC124447693, Xenia|LOC124447691
OG0003357	Hydra|LOC100215065	Xenia|LOC124447149
OG0003359	Hydra|LOC105848038	Xenia|LOC124450194
OG0003360	Hydra|LOC100212075	Xenia|LOC124443963
OG0003361	Hydra|LOC100215837	Xenia|LOC124442150
OG0003362	Hydra|LOC100209748	Xenia|LOC124444368
OG0003363	Hydra|LOC100199343	Xenia|LOC124448349, Xenia|LOC124448350
OG0003364	Hydra|LOC105845379	Xenia|LOC124442415
OG0003365	Hydra|LOC100199440	Xenia|LOC124442369, Xenia|LOC124441309
OG0003366	Hydra|LOC105846686	Xenia|LOC124452906
OG0003367	Hydra|LOC105847063	Xenia|LOC124441739, Xenia|LOC124441419
OG0003368	Hydra|LOC101234503	Xenia|LOC124447683
OG0003369	Hydra|LOC100214721	Xenia|LOC124448796
OG0003372	Hydra|LOC100203495	Xenia|LOC124433375
OG0003373	Hydra|LOC100214994	Xenia|LOC124450687
OG0003375	Hydra|LOC101240567	Xenia|LOC124439379
OG0003376	Hydra|LOC105843925	Xenia|LOC124444849
OG0003377	Hydra|LOC100213247	Xenia|LOC124443850
OG0003378	Hydra|LOC100200975	Xenia|LOC124446495
OG0003379	Hydra|LOC100205821	Xenia|LOC124444847
OG0003380	Hydra|LOC100215724	Xenia|LOC124443712
OG0003382	Hydra|LOC100213597	Xenia|LOC124438015
OG0003384	Hydra|LOC100197698	Xenia|LOC124444046
OG0003389	Hydra|LOC100205640, Hydra|LOC100200997	Xenia|LOC124435300
OG0003390	rfc1	Xenia|LOC124433331
OG0003391	Hydra|LOC100202105	Xenia|LOC124459619
OG0003392	Hydra|LOC100213888	Xenia|LOC124450796
OG0003393	Hydra|LOC100203648	Xenia|LOC124447388
OG0003394	Hydra|LOC101239380	Xenia|LOC124451687
OG0003395	Hydra|LOC100210412	Xenia|LOC124459551
OG0003397	Hydra|LOC105844548	Xenia|LOC124436921, Xenia|LOC124436914
OG0003398	Hydra|LOC100209354	Xenia|LOC124459112, Xenia|LOC124459110
OG0003400	Hydra|LOC100215405	Xenia|LOC124435217, Xenia|LOC124434496
OG0003401	Hydra|LOC101237497	Xenia|LOC124457467
OG0003402	Hydra|LOC100205039	Xenia|LOC124438977
OG0003403	Hydra|LOC124812393, Hydra|LOC100202776	Xenia|LOC124454338
OG0003404	Hydra|LOC100202661	Xenia|LOC124433786
OG0003406	Hydra|LOC100207593	Xenia|LOC124437430
OG0003407	Hydra|LOC101237755	Xenia|LOC124446214
OG0003408	Hydra|LOC100201729	Xenia|LOC124440200, Xenia|LOC124456286
OG0003409	Hydra|LOC101237112	Xenia|LOC124453205
OG0003410	Hydra|LOC100200314	Xenia|LOC124449132, Xenia|LOC124448418
OG0003411	Hydra|LOC100203383	Xenia|LOC124438503
OG0003412	Hydra|LOC101240602	Xenia|LOC124442471
OG0003414	Hydra|LOC100199172	Xenia|LOC124443988
OG0003415	Hydra|LOC101236069	Xenia|LOC124451486
OG0003417	Hydra|LOC101239175	Xenia|LOC124434633
OG0003418	Hydra|LOC124815417, Hydra|LOC100197740	Xenia|LOC124442007
OG0003419	Hydra|LOC101239386	Xenia|LOC124441442, Xenia|LOC124441448
OG0003420	Hydra|LOC100212566	Xenia|LOC124445592
OG0003421	Hydra|LOC101237827	Xenia|LOC124455499
OG0003423	Hydra|LOC100212541	Xenia|LOC124452525
OG0003424	Hydra|LOC100212975	Xenia|LOC124449242
OG0003425	Hydra|LOC100200011	Xenia|LOC124445534
OG0003426	Hydra|LOC105845476	Xenia|LOC124452471
OG0003427	Hydra|LOC100212859	Xenia|LOC124435083
OG0003428	Hydra|LOC100213207	Xenia|LOC124437155, Xenia|LOC124437156
OG0003430	Hydra|LOC100213748	Xenia|LOC124434938
OG0003431	Hydra|LOC100206526	Xenia|LOC124449245
OG0003432	Hydra|LOC100201744	Xenia|LOC124438336
OG0003433	Hydra|LOC100211418, Hydra|LOC100203851	Xenia|LOC124434949
OG0003434	Hydra|LOC101234505	Xenia|LOC124445893
OG0003435	Hydra|LOC100197059	Xenia|LOC124451116
OG0003436	Hydra|LOC100202639	Xenia|LOC124440905
OG0003437	Hydra|LOC101239906, Hydra|LOC101241313	Xenia|LOC124453609, Xenia|LOC124444851
OG0003438	Hydra|LOC100210062	Xenia|LOC124441925
OG0003440	Hydra|LOC105848266	Xenia|LOC124441922
OG0003441	Hydra|LOC101238065	Xenia|LOC124441693
OG0003442	Hydra|LOC100199264	Xenia|LOC124440209
OG0003443	Hydra|LOC101237579	Xenia|LOC124447345
OG0003444	Hydra|LOC100206658	Xenia|LOC124438034
OG0003446	Hydra|LOC100199507	Xenia|LOC124434438
OG0003447	Hydra|LOC100214590	Xenia|LOC124453768
OG0003448	Hydra|LOC100198163	Xenia|LOC124438516, Xenia|LOC124439127
OG0003450	Hydra|LOC100197775	Xenia|LOC124441822
OG0003451	Hydra|LOC100207286	Xenia|LOC124444438
OG0003452	Hydra|LOC100214967	Xenia|LOC124439926
OG0003453	Hydra|LOC105848185	Xenia|LOC124446892
OG0003454	Hydra|LOC100206285	Xenia|LOC124436901
OG0003455	Hydra|LOC101238903	Xenia|LOC124450650, Xenia|LOC124450649
OG0003456	Hydra|LOC100208119	Xenia|LOC124437591
OG0003457	Hydra|LOC100208115	Xenia|LOC124440555
OG0003458	Hydra|LOC100201378	Xenia|LOC124441771
OG0003460	Hydra|LOC100200175	Xenia|LOC124453341, Xenia|LOC124452837
OG0003461	Hydra|LOC101235096	Xenia|LOC124443068, Xenia|LOC124446790
OG0003462	Hydra|LOC100214467	Xenia|LOC124442264
OG0003463	Hydra|LOC100204624	Xenia|LOC124441307, Xenia|LOC124441676
OG0003464	Hydra|LOC100198318	Xenia|LOC124443547
OG0003465	Hydra|LOC100206864	Xenia|LOC124439578
OG0003466	Hydra|LOC100211155	Xenia|LOC124447559
OG0003467	Hydra|LOC100214577	Xenia|LOC124447197
OG0003468	Hydra|LOC100211058	Xenia|LOC124451380
OG0003469	Hydra|LOC100203619	Xenia|LOC124459530
OG0003470	Hydra|LOC100208442	Xenia|LOC124446115
OG0003471	Hydra|LOC105844618, Hydra|LOC124812566	Xenia|LOC124433869, Xenia|LOC124434175
OG0003472	Hydra|LOC101239642	Xenia|LOC124443728
OG0003473	Hydra|LOC100205896	Xenia|LOC124451117
OG0003474	Hydra|LOC100198706	Xenia|LOC124442539
OG0003475	Hydra|LOC101236078	Xenia|LOC124434146
OG0003476	Hydra|LOC105844068	Xenia|LOC124435668, Xenia|LOC124434106
OG0003477	Hydra|LOC100198026	Xenia|LOC124440234
OG0003478	Hydra|LOC100206117, Hydra|LOC100199935	Xenia|LOC124459601
OG0003479	Hydra|LOC100210668	Xenia|LOC124453148
OG0003480	Hydra|LOC100204082	Xenia|LOC124446374, Xenia|LOC124445132
OG0003482	Hydra|LOC100213420	Xenia|LOC124456199
OG0003485	Hydra|LOC100209292	Xenia|LOC124447572
OG0003486	Hydra|LOC101237473	Xenia|LOC124446239, Xenia|LOC124446240
OG0003488	Hydra|LOC100197178	Xenia|LOC124443843
OG0003489	Hydra|LOC100204120	Xenia|LOC124442508
OG0003490	Hydra|LOC100205241	Xenia|LOC124443190
OG0003492	Hydra|LOC124810341, Hydra|LOC101237520	Xenia|LOC124446452
OG0003493	Hydra|LOC105843104	Xenia|LOC124446021
OG0003494	Hydra|LOC100214595	Xenia|LOC124445013
OG0003495	Hydra|LOC100205550	Xenia|LOC124457215
OG0003496	Hydra|LOC101237454	Xenia|LOC124449328, Xenia|LOC124448814
OG0003497	Hydra|LOC100206316	Xenia|LOC124449846, Xenia|LOC124453861
OG0003499	Hydra|LOC100197591	Xenia|LOC124454580
OG0003500	Hydra|LOC100212544	Xenia|LOC124445421
OG0003501	Hydra|LOC100198195	Xenia|LOC124445679
OG0003502	Hydra|LOC100200894	Xenia|LOC124456915
OG0003505	Hydra|LOC100208899	Xenia|LOC124450273
OG0003508	Hydra|LOC100213071	Xenia|LOC124439141
OG0003510	Hydra|LOC100213959	Xenia|LOC124445332
OG0003513	Hydra|LOC100201129	Xenia|LOC124456526, Xenia|LOC124439889
OG0003514	Hydra|LOC100205925	Xenia|LOC124454022, Xenia|LOC124439791
OG0003515	Hydra|LOC105851024	Xenia|LOC124440220, Xenia|LOC124440491
OG0003517	Hydra|LOC100206474	Xenia|LOC124444633
OG0003519	Hydra|LOC100206524	Xenia|LOC124450504
OG0003521	Hydra|LOC101240704	Xenia|LOC124436946
OG0003522	Hydra|LOC101234550	Xenia|LOC124433519
OG0003523	Hydra|LOC100209320	Xenia|LOC124433484
OG0003524	Hydra|LOC100209310	Xenia|LOC124436066, Xenia|LOC124436816
OG0003525	Hydra|LOC101241489	Xenia|LOC124445585
OG0003527	Hydra|LOC100212270	Xenia|LOC124454928, Xenia|LOC124454464
OG0003528	Hydra|LOC100205655	Xenia|LOC124436238, Xenia|LOC124434302
OG0003529	Hydra|LOC100211459	Xenia|LOC124447423
OG0003530	Hydra|LOC101240312	Xenia|LOC124444842
OG0003531	Hydra|LOC101235337	Xenia|LOC124433813
OG0003533	Hydra|LOC101240223	Xenia|LOC124440528
OG0003534	Hydra|LOC124815680	Xenia|LOC124433775
OG0003535	Hydra|LOC100203082	Xenia|LOC124436645
OG0003536	Hydra|LOC101238750	Xenia|LOC124434666
OG0003537	Hydra|LOC101236399	Xenia|LOC124438581
OG0003538	Hydra|LOC100209530	Xenia|LOC124439887
OG0003541	Hydra|LOC100212498	Xenia|LOC124454721
OG0003542	Hydra|LOC105846316	Xenia|LOC124433304
OG0003543	Hydra|LOC101236489	Xenia|LOC124442591
OG0003544	Hydra|LOC100210696	Xenia|LOC124439702
OG0003545	Hydra|LOC105846863	Xenia|LOC124443074
OG0003546	Hydra|LOC100210028	Xenia|LOC124440764
OG0003547	Hydra|LOC100204117	Xenia|LOC124450801, Xenia|LOC124438824
OG0003548	Hydra|LOC100210457	Xenia|LOC124448450
OG0003549	Hydra|LOC100197776	Xenia|LOC124448439, Xenia|LOC124448440
OG0003550	Hydra|LOC100214234	Xenia|LOC124453388
OG0003551	Hydra|LOC100212332	Xenia|LOC124450293
OG0003552	Hydra|LOC100212409	Xenia|LOC124441155
OG0003553	Hydra|LOC100208619	Xenia|LOC124433525
OG0003555	Hydra|LOC100207960	Xenia|LOC124435132
OG0003556	Hydra|LOC100205122	Xenia|LOC124444403
OG0003558	Hydra|LOC101236852	Xenia|LOC124454195, Xenia|LOC124454169
OG0003559	Hydra|LOC100205838	Xenia|LOC124439489
OG0003561	Hydra|LOC105850568	Xenia|LOC124447824, Xenia|LOC124448447, Xenia|LOC124447828
OG0003563	Hydra|LOC105850828	Xenia|LOC124448003
OG0003564	Hydra|LOC100205952	Xenia|LOC124440672
OG0003565	Hydra|LOC101239514	Xenia|LOC124457211
OG0003566	Hydra|LOC100204145	Xenia|LOC124459465
OG0003567	Hydra|LOC101234974	Xenia|LOC124440515
OG0003568	Hydra|LOC100205653	Xenia|LOC124446758
OG0003569	Hydra|LOC100213243	Xenia|LOC124455453
OG0003570	Hydra|LOC100203801	Xenia|LOC124439228
OG0003571	Hydra|LOC100201282	Xenia|LOC124457487
OG0003572	Hydra|LOC100199713	Xenia|LOC124446211
OG0003573	Hydra|LOC101236669	Xenia|LOC124446213, Xenia|LOC124446205
OG0003574	Hydra|LOC100209632	Xenia|LOC124443884
OG0003575	Hydra|LOC100211019	Xenia|LOC124450636
OG0003576	Hydra|LOC100202577	Xenia|LOC124456795
OG0003577	Hydra|LOC100200336	Xenia|LOC124454323, Xenia|LOC124454683
OG0003580	Hydra|LOC100215571	Xenia|LOC124453668
OG0003583	Hydra|LOC100197403	Xenia|LOC124435549
OG0003584	Hydra|LOC100201348	Xenia|LOC124452364
OG0003587	Hydra|LOC100200374	Xenia|LOC124442697, Xenia|LOC124439862
OG0003588	Hydra|LOC100199415	Xenia|LOC124441127, Xenia|LOC124441671
OG0003589	Hydra|LOC100209540	Xenia|LOC124434027
OG0003592	Hydra|LOC100209503	Xenia|LOC124443930
OG0003593	Hydra|LOC101236788	Xenia|LOC124453128
OG0003594	Hydra|LOC100207443	Xenia|LOC124453700
OG0003596	Hydra|LOC100212431	Xenia|LOC124437278
OG0003597	Hydra|LOC101240744	Xenia|LOC124450321
OG0003598	Hydra|LOC100204180	Xenia|LOC124449516
OG0003599	Hydra|LOC100215321	Xenia|LOC124448257
OG0003600	Hydra|LOC100199836	Xenia|LOC124447980
OG0003601	Hydra|LOC100204215	Xenia|LOC124436476
OG0003602	Hydra|LOC100211598	Xenia|LOC124444405
OG0003603	Hydra|LOC100205926	Xenia|LOC124439934
OG0003605	Hydra|LOC100210570	Xenia|LOC124439384
OG0003606	Hydra|LOC100199863	Xenia|LOC124434081
OG0003607	Hydra|LOC100201822	Xenia|LOC124449596
OG0003608	Hydra|LOC100198974	Xenia|LOC124452722
OG0003609	Hydra|LOC100215586	Xenia|LOC124442406
OG0003610	Hydra|LOC100207194	Xenia|LOC124451876, Xenia|LOC124451871
OG0003611	Hydra|LOC105848046	Xenia|LOC124441401
OG0003612	Hydra|LOC100215987	Xenia|LOC124439275
OG0003613	Hydra|LOC101236693	Xenia|LOC124439354
OG0003614	Hydra|LOC100200741	Xenia|LOC124447618, Xenia|LOC124448776
OG0003615	Hydra|LOC100207568	Xenia|LOC124445402
OG0003616	Hydra|LOC100209474	Xenia|LOC124455588
OG0003617	Hydra|LOC101239060	Xenia|LOC124441206, Xenia|LOC124455322
OG0003619	Hydra|LOC100215893	Xenia|LOC124454592, Xenia|LOC124454397
OG0003620	Hydra|LOC100197214	Xenia|LOC124450329
OG0003622	Hydra|LOC105848331	Xenia|LOC124443065
OG0003623	Hydra|LOC100206000	Xenia|LOC124458289
OG0003624	Hydra|LOC100203634	Xenia|LOC124435702
OG0003625	Hydra|LOC100209728	Xenia|LOC124449869
OG0003626	Hydra|LOC100213836	Xenia|LOC124448040
OG0003627	Hydra|LOC100203927	Xenia|LOC124438391, Xenia|LOC124438390
OG0003628	Hydra|LOC100213832	Xenia|LOC124447191, Xenia|LOC124446533
OG0003629	Hydra|LOC100201708	Xenia|LOC124456090
OG0003630	Hydra|LOC100202655	Xenia|LOC124436919
OG0003631	Hydra|LOC100208194	Xenia|LOC124436378
OG0003632	Hydra|LOC100198504, Hydra|LOC105848841	Xenia|LOC124434663
OG0003633	Hydra|LOC100201145	Xenia|LOC124439131
OG0003634	Hydra|LOC100200067	Xenia|LOC124433680
OG0003635	Hydra|LOC100199452	Xenia|LOC124445733
OG0003637	Hydra|LOC100210288	Xenia|LOC124443336, Xenia|LOC124441535
OG0003638	Hydra|LOC100207171	Xenia|LOC124439970
OG0003639	Hydra|LOC100205473	Xenia|LOC124440835
OG0003641	Hydra|LOC101237809	Xenia|LOC124444436
OG0003642	Hydra|LOC100210847	Xenia|LOC124434032
OG0003643	Hydra|LOC100201772	Xenia|LOC124440915
OG0003644	Hydra|LOC100212338	Xenia|LOC124452904
OG0003645	Hydra|LOC101238093	Xenia|LOC124444401
OG0003646	Hydra|LOC100199701	Xenia|LOC124452667
OG0003647	Hydra|LOC100205784	Xenia|LOC124444863
OG0003648	Hydra|LOC105848594, Hydra|LOC100204480	Xenia|LOC124439376
OG0003649	Hydra|LOC100210496	Xenia|LOC124452481
OG0003650	Hydra|LOC100206469	Xenia|LOC124446200
OG0003651	Hydra|LOC100199269	Xenia|LOC124452483
OG0003652	Hydra|LOC100202865	Xenia|LOC124453400
OG0003653	Hydra|LOC100207204	Xenia|LOC124443553
OG0003656	Hydra|LOC100205781	Xenia|LOC124449842, Xenia|LOC124452691
OG0003657	Hydra|LOC100197265	Xenia|LOC124448179
OG0003658	Hydra|LOC100197002, Hydra|LOC100212430	Xenia|LOC124433591
OG0003659	Hydra|LOC100210529	Xenia|LOC124453365
OG0003660	Hydra|LOC100207002	Xenia|LOC124456117
OG0003662	Hydra|LOC101238988	Xenia|LOC124437098
OG0003663	Hydra|LOC100211204	Xenia|LOC124449839
OG0003665	Hydra|LOC101236193	Xenia|LOC124439727
OG0003667	Hydra|LOC100212863	Xenia|LOC124453456
OG0003668	Hydra|LOC100199331	Xenia|LOC124443935
OG0003669	Hydra|LOC124813486	Xenia|LOC124459419
OG0003670	Hydra|LOC100204811	Xenia|LOC124440622
OG0003673	Hydra|LOC100210096	Xenia|LOC124440261, Xenia|LOC124440213
OG0003674	Hydra|LOC100197701	Xenia|LOC124445410
OG0003675	Hydra|LOC100200634	Xenia|LOC124453477
OG0003676	Hydra|LOC105843314	Xenia|LOC124440844
OG0003677	Hydra|LOC100205284	Xenia|LOC124434244
OG0003678	Hydra|LOC100208233	Xenia|LOC124439126
OG0003679	Hydra|LOC100204754	Xenia|LOC124438021
OG0003682	Hydra|LOC100201451	Xenia|LOC124443318
OG0003683	Hydra|LOC101238814	Xenia|LOC124441886
OG0003684	Hydra|LOC100206689	Xenia|LOC124439299
OG0003685	Hydra|LOC101241352	Xenia|LOC124453482
OG0003687	Hydra|LOC101238105	Xenia|LOC124441152
OG0003688	Hydra|LOC100212168	Xenia|LOC124453396, Xenia|LOC124452645
OG0003692	Hydra|LOC100214371	Xenia|LOC124433474
OG0003693	Hydra|LOC100198887	Xenia|LOC124444399
OG0003694	Hydra|LOC100200463	Xenia|LOC124441409, Xenia|LOC124441421
OG0003696	Hydra|LOC100202719	Xenia|LOC124450942
OG0003698	Hydra|LOC124817516	Xenia|LOC124438234, Xenia|LOC124438108, Xenia|LOC124438109
OG0003699	Hydra|LOC100204484	Xenia|LOC124452457, Xenia|LOC124439907
OG0003700	Hydra|LOC101236236	Xenia|LOC124434056
OG0003701	Hydra|LOC100204197	Xenia|LOC124443430
OG0003703	Hydra|LOC100206227	Xenia|LOC124436158, Xenia|LOC124453330
OG0003706	Hydra|LOC100203201	Xenia|LOC124437491
OG0003709	Hydra|LOC105848468	Xenia|LOC124436831
OG0003714	Hydra|LOC100199481	Xenia|LOC124451686, Xenia|LOC124451685
OG0003715	Hydra|LOC105849873	Xenia|LOC124439982
OG0003717	Hydra|LOC100202132	Xenia|LOC124452386
OG0003718	Hydra|LOC100211421	Xenia|LOC124452842
OG0003719	Hydra|LOC100200102	Xenia|LOC124447898
OG0003720	Hydra|LOC105843033	Xenia|LOC124436943
OG0003721	Hydra|LOC100192250	Xenia|LOC124453098, Xenia|LOC124433544
OG0003722	Hydra|LOC100197320	Xenia|LOC124433911, Xenia|LOC124433900
OG0003723	Hydra|LOC124814387	Xenia|LOC124434982
OG0003727	Hydra|LOC100208231	Xenia|LOC124444703
OG0003729	Hydra|LOC101235693	Xenia|LOC124434447
