Orthogroup	longest_isoform_HydractiniaProteins	longest_isoform_XeniaProteins
OG0002133	Hydractinia|LOC130642120	Xenia|LOC124453665
OG0002134	Hydractinia|LOC130628959, Hydractinia|LOC130646150, Hydractinia|LOC130646149, Hydractinia|LOC130648649, Hydractinia|LOC130628663	Xenia|LOC124441666
OG0002135	Hydractinia|LOC130613846	Xenia|LOC124453989
OG0002136	Hydractinia|LOC130645376	Xenia|LOC124436104, Xenia|LOC124439445, Xenia|LOC124436103, Xenia|LOC124441377
OG0002137	Hydractinia|LOC130628797, Hydractinia|LOC130629377, Hydractinia|LOC130629424	Xenia|LOC124440186
OG0002138	Hydractinia|LOC130644527, Hydractinia|LOC130644525	Xenia|LOC124441352
OG0002139	Hydractinia|LOC130621918	Xenia|LOC124434693
OG0002140	Hydractinia|LOC130614019	Xenia|LOC124436123, Xenia|LOC124459062, Xenia|LOC124459056, Xenia|LOC124436348, Xenia|LOC124436299
OG0002141	Hydractinia|LOC130612674, Hydractinia|LOC130613787	Xenia|LOC124438513, Xenia|LOC124438511
OG0002142	Hydractinia|LOC130649398	Xenia|LOC124455361, Xenia|LOC124449259, Xenia|LOC124455372, Xenia|LOC124455373
OG0002143	Hydractinia|LOC130653983, Hydractinia|LOC130653984, Hydractinia|LOC130653982	Xenia|LOC124445992, Xenia|LOC124434753
OG0002144	Hydractinia|LOC130636574, Hydractinia|LOC130613122	Xenia|LOC124458162
OG0002145	Hydractinia|LOC130614355, Hydractinia|LOC130614354	Xenia|LOC124437148
OG0002146	Hydractinia|LOC130656239, Hydractinia|LOC130645628	Xenia|LOC124441342
OG0002147	Hydractinia|LOC130636034	Xenia|LOC124445985
OG0002149	Hydractinia|LOC130648877	Xenia|LOC124448629, Xenia|LOC124448249
OG0002150	Hydractinia|LOC130648892, Hydractinia|LOC130648891	Xenia|LOC124449509
OG0002153	Hydractinia|LOC130621940	Xenia|LOC124437660
OG0002154	Hydractinia|LOC130644947, Hydractinia|LOC130641919	Xenia|LOC124459417
OG0002155	Hydractinia|LOC130630264, Hydractinia|LOC130630259	Xenia|LOC124438549, Xenia|LOC124445561
OG0002156	Hydractinia|LOC130642290, Hydractinia|LOC130639184	Xenia|LOC124457189, Xenia|LOC124434138
OG0002157	Hydractinia|LOC130626059	Xenia|LOC124450384, Xenia|LOC124450388, Xenia|LOC124450386
OG0002158	Hydractinia|LOC130625538	Xenia|LOC124433861, Xenia|LOC124433866, Xenia|LOC124433879
OG0002159	Hydractinia|LOC130662498, Hydractinia|LOC130662704, Hydractinia|LOC130662702	Xenia|LOC124439160, Xenia|LOC124452528
OG0002160	Hydractinia|LOC130625309, Hydractinia|LOC130625955, Hydractinia|LOC130625300	Xenia|LOC124457500, Xenia|LOC124433805
OG0002161	Hydractinia|LOC130647600	Xenia|LOC124442947, Xenia|LOC124442863
OG0002162	Hydractinia|LOC130640991	Xenia|LOC124434836, Xenia|LOC124444329
OG0002163	Hydractinia|LOC130655537, Hydractinia|LOC130654095, Hydractinia|LOC130654094	Xenia|LOC124446307
OG0002164	Hydractinia|LOC130645704, Hydractinia|LOC130645838	Xenia|LOC124455230, Xenia|LOC124455342, Xenia|LOC124438426
OG0002169	Hydractinia|LOC130646986	Xenia|LOC124455231
OG0002175	Hydractinia|LOC130614820, Hydractinia|LOC130645137, Hydractinia|LOC130626121, Hydractinia|LOC130612170, Hydractinia|LOC130613820	Xenia|LOC124437653
OG0002204	Hydractinia|LOC130612488, Hydractinia|LOC130612552	Xenia|LOC124453005
OG0002205	Hydractinia|LOC130622060, Hydractinia|LOC130656613, Hydractinia|LOC130629606, Hydractinia|LOC130656612	Xenia|LOC124436052
OG0002209	Hydractinia|LOC130624292, Hydractinia|LOC130630079, Hydractinia|LOC130644934, Hydractinia|LOC130625687	Xenia|LOC124445524
OG0002214	Hydractinia|LOC130625916	Xenia|LOC124440557, Xenia|LOC124435679, Xenia|LOC124435344
OG0002215	Hydractinia|LOC130644497	Xenia|LOC124444167, Xenia|LOC124443570
OG0002219	Hydractinia|LOC130641283, Hydractinia|LOC130648955	Xenia|LOC124456384, Xenia|LOC124448323, Xenia|LOC124457011, Xenia|LOC124456287, Xenia|LOC124454530, Xenia|LOC124455770
OG0002229	Hydractinia|LOC130649291	Xenia|LOC124458475, Xenia|LOC124442051, Xenia|LOC124442031, Xenia|LOC124437792, Xenia|LOC124442044, Xenia|LOC124442066, Xenia|LOC124442082
OG0002232	Hydractinia|LOC130623973	Xenia|LOC124436081, Xenia|LOC124448373, Xenia|LOC124436904, Xenia|LOC124436426, Xenia|LOC124436429, Xenia|LOC124436425, Xenia|LOC124436427
OG0002284	Hydractinia|LOC130647322, Hydractinia|LOC130648118	Xenia|LOC124451693
OG0002285	Hydractinia|LOC130647049	Xenia|LOC124446780
OG0002288	Hydractinia|LOC130642027, Hydractinia|LOC130642024	Xenia|LOC124453356, Xenia|LOC124456107
OG0002289	Hydractinia|LOC130622221	Xenia|LOC124443005, Xenia|LOC124443098
OG0002293	Hydractinia|LOC130655424	Xenia|LOC124446671
OG0002295	Hydractinia|LOC130656838, Hydractinia|LOC130656499	Xenia|LOC124434780
OG0002296	Hydractinia|LOC130654610	Xenia|LOC124446632
OG0002297	Hydractinia|LOC130655863, Hydractinia|LOC130655864	Xenia|LOC124452594
OG0002298	Hydractinia|LOC130655392	Xenia|LOC124439204
OG0002299	Hydractinia|LOC130644256, Hydractinia|LOC130644257, Hydractinia|LOC130646246	Xenia|LOC124441923
OG0002304	Hydractinia|LOC130656948	Xenia|LOC124433758, Xenia|LOC124435673
OG0002305	Hydractinia|LOC130640902, Hydractinia|LOC130640899	Xenia|LOC124443059
OG0002306	Hydractinia|LOC130653994	Xenia|LOC124441192, Xenia|LOC124441191
OG0002309	Hydractinia|LOC130636293	Xenia|LOC124452662, Xenia|LOC124452661
OG0002310	Hydractinia|LOC130635511, Hydractinia|LOC130635607	Xenia|LOC124447424
OG0002311	Hydractinia|LOC130636780, Hydractinia|LOC130636802	Xenia|LOC124434881
OG0002312	Hydractinia|LOC130635584, Hydractinia|LOC130635520	Xenia|LOC124447470
OG0002314	Hydractinia|LOC130641154, Hydractinia|LOC130640783	Xenia|LOC124447933
OG0002316	Hydractinia|LOC130640946	Xenia|LOC124443898, Xenia|LOC124443900, Xenia|LOC124443901
OG0002318	Hydractinia|LOC130614485	Xenia|LOC124437630
OG0002320	Hydractinia|LOC130641878, Hydractinia|LOC130641784	Xenia|LOC124452581
OG0002322	Hydractinia|LOC130634275	Xenia|LOC124433265, Xenia|LOC124433264
OG0002325	Hydractinia|LOC130647648	Xenia|LOC124452821
OG0002327	Hydractinia|LOC130648353	Xenia|LOC124448292, Xenia|LOC124448435
OG0002328	Hydractinia|LOC130642584, Hydractinia|LOC130639604	Xenia|LOC124457023
OG0002331	Hydractinia|LOC130612594, Hydractinia|LOC130656472	Xenia|LOC124442459
OG0002332	Hydractinia|LOC130647105, Hydractinia|LOC130647106	Xenia|LOC124456309, Xenia|LOC124448707
OG0002333	Hydractinia|LOC130647126	Xenia|LOC124459562
OG0002334	Hydractinia|LOC130622024	Xenia|LOC124444273
OG0002335	Hydractinia|LOC130613114, Hydractinia|LOC130662400	Xenia|LOC124444139
OG0002336	Hydractinia|LOC130647147, Hydractinia|LOC130647148	Xenia|LOC124439937
OG0002337	Hydractinia|LOC130621706	Xenia|LOC124440762
OG0002338	Hydractinia|LOC130635871	Xenia|LOC124446253
OG0002339	Hydractinia|LOC130635870	Xenia|LOC124446686, Xenia|LOC124446688
OG0002340	Hydractinia|LOC130625954	Xenia|LOC124434476, Xenia|LOC124434604, Xenia|LOC124434433
OG0002341	Hydractinia|LOC130636615, Hydractinia|LOC130636626	Xenia|LOC124446792
OG0002343	Hydractinia|LOC130628733	Xenia|LOC124453764
OG0002344	Hydractinia|LOC130628961	Xenia|LOC124453237
OG0002345	Hydractinia|LOC130612338, Hydractinia|LOC130612324	Xenia|LOC124451875
OG0002346	Hydractinia|LOC130662653	Xenia|LOC124438125
OG0002348	Hydractinia|LOC130613232, Hydractinia|LOC130662388	Xenia|LOC124439315
OG0002349	Hydractinia|LOC130644292, Hydractinia|LOC130625935	Xenia|LOC124433938
OG0002350	Hydractinia|LOC130649318	Xenia|LOC124433437
OG0002352	Hydractinia|LOC130662610, Hydractinia|LOC130662635	Xenia|LOC124454781
OG0002353	Hydractinia|LOC130612541, Hydractinia|LOC130612228	Xenia|LOC124439313
OG0002354	Hydractinia|LOC130662405, Hydractinia|LOC130613273	Xenia|LOC124439168
OG0002355	Hydractinia|LOC130627269, Hydractinia|LOC130628776	Xenia|LOC124439626, Xenia|LOC124439627
OG0002357	Hydractinia|LOC130629682, Hydractinia|LOC130629651	Xenia|LOC124446395
OG0002359	Hydractinia|LOC130657339, Hydractinia|LOC130657002, Hydractinia|LOC130629299	Xenia|LOC124434912
OG0002360	Hydractinia|LOC130612901	Xenia|LOC124446778
OG0002361	Hydractinia|LOC130662469	Xenia|LOC124453991, Xenia|LOC124453993, Xenia|LOC124438715
OG0002362	Hydractinia|LOC130614789	Xenia|LOC124437259, Xenia|LOC124436383
OG0002363	Hydractinia|LOC130613907	Xenia|LOC124436651
OG0002363	Hydractinia|LOC130621451	Xenia|LOC124442475
OG0002364	Hydractinia|LOC130657244	Xenia|LOC124450988
OG0002365	Hydractinia|LOC130654329	Xenia|LOC124446638, Xenia|LOC124445525
OG0002367	Hydractinia|LOC130645671, Hydractinia|LOC130645873	Xenia|LOC124435456
OG0002368	Hydractinia|LOC130645445	Xenia|LOC124447048
OG0002370	Hydractinia|LOC130656760	Xenia|LOC124442189
OG0002371	Hydractinia|LOC130655477	Xenia|LOC124447235
OG0002374	Hydractinia|LOC130649659	Xenia|LOC124448634
OG0002375	Hydractinia|LOC130662756, Hydractinia|LOC130613358	Xenia|LOC124446524
OG0002376	Hydractinia|LOC130645107, Hydractinia|LOC130645109	Xenia|LOC124441374
OG0002377	Hydractinia|LOC130644791	Xenia|LOC124443116, Xenia|LOC124442758
OG0002378	Hydractinia|LOC130655200	Xenia|LOC124439380
OG0002378	Hydractinia|LOC130641086	Xenia|LOC124453715
OG0002380	Hydractinia|LOC130612941	Xenia|LOC124436111
OG0002383	Hydractinia|LOC130641324, Hydractinia|LOC130644322	Xenia|LOC124447620
OG0002384	Hydractinia|LOC130646003, Hydractinia|LOC130644342, Hydractinia|LOC130641338	Xenia|LOC124453908
OG0002385	Hydractinia|LOC130645233	Xenia|LOC124459183, Xenia|LOC124441141
OG0002386	Hydractinia|LOC130613992	Xenia|LOC124435862, Xenia|LOC124436280, Xenia|LOC124437576
OG0002387	Hydractinia|LOC130613278	Xenia|LOC124439666, Xenia|LOC124439664, Xenia|LOC124438654
OG0002390	Hydractinia|LOC130647728	Xenia|LOC124446294
OG0002391	Hydractinia|LOC130629905	Xenia|LOC124449444
OG0002393	Hydractinia|LOC130647355	Xenia|LOC124450818
OG0002394	Hydractinia|LOC130630675	Xenia|LOC124436469, Xenia|LOC124436609
OG0002395	Hydractinia|LOC130628569	Xenia|LOC124452735
OG0002401	Hydractinia|LOC130621412	Xenia|LOC124438438
OG0002403	Hydractinia|LOC130654251, Hydractinia|LOC130654248	Xenia|LOC124443707
OG0002405	Hydractinia|LOC130647757	Xenia|LOC124433363
OG0002406	Hydractinia|LOC130635789, Hydractinia|LOC130635800	Xenia|LOC124443175, Xenia|LOC124446554
OG0002407	Hydractinia|LOC130625298	Xenia|LOC124435725
OG0002408	Hydractinia|LOC130626143	Xenia|LOC124434408, Xenia|LOC124434478
OG0002409	Hydractinia|LOC130629529	Xenia|LOC124457234
OG0002410	Hydractinia|LOC130662730, Hydractinia|LOC130662735	Xenia|LOC124445067
OG0002412	Hydractinia|LOC130656706	Xenia|LOC124441235
OG0002413	Hydractinia|LOC130614039	Xenia|LOC124436414, Xenia|LOC124435834, Xenia|LOC124436025
OG0002414	Hydractinia|LOC130622175, Hydractinia|LOC130622148	Xenia|LOC124440585
OG0002415	Hydractinia|LOC130621654	Xenia|LOC124440485, Xenia|LOC124439743, Xenia|LOC124440483
OG0002419	Hydractinia|LOC130647537	Xenia|LOC124445298
OG0002420	Hydractinia|LOC130630678	Xenia|LOC124457330
OG0002421	Hydractinia|LOC130625723	Xenia|LOC124434965
OG0002422	Hydractinia|LOC130647654	Xenia|LOC124449017, Xenia|LOC124444922, Xenia|LOC124453802
OG0002423	Hydractinia|LOC130646275	Xenia|LOC124445775
OG0002424	Hydractinia|LOC130631130	Xenia|LOC124453811
OG0002425	Hydractinia|LOC130614757	Xenia|LOC124437596
OG0002426	Hydractinia|LOC130614759, Hydractinia|LOC130614099	Xenia|LOC124437654
OG0002427	Hydractinia|LOC130647263	Xenia|LOC124452442, Xenia|LOC124452517, Xenia|LOC124452441
OG0002428	Hydractinia|LOC130662858	Xenia|LOC124454283, Xenia|LOC124438922, Xenia|LOC124454966, Xenia|LOC124454116
OG0002429	Hydractinia|LOC130621862	Xenia|LOC124455255, Xenia|LOC124440457
OG0002430	Hydractinia|LOC130655654, Hydractinia|LOC130655652	Xenia|LOC124438997
OG0002431	Hydractinia|LOC130653574	Xenia|LOC124446956
OG0002434	Hydractinia|LOC130647287, Hydractinia|LOC130648305	Xenia|LOC124433348
OG0002436	Hydractinia|LOC130655744	Xenia|LOC124453810
OG0002437	Hydractinia|LOC130612663	Xenia|LOC124442688, Xenia|LOC124442689
OG0002438	Hydractinia|LOC130641897	Xenia|LOC124453105, Xenia|LOC124453100
OG0002441	Hydractinia|LOC130613298, Hydractinia|LOC130646982, Hydractinia|LOC130646897	Xenia|LOC124438212
OG0002442	Hydractinia|LOC130647358	Xenia|LOC124433322, Xenia|LOC124459125
OG0002443	Hydractinia|LOC130629556, Hydractinia|LOC130629562	Xenia|LOC124435440
OG0002445	Hydractinia|LOC130628813	Xenia|LOC124448377
OG0002446	Hydractinia|LOC130623874, Hydractinia|LOC130623873	Xenia|LOC124452954
OG0002449	Hydractinia|LOC130644723	Xenia|LOC124444833
OG0002450	Hydractinia|LOC130621559	Xenia|LOC124452760
OG0002452	Hydractinia|LOC130645696, Hydractinia|LOC130645697, Hydractinia|LOC130645848	Xenia|LOC124442495
OG0002453	Hydractinia|LOC130645678, Hydractinia|LOC130645865	Xenia|LOC124442605
OG0002455	Hydractinia|LOC130612156, Hydractinia|LOC130612145	Xenia|LOC124438025
OG0002456	Hydractinia|LOC130612142	Xenia|LOC124457735
OG0002458	Hydractinia|LOC130628643, Hydractinia|LOC130629366, Hydractinia|LOC130629406	Xenia|LOC124445633
OG0002459	Hydractinia|LOC130629525, Hydractinia|LOC130629482, Hydractinia|LOC130629496	Xenia|LOC124448625
OG0002460	Hydractinia|LOC130628890, Hydractinia|LOC130629420, Hydractinia|LOC130629371	Xenia|LOC124434083
OG0002464	Hydractinia|LOC130648831, Hydractinia|LOC130648845, Hydractinia|LOC130648846	Xenia|LOC124448403
OG0002468	Hydractinia|LOC130641172, Hydractinia|LOC130640795	Xenia|LOC124444074, Xenia|LOC124444540
OG0002471	Hydractinia|LOC130641123, Hydractinia|LOC130640744	Xenia|LOC124439149
OG0002475	Hydractinia|LOC130629271	Xenia|LOC124452864
OG0002476	Hydractinia|LOC130612926	Xenia|LOC124435908
OG0002478	Hydractinia|LOC130648948	Xenia|LOC124447719
OG0002480	Hydractinia|LOC130641366	Xenia|LOC124452646
OG0002481	Hydractinia|LOC130656047, Hydractinia|LOC130656046	Xenia|LOC124445308
OG0002482	Hydractinia|LOC130655722	Xenia|LOC124438049, Xenia|LOC124439048
OG0002484	Hydractinia|LOC130657554	Xenia|LOC124442448
OG0002487	Hydractinia|LOC130622527, Hydractinia|LOC130622525	Xenia|LOC124439544
OG0002489	Hydractinia|LOC130644644	Xenia|LOC124446817, Xenia|LOC124446548, Xenia|LOC124445445
OG0002490	Hydractinia|LOC130655452, Hydractinia|LOC130654296	Xenia|LOC124445857
OG0002493	Hydractinia|LOC130657524	Xenia|LOC124451821
OG0002494	Hydractinia|LOC130653673, Hydractinia|LOC130654116	Xenia|LOC124446620, Xenia|LOC124445522
OG0002495	Hydractinia|LOC130644228, Hydractinia|LOC130646223, Hydractinia|LOC130646222	Xenia|LOC124441929
OG0002496	Hydractinia|LOC130662276	Xenia|LOC124454163, Xenia|LOC124454728, Xenia|LOC124454084
OG0002497	Hydractinia|LOC130662454	Xenia|LOC124439312, Xenia|LOC124438861
OG0002498	Hydractinia|LOC130640778, Hydractinia|LOC130641155	Xenia|LOC124444983
OG0002499	Hydractinia|LOC130630201	Xenia|LOC124441463, Xenia|LOC124441747
OG0002500	Hydractinia|LOC130655393	Xenia|LOC124439137
OG0002502	Hydractinia|LOC130645655, Hydractinia|LOC130645882	Xenia|LOC124442221, Xenia|LOC124441578
OG0002503	Hydractinia|LOC130654335, Hydractinia|LOC130654334	Xenia|LOC124440027, Xenia|LOC124456528
OG0002504	Hydractinia|LOC130635806	Xenia|LOC124455727
OG0002505	Hydractinia|LOC130612769	Xenia|LOC124439370
OG0002506	Hydractinia|LOC130630546	Xenia|LOC124459523
OG0002508	Hydractinia|LOC130614510, Hydractinia|LOC130625398	Xenia|LOC124434883
OG0002509	Hydractinia|LOC130647518, Hydractinia|LOC130647517	Xenia|LOC124433483
OG0002510	Hydractinia|LOC130645701	Xenia|LOC124459473, Xenia|LOC124442358
OG0002511	Hydractinia|LOC130636107	Xenia|LOC124445584
OG0002513	Hydractinia|LOC130641191, Hydractinia|LOC130640819	Xenia|LOC124453709
OG0002514	Hydractinia|LOC130642177, Hydractinia|LOC130640875	Xenia|LOC124440386, Xenia|LOC124440387
OG0002515	Hydractinia|LOC130645468	Xenia|LOC124443744
OG0002516	Hydractinia|LOC130640825, Hydractinia|LOC130641198	Xenia|LOC124453751
OG0002517	Hydractinia|LOC130640721, Hydractinia|LOC130641099	Xenia|LOC124453366, Xenia|LOC124453368
OG0002518	Hydractinia|LOC130622366, Hydractinia|LOC130647330	Xenia|LOC124456279, Xenia|LOC124456331
OG0002519	Hydractinia|LOC130644265, Hydractinia|LOC130641258	Xenia|LOC124443824
OG0002520	Hydractinia|LOC130662519, Hydractinia|LOC130662541	Xenia|LOC124439273
OG0002521	Hydractinia|LOC130635889, Hydractinia|LOC130612111	Xenia|LOC124455416, Xenia|LOC124455430
OG0002524	Hydractinia|LOC130614264, Hydractinia|LOC130614181	Xenia|LOC124433979
OG0002526	Hydractinia|LOC130621505	Xenia|LOC124447432
OG0002527	Hydractinia|LOC130636427, Hydractinia|LOC130638259	Xenia|LOC124452965
OG0002530	Hydractinia|LOC130640981	Xenia|LOC124454068, Xenia|LOC124452494
OG0002531	Hydractinia|LOC130642418, Hydractinia|LOC130639451	Xenia|LOC124448222
OG0002532	Hydractinia|LOC130644759	Xenia|LOC124444725
OG0002533	Hydractinia|LOC130632132, Hydractinia|LOC130630656	Xenia|LOC124447112
OG0002534	Hydractinia|LOC130640684, Hydractinia|LOC130628965, Hydractinia|LOC130625976	Xenia|LOC124444710
OG0002536	Hydractinia|LOC130657465	Xenia|LOC124441320
OG0002537	Hydractinia|LOC130649534	Xenia|LOC124444826
OG0002538	Hydractinia|LOC130649652	Xenia|LOC124455362, Xenia|LOC124449617, Xenia|LOC124455381
OG0002540	Hydractinia|LOC130641381	Xenia|LOC124449511, Xenia|LOC124449514
OG0002541	Hydractinia|LOC130629407, Hydractinia|LOC130629367, Hydractinia|LOC130628668	Xenia|LOC124438403
OG0002542	Hydractinia|LOC130629592	Xenia|LOC124434853
OG0002544	Hydractinia|LOC130647085, Hydractinia|LOC130630595	Xenia|LOC124451500, Xenia|LOC124451499
OG0002548	Hydractinia|LOC130640699, Hydractinia|LOC130642210, Hydractinia|LOC130645684	Xenia|LOC124448103
OG0002549	Hydractinia|LOC130612084	Xenia|LOC124439218
OG0002551	Hydractinia|LOC130644181, Hydractinia|LOC130646187	Xenia|LOC124440013
OG0002552	Hydractinia|LOC130624367	Xenia|LOC124443205
OG0002555	Hydractinia|LOC130654269	Xenia|LOC124441984
OG0002556	Hydractinia|LOC130614266	Xenia|LOC124452301, Xenia|LOC124454006, Xenia|LOC124454043
OG0002557	Hydractinia|LOC130654382	Xenia|LOC124445194
OG0002559	Hydractinia|LOC130614557	Xenia|LOC124437088
OG0002561	Hydractinia|LOC130636880, Hydractinia|LOC130635646	Xenia|LOC124454618, Xenia|LOC124454617
OG0002562	Hydractinia|LOC130621995, Hydractinia|LOC130622001, Hydractinia|LOC130622000	Xenia|LOC124441445
OG0002563	Hydractinia|LOC130623637	Xenia|LOC124434922
OG0002564	Hydractinia|LOC130662336	Xenia|LOC124434100, Xenia|LOC124434368, Xenia|LOC124433798
OG0002565	Hydractinia|LOC130613340	Xenia|LOC124439536
OG0002571	Hydractinia|LOC130625027	Xenia|LOC124435058, Xenia|LOC124434160
OG0002572	Hydractinia|LOC130636187, Hydractinia|LOC130637799	Xenia|LOC124433410
OG0002574	Hydractinia|LOC130649618	Xenia|LOC124448321
OG0002575	Hydractinia|LOC130640973	Xenia|LOC124450854
OG0002576	Hydractinia|LOC130641495, Hydractinia|LOC130641498	Xenia|LOC124452770, Xenia|LOC124452769
OG0002577	Hydractinia|LOC130647784, Hydractinia|LOC130645553	Xenia|LOC124441716
OG0002578	Hydractinia|LOC130650025, Hydractinia|LOC130647864	Xenia|LOC124433408
OG0002579	Hydractinia|LOC130612743, Hydractinia|LOC130613008	Xenia|LOC124455922, Xenia|LOC124455923
OG0002580	Hydractinia|LOC130654676	Xenia|LOC124447506
OG0002581	Hydractinia|LOC130624956	Xenia|LOC124438815
OG0002582	Hydractinia|LOC130636141	Xenia|LOC124447473
OG0002586	Hydractinia|LOC130625438	Xenia|LOC124433804
OG0002587	Hydractinia|LOC130640883, Hydractinia|LOC130643929	Xenia|LOC124459461
OG0002588	Hydractinia|LOC130612106	Xenia|LOC124457162, Xenia|LOC124455209
OG0002591	Hydractinia|LOC130629721	Xenia|LOC124435736
OG0002593	Hydractinia|LOC130657352	Xenia|LOC124440928
OG0002598	Hydractinia|LOC130623858	Xenia|LOC124433796
OG0002602	Hydractinia|LOC130626654, Hydractinia|LOC130628579, Hydractinia|LOC130626606	Xenia|LOC124453683
OG0002604	Hydractinia|LOC130630672	Xenia|LOC124451654, Xenia|LOC124443183
OG0002605	Hydractinia|LOC130630099, Hydractinia|LOC130630098	Xenia|LOC124444898
OG0002606	Hydractinia|LOC130648216, Hydractinia|LOC130623285, Hydractinia|LOC130612820	Xenia|LOC124449258, Xenia|LOC124435948, Xenia|LOC124449230
OG0002607	Hydractinia|LOC130630364, Hydractinia|LOC130630363	Xenia|LOC124438359
OG0002608	Hydractinia|LOC130630296	Xenia|LOC124443192
OG0002610	Hydractinia|LOC130646312, Hydractinia|LOC130645667	Xenia|LOC124442083
OG0002611	Hydractinia|LOC130630338, Hydractinia|LOC130648075	Xenia|LOC124453659
OG0002612	Hydractinia|LOC130635869	Xenia|LOC124455844
OG0002613	Hydractinia|LOC130622063, Hydractinia|LOC130612360	Xenia|LOC124452524
OG0002614	Hydractinia|LOC130630619	Xenia|LOC124459620
OG0002617	Hydractinia|LOC130628898	Xenia|LOC124452790
OG0002618	Hydractinia|LOC130644911	Xenia|LOC124433291, Xenia|LOC124444077
OG0002620	Hydractinia|LOC130613121, Hydractinia|LOC130613123	Xenia|LOC124438502
OG0002621	Hydractinia|LOC130656851	Xenia|LOC124436520, Xenia|LOC124437120
OG0002622	Hydractinia|LOC130656876, Hydractinia|LOC130656877	Xenia|LOC124450316
OG0002623	Hydractinia|LOC130628960	Xenia|LOC124452937
OG0002624	Hydractinia|LOC130628714, Hydractinia|LOC130629415, Hydractinia|LOC130629369	Xenia|LOC124443099
OG0002625	Hydractinia|LOC130655844	Xenia|LOC124443966, Xenia|LOC124440404, Xenia|LOC124444583
