Orthogroup	longest_isoform_HydractiniaProteins	longest_isoform_NematostellaProteins
OG0002665	Hydractinia|LOC130648367	Nematostella|LOC5505611
OG0002666	Hydractinia|LOC130655716	Nematostella|LOC5516590
OG0002669	Hydractinia|LOC130613701	Nematostella|LOC5504213
OG0002670	Hydractinia|LOC130624263	Nematostella|LOC5513728
OG0002671	Hydractinia|LOC130641424	Nematostella|LOC5506522
OG0002672	Hydractinia|LOC130625480	Nematostella|LOC116621197
OG0002673	Hydractinia|LOC130655403	Nematostella|LOC5510764
OG0002674	Hydractinia|LOC130630621	Nematostella|LOC5498116
OG0002675	Hydractinia|LOC130625641	Nematostella|LOC5517341
OG0002676	Hydractinia|LOC130636527	Nematostella|LOC116616372
OG0002677	Hydractinia|LOC130648315, Hydractinia|LOC130647272	Nematostella|LOC5518609
OG0002678	Hydractinia|LOC130640881	Nematostella|LOC5510044
OG0002679	Hydractinia|LOC130625382, Hydractinia|LOC130656779	Nematostella|LOC125565607
OG0002680	Hydractinia|LOC130655495	Nematostella|LOC5500886, Nematostella|LOC5513377, Nematostella|LOC5519634
OG0002681	Hydractinia|LOC130641779	Nematostella|LOC5521826
OG0002682	Hydractinia|LOC130613944	Nematostella|LOC5508143, Nematostella|LOC5521249
OG0002683	Hydractinia|LOC130647131, Hydractinia|LOC130647132	Nematostella|LOC5505713
OG0002684	Hydractinia|LOC130628849	Nematostella|LOC5503574
OG0002685	Hydractinia|LOC130629244	Nematostella|LOC116614735
OG0002686	Hydractinia|LOC130621603	Nematostella|LOC5516763, Nematostella|LOC5516858
OG0002687	Hydractinia|LOC130644921	Nematostella|LOC5514670
OG0002688	Hydractinia|LOC130645721, Hydractinia|LOC130645830	Nematostella|LOC125561796, Nematostella|LOC116606594
OG0002690	Hydractinia|LOC130633409	Nematostella|LOC5503992
OG0002691	Hydractinia|LOC130648872, Hydractinia|LOC130648463	Nematostella|LOC5519058
OG0002692	Hydractinia|LOC130656589	Nematostella|LOC5510209, Nematostella|LOC5518662, Nematostella|LOC5507775
OG0002693	Hydractinia|LOC130641249, Hydractinia|LOC130644243	Nematostella|LOC5502043
OG0002694	Hydractinia|LOC130612746, Hydractinia|LOC130612745, Hydractinia|LOC130612747	Nematostella|LOC5521097
OG0002696	Hydractinia|LOC130656856	Nematostella|LOC5511951
OG0002697	Hydractinia|LOC130657464	Nematostella|LOC5507123
OG0002698	Hydractinia|LOC130628565	Nematostella|LOC5507741
OG0002699	Hydractinia|LOC130647429	Nematostella|LOC5507711
OG0002700	Hydractinia|LOC130644516	Nematostella|LOC125559865, Nematostella|LOC5502874
OG0002701	Hydractinia|LOC130623984	Nematostella|LOC5513138
OG0002702	Hydractinia|LOC130623383	Nematostella|LOC5518225
OG0002703	Hydractinia|LOC130647032	Nematostella|LOC5518393
OG0002704	Hydractinia|LOC130654209	Nematostella|LOC5510898
OG0002705	Hydractinia|LOC130641357, Hydractinia|LOC130644360, Hydractinia|LOC130644449	Nematostella|LOC5513998
OG0002707	Hydractinia|LOC130656278	Nematostella|LOC5511865, Nematostella|LOC5513987
OG0002708	Hydractinia|LOC130662846, Hydractinia|LOC130662802	Nematostella|LOC5508035
OG0002709	Hydractinia|LOC130648985, Hydractinia|LOC130648939	Nematostella|LOC5505098
OG0002710	Hydractinia|LOC130649458	Nematostella|LOC5511769
OG0002711	Hydractinia|LOC130648395	Nematostella|LOC116620725, Nematostella|LOC116620905
OG0002712	Hydractinia|LOC130636862, Hydractinia|LOC130635625	Nematostella|LOC5508745
OG0002713	Hydractinia|LOC130636419	Nematostella|LOC116621546, Nematostella|LOC5517260, Nematostella|LOC116621553
OG0002714	Hydractinia|LOC130641662, Hydractinia|LOC130641664, Hydractinia|LOC130641661	Nematostella|LOC5507778
OG0002715	Hydractinia|LOC130644919	Nematostella|LOC5519972, Nematostella|LOC125561379, Nematostella|LOC125561381
OG0002718	Hydractinia|LOC130655089	Nematostella|LOC5517734
OG0002719	Hydractinia|LOC130656115	Nematostella|LOC116610375, Nematostella|LOC125561949, Nematostella|LOC116619932
OG0002720	Hydractinia|LOC130649065	Nematostella|LOC5504674
OG0002722	Hydractinia|LOC130640949	Nematostella|LOC5501331
OG0002723	Hydractinia|LOC130654311	Nematostella|LOC5522004
OG0002724	Hydractinia|LOC130621691	Nematostella|LOC5514309
OG0002726	Hydractinia|LOC130644470	Nematostella|LOC5516719
OG0002727	Hydractinia|LOC130629479, Hydractinia|LOC130629492, Hydractinia|LOC130629526	Nematostella|LOC5521415
OG0002728	Hydractinia|LOC130629503, Hydractinia|LOC130629544, Hydractinia|LOC130629520	Nematostella|LOC5517154
OG0002729	Hydractinia|LOC130629519, Hydractinia|LOC130629502, Hydractinia|LOC130629541	Nematostella|LOC5514295
OG0002730	Hydractinia|LOC130654751, Hydractinia|LOC130655796	Nematostella|LOC5515607
OG0002731	Hydractinia|LOC130644161, Hydractinia|LOC130646131	Nematostella|LOC5516038
OG0002732	Hydractinia|LOC130612462, Hydractinia|LOC130612472	Nematostella|LOC116617839
OG0002733	Hydractinia|LOC130636200	Nematostella|LOC5509486
OG0002734	Hydractinia|LOC130656162, Hydractinia|LOC130656165	Nematostella|LOC5513198
OG0002735	Hydractinia|LOC130657237	Nematostella|LOC5504973, Nematostella|LOC5520818
OG0002736	Hydractinia|LOC130654672	Nematostella|LOC5508220
OG0002737	Hydractinia|LOC130657745	Nematostella|LOC5507857
OG0002738	Hydractinia|LOC130641855, Hydractinia|LOC130641854	Nematostella|LOC5517900
OG0002739	Hydractinia|LOC130613919	Nematostella|LOC5522361, Nematostella|LOC5508040
OG0002740	Hydractinia|LOC130614836	Nematostella|LOC5515347, Nematostella|LOC5518057
OG0002741	Hydractinia|LOC130653937	Nematostella|LOC116610206, Nematostella|LOC5509865
OG0002742	Hydractinia|LOC130653703	Nematostella|LOC5518683
OG0002743	Hydractinia|LOC130653863	Nematostella|LOC5501638
OG0002744	Hydractinia|LOC130662631, Hydractinia|LOC130612163	Nematostella|LOC5504316
OG0002745	Hydractinia|LOC130654225	Nematostella|LOC116618349
OG0002747	Hydractinia|LOC130657353	Nematostella|LOC5502442
OG0002748	Hydractinia|LOC130656969	Nematostella|LOC5520761, Nematostella|LOC5502500
OG0002749	Hydractinia|LOC130642025	Nematostella|LOC5518094
OG0002750	Hydractinia|LOC130653644	Nematostella|LOC116614808
OG0002751	Hydractinia|LOC130653581, Hydractinia|LOC130636672	Nematostella|LOC116603083
OG0002752	Hydractinia|LOC130641453, Hydractinia|LOC130641458	Nematostella|LOC5517872
OG0002753	Hydractinia|LOC130642124	Nematostella|LOC5520638, Nematostella|LOC5525266
OG0002754	Hydractinia|LOC130640794, Hydractinia|LOC130643754	Nematostella|LOC5505964, Nematostella|LOC5505973
OG0002755	Hydractinia|LOC130640753, Hydractinia|LOC130640760, Hydractinia|LOC130643682	Nematostella|LOC116616003
OG0002756	Hydractinia|LOC130634739	Nematostella|LOC5502602, Nematostella|LOC5502601, Nematostella|LOC5501189
OG0002757	Hydractinia|LOC130622921	Nematostella|LOC5519655
OG0002757	Hydractinia|LOC130621780	Nematostella|LOC116612321
OG0002758	Hydractinia|LOC130623414	Nematostella|LOC5506573
OG0002759	Hydractinia|LOC130614624	Nematostella|LOC5508180
OG0002760	Hydractinia|LOC130614785, Hydractinia|LOC130614786	Nematostella|LOC5509104, Nematostella|LOC5517897
OG0002761	Hydractinia|LOC130629294, Hydractinia|LOC130629440	Nematostella|LOC5519043
OG0002762	Hydractinia|LOC130641406	Nematostella|LOC5515768
OG0002763	Hydractinia|LOC130654154	Nematostella|LOC5513516, Nematostella|LOC5496748
OG0002764	Hydractinia|LOC130624264	Nematostella|LOC5512140
OG0002765	Hydractinia|LOC130641060, Hydractinia|LOC130641687	Nematostella|LOC5518190
OG0002766	Hydractinia|LOC130612757	Nematostella|LOC5505365
OG0002767	Hydractinia|LOC130644789	Nematostella|LOC5504730
OG0002768	Hydractinia|LOC130644235, Hydractinia|LOC130646229	Nematostella|LOC5509021
OG0002769	Hydractinia|LOC130639790, Hydractinia|LOC130642743	Nematostella|LOC5501071
OG0002770	Hydractinia|LOC130656826	Nematostella|LOC5520376, Nematostella|LOC5521513, Nematostella|LOC5507124
OG0002771	Hydractinia|LOC130645408, Hydractinia|LOC130628749	Nematostella|LOC5504069, Nematostella|LOC5504068
OG0002772	Hydractinia|LOC130644645	Nematostella|LOC5508374
OG0002773	Hydractinia|LOC130626181	Nematostella|LOC5509060
OG0002773	Hydractinia|LOC130614447	Nematostella|LOC5513080
OG0002774	Hydractinia|LOC130644459	Nematostella|LOC116603340, Nematostella|LOC5506859
OG0002775	Hydractinia|LOC130628815, Hydractinia|LOC130629378, Hydractinia|LOC130629428	Nematostella|LOC5517171
OG0002776	Hydractinia|LOC130629433, Hydractinia|LOC130628913, Hydractinia|LOC130629379	Nematostella|LOC5518327
OG0002778	Hydractinia|LOC130621647, Hydractinia|LOC130621648	Nematostella|LOC5515539
OG0002779	Hydractinia|LOC130621843	Nematostella|LOC5500875, Nematostella|LOC5508772
OG0002780	Hydractinia|LOC130621485, Hydractinia|LOC130621486	Nematostella|LOC5514869
OG0002781	Hydractinia|LOC130621483	Nematostella|LOC5514773
OG0002783	Hydractinia|LOC130614500	Nematostella|LOC5513012, Nematostella|LOC5519582
OG0002784	Hydractinia|LOC130635909	Nematostella|LOC5506649, Nematostella|LOC5511627
OG0002785	Hydractinia|LOC130636330	Nematostella|LOC116601899
OG0002786	Hydractinia|LOC130641133, Hydractinia|LOC130640757	Nematostella|LOC5514107
OG0002787	Hydractinia|LOC130654287	Nematostella|LOC5517036, Nematostella|LOC5502641
OG0002788	Hydractinia|LOC130612682	Nematostella|LOC5521050, Nematostella|LOC5521051
OG0002789	Hydractinia|LOC130622759	Nematostella|LOC116615981
OG0002790	Hydractinia|LOC130622023, Hydractinia|LOC130655389	Nematostella|LOC5515794
OG0002791	Hydractinia|LOC130629160	Nematostella|LOC5509545
OG0002792	Hydractinia|LOC130636667	Nematostella|LOC5511131
OG0002793	Hydractinia|LOC130625876	Nematostella|LOC5519032
OG0002794	Hydractinia|LOC130613103, Hydractinia|LOC130662585	Nematostella|LOC116603144, Nematostella|LOC5510496
OG0002795	Hydractinia|LOC130654481, Hydractinia|LOC130653905	Nematostella|LOC5510634, Nematostella|LOC5506785, Nematostella|LOC5500813, Nematostella|LOC116614342
OG0002796	Hydractinia|LOC130648357	Nematostella|LOC5509622
OG0002797	Hydractinia|LOC130640821, Hydractinia|LOC130641194	Nematostella|LOC116604300
OG0002798	Hydractinia|LOC130614153	Nematostella|LOC5506290
OG0002799	Hydractinia|LOC130622950	Nematostella|LOC125556775, Nematostella|LOC5522393
OG0002800	Hydractinia|LOC130657378	Nematostella|LOC5513039, Nematostella|LOC5506879, Nematostella|LOC5516795, Nematostella|LOC5516029
OG0002801	Hydractinia|LOC130612564	Nematostella|LOC116619354, Nematostella|LOC5500297, Nematostella|LOC116610286
OG0002802	Hydractinia|LOC130655831	Nematostella|LOC5521989, Nematostella|LOC5521970
OG0002803	Hydractinia|LOC130657326	Nematostella|LOC5508247
OG0002805	Hydractinia|LOC130629522, Hydractinia|LOC130629489, Hydractinia|LOC130629473	Nematostella|LOC5509839
OG0002806	Hydractinia|LOC130625401	Nematostella|LOC5521088
OG0002807	Hydractinia|LOC130625810	Nematostella|LOC5521546, Nematostella|LOC116613495, Nematostella|LOC5514814
OG0002808	Hydractinia|LOC130655469	Nematostella|LOC5507831
OG0002809	Hydractinia|LOC130622760	Nematostella|LOC5500863
OG0002810	Hydractinia|LOC130655888	Nematostella|LOC116618533
OG0002811	Hydractinia|LOC130655753	Nematostella|LOC125556776, Nematostella|LOC116617557
OG0002812	Hydractinia|LOC130621473	Nematostella|LOC5512020, Nematostella|LOC5507629, Nematostella|LOC5505731, Nematostella|LOC5512566
OG0002814	Hydractinia|LOC130641827	Nematostella|LOC5515710
OG0002815	Hydractinia|LOC130641746	Nematostella|LOC5516164
OG0002816	Hydractinia|LOC130624104	Nematostella|LOC5512902
OG0002817	Hydractinia|LOC130614043	Nematostella|LOC5518010
OG0002818	Hydractinia|LOC130621959	Nematostella|LOC5504106
OG0002819	Hydractinia|LOC130641815, Hydractinia|LOC130641811	Nematostella|LOC5509057
OG0002820	Hydractinia|LOC130641189, Hydractinia|LOC130640817	Nematostella|LOC5516131, Nematostella|LOC5502484
OG0002821	Hydractinia|LOC130613234, Hydractinia|LOC130613238	Nematostella|LOC5518481
OG0002822	Hydractinia|LOC130612429	Nematostella|LOC5505388
OG0002823	Hydractinia|LOC130612522	Nematostella|LOC5505352
OG0002824	Hydractinia|LOC130645221	Nematostella|LOC5512877, Nematostella|LOC5514673
OG0002825	Hydractinia|LOC130644530, Hydractinia|LOC130644522, Hydractinia|LOC130641551	Nematostella|LOC5501789
OG0002826	Hydractinia|LOC130657978	Nematostella|LOC5505177, Nematostella|LOC5509767, Nematostella|LOC116614604, Nematostella|LOC5515307
OG0002827	Hydractinia|LOC130648420	Nematostella|LOC116609597, Nematostella|LOC125557334, Nematostella|LOC5502122
OG0002828	Hydractinia|LOC130612709	Nematostella|LOC5519788
OG0002831	Hydractinia|LOC130648443	Nematostella|LOC5505996
OG0002846	Hydractinia|LOC130635615, Hydractinia|LOC130635499	Nematostella|LOC5511679
OG0002850	Hydractinia|LOC130612282, Hydractinia|LOC130636469, Hydractinia|LOC130654599	Nematostella|LOC5515427
OG0002858	Hydractinia|LOC130644710	Nematostella|LOC5505087, Nematostella|LOC5505086, Nematostella|LOC5505088, Nematostella|LOC5505085
OG0002867	Hydractinia|LOC130656780	Nematostella|LOC5512785
OG0002871	Hydractinia|LOC130657312	Nematostella|LOC125568408, Nematostella|LOC125568355, Nematostella|LOC116620176, Nematostella|LOC116620175
OG0002877	Hydractinia|LOC130642224, Hydractinia|LOC130640781	Nematostella|LOC5516968
OG0002887	Hydractinia|LOC130629518, Hydractinia|LOC130629488, Hydractinia|LOC130629530, Hydractinia|LOC130629538	Nematostella|LOC5515920
OG0002902	Hydractinia|LOC130641427	Nematostella|LOC5520366, Nematostella|LOC125556684, Nematostella|LOC5519056, Nematostella|LOC5512330
OG0002905	Hydractinia|LOC130645591	Nematostella|LOC5502430, Nematostella|LOC125572411, Nematostella|LOC116619209, Nematostella|LOC5508728
OG0002907	Hydractinia|LOC130628989, Hydractinia|LOC130628611, Hydractinia|LOC130628990	Nematostella|LOC5502477, Nematostella|LOC116606210, Nematostella|LOC5520013
OG0002966	Hydractinia|LOC130662774	Nematostella|LOC5508113
OG0002968	Hydractinia|LOC130647163	Nematostella|LOC5512528, Nematostella|LOC5518376
OG0002969	Hydractinia|LOC130647186	Nematostella|LOC5504645
OG0002970	Hydractinia|LOC130653872	Nematostella|LOC116612559
OG0002971	Hydractinia|LOC130621432	Nematostella|LOC5522269
OG0002972	Hydractinia|LOC130621794	Nematostella|LOC5521315
OG0002974	Hydractinia|LOC130621652	Nematostella|LOC5521703
OG0002975	Hydractinia|LOC130622455, Hydractinia|LOC130621703	Nematostella|LOC5506618
OG0002976	Hydractinia|LOC130655955	Nematostella|LOC116613937
OG0002977	Hydractinia|LOC130654459	Nematostella|LOC5514423
OG0002981	Hydractinia|LOC130654439	Nematostella|LOC5519165
OG0002982	Hydractinia|LOC130654583	Nematostella|LOC5513097
OG0002983	Hydractinia|LOC130653748, Hydractinia|LOC130653749	Nematostella|LOC116617547
OG0002984	Hydractinia|LOC130654856	Nematostella|LOC5504986, Nematostella|LOC5503017
OG0002985	Hydractinia|LOC130655538	Nematostella|LOC5502946
OG0002986	Hydractinia|LOC130653762	Nematostella|LOC5507268
OG0002987	Hydractinia|LOC130645692, Hydractinia|LOC130645851	Nematostella|LOC5515019
OG0002988	Hydractinia|LOC130646084, Hydractinia|LOC130645850	Nematostella|LOC5508604
OG0002989	Hydractinia|LOC130654071	Nematostella|LOC5521984
OG0002990	Hydractinia|LOC130644254, Hydractinia|LOC130646244	Nematostella|LOC116602257
OG0002991	Hydractinia|LOC130645102	Nematostella|LOC5518865
OG0002993	Hydractinia|LOC130645693, Hydractinia|LOC130645852	Nematostella|LOC5511342
OG0002994	Hydractinia|LOC130645689, Hydractinia|LOC130646109	Nematostella|LOC116617666, Nematostella|LOC5511335
OG0002995	Hydractinia|LOC130656451, Hydractinia|LOC130629580	Nematostella|LOC5505738
OG0002996	Hydractinia|LOC130656290	Nematostella|LOC5518920
OG0002997	Hydractinia|LOC130656911	Nematostella|LOC5520806
OG0002998	Hydractinia|LOC130654231	Nematostella|LOC5511047
OG0002999	Hydractinia|LOC130655699	Nematostella|LOC5514538
OG0003000	Hydractinia|LOC130655151	Nematostella|LOC5512603
OG0003001	Hydractinia|LOC130654988	Nematostella|LOC5522324, Nematostella|LOC5522209
OG0003003	Hydractinia|LOC130653595	Nematostella|LOC5513603
OG0003004	Hydractinia|LOC130654081	Nematostella|LOC5514559
OG0003005	Hydractinia|LOC130654087	Nematostella|LOC5516397
OG0003006	Hydractinia|LOC130655532	Nematostella|LOC5516421
OG0003007	Hydractinia|LOC130614594	Nematostella|LOC5513414
OG0003008	Hydractinia|LOC130613799	Nematostella|LOC5513344
OG0003009	Hydractinia|LOC130614467	Nematostella|LOC5505180
OG0003010	Hydractinia|LOC130614550	Nematostella|LOC5503479
OG0003013	Hydractinia|LOC130613885	Nematostella|LOC116611862
OG0003016	Hydractinia|LOC130636797, Hydractinia|LOC130636775	Nematostella|LOC5508445
OG0003017	Hydractinia|LOC130622155, Hydractinia|LOC130636519	Nematostella|LOC5513857
OG0003021	Hydractinia|LOC130636616	Nematostella|LOC116612473
OG0003022	Hydractinia|LOC130641162, Hydractinia|LOC130640786	Nematostella|LOC5518971, Nematostella|LOC5515825
OG0003023	Hydractinia|LOC130621728	Nematostella|LOC5519406
OG0003024	Hydractinia|LOC130630674	Nematostella|LOC5518221
OG0003025	Hydractinia|LOC130622026	Nematostella|LOC5517935
OG0003026	Hydractinia|LOC130622776	Nematostella|LOC5505205
OG0003027	Hydractinia|LOC130621725	Nematostella|LOC5503362
OG0003028	Hydractinia|LOC130621943, Hydractinia|LOC130621886	Nematostella|LOC5515811
OG0003029	Hydractinia|LOC130622174	Nematostella|LOC5518862
OG0003030	Hydractinia|LOC130645869, Hydractinia|LOC130645676	Nematostella|LOC116618506
OG0003031	Hydractinia|LOC130641002	Nematostella|LOC5521709
OG0003032	Hydractinia|LOC130641701	Nematostella|LOC5508900
OG0003033	Hydractinia|LOC130624969, Hydractinia|LOC130636267	Nematostella|LOC116620132
OG0003034	Hydractinia|LOC130625577	Nematostella|LOC5517479
OG0003035	Hydractinia|LOC130614250	Nematostella|LOC5510880
OG0003036	Hydractinia|LOC130614810	Nematostella|LOC5518586
OG0003037	Hydractinia|LOC130614819	Nematostella|LOC5512239
OG0003039	Hydractinia|LOC130612316	Nematostella|LOC5515209
OG0003040	Hydractinia|LOC130621884	Nematostella|LOC5521313
OG0003041	Hydractinia|LOC130621456	Nematostella|LOC5517544
OG0003042	Hydractinia|LOC130641401	Nematostella|LOC5521847
OG0003044	Hydractinia|LOC130641997	Nematostella|LOC5512622
OG0003045	Hydractinia|LOC130641151, Hydractinia|LOC130640771	Nematostella|LOC5506150
OG0003046	Hydractinia|LOC130630292, Hydractinia|LOC130630290	Nematostella|LOC5519079
OG0003047	Hydractinia|LOC130641999	Nematostella|LOC5517007
OG0003048	Hydractinia|LOC130641921	Nematostella|LOC5514241
OG0003049	Hydractinia|LOC130642000	Nematostella|LOC5514209
OG0003050	Hydractinia|LOC130622901	Nematostella|LOC5510916
OG0003051	Hydractinia|LOC130622960	Nematostella|LOC5516080
OG0003052	Hydractinia|LOC130644773, Hydractinia|LOC130641747	Nematostella|LOC5503436
OG0003053	Hydractinia|LOC130658303, Hydractinia|LOC130641814	Nematostella|LOC5520136
OG0003054	Hydractinia|LOC130644856, Hydractinia|LOC130641824	Nematostella|LOC5501773
OG0003055	Hydractinia|LOC130641880, Hydractinia|LOC130644914	Nematostella|LOC116611653
OG0003056	Hydractinia|LOC130650041, Hydractinia|LOC130647900	Nematostella|LOC5521168
OG0003057	Hydractinia|LOC130650146, Hydractinia|LOC130647922	Nematostella|LOC5509097
OG0003058	Hydractinia|LOC130650130, Hydractinia|LOC130647910	Nematostella|LOC116610661
OG0003062	Hydractinia|LOC130649546	Nematostella|LOC5508291, Nematostella|LOC5520505
OG0003063	Hydractinia|LOC130648895	Nematostella|LOC5516945
OG0003064	Hydractinia|LOC130656454, Hydractinia|LOC130655249	Nematostella|LOC5508866
OG0003066	Hydractinia|LOC130653837	Nematostella|LOC5513067
OG0003068	Hydractinia|LOC130654562	Nematostella|LOC5521978
OG0003069	Hydractinia|LOC130647281, Hydractinia|LOC130648310	Nematostella|LOC5504635
OG0003070	Hydractinia|LOC130649476	Nematostella|LOC5513665
