Orthogroup	longest_isoform_HydractiniaProteins	longest_isoform_HydraProteins
OG0002713	Hydractinia|LOC130636419	Hydra|LOC100211659
OG0002714	Hydractinia|LOC130641662, Hydractinia|LOC130641664, Hydractinia|LOC130641661	Hydra|LOC100197305
OG0002715	Hydractinia|LOC130644919	Hydra|LOC100206252
OG0002716	Hydractinia|LOC130649537	Hydra|LOC124816869, Hydra|LOC124812065, Hydra|LOC124808514, Hydra|LOC124814335, Hydra|LOC124811229
OG0002717	Hydractinia|LOC130654108, Hydractinia|LOC130654109, Hydractinia|LOC130630640	Hydra|LOC100213604, Hydra|LOC105845340
OG0002718	Hydractinia|LOC130655089	Hydra|LOC100213602, Hydra|LOC100215022
OG0002719	Hydractinia|LOC130656115	Hydra|LOC105844884
OG0002720	Hydractinia|LOC130649065	Hydra|LOC100205867
OG0002722	Hydractinia|LOC130640949	Hydra|LOC100192295
OG0002723	Hydractinia|LOC130654311	Hydra|LOC100212449
OG0002724	Hydractinia|LOC130621691	Hydra|LOC100210052
OG0002726	Hydractinia|LOC130644470	Hydra|LOC101240745, Hydra|LOC100214462
OG0002727	Hydractinia|LOC130629479, Hydractinia|LOC130629492, Hydractinia|LOC130629526	Hydra|LOC100199282
OG0002728	Hydractinia|LOC130629503, Hydractinia|LOC130629544, Hydractinia|LOC130629520	Hydra|LOC101236554
OG0002729	Hydractinia|LOC130629519, Hydractinia|LOC130629502, Hydractinia|LOC130629541	Hydra|LOC100197936
OG0002730	Hydractinia|LOC130654751	Hydra|LOC124807926
OG0002730	Hydractinia|LOC130655796	Hydra|LOC100207010
OG0002731	Hydractinia|LOC130644161, Hydractinia|LOC130646131	Hydra|LOC101237336
OG0002732	Hydractinia|LOC130612462, Hydractinia|LOC130612472	Hydra|LOC105849305
OG0002733	Hydractinia|LOC130636200	Hydra|LOC101238716
OG0002734	Hydractinia|LOC130656162, Hydractinia|LOC130656165	Hydra|LOC100212717
OG0002735	Hydractinia|LOC130657237	Hydra|LOC100212235
OG0002736	Hydractinia|LOC130654672	Hydra|LOC100211397
OG0002737	Hydractinia|LOC130657745	Hydra|LOC101240634
OG0002738	Hydractinia|LOC130641855, Hydractinia|LOC130641854	Hydra|LOC100197733
OG0002739	Hydractinia|LOC130613919	Hydra|LOC100207452
OG0002740	Hydractinia|LOC130614836	Hydra|LOC100203086, Hydra|LOC100199276
OG0002741	Hydractinia|LOC130653937	Hydra|LOC100207904
OG0002742	Hydractinia|LOC130653703	Hydra|LOC100207771, Hydra|LOC101237474
OG0002743	Hydractinia|LOC130653863	Hydra|LOC100209470
OG0002744	Hydractinia|LOC130662631, Hydractinia|LOC130612163	Hydra|LOC105843232
OG0002745	Hydractinia|LOC130654225	Hydra|LOC124808126, Hydra|LOC124805931, Hydra|LOC124817325
OG0002747	Hydractinia|LOC130657353	Hydra|LOC100214756
OG0002748	Hydractinia|LOC130656969	Hydra|LOC100215832
OG0002749	Hydractinia|LOC130642025	Hydra|LOC105844354
OG0002750	Hydractinia|LOC130653644	Hydra|LOC100203567, Hydra|LOC100198188
OG0002751	Hydractinia|LOC130636672	Hydra|LOC105844568, Hydra|LOC100207263
OG0002752	Hydractinia|LOC130641453, Hydractinia|LOC130641458	Hydra|LOC101237468
OG0002753	Hydractinia|LOC130642124	Hydra|LOC100210417
OG0002754	Hydractinia|LOC130640794, Hydractinia|LOC130643754	Hydra|LOC100197126
OG0002755	Hydractinia|LOC130640753, Hydractinia|LOC130640760, Hydractinia|LOC130643682	Hydra|LOC100213518
OG0002756	Hydractinia|LOC130634739	Hydra|LOC100215248
OG0002757	Hydractinia|LOC130622921	Hydra|LOC100201381
OG0002758	Hydractinia|LOC130623414	Hydra|LOC101234822, Hydra|LOC101237353
OG0002759	Hydractinia|LOC130614624	Hydra|LOC100199157
OG0002760	Hydractinia|LOC130614785, Hydractinia|LOC130614786	Hydra|LOC100200937
OG0002761	Hydractinia|LOC130629294, Hydractinia|LOC130629440	Hydra|LOC100197969
OG0002762	Hydractinia|LOC130641406	Hydra|LOC101241521
OG0002763	Hydractinia|LOC130654154	Hydra|LOC100207789
OG0002764	Hydractinia|LOC130624264	Hydra|LOC100212035, Hydra|LOC100212854
OG0002765	Hydractinia|LOC130641060, Hydractinia|LOC130641687	Hydra|LOC100207659
OG0002766	Hydractinia|LOC130612757	Hydra|LOC100197406
OG0002767	Hydractinia|LOC130644789	Hydra|LOC100207708
OG0002768	Hydractinia|LOC130644235, Hydractinia|LOC130646229	Hydra|LOC100215161
OG0002769	Hydractinia|LOC130639790, Hydractinia|LOC130642743	Hydra|LOC100201064
OG0002771	Hydractinia|LOC130645408, Hydractinia|LOC130628749	Hydra|LOC100198375
OG0002772	Hydractinia|LOC130644645	Hydra|LOC101238076, Hydra|LOC101238171, Hydra|LOC101237758
OG0002773	Hydractinia|LOC130614447	Hydra|LOC124814264
OG0002774	Hydractinia|LOC130644459	Hydra|LOC100202590
OG0002775	Hydractinia|LOC130628815, Hydractinia|LOC130629378, Hydractinia|LOC130629428	Hydra|LOC101234501
OG0002776	Hydractinia|LOC130629433, Hydractinia|LOC130628913, Hydractinia|LOC130629379	Hydra|LOC105845526
OG0002777	Hydractinia|LOC130647007, Hydractinia|LOC130647003, Hydractinia|LOC130647987, Hydractinia|LOC130647008	Hydra|LOC100200969
OG0002778	Hydractinia|LOC130621647, Hydractinia|LOC130621648	Hydra|LOC100206019, Hydra|LOC100210950
OG0002779	Hydractinia|LOC130621843	Hydra|LOC100205411
OG0002780	Hydractinia|LOC130621485, Hydractinia|LOC130621486	Hydra|LOC100206878
OG0002783	Hydractinia|LOC130614500	Hydra|LOC100215030
OG0002784	Hydractinia|LOC130635909	Hydra|LOC100213774
OG0002785	Hydractinia|LOC130636330	Hydra|LOC101234344, Hydra|LOC105843748, Hydra|LOC101238333
OG0002786	Hydractinia|LOC130641133, Hydractinia|LOC130640757	Hydra|LOC100212928
OG0002787	Hydractinia|LOC130654287	Hydra|LOC105849534
OG0002789	Hydractinia|LOC130622759	Hydra|LOC100202217
OG0002790	Hydractinia|LOC130622023	Hydra|LOC100202859
OG0002790	Hydractinia|LOC130655389	Hydra|LOC101240236
OG0002791	Hydractinia|LOC130629160	Hydra|LOC100204562
OG0002792	Hydractinia|LOC130636667	Hydra|LOC100197595
OG0002793	Hydractinia|LOC130625876	Hydra|LOC101237539
OG0002794	Hydractinia|LOC130613103, Hydractinia|LOC130662585	Hydra|LOC105850454
OG0002796	Hydractinia|LOC130648357	Hydra|LOC100199338
OG0002797	Hydractinia|LOC130640821, Hydractinia|LOC130641194	Hydra|LOC124807920, Hydra|LOC124807921
OG0002798	Hydractinia|LOC130614153	Hydra|LOC105844981, Hydra|LOC101234937, Hydra|LOC100213163
OG0002799	Hydractinia|LOC130622950	Hydra|LOC100205211
OG0002800	Hydractinia|LOC130657378	Hydra|LOC105845892
OG0002801	Hydractinia|LOC130612564	Hydra|LOC100205748
OG0002802	Hydractinia|LOC130655831	Hydra|LOC101241040
OG0002803	Hydractinia|LOC130657326	Hydra|LOC100202861
OG0002804	Hydractinia|LOC130625866, Hydractinia|LOC130625698	Hydra|LOC124815902, Hydra|LOC105844173, Hydra|LOC100203506
OG0002805	Hydractinia|LOC130629522, Hydractinia|LOC130629489, Hydractinia|LOC130629473	Hydra|LOC100204404
OG0002806	Hydractinia|LOC130625401	Hydra|LOC100209448
OG0002807	Hydractinia|LOC130625810	Hydra|LOC100204303
OG0002808	Hydractinia|LOC130655469	Hydra|LOC100201385
OG0002809	Hydractinia|LOC130622760	Hydra|LOC100198350, Hydra|LOC100214971, Hydra|LOC100204899
OG0002810	Hydractinia|LOC130655888	Hydra|LOC100205900, Hydra|LOC124807980
OG0002811	Hydractinia|LOC130655753	Hydra|LOC100215085
OG0002812	Hydractinia|LOC130621473	Hydra|LOC100201106
OG0002815	Hydractinia|LOC130641746	Hydra|LOC100197067
OG0002816	Hydractinia|LOC130624104	Hydra|LOC100202881
OG0002817	Hydractinia|LOC130614043	Hydra|LOC100215572
OG0002818	Hydractinia|LOC130621959	Hydra|LOC105848216, Hydra|LOC101234557
OG0002819	Hydractinia|LOC130641815, Hydractinia|LOC130641811	Hydra|LOC100214787
OG0002820	Hydractinia|LOC130641189, Hydractinia|LOC130640817	Hydra|LOC100205307
OG0002821	Hydractinia|LOC130613234	Hydra|LOC100199846
OG0002822	Hydractinia|LOC130612429	Hydra|LOC100205158
OG0002823	Hydractinia|LOC130612522	Hydra|LOC124812367, Hydra|LOC105845275, Hydra|LOC100208716
OG0002824	Hydractinia|LOC130645221	Hydra|LOC100215049
OG0002825	Hydractinia|LOC130644530, Hydractinia|LOC130644522, Hydractinia|LOC130641551	Hydra|LOC100214148
OG0002827	Hydractinia|LOC130648420	Hydra|LOC100205183
OG0002828	Hydractinia|LOC130612709	Hydra|LOC100215276
OG0002829	Hydractinia|LOC130641500, Hydractinia|LOC130642179, Hydractinia|LOC130642428, Hydractinia|LOC130656801, Hydractinia|LOC130656763	Hydra|LOC100192258
OG0002831	Hydractinia|LOC130648443	Hydra|LOC105848317
OG0002842	Hydractinia|LOC130641911, Hydractinia|LOC130657213	Hydra|LOC124815038, Hydra|LOC124815976, Hydra|LOC124815434, Hydra|LOC124806386, Hydra|LOC105845452
OG0002846	Hydractinia|LOC130635615, Hydractinia|LOC130635499	Hydra|LOC100199445, Hydra|LOC100209438
OG0002850	Hydractinia|LOC130612282	Hydra|LOC100200591
OG0002850	Hydractinia|LOC130636469, Hydractinia|LOC130654599	Hydra|LOC100206369
OG0002852	Hydractinia|LOC130636884, Hydractinia|LOC130648429	Hydra|LOC105844598
OG0002858	Hydractinia|LOC130644710	Hydra|LOC100214554
OG0002867	Hydractinia|LOC130656780	Hydra|LOC100198701
OG0002868	Hydractinia|LOC130622341, Hydractinia|LOC130630564	Hydra|LOC124814469, Hydra|LOC124818888, Hydra|LOC124807039, Hydra|LOC124811426, Hydra|LOC124818690
OG0002871	Hydractinia|LOC130657312	Hydra|LOC100215991
OG0002876	Hydractinia|LOC130614081, Hydractinia|LOC130621748	Hydra|LOC124813978, Hydra|LOC124818145
OG0002877	Hydractinia|LOC130642224, Hydractinia|LOC130640781	Hydra|LOC100215412, Hydra|LOC100205865, Hydra|LOC100197222
OG0002879	Hydractinia|LOC130642324, Hydractinia|LOC130612833, Hydractinia|LOC130624831, Hydractinia|LOC130613547, Hydractinia|LOC130625254, Hydractinia|LOC130624123	Hydra|LOC101234787
OG0002880	Hydractinia|LOC130623694, Hydractinia|LOC130629918, Hydractinia|LOC130657195, Hydractinia|LOC130657194, Hydractinia|LOC130649231, Hydractinia|LOC130649232	Hydra|LOC101241542
OG0002886	Hydractinia|LOC130635896	Hydra|LOC124818685, Hydra|LOC124818664, Hydra|LOC105850193, Hydra|LOC124818440, Hydra|LOC124819071, Hydra|LOC101237407
OG0002887	Hydractinia|LOC130629518, Hydractinia|LOC130629488, Hydractinia|LOC130629530, Hydractinia|LOC130629538	Hydra|LOC101239907
OG0002888	Hydractinia|LOC130641735, Hydractinia|LOC130641733, Hydractinia|LOC130641734, Hydractinia|LOC130614599, Hydractinia|LOC130613962, Hydractinia|LOC130641915	Hydra|LOC100199872
OG0002966	Hydractinia|LOC130662774	Hydra|LOC100200553
OG0002968	Hydractinia|LOC130647163	Hydra|LOC101235541
OG0002969	Hydractinia|LOC130647186	Hydra|LOC100199674
OG0002970	Hydractinia|LOC130653872	Hydra|LOC100212358
OG0002971	Hydractinia|LOC130621432	Hydra|LOC124808578, Hydra|LOC100215268
OG0002972	Hydractinia|LOC130621794	Hydra|LOC101240464
OG0002973	Hydractinia|LOC130621572	Hydra|LOC100211529
OG0002973	Hydractinia|LOC130636370	Hydra|LOC101237947
OG0002974	Hydractinia|LOC130621652	Hydra|LOC101238194
OG0002975	Hydractinia|LOC130622455, Hydractinia|LOC130621703	Hydra|LOC100211900
OG0002976	Hydractinia|LOC130655955	Hydra|LOC100201986
OG0002977	Hydractinia|LOC130654459	Hydra|LOC101239838
OG0002979	Hydractinia|LOC130654920, Hydractinia|LOC130654919	Hydra|LOC124807821, Hydra|LOC105845234, Hydra|LOC105844274
OG0002981	Hydractinia|LOC130654439	Hydra|LOC100213852
OG0002982	Hydractinia|LOC130654583	Hydra|LOC100199842
OG0002983	Hydractinia|LOC130653748, Hydractinia|LOC130653749	Hydra|LOC100198593
OG0002984	Hydractinia|LOC130654856	Hydra|LOC100206804
OG0002985	Hydractinia|LOC130655538	Hydra|LOC100204927
OG0002986	Hydractinia|LOC130653762	Hydra|LOC100202980
OG0002987	Hydractinia|LOC130645692, Hydractinia|LOC130645851	Hydra|LOC101241113
OG0002988	Hydractinia|LOC130646084, Hydractinia|LOC130645850	Hydra|LOC100202873
OG0002989	Hydractinia|LOC130654071	Hydra|LOC100192226
OG0002990	Hydractinia|LOC130644254, Hydractinia|LOC130646244	Hydra|LOC105843116
OG0002991	Hydractinia|LOC130645102	Hydra|LOC100205121, Hydra|LOC101235807
OG0002993	Hydractinia|LOC130645693, Hydractinia|LOC130645852	Hydra|LOC100200448
OG0002996	Hydractinia|LOC130656290	Hydra|LOC101240139
OG0002997	Hydractinia|LOC130656911	Hydra|LOC100204445
OG0002998	Hydractinia|LOC130654231	Hydra|LOC100199474
OG0002999	Hydractinia|LOC130655699	Hydra|LOC124818399
OG0003000	Hydractinia|LOC130655151	Hydra|LOC100205537
OG0003001	Hydractinia|LOC130654988	Hydra|LOC100209325
OG0003003	Hydractinia|LOC130653595	Hydra|LOC100199307, Hydra|LOC105848638
OG0003004	Hydractinia|LOC130654081	Hydra|LOC100205723
OG0003005	Hydractinia|LOC130654087	Hydra|LOC100211567
OG0003006	Hydractinia|LOC130655532	Hydra|LOC100199039, Hydra|LOC100209776
OG0003007	Hydractinia|LOC130614594	Hydra|LOC100204452
OG0003008	Hydractinia|LOC130613799	Hydra|LOC100210459, Hydra|LOC100199376
OG0003009	Hydractinia|LOC130614467	Hydra|LOC100202271
OG0003010	Hydractinia|LOC130614550	Hydra|LOC124812306, Hydra|LOC105843433
OG0003011	Hydractinia|LOC130614216	Hydra|LOC101236854
OG0003013	Hydractinia|LOC130613885	Hydra|LOC101236285
OG0003016	Hydractinia|LOC130636797, Hydractinia|LOC130636775	Hydra|LOC100203713
OG0003017	Hydractinia|LOC130622155, Hydractinia|LOC130636519	Hydra|LOC100210375
OG0003021	Hydractinia|LOC130636616	Hydra|LOC100198230
OG0003023	Hydractinia|LOC130621728	Hydra|LOC100201365
OG0003024	Hydractinia|LOC130630674	Hydra|LOC100205729
OG0003025	Hydractinia|LOC130622026	Hydra|LOC101236226
OG0003026	Hydractinia|LOC130622776	Hydra|LOC101239705
OG0003027	Hydractinia|LOC130621725	Hydra|LOC100197787
OG0003028	Hydractinia|LOC130621943, Hydractinia|LOC130621886	Hydra|LOC100201341
OG0003031	Hydractinia|LOC130641002	Hydra|LOC100199475
OG0003032	Hydractinia|LOC130641701	Hydra|LOC100206443
OG0003033	Hydractinia|LOC130624969, Hydractinia|LOC130636267	Hydra|LOC100200189
OG0003034	Hydractinia|LOC130625577	Hydra|LOC100209845
OG0003035	Hydractinia|LOC130614250	Hydra|LOC100202755
OG0003036	Hydractinia|LOC130614810	Hydra|LOC100205710, Hydra|LOC105845201
OG0003037	Hydractinia|LOC130614819	Hydra|LOC100215871, Hydra|LOC124813722
OG0003038	Hydractinia|LOC130629152	Hydra|LOC101237076
OG0003039	Hydractinia|LOC130612316	Hydra|LOC100198380
OG0003040	Hydractinia|LOC130621884	Hydra|LOC105844319
OG0003041	Hydractinia|LOC130621456	Hydra|LOC101241822
OG0003042	Hydractinia|LOC130641401	Hydra|LOC101239941
OG0003043	Hydractinia|LOC130622475	Hydra|LOC101238924
OG0003044	Hydractinia|LOC130641997	Hydra|LOC100214847, Hydra|LOC100206138
OG0003045	Hydractinia|LOC130641151, Hydractinia|LOC130640771	Hydra|LOC100215392
OG0003047	Hydractinia|LOC130641999	Hydra|LOC101240325
OG0003048	Hydractinia|LOC130641921	Hydra|LOC100215302
OG0003049	Hydractinia|LOC130642000	Hydra|LOC100203079
OG0003050	Hydractinia|LOC130622901	Hydra|LOC100205833
OG0003051	Hydractinia|LOC130622960	Hydra|LOC100206079
OG0003052	Hydractinia|LOC130644773, Hydractinia|LOC130641747	Hydra|LOC100205603
OG0003053	Hydractinia|LOC130658303, Hydractinia|LOC130641814	Hydra|LOC101236017
OG0003054	Hydractinia|LOC130644856, Hydractinia|LOC130641824	Hydra|LOC101235355
OG0003055	Hydractinia|LOC130641880, Hydractinia|LOC130644914	Hydra|LOC100205249
OG0003056	Hydractinia|LOC130650041, Hydractinia|LOC130647900	Hydra|LOC100210997
OG0003057	Hydractinia|LOC130650146, Hydractinia|LOC130647922	Hydra|LOC100199077
OG0003058	Hydractinia|LOC130650130, Hydractinia|LOC130647910	Hydra|LOC100214561
OG0003062	Hydractinia|LOC130649546	Hydra|LOC100210391
OG0003063	Hydractinia|LOC130648895	Hydra|LOC100208319
OG0003064	Hydractinia|LOC130656454, Hydractinia|LOC130655249	Hydra|LOC100205095
OG0003065	Hydractinia|LOC130655812	Hydra|LOC105846790, Hydra|LOC101238697
OG0003066	Hydractinia|LOC130653837	Hydra|LOC100205364
OG0003068	Hydractinia|LOC130654562	Hydra|LOC100199799
OG0003069	Hydractinia|LOC130647281, Hydractinia|LOC130648310	Hydra|LOC100214900
OG0003070	Hydractinia|LOC130649476	Hydra|LOC100215515
OG0003072	Hydractinia|LOC130648768	Hydra|LOC101239069
OG0003073	Hydractinia|LOC130641069, Hydractinia|LOC130644136	Hydra|LOC100208059
OG0003074	Hydractinia|LOC130644793, Hydractinia|LOC130641775	Hydra|LOC100206131
OG0003075	Hydractinia|LOC130656677	Hydra|LOC105848108
OG0003076	Hydractinia|LOC130644803, Hydractinia|LOC130641764	Hydra|LOC100211205
OG0003077	Hydractinia|LOC130656261	Hydra|LOC100198815
OG0003078	Hydractinia|LOC130656425	Hydra|LOC100204990, Hydra|LOC100206464
OG0003080	Hydractinia|LOC130644240, Hydractinia|LOC130646235	Hydra|LOC100215878
OG0003081	Hydractinia|LOC130644244, Hydractinia|LOC130646236	Hydra|LOC100206009
OG0003082	Hydractinia|LOC130644206, Hydractinia|LOC130646201	Hydra|LOC105843465
OG0003083	Hydractinia|LOC130613005	Hydra|LOC105844168
OG0003084	Hydractinia|LOC130612243, Hydractinia|LOC130612633	Hydra|LOC101240038
OG0003085	Hydractinia|LOC130662304	Hydra|LOC100205504
OG0003086	Hydractinia|LOC130647769	Hydra|LOC100209839
OG0003087	Hydractinia|LOC130647507	Hydra|LOC100214019
OG0003088	Hydractinia|LOC130655787	Hydra|LOC100213650
OG0003089	Hydractinia|LOC130656726	Hydra|LOC100214001
OG0003090	Hydractinia|LOC130622560	Hydra|LOC100210733
OG0003092	Hydractinia|LOC130636726	Hydra|LOC100203509
OG0003093	Hydractinia|LOC130635587, Hydractinia|LOC130635529	Hydra|LOC100215352
OG0003094	Hydractinia|LOC130636287	Hydra|LOC100209141, Hydra|LOC100207380
OG0003095	Hydractinia|LOC130636784, Hydractinia|LOC130636760	Hydra|LOC100209004
OG0003096	Hydractinia|LOC130636761, Hydractinia|LOC130636785	Hydra|LOC100205500
OG0003098	Hydractinia|LOC130636759, Hydractinia|LOC130629342	Hydra|LOC100215656
OG0003099	Hydractinia|LOC130625889	Hydra|LOC100214879
OG0003100	Hydractinia|LOC130625381	Hydra|LOC101237447
OG0003101	Hydractinia|LOC130623447, Hydractinia|LOC130623448	Hydra|LOC100203792
OG0003102	Hydractinia|LOC130635966	Hydra|LOC100206352
OG0003103	Hydractinia|LOC130613946, Hydractinia|LOC130614057, Hydractinia|LOC130613939	hyp1
OG0003104	Hydractinia|LOC130636316	Hydra|LOC101236372
OG0003105	Hydractinia|LOC130636319	Hydra|LOC100206945
OG0003106	Hydractinia|LOC130624343	Hydra|LOC100209554
OG0003107	Hydractinia|LOC130629554	Hydra|LOC100202100
OG0003108	Hydractinia|LOC130628866	Hydra|LOC100209631
OG0003111	Hydractinia|LOC130645945, Hydractinia|LOC130645946, Hydractinia|LOC130646083, Hydractinia|LOC130646113	Hydra|LOC124818332
OG0003112	Hydractinia|LOC130662517, Hydractinia|LOC130662515	Hydra|LOC100197986
OG0003113	Hydractinia|LOC130662650	Hydra|LOC100205772
OG0003115	Hydractinia|LOC130647726	Hydra|LOC100201913
OG0003116	Hydractinia|LOC130636180, Hydractinia|LOC130637756	Hydra|LOC100205946
OG0003117	Hydractinia|LOC130642404, Hydractinia|LOC130639316	Hydra|LOC100212974
OG0003118	Hydractinia|LOC130642356, Hydractinia|LOC130639284	Hydra|LOC100198693
OG0003119	Hydractinia|LOC130613230, Hydractinia|LOC130662569	Hydra|LOC100209341
OG0003121	Hydractinia|LOC130612326	Hydra|LOC100207220
OG0003123	Hydractinia|LOC130612395, Hydractinia|LOC130662723	Hydra|LOC105844161
OG0003124	Hydractinia|LOC130612086, Hydractinia|LOC130662592	Hydra|LOC101236913
OG0003126	Hydractinia|LOC130657078	Hydra|LOC100214132
OG0003127	Hydractinia|LOC130657955	Hydra|LOC100199361
OG0003128	Hydractinia|LOC130656439	Hydra|LOC100204956
OG0003128	Hydractinia|LOC130655110	Hydra|LOC100204067
OG0003129	Hydractinia|LOC130624959	Hydra|LOC105846693, Hydra|LOC124811169
OG0003130	Hydractinia|LOC130662850, Hydractinia|LOC130662806	Hydra|LOC100213442
OG0003131	Hydractinia|LOC130662611, Hydractinia|LOC130662636	Hydra|LOC101240406
OG0003132	Hydractinia|LOC130662508	Hydra|LOC105848339
OG0003133	Hydractinia|LOC130612533	Hydra|LOC101236029
OG0003137	Hydractinia|LOC130630308	Hydra|LOC100202007
OG0003138	Hydractinia|LOC130630379	Hydra|LOC100198902
OG0003139	Hydractinia|LOC130629683, Hydractinia|LOC130629652	Hydra|LOC100200051
OG0003140	Hydractinia|LOC130635657	Hydra|LOC124808390, Hydra|LOC100213467
OG0003141	Hydractinia|LOC130636063	Hydra|LOC100210656
OG0003142	Hydractinia|LOC130636260	Hydra|LOC100200567
OG0003144	Hydractinia|LOC130635486, Hydractinia|LOC130636678	Hydra|LOC100214671
OG0003145	Hydractinia|LOC130640222, Hydractinia|LOC130643117	Hydra|LOC100206687
OG0003146	Hydractinia|LOC130641565, Hydractinia|LOC130644552	Hydra|LOC100213606
OG0003148	Hydractinia|LOC130612474	Hydra|LOC100211674
OG0003149	Hydractinia|LOC130612166, Hydractinia|LOC130613025	Hydra|LOC100203604
OG0003150	Hydractinia|LOC130649007, Hydractinia|LOC130649008	Hydra|LOC101234474
OG0003151	Hydractinia|LOC130645650, Hydractinia|LOC130645885	Hydra|LOC100203131
OG0003152	Hydractinia|LOC130614191	Hydra|LOC100204363
OG0003153	Hydractinia|LOC130614095	Hydra|LOC100197497
OG0003155	Hydractinia|LOC130656682	Hydra|LOC105847408
OG0003156	Hydractinia|LOC130656606	Hydra|LOC100212290
OG0003157	Hydractinia|LOC130657960	Hydra|LOC100198058
OG0003158	Hydractinia|LOC130636243	Hydra|LOC100205909
OG0003159	Hydractinia|LOC130635726	Hydra|LOC100197818
OG0003160	Hydractinia|LOC130654512	Hydra|LOC101236940
OG0003161	Hydractinia|LOC130654215	Hydra|LOC105844765
OG0003162	Hydractinia|LOC130625479	Hydra|LOC100197199
OG0003163	Hydractinia|LOC130625440	Hydra|LOC100209144
OG0003164	Hydractinia|LOC130625771	Hydra|LOC100203223
OG0003165	Hydractinia|LOC130644420	Hydra|LOC100208668
OG0003166	Hydractinia|LOC130645863, Hydractinia|LOC130645685	Hydra|LOC100201265
OG0003167	Hydractinia|LOC130643445, Hydractinia|LOC130640511	Hydra|LOC100215627
OG0003168	Hydractinia|LOC130634180, Hydractinia|LOC130634164	Hydra|LOC100214046
OG0003169	Hydractinia|LOC130640897, Hydractinia|LOC130643961	Hydra|LOC100207216
