Orthogroup	longest_isoform_HydractiniaProteins	longest_isoform_ClytiaProteins
OG0000735	Hydractinia|LOC130654377	Clytia|LOC_040731
OG0000736	Hydractinia|LOC130655222, Hydractinia|LOC130614284, Hydractinia|LOC130614282, Hydractinia|LOC130614521, Hydractinia|LOC130613800	Clytia|LOC_037982, Clytia|LOC_045212
OG0000737	Hydractinia|LOC130656062	Clytia|LOC_039363
OG0000772	Hydractinia|LOC130641315	Clytia|LOC_004667, Clytia|LOC_004668
OG0000772	Hydractinia|LOC130640891	Clytia|LOC_000279
OG0000773	Hydractinia|LOC130644926, Hydractinia|LOC130612295, Hydractinia|LOC130629845, Hydractinia|LOC130630496	Clytia|LOC_000330, Clytia|LOC_001949, Clytia|LOC_044354
OG0000774	Hydractinia|LOC130649049	Clytia|LOC_043396
OG0000774	Hydractinia|LOC130631380	Clytia|LOC_041612, Clytia|LOC_037384, Clytia|LOC_000941, Clytia|LOC_030514
OG0000775	Hydractinia|LOC130614494	Clytia|LOC_045272
OG0000775	Hydractinia|LOC130614502	Clytia|LOC_006974
OG0000775	Hydractinia|LOC130613924	Clytia|LOC_001081
OG0000776	Hydractinia|LOC130636374, Hydractinia|LOC130636452	Clytia|LOC_031190, Clytia|LOC_040286, Clytia|LOC_034764, Clytia|LOC_039660, Clytia|LOC_002750, Clytia|LOC_021184, Clytia|LOC_011704, Clytia|LOC_007224, Clytia|LOC_001129, Clytia|LOC_007736, Clytia|LOC_008409, Clytia|LOC_008408
OG0000777	Hydractinia|LOC130626076	Clytia|LOC_042679
OG0000777	Hydractinia|LOC130624964	Clytia|LOC_006328, Clytia|LOC_001615
OG0000778	Hydractinia|LOC130625428	Clytia|LOC_030751, Clytia|LOC_001643
OG0000778	Hydractinia|LOC130614535	Clytia|LOC_040602
OG0000779	Hydractinia|LOC130613677	Clytia|LOC_010975
OG0000779	Hydractinia|LOC130654951	Clytia|LOC_045269, Clytia|LOC_001750
OG0000780	Hydractinia|LOC130623584	Clytia|LOC_014393
OG0000780	Hydractinia|LOC130623250	Clytia|LOC_002025
OG0000780	Hydractinia|LOC130624111	Clytia|LOC_001986
OG0000785	Hydractinia|LOC130630477	Clytia|LOC_033790, Clytia|LOC_033794
OG0000785	Hydractinia|LOC130628720	Clytia|LOC_003332
OG0000786	Hydractinia|LOC130654670	Clytia|LOC_030539, Clytia|LOC_012678, Clytia|LOC_015307, Clytia|LOC_022932, Clytia|LOC_029038, Clytia|LOC_019628, Clytia|LOC_030540, Clytia|LOC_022375, Clytia|LOC_045546, Clytia|LOC_026508, Clytia|LOC_003507, Clytia|LOC_041987
OG0000787	Hydractinia|LOC130625516	Clytia|LOC_032651, Clytia|LOC_042748
OG0000787	Hydractinia|LOC130628823	Clytia|LOC_003724
OG0000788	Hydractinia|LOC130623520	Clytia|LOC_043221
OG0000789	Hydractinia|LOC130644697	Clytia|LOC_004885
OG0000790	Hydractinia|LOC130646023	Clytia|LOC_004899
OG0000790	Hydractinia|LOC130645934	Clytia|LOC_039100, Clytia|LOC_039102
OG0000791	Hydractinia|LOC130612091	Clytia|LOC_031034
OG0000791	Hydractinia|LOC130662573, Hydractinia|LOC130657024, Hydractinia|LOC130657025	Clytia|LOC_004970
OG0000792	Hydractinia|LOC130621889	Clytia|LOC_006731
OG0000792	Hydractinia|LOC130622356	Clytia|LOC_005957
OG0000792	Hydractinia|LOC130614376	Clytia|LOC_014833
OG0000794	Hydractinia|LOC130628564	Clytia|LOC_044702, Clytia|LOC_010070, Clytia|LOC_029058, Clytia|LOC_007188, Clytia|LOC_041930, Clytia|LOC_025900, Clytia|LOC_029675, Clytia|LOC_041922, Clytia|LOC_010054, Clytia|LOC_010055, Clytia|LOC_010056, Clytia|LOC_044695
OG0000796	Hydractinia|LOC130645789	Clytia|LOC_017684
OG0000796	Hydractinia|LOC130623775	Clytia|LOC_007792, Clytia|LOC_018473
OG0000796	Hydractinia|LOC130641369	Clytia|LOC_036387
OG0000796	Hydractinia|LOC130641371	Clytia|LOC_011121
OG0000798	Hydractinia|LOC130641693, Hydractinia|LOC130644617	Clytia|LOC_008663, Clytia|LOC_008678
OG0000799	Hydractinia|LOC130648371, Hydractinia|LOC130649189, Hydractinia|LOC130648559, Hydractinia|LOC130648560	Clytia|LOC_031424, Clytia|LOC_008723
OG0000799	Hydractinia|LOC130656134	Clytia|LOC_020341
OG0000800	Hydractinia|LOC130623117	Clytia|LOC_025761, Clytia|LOC_022345, Clytia|LOC_028847, Clytia|LOC_027144, Clytia|LOC_032944, Clytia|LOC_022344, Clytia|LOC_026873, Clytia|LOC_019835, Clytia|LOC_040565, Clytia|LOC_022346, Clytia|LOC_022347, Clytia|LOC_026238, Clytia|LOC_008818
OG0000801	Hydractinia|LOC130641171, Hydractinia|LOC130640793, Hydractinia|LOC130641170, Hydractinia|LOC130640792	Clytia|LOC_019544, Clytia|LOC_019545, Clytia|LOC_009013, Clytia|LOC_022590, Clytia|LOC_009014
OG0000802	Hydractinia|LOC130625461, Hydractinia|LOC130625462, Hydractinia|LOC130625824, Hydractinia|LOC130625956, Hydractinia|LOC130625532, Hydractinia|LOC130622934, Hydractinia|LOC130622974, Hydractinia|LOC130624027	Clytia|LOC_009185, Clytia|LOC_011705
OG0000804	Hydractinia|LOC130640979, Hydractinia|LOC130636677, Hydractinia|LOC130636679	Clytia|LOC_013454, Clytia|LOC_013452, Clytia|LOC_010052, Clytia|LOC_010040, Clytia|LOC_010041
OG0000805	Hydractinia|LOC130613563, Hydractinia|LOC130645772, Hydractinia|LOC130656470, Hydractinia|LOC130626009, Hydractinia|LOC130625161, Hydractinia|LOC130625171, Hydractinia|LOC130656471, Hydractinia|LOC130646033	Clytia|LOC_010799, Clytia|LOC_036118, Clytia|LOC_040927, Clytia|LOC_017621
OG0000806	Hydractinia|LOC130645953, Hydractinia|LOC130645954	Clytia|LOC_039127
OG0000806	Hydractinia|LOC130648993	Clytia|LOC_040575
OG0000806	Hydractinia|LOC130662374	Clytia|LOC_033581, Clytia|LOC_033555, Clytia|LOC_042649, Clytia|LOC_041582, Clytia|LOC_011217, Clytia|LOC_016148, Clytia|LOC_010870
OG0000807	Hydractinia|LOC130647063, Hydractinia|LOC130647192, Hydractinia|LOC130612509	Clytia|LOC_011471
OG0000807	Hydractinia|LOC130612569	Clytia|LOC_011470
OG0000808	Hydractinia|LOC130640755, Hydractinia|LOC130641131	Clytia|LOC_040081
OG0000808	Hydractinia|LOC130614823, Hydractinia|LOC130623102, Hydractinia|LOC130624007	Clytia|LOC_011540
OG0000809	Hydractinia|LOC130656566	Clytia|LOC_030150, Clytia|LOC_014525
OG0000810	Hydractinia|LOC130613082	Clytia|LOC_019265
OG0000813	Hydractinia|LOC130621298	Clytia|LOC_013193
OG0000814	Hydractinia|LOC130621278, Hydractinia|LOC130645632	Clytia|LOC_014475, Clytia|LOC_023280, Clytia|LOC_041817
OG0000814	Hydractinia|LOC130648033	Clytia|LOC_024527
OG0000815	Hydractinia|LOC130629046, Hydractinia|LOC130629139, Hydractinia|LOC130652847, Hydractinia|LOC130614454, Hydractinia|LOC130642374, Hydractinia|LOC130619567, Hydractinia|LOC130636989, Hydractinia|LOC130653013, Hydractinia|LOC130625194, Hydractinia|LOC130630029, Hydractinia|LOC130646054, Hydractinia|LOC130646053, Hydractinia|LOC130636990	Clytia|LOC_015208
OG0000816	Hydractinia|LOC130612798	Clytia|LOC_015810
OG0000817	Hydractinia|LOC130629777	Clytia|LOC_016322
OG0000818	Hydractinia|LOC130641410, Hydractinia|LOC130645602, Hydractinia|LOC130657936, Hydractinia|LOC130657661	Clytia|LOC_016945, Clytia|LOC_035227
OG0000819	Hydractinia|LOC130662675	Clytia|LOC_018310
OG0000819	Hydractinia|LOC130629865	Clytia|LOC_041812
OG0000820	Hydractinia|LOC130645312	Clytia|LOC_044930
OG0000820	Hydractinia|LOC130656879, Hydractinia|LOC130645394	Clytia|LOC_020726, Clytia|LOC_020727
OG0000821	Hydractinia|LOC130612949, Hydractinia|LOC130613459	Clytia|LOC_021143, Clytia|LOC_025144
OG0000821	Hydractinia|LOC130657791, Hydractinia|LOC130623032, Hydractinia|LOC130646124, Hydractinia|LOC130657835, Hydractinia|LOC130646338	Clytia|LOC_039727
OG0000823	Hydractinia|LOC130625752	Clytia|LOC_023026
OG0000824	Hydractinia|LOC130635680	Clytia|LOC_031906
OG0000824	Hydractinia|LOC130645157, Hydractinia|LOC130636815, Hydractinia|LOC130635508, Hydractinia|LOC130636827	Clytia|LOC_031899
OG0000825	Hydractinia|LOC130644491, Hydractinia|LOC130644488	Clytia|LOC_032667, Clytia|LOC_032670, Clytia|LOC_032669, Clytia|LOC_032701
OG0000826	Hydractinia|LOC130656968	Clytia|LOC_035252
OG0000827	Hydractinia|LOC130641237, Hydractinia|LOC130642241, Hydractinia|LOC130641298	Clytia|LOC_040173, Clytia|LOC_040154, Clytia|LOC_037554
OG0000828	Hydractinia|LOC130636995, Hydractinia|LOC130648299, Hydractinia|LOC130612923, Hydractinia|LOC130648298, Hydractinia|LOC130636996, Hydractinia|LOC130630069, Hydractinia|LOC130612921, Hydractinia|LOC130653769, Hydractinia|LOC130648572, Hydractinia|LOC130623186, Hydractinia|LOC130636878, Hydractinia|LOC130630070, Hydractinia|LOC130653770	Clytia|LOC_037754
OG0000830	Hydractinia|LOC130642264	Clytia|LOC_039569
OG0000831	Hydractinia|LOC130630638	Clytia|LOC_041312
OG0000863	Hydractinia|LOC130647627	Clytia|LOC_000083, Clytia|LOC_000106
OG0000863	Hydractinia|LOC130647632	Clytia|LOC_000002
OG0000866	Hydractinia|LOC130623208, Hydractinia|LOC130649161, Hydractinia|LOC130622021	Clytia|LOC_021392, Clytia|LOC_000390, Clytia|LOC_004871, Clytia|LOC_022738, Clytia|LOC_040858
OG0000869	Hydractinia|LOC130636597, Hydractinia|LOC130636470, Hydractinia|LOC130636464, Hydractinia|LOC130636749, Hydractinia|LOC130641022, Hydractinia|LOC130641713, Hydractinia|LOC130622446	Clytia|LOC_000509, Clytia|LOC_044828, Clytia|LOC_016967
OG0000870	Hydractinia|LOC130622723, Hydractinia|LOC130622720	Clytia|LOC_006581
OG0000870	Hydractinia|LOC130644389	Clytia|LOC_000725, Clytia|LOC_000756
OG0000874	Hydractinia|LOC130636025, Hydractinia|LOC130625657	Clytia|LOC_001184, Clytia|LOC_030163, Clytia|LOC_028135, Clytia|LOC_013579, Clytia|LOC_027001, Clytia|LOC_044091, Clytia|LOC_030549, Clytia|LOC_005172
OG0000875	Hydractinia|LOC130635684, Hydractinia|LOC130635685	Clytia|LOC_004370
OG0000875	Hydractinia|LOC130636543	Clytia|LOC_001188
OG0000876	Hydractinia|LOC130635648	Clytia|LOC_001192, Clytia|LOC_001224, Clytia|LOC_032989, Clytia|LOC_001272, Clytia|LOC_032990
OG0000878	Hydractinia|LOC130621239	Clytia|LOC_044882, Clytia|LOC_024743, Clytia|LOC_025884, Clytia|LOC_019686, Clytia|LOC_043803, Clytia|LOC_044878
OG0000879	Hydractinia|LOC130623842	Clytia|LOC_005980
OG0000879	Hydractinia|LOC130622521, Hydractinia|LOC130621241	Clytia|LOC_016177
OG0000879	Hydractinia|LOC130638521, Hydractinia|LOC130648379, Hydractinia|LOC130621411	Clytia|LOC_044605
OG0000880	Hydractinia|LOC130621659	Clytia|LOC_015785
OG0000880	Hydractinia|LOC130621660	Clytia|LOC_001475
OG0000880	Hydractinia|LOC130622648	Clytia|LOC_041857
OG0000881	Hydractinia|LOC130636910, Hydractinia|LOC130621292, Hydractinia|LOC130645324, Hydractinia|LOC130630164, Hydractinia|LOC130630147	Clytia|LOC_005884, Clytia|LOC_001687
OG0000882	Hydractinia|LOC130614737	Clytia|LOC_038729, Clytia|LOC_014528
OG0000882	Hydractinia|LOC130630531	Clytia|LOC_001696
OG0000883	Hydractinia|LOC130612731, Hydractinia|LOC130613067, Hydractinia|LOC130612888	Clytia|LOC_030750, Clytia|LOC_010980, Clytia|LOC_002000, Clytia|LOC_004203, Clytia|LOC_001712, Clytia|LOC_006029, Clytia|LOC_026349, Clytia|LOC_006002, Clytia|LOC_044805, Clytia|LOC_044781
OG0000885	Hydractinia|LOC130619401, Hydractinia|LOC130613632, Hydractinia|LOC130626007, Hydractinia|LOC130614309, Hydractinia|LOC130648203, Hydractinia|LOC130648232, Hydractinia|LOC130642265	Clytia|LOC_002417
OG0000887	Hydractinia|LOC130637044, Hydractinia|LOC130636774, Hydractinia|LOC130654888, Hydractinia|LOC130636462	Clytia|LOC_002568, Clytia|LOC_015977
OG0000888	Hydractinia|LOC130649542	Clytia|LOC_015479
OG0000888	Hydractinia|LOC130649568	Clytia|LOC_012079, Clytia|LOC_002571, Clytia|LOC_034148, Clytia|LOC_016127, Clytia|LOC_041319
OG0000889	Hydractinia|LOC130648529	Clytia|LOC_003079, Clytia|LOC_014470, Clytia|LOC_012161, Clytia|LOC_002737, Clytia|LOC_022325, Clytia|LOC_024118, Clytia|LOC_039221, Clytia|LOC_026274, Clytia|LOC_002732, Clytia|LOC_007267, Clytia|LOC_003835
OG0000890	Hydractinia|LOC130622555	Clytia|LOC_005660
OG0000890	Hydractinia|LOC130622676, Hydractinia|LOC130621980, Hydractinia|LOC130622389	Clytia|LOC_002835
OG0000891	Hydractinia|LOC130614124	Clytia|LOC_024415, Clytia|LOC_003039, Clytia|LOC_003038, Clytia|LOC_006475, Clytia|LOC_039012, Clytia|LOC_028403, Clytia|LOC_006474, Clytia|LOC_004713, Clytia|LOC_020257, Clytia|LOC_011838, Clytia|LOC_031855
OG0000892	Hydractinia|LOC130625793, Hydractinia|LOC130625790, Hydractinia|LOC130625791	Clytia|LOC_040891, Clytia|LOC_003049
OG0000894	Hydractinia|LOC130649109	Clytia|LOC_037301
OG0000894	Hydractinia|LOC130635703	Clytia|LOC_003083
OG0000895	Hydractinia|LOC130628792, Hydractinia|LOC130648546	Clytia|LOC_019593
OG0000895	Hydractinia|LOC130649151, Hydractinia|LOC130649225	Clytia|LOC_003262
OG0000896	Hydractinia|LOC130628952, Hydractinia|LOC130628886	Clytia|LOC_003272, Clytia|LOC_004011
OG0000896	Hydractinia|LOC130629286	Clytia|LOC_033541
OG0000900	Hydractinia|LOC130614155	Clytia|LOC_004218
OG0000901	Hydractinia|LOC130644857	Clytia|LOC_004736
OG0000902	Hydractinia|LOC130662371	Clytia|LOC_004825
OG0000905	Hydractinia|LOC130636812, Hydractinia|LOC130635359	Clytia|LOC_005811
OG0000906	Hydractinia|LOC130636555	Clytia|LOC_006221
OG0000907	Hydractinia|LOC130614393, Hydractinia|LOC130614705, Hydractinia|LOC130614776	Clytia|LOC_006259, Clytia|LOC_045294, Clytia|LOC_014576
OG0000910	Hydractinia|LOC130645055	Clytia|LOC_007994
OG0000912	Hydractinia|LOC130642426, Hydractinia|LOC130640663	Clytia|LOC_008628
OG0000913	Hydractinia|LOC130639985, Hydractinia|LOC130642985	Clytia|LOC_009007
OG0000914	Hydractinia|LOC130657709	Clytia|LOC_009797
OG0000914	Hydractinia|LOC130657707, Hydractinia|LOC130662695	Clytia|LOC_036143
OG0000915	Hydractinia|LOC130649358, Hydractinia|LOC130647577	Clytia|LOC_010213, Clytia|LOC_044108
OG0000916	Hydractinia|LOC130621877	Clytia|LOC_044107
OG0000916	Hydractinia|LOC130629986, Hydractinia|LOC130636573, Hydractinia|LOC130662866, Hydractinia|LOC130657534, Hydractinia|LOC130622641, Hydractinia|LOC130656388, Hydractinia|LOC130649086, Hydractinia|LOC130648761	Clytia|LOC_043303, Clytia|LOC_010449
OG0000917	Hydractinia|LOC130644562	Clytia|LOC_011001
OG0000918	Hydractinia|LOC130621100, Hydractinia|LOC130621101	Clytia|LOC_011131, Clytia|LOC_040235
OG0000919	Hydractinia|LOC130647942	Clytia|LOC_011135, Clytia|LOC_034656, Clytia|LOC_034671
OG0000922	Hydractinia|LOC130647214, Hydractinia|LOC130648112, Hydractinia|LOC130648113, Hydractinia|LOC130647799, Hydractinia|LOC130648128	Clytia|LOC_011604
OG0000924	Hydractinia|LOC130622308	Clytia|LOC_012054, Clytia|LOC_015130
OG0000924	Hydractinia|LOC130612435	Clytia|LOC_036224, Clytia|LOC_022448
OG0000924	Hydractinia|LOC130623845	Clytia|LOC_030888
OG0000925	Hydractinia|LOC130644371	Clytia|LOC_013085
OG0000926	Hydractinia|LOC130625712	Clytia|LOC_013981
OG0000927	Hydractinia|LOC130629743, Hydractinia|LOC130614797	Clytia|LOC_041286, Clytia|LOC_014181
OG0000928	Hydractinia|LOC130636683	Clytia|LOC_029396, Clytia|LOC_015012
OG0000928	Hydractinia|LOC130613583	Clytia|LOC_014583
OG0000929	Hydractinia|LOC130613451	Clytia|LOC_014770
OG0000929	Hydractinia|LOC130614618, Hydractinia|LOC130614616	Clytia|LOC_045286
OG0000930	Hydractinia|LOC130649211	Clytia|LOC_039963, Clytia|LOC_015284
OG0000931	Hydractinia|LOC130642143, Hydractinia|LOC130642041	Clytia|LOC_043307
OG0000931	Hydractinia|LOC130640798, Hydractinia|LOC130641175, Hydractinia|LOC130642040	Clytia|LOC_019168, Clytia|LOC_019169
OG0000932	Hydractinia|LOC130621681	Clytia|LOC_020526
OG0000933	Hydractinia|LOC130629623	Clytia|LOC_038529, Clytia|LOC_024369
OG0000933	Hydractinia|LOC130629425, Hydractinia|LOC130628806, Hydractinia|LOC130629380	Clytia|LOC_038556
OG0000934	Hydractinia|LOC130641914	Clytia|LOC_041967, Clytia|LOC_024390, Clytia|LOC_025706
OG0000934	Hydractinia|LOC130613409, Hydractinia|LOC130646039, Hydractinia|LOC130648829, Hydractinia|LOC130630517, Hydractinia|LOC130629604, Hydractinia|LOC130647067, Hydractinia|LOC130653781, Hydractinia|LOC130648626	Clytia|LOC_026697
OG0000935	Hydractinia|LOC130655463, Hydractinia|LOC130655411	Clytia|LOC_037148, Clytia|LOC_033826, Clytia|LOC_031146, Clytia|LOC_037182, Clytia|LOC_037147, Clytia|LOC_024823
OG0000937	Hydractinia|LOC130625871	Clytia|LOC_031635, Clytia|LOC_045089, Clytia|LOC_036335
OG0000937	Hydractinia|LOC130625670, Hydractinia|LOC130625671, Hydractinia|LOC130625870, Hydractinia|LOC130625869	Clytia|LOC_029863
OG0000938	Hydractinia|LOC130624170	Clytia|LOC_033204, Clytia|LOC_030799
OG0000938	Hydractinia|LOC130621820, Hydractinia|LOC130621230, Hydractinia|LOC130621229	Clytia|LOC_030281, Clytia|LOC_030280
OG0000939	Hydractinia|LOC130623907, Hydractinia|LOC130656424	Clytia|LOC_030757
OG0000939	Hydractinia|LOC130656687	Clytia|LOC_036039
OG0000940	Hydractinia|LOC130613868, Hydractinia|LOC130640657, Hydractinia|LOC130640748, Hydractinia|LOC130641183, Hydractinia|LOC130640804, Hydractinia|LOC130624158, Hydractinia|LOC130624187, Hydractinia|LOC130612385, Hydractinia|LOC130644779	Clytia|LOC_030767
OG0000941	Hydractinia|LOC130648585, Hydractinia|LOC130648793, Hydractinia|LOC130649626, Hydractinia|LOC130648255, Hydractinia|LOC130648297, Hydractinia|LOC130649523, Hydractinia|LOC130648513, Hydractinia|LOC130648374, Hydractinia|LOC130648307, Hydractinia|LOC130630207, Hydractinia|LOC130636647	Clytia|LOC_032806
OG0000942	Hydractinia|LOC130640790, Hydractinia|LOC130641167	Clytia|LOC_036636
OG0000942	Hydractinia|LOC130613312, Hydractinia|LOC130662380, Hydractinia|LOC130612212, Hydractinia|LOC130662495	Clytia|LOC_041379, Clytia|LOC_033853
OG0000943	Hydractinia|LOC130662418	Clytia|LOC_033855
OG0000943	Hydractinia|LOC130612249, Hydractinia|LOC130662855, Hydractinia|LOC130662857	Clytia|LOC_039824
OG0000944	Hydractinia|LOC130647611	Clytia|LOC_034667
OG0000945	Hydractinia|LOC130644839	Clytia|LOC_043542
OG0000945	Hydractinia|LOC130623974	Clytia|LOC_041825
OG0000946	Hydractinia|LOC130662699	Clytia|LOC_042096
OG0000947	Hydractinia|LOC130621613	Clytia|LOC_040230
OG0000999	Hydractinia|LOC130657728, Hydractinia|LOC130655616, Hydractinia|LOC130621209	Clytia|LOC_032193, Clytia|LOC_032194, Clytia|LOC_000293, Clytia|LOC_000292
OG0001000	Hydractinia|LOC130622259, Hydractinia|LOC130622258	Clytia|LOC_000357
OG0001001	Hydractinia|LOC130655056, Hydractinia|LOC130654541, Hydractinia|LOC130654542	Clytia|LOC_000450
OG0001001	Hydractinia|LOC130653979	Clytia|LOC_041926, Clytia|LOC_002354
OG0001005	Hydractinia|LOC130645942	Clytia|LOC_004727, Clytia|LOC_035196, Clytia|LOC_016036, Clytia|LOC_024002, Clytia|LOC_036483, Clytia|LOC_036484, Clytia|LOC_040158, Clytia|LOC_001531
OG0001006	Hydractinia|LOC130629742, Hydractinia|LOC130623185, Hydractinia|LOC130636869, Hydractinia|LOC130629741, Hydractinia|LOC130629740, Hydractinia|LOC130635434	Clytia|LOC_039236, Clytia|LOC_027455, Clytia|LOC_032792, Clytia|LOC_020155, Clytia|LOC_021718, Clytia|LOC_001550
OG0001007	Hydractinia|LOC130636824	Clytia|LOC_001593, Clytia|LOC_031246, Clytia|LOC_036002, Clytia|LOC_021115, Clytia|LOC_011647, Clytia|LOC_045046, Clytia|LOC_020895, Clytia|LOC_015090, Clytia|LOC_014718, Clytia|LOC_011793, Clytia|LOC_030943
OG0001008	Hydractinia|LOC130657954	Clytia|LOC_039013, Clytia|LOC_038984, Clytia|LOC_038983, Clytia|LOC_026007, Clytia|LOC_038982, Clytia|LOC_045288, Clytia|LOC_038985, Clytia|LOC_001751, Clytia|LOC_044251, Clytia|LOC_019051
OG0001009	Hydractinia|LOC130622156	Clytia|LOC_001858
OG0001009	Hydractinia|LOC130613847	Clytia|LOC_038204
OG0001012	Hydractinia|LOC130654008	Clytia|LOC_004635, Clytia|LOC_010876, Clytia|LOC_011742, Clytia|LOC_040662, Clytia|LOC_013050, Clytia|LOC_002141
OG0001013	Hydractinia|LOC130614214, Hydractinia|LOC130614518, Hydractinia|LOC130653818, Hydractinia|LOC130653662, Hydractinia|LOC130655117, Hydractinia|LOC130655291	Clytia|LOC_002336, Clytia|LOC_002335
OG0001016	Hydractinia|LOC130621496	Clytia|LOC_002855
OG0001016	Hydractinia|LOC130645108	Clytia|LOC_004914
OG0001016	Hydractinia|LOC130645110	Clytia|LOC_004915
OG0001017	Hydractinia|LOC130636717, Hydractinia|LOC130636718	Clytia|LOC_016034, Clytia|LOC_018461, Clytia|LOC_016033, Clytia|LOC_022603, Clytia|LOC_032977, Clytia|LOC_037643
OG0001017	Hydractinia|LOC130636415	Clytia|LOC_002934
OG0001018	Hydractinia|LOC130636403	Clytia|LOC_003142, Clytia|LOC_002972, Clytia|LOC_002935, Clytia|LOC_009279
OG0001019	Hydractinia|LOC130635899	Clytia|LOC_002937, Clytia|LOC_040404, Clytia|LOC_040414, Clytia|LOC_029494, Clytia|LOC_029478, Clytia|LOC_035126, Clytia|LOC_010227, Clytia|LOC_033861, Clytia|LOC_035124, Clytia|LOC_005321, Clytia|LOC_010226
OG0001020	Hydractinia|LOC130636598, Hydractinia|LOC130636303	Clytia|LOC_002962, Clytia|LOC_002964, Clytia|LOC_033477, Clytia|LOC_002966, Clytia|LOC_033486, Clytia|LOC_002958, Clytia|LOC_006224, Clytia|LOC_039064, Clytia|LOC_033480
OG0001021	Hydractinia|LOC130636695	Clytia|LOC_003162
OG0001021	Hydractinia|LOC130629238, Hydractinia|LOC130629435	Clytia|LOC_031963, Clytia|LOC_031964
OG0001022	Hydractinia|LOC130622250, Hydractinia|LOC130646072	Clytia|LOC_039267, Clytia|LOC_016592, Clytia|LOC_018579, Clytia|LOC_003171, Clytia|LOC_009866, Clytia|LOC_040204, Clytia|LOC_035664, Clytia|LOC_020905, Clytia|LOC_010179, Clytia|LOC_040689
OG0001023	Hydractinia|LOC130624030, Hydractinia|LOC130624032	Clytia|LOC_022306, Clytia|LOC_030838, Clytia|LOC_003226
OG0001023	Hydractinia|LOC130625417, Hydractinia|LOC130625414, Hydractinia|LOC130625416, Hydractinia|LOC130625415, Hydractinia|LOC130625770	Clytia|LOC_009025
OG0001026	Hydractinia|LOC130656825, Hydractinia|LOC130656434	Clytia|LOC_037480
OG0001026	Hydractinia|LOC130656810	Clytia|LOC_004264
OG0001026	Hydractinia|LOC130657768	Clytia|LOC_003667, Clytia|LOC_039016, Clytia|LOC_038989
OG0001027	Hydractinia|LOC130655933	Clytia|LOC_004466
OG0001028	Hydractinia|LOC130640206, Hydractinia|LOC130642823, Hydractinia|LOC130647169, Hydractinia|LOC130647159	Clytia|LOC_004646
OG0001028	Hydractinia|LOC130632934	Clytia|LOC_010941
OG0001029	Hydractinia|LOC130656525	Clytia|LOC_004960
