Orthogroup	longest_isoform_ClytiaProteins	longest_isoform_NematostellaProteins
OG0002436	Clytia|LOC013846, Clytia|LOC011285, Clytia|LOC007431	Nematostella|LOC5519690
OG0002437	Clytia|LOC007495	Nematostella|LOC5515142
OG0002438	Clytia|LOC007582, Clytia|LOC007580	Nematostella|LOC5508904
OG0002440	Clytia|LOC032929, Clytia|LOC023037, Clytia|LOC007631, Clytia|LOC020968, Clytia|LOC023046, Clytia|LOC028841	Nematostella|LOC116619256
OG0002441	Clytia|LOC007641	Nematostella|LOC116613146
OG0002442	Clytia|LOC007653, Clytia|LOC007673	Nematostella|LOC5505955
OG0002443	Clytia|LOC007689, Clytia|LOC043292	Nematostella|LOC5507587
OG0002444	Clytia|LOC007807	Nematostella|LOC116620157, Nematostella|LOC5514924, Nematostella|LOC5507873, Nematostella|LOC116620183
OG0002445	Clytia|LOC007816, Clytia|LOC013643	Nematostella|LOC5513844, Nematostella|LOC5500477
OG0002446	Clytia|LOC007819	Nematostella|LOC5509040
OG0002447	Clytia|LOC042128	Nematostella|LOC5522122
OG0002447	Clytia|LOC007962	Nematostella|LOC5521527, Nematostella|LOC5507339
OG0002449	Clytia|LOC008008, Clytia|LOC008005, Clytia|LOC008007	Nematostella|LOC5508326
OG0002450	Clytia|LOC008079, Clytia|LOC008060	Nematostella|LOC5514308
OG0002452	Clytia|LOC008108	Nematostella|LOC5500611
OG0002453	Clytia|LOC008110	Nematostella|LOC125570148, Nematostella|LOC5505059
OG0002455	Clytia|LOC008268	Nematostella|LOC5514478
OG0002456	Clytia|LOC008281	Nematostella|LOC5514629
OG0002459	Clytia|LOC008512	Nematostella|LOC5509626
OG0002460	Clytia|LOC008514	Nematostella|LOC5520350
OG0002462	Clytia|LOC039190, Clytia|LOC008656	Nematostella|LOC5518826
OG0002464	Clytia|LOC008722	Nematostella|LOC116602230
OG0002466	Clytia|LOC008965, Clytia|LOC028768	Nematostella|LOC5509670
OG0002468	Clytia|LOC009000	Nematostella|LOC5518750
OG0002471	Clytia|LOC009113, Clytia|LOC009114	Nematostella|LOC5516693
OG0002472	Clytia|LOC038068	Nematostella|LOC5504201
OG0002472	Clytia|LOC009245, Clytia|LOC038067	Nematostella|LOC125558946
OG0002474	Clytia|LOC009256, Clytia|LOC009255, Clytia|LOC009254	Nematostella|LOC5506875
OG0002475	Clytia|LOC009391, Clytia|LOC014497, Clytia|LOC014489	Nematostella|LOC5518733
OG0002477	Clytia|LOC017635, Clytia|LOC009425, Clytia|LOC023510, Clytia|LOC016560, Clytia|LOC023512, Clytia|LOC010460	Nematostella|LOC116613868
OG0002478	Clytia|LOC036269, Clytia|LOC009533, Clytia|LOC036251	Nematostella|LOC5516855
OG0002480	Clytia|LOC009670	Nematostella|LOC5525260, Nematostella|LOC5518820, Nematostella|LOC5510926
OG0002481	Clytia|LOC009761, Clytia|LOC009755	Nematostella|LOC5512203
OG0002482	Clytia|LOC009763	Nematostella|LOC5509982, Nematostella|LOC5509991
OG0002483	Clytia|LOC009843, Clytia|LOC009842	Nematostella|LOC116621119, Nematostella|LOC5501573
OG0002484	Clytia|LOC009884, Clytia|LOC010183	Nematostella|LOC5518993, Nematostella|LOC5518992
OG0002487	Clytia|LOC009982, Clytia|LOC009983	Nematostella|LOC5509064
OG0002490	Clytia|LOC010118	Nematostella|LOC5506057
OG0002493	Clytia|LOC021560, Clytia|LOC010184, Clytia|LOC023616	Nematostella|LOC5511886
OG0002494	Clytia|LOC010273	Nematostella|LOC5522029
OG0002495	Clytia|LOC010326	Nematostella|LOC5501029
OG0002496	Clytia|LOC010332	Nematostella|LOC5521533
OG0002497	Clytia|LOC010334	Nematostella|LOC125570232, Nematostella|LOC5506159
OG0002498	Clytia|LOC010446	Nematostella|LOC5507781
OG0002499	Clytia|LOC011426, Clytia|LOC010511	Nematostella|LOC5518228
OG0002500	Clytia|LOC010547, Clytia|LOC010538	Nematostella|LOC116618565, Nematostella|LOC116619993
OG0002502	Clytia|LOC010790	Nematostella|LOC5503118
OG0002503	Clytia|LOC010798	Nematostella|LOC5514015
OG0002504	Clytia|LOC010800	Nematostella|LOC5512639
OG0002505	Clytia|LOC010823, Clytia|LOC011478, Clytia|LOC011467	Nematostella|LOC5503333
OG0002506	Clytia|LOC010860, Clytia|LOC018134, Clytia|LOC016150	Nematostella|LOC5508715
OG0002508	Clytia|LOC011043	Nematostella|LOC5507688
OG0002509	Clytia|LOC027603, Clytia|LOC011068, Clytia|LOC011067	Nematostella|LOC5520980
OG0002510	Clytia|LOC011219	Nematostella|LOC5503035, Nematostella|LOC5518972
OG0002511	Clytia|LOC045082, Clytia|LOC011313, Clytia|LOC011304	Nematostella|LOC5505324
OG0002513	Clytia|LOC011327	Nematostella|LOC5508775, Nematostella|LOC125560927
OG0002514	Clytia|LOC011328	Nematostella|LOC5509093
OG0002515	Clytia|LOC011358, Clytia|LOC011336	Nematostella|LOC116616912
OG0002516	Clytia|LOC011346, Clytia|LOC011347	Nematostella|LOC5514064
OG0002517	Clytia|LOC011353	Nematostella|LOC5517841
OG0002518	Clytia|LOC011388	Nematostella|LOC5508777
OG0002519	Clytia|LOC011396, Clytia|LOC013765	Nematostella|LOC5504631
OG0002520	Clytia|LOC011511	Nematostella|LOC5505871
OG0002521	Clytia|LOC011513	Nematostella|LOC116614753
OG0002524	Clytia|LOC045863, Clytia|LOC011959	Nematostella|LOC5517141
OG0002526	Clytia|LOC012060	Nematostella|LOC5514859
OG0002527	Clytia|LOC036703, Clytia|LOC012185	Nematostella|LOC5500097
OG0002530	Clytia|LOC012403	Nematostella|LOC116620839
OG0002531	Clytia|LOC029299, Clytia|LOC012422	Nematostella|LOC5514177
OG0002532	Clytia|LOC012465	Nematostella|LOC5503790
OG0002533	Clytia|LOC012518	Nematostella|LOC116621178
OG0002534	Clytia|LOC012575	Nematostella|LOC116610392
OG0002536	Clytia|LOC012631	Nematostella|LOC5500087, Nematostella|LOC116618069, Nematostella|LOC5507141
OG0002537	Clytia|LOC012659, Clytia|LOC012648	Nematostella|LOC5508596, Nematostella|LOC5508592
OG0002538	Clytia|LOC012656	Nematostella|LOC5508436
OG0002540	Clytia|LOC015140, Clytia|LOC012711	Nematostella|LOC116609247, Nematostella|LOC125557537
OG0002541	Clytia|LOC012988	Nematostella|LOC5514437
OG0002542	Clytia|LOC012991, Clytia|LOC036830, Clytia|LOC036832	Nematostella|LOC5504130
OG0002548	Clytia|LOC013214	Nematostella|LOC5508714
OG0002549	Clytia|LOC027747, Clytia|LOC013300, Clytia|LOC027748	Nematostella|LOC5516365
OG0002550	Clytia|LOC013333	Nematostella|LOC5513820, Nematostella|LOC116617280, Nematostella|LOC116621408, Nematostella|LOC5517333, Nematostella|LOC116621506
OG0002551	Clytia|LOC013352, Clytia|LOC013351	Nematostella|LOC5514652
OG0002552	Clytia|LOC013489, Clytia|LOC013490, Clytia|LOC013491	Nematostella|LOC5513712
OG0002553	Clytia|LOC013580	Nematostella|LOC5505202, Nematostella|LOC125556763, Nematostella|LOC125558947, Nematostella|LOC5515572
OG0002555	Clytia|LOC013827	Nematostella|LOC5507100, Nematostella|LOC5507101, Nematostella|LOC5507121
OG0002556	Clytia|LOC014139	Nematostella|LOC5506452
OG0002557	Clytia|LOC014216, Clytia|LOC014208, Clytia|LOC014210	Nematostella|LOC5503383
OG0002559	Clytia|LOC019361, Clytia|LOC014311, Clytia|LOC019360	Nematostella|LOC5508048
OG0002561	Clytia|LOC014658	Nematostella|LOC5505633
OG0002562	Clytia|LOC014705	Nematostella|LOC125568436
OG0002563	Clytia|LOC014721	Nematostella|LOC5510932, Nematostella|LOC5519730, Nematostella|LOC5511568
OG0002564	Clytia|LOC014723	Nematostella|LOC5518488
OG0002565	Clytia|LOC028627, Clytia|LOC014785, Clytia|LOC014784	Nematostella|LOC5506019
OG0002569	Clytia|LOC014999, Clytia|LOC036051, Clytia|LOC028023	Nematostella|LOC116615756
OG0002571	Clytia|LOC015044, Clytia|LOC015045	Nematostella|LOC5507664
OG0002572	Clytia|LOC015162	Nematostella|LOC5505629, Nematostella|LOC5508969
OG0002574	Clytia|LOC015285, Clytia|LOC023756	Nematostella|LOC5506893, Nematostella|LOC5506892
OG0002575	Clytia|LOC015384	Nematostella|LOC5509357, Nematostella|LOC5509343
OG0002576	Clytia|LOC015389	Nematostella|LOC5501881
OG0002577	Clytia|LOC045453, Clytia|LOC045445, Clytia|LOC015486	Nematostella|LOC5506108
OG0002578	Clytia|LOC015529, Clytia|LOC015530	Nematostella|LOC5518211
OG0002579	Clytia|LOC015724	Nematostella|LOC5520961
OG0002580	Clytia|LOC015751, Clytia|LOC025367, Clytia|LOC015750	Nematostella|LOC5502578
OG0002581	Clytia|LOC015902	Nematostella|LOC5506996, Nematostella|LOC5506142
OG0002582	Clytia|LOC022601, Clytia|LOC022842, Clytia|LOC016040	Nematostella|LOC5511012
OG0002586	Clytia|LOC016187	Nematostella|LOC5522360, Nematostella|LOC5517363, Nematostella|LOC5517097
OG0002587	Clytia|LOC016189, Clytia|LOC016188	Nematostella|LOC5511210
OG0002588	Clytia|LOC016228, Clytia|LOC016220	Nematostella|LOC5521522
OG0002591	Clytia|LOC016314, Clytia|LOC025162, Clytia|LOC019608	Nematostella|LOC5504936
OG0002593	Clytia|LOC016578, Clytia|LOC016584, Clytia|LOC016577	Nematostella|LOC5508215
OG0002594	Clytia|LOC016597, Clytia|LOC022698, Clytia|LOC028454, Clytia|LOC016596	Nematostella|LOC5514394
OG0002598	Clytia|LOC016765, Clytia|LOC034661	Nematostella|LOC5508847
OG0002602	Clytia|LOC016897	Nematostella|LOC5516948, Nematostella|LOC5514007
OG0002603	Clytia|LOC016995, Clytia|LOC016983, Clytia|LOC016987	Nematostella|LOC116617858, Nematostella|LOC116616815, Nematostella|LOC116601550, Nematostella|LOC116616709
OG0002604	Clytia|LOC016993, Clytia|LOC016992	Nematostella|LOC5519053
OG0002605	Clytia|LOC016994, Clytia|LOC017223	Nematostella|LOC5520378
OG0002607	Clytia|LOC019129, Clytia|LOC017052	Nematostella|LOC5521094
OG0002608	Clytia|LOC019132, Clytia|LOC019133, Clytia|LOC017055	Nematostella|LOC5519117
OG0002609	Clytia|LOC029732, Clytia|LOC024292, Clytia|LOC021340, Clytia|LOC017156, Clytia|LOC029733	Nematostella|LOC5500668
OG0002610	Clytia|LOC017336, Clytia|LOC017335	Nematostella|LOC5512326
OG0002611	Clytia|LOC017389	Nematostella|LOC5505671
OG0002613	Clytia|LOC026569, Clytia|LOC017407	Nematostella|LOC116614186
OG0002614	Clytia|LOC017533, Clytia|LOC018522, Clytia|LOC017532	Nematostella|LOC5517114
OG0002615	Clytia|LOC017595, Clytia|LOC037318	Nematostella|LOC5517188
OG0002615	Clytia|LOC037317, Clytia|LOC026255	Nematostella|LOC116617677
OG0002616	Clytia|LOC017648	Nematostella|LOC5506659
OG0002617	Clytia|LOC026463, Clytia|LOC017734, Clytia|LOC040775	Nematostella|LOC5509392
OG0002618	Clytia|LOC017845, Clytia|LOC017841	Nematostella|LOC5521394
OG0002619	Clytia|LOC017939	Nematostella|LOC5518330
OG0002620	Clytia|LOC017942, Clytia|LOC036951	Nematostella|LOC5516229
OG0002621	Clytia|LOC017968, Clytia|LOC030366	Nematostella|LOC5518059
OG0002622	Clytia|LOC042605, Clytia|LOC018078	Nematostella|LOC5511206
OG0002623	Clytia|LOC018149, Clytia|LOC018152, Clytia|LOC044939	Nematostella|LOC5509131
OG0002624	Clytia|LOC018175	Nematostella|LOC5499056
OG0002625	Clytia|LOC018418	Nematostella|LOC5519599
OG0002626	Clytia|LOC029491, Clytia|LOC018424	Nematostella|LOC5511983
OG0002627	Clytia|LOC042532, Clytia|LOC018541	Nematostella|LOC5509158
OG0002628	Clytia|LOC018628	Nematostella|LOC5511050
OG0002629	Clytia|LOC018853	Nematostella|LOC5517338, Nematostella|LOC5517340
OG0002632	Clytia|LOC019312, Clytia|LOC019309	Nematostella|LOC5515391
OG0002634	Clytia|LOC019433	Nematostella|LOC116619604
OG0002635	Clytia|LOC034349, Clytia|LOC019463	Nematostella|LOC116618576
OG0002636	Clytia|LOC019658	Nematostella|LOC116610151
OG0002637	Clytia|LOC019808	Nematostella|LOC116609194, Nematostella|LOC116615414, Nematostella|LOC116604078, Nematostella|LOC5501490, Nematostella|LOC5497629, Nematostella|LOC116615415
OG0002638	Clytia|LOC019854	Nematostella|LOC116612037, Nematostella|LOC5513639
OG0002641	Clytia|LOC020918	Nematostella|LOC5512208
OG0002642	Clytia|LOC044054, Clytia|LOC021241	Nematostella|LOC5502422, Nematostella|LOC125569625
OG0002644	Clytia|LOC021319	Nematostella|LOC116619749, Nematostella|LOC125561360, Nematostella|LOC5518434
OG0002646	Clytia|LOC021769	Nematostella|LOC5507850
OG0002647	Clytia|LOC021834, Clytia|LOC025600, Clytia|LOC021833, Clytia|LOC021835	Nematostella|LOC5517478
OG0002651	Clytia|LOC030545, Clytia|LOC022478, Clytia|LOC030546	Nematostella|LOC116611820
OG0002653	Clytia|LOC022883, Clytia|LOC024433, Clytia|LOC030495	Nematostella|LOC5506661
OG0002655	Clytia|LOC023288	Nematostella|LOC5515738
OG0002656	Clytia|LOC023413, Clytia|LOC029100	Nematostella|LOC125570163
OG0002657	Clytia|LOC023827, Clytia|LOC027488	Nematostella|LOC5511091
OG0002659	Clytia|LOC024630	Nematostella|LOC5515889
OG0002660	Clytia|LOC029915, Clytia|LOC024052, Clytia|LOC024968	Nematostella|LOC5506189
OG0002661	Clytia|LOC024083	Nematostella|LOC125573164, Nematostella|LOC125558966, Nematostella|LOC125556819, Nematostella|LOC125570319, Nematostella|LOC125560654, Nematostella|LOC116604851
OG0002662	Clytia|LOC032019, Clytia|LOC024507	Nematostella|LOC5519173
OG0002663	Clytia|LOC024718, Clytia|LOC030299, Clytia|LOC027080	Nematostella|LOC5519041
OG0002664	Clytia|LOC032752	Nematostella|LOC5513271
OG0002665	Clytia|LOC039921, Clytia|LOC026021, Clytia|LOC039246	Nematostella|LOC5505611
OG0002666	Clytia|LOC026352, Clytia|LOC043829	Nematostella|LOC5516590
OG0002669	Clytia|LOC045265, Clytia|LOC027085, Clytia|LOC045299	Nematostella|LOC5504213
OG0002670	Clytia|LOC037209, Clytia|LOC027399, Clytia|LOC037208	Nematostella|LOC5513728
OG0002671	Clytia|LOC041051, Clytia|LOC041052, Clytia|LOC027472	Nematostella|LOC5506522
OG0002672	Clytia|LOC040588, Clytia|LOC027702, Clytia|LOC040587	Nematostella|LOC116621197
OG0002673	Clytia|LOC034900, Clytia|LOC027944	Nematostella|LOC5510764
OG0002674	Clytia|LOC040338, Clytia|LOC040341, Clytia|LOC027948	Nematostella|LOC5498116
OG0002675	Clytia|LOC028180	Nematostella|LOC5517341
OG0002676	Clytia|LOC039640, Clytia|LOC039656, Clytia|LOC028215, Clytia|LOC039657	Nematostella|LOC116616372
OG0002677	Clytia|LOC045409, Clytia|LOC028484	Nematostella|LOC5518609
OG0002678	Clytia|LOC028642, Clytia|LOC032860	Nematostella|LOC5510044
OG0002679	Clytia|LOC028709	Nematostella|LOC125565607
OG0002680	Clytia|LOC028865	Nematostella|LOC5500886, Nematostella|LOC5513377, Nematostella|LOC5519634
OG0002681	Clytia|LOC028923, Clytia|LOC043152, Clytia|LOC043151	Nematostella|LOC5521826
OG0002682	Clytia|LOC036129, Clytia|LOC028943	Nematostella|LOC5508143, Nematostella|LOC5521249
OG0002683	Clytia|LOC029189, Clytia|LOC029190	Nematostella|LOC5505713
OG0002684	Clytia|LOC029292, Clytia|LOC043944	Nematostella|LOC5503574
OG0002685	Clytia|LOC029316	Nematostella|LOC116614735
OG0002686	Clytia|LOC029486	Nematostella|LOC5516763, Nematostella|LOC5516858
OG0002687	Clytia|LOC029540	Nematostella|LOC5514670
OG0002688	Clytia|LOC029558	Nematostella|LOC125561796, Nematostella|LOC116606594
OG0002690	Clytia|LOC029797, Clytia|LOC030273, Clytia|LOC029774	Nematostella|LOC5503992
OG0002691	Clytia|LOC029854	Nematostella|LOC5519058
OG0002692	Clytia|LOC030162	Nematostella|LOC5510209, Nematostella|LOC5518662, Nematostella|LOC5507775
OG0002693	Clytia|LOC030212, Clytia|LOC030211	Nematostella|LOC5502043
OG0002694	Clytia|LOC030271, Clytia|LOC030272	Nematostella|LOC5521097
OG0002696	Clytia|LOC030336	Nematostella|LOC5511951
OG0002697	Clytia|LOC030468	Nematostella|LOC5507123
OG0002698	Clytia|LOC030541, Clytia|LOC030542, Clytia|LOC038217	Nematostella|LOC5507741
OG0002700	Clytia|LOC030774, Clytia|LOC030775	Nematostella|LOC125559865, Nematostella|LOC5502874
OG0002701	Clytia|LOC030867	Nematostella|LOC5513138
OG0002702	Clytia|LOC030873, Clytia|LOC036709	Nematostella|LOC5518225
OG0002703	Clytia|LOC030915	Nematostella|LOC5518393
OG0002704	Clytia|LOC031228	Nematostella|LOC5510898
OG0002705	Clytia|LOC031332	Nematostella|LOC5513998
OG0002706	Clytia|LOC031333	Nematostella|LOC116612103
OG0002706	Clytia|LOC031334	Nematostella|LOC5519393, Nematostella|LOC116617364, Nematostella|LOC5517433, Nematostella|LOC5513564
OG0002707	Clytia|LOC031359	Nematostella|LOC5511865, Nematostella|LOC5513987
OG0002708	Clytia|LOC031401, Clytia|LOC031389	Nematostella|LOC5508035
OG0002709	Clytia|LOC031519, Clytia|LOC031518	Nematostella|LOC5505098
OG0002710	Clytia|LOC031549	Nematostella|LOC5511769
OG0002711	Clytia|LOC031558	Nematostella|LOC116620725, Nematostella|LOC116620905
OG0002712	Clytia|LOC044985, Clytia|LOC031560	Nematostella|LOC5508745
OG0002713	Clytia|LOC031667	Nematostella|LOC116621546, Nematostella|LOC5517260, Nematostella|LOC116621553
OG0002714	Clytia|LOC031949	Nematostella|LOC5507778
OG0002715	Clytia|LOC031992	Nematostella|LOC5519972, Nematostella|LOC125561379, Nematostella|LOC125561381
OG0002718	Clytia|LOC032060	Nematostella|LOC5517734
OG0002719	Clytia|LOC032112	Nematostella|LOC116610375, Nematostella|LOC125561949
OG0002720	Clytia|LOC032139, Clytia|LOC032148	Nematostella|LOC5504674
OG0002721	Clytia|LOC032198	Nematostella|LOC5509490
OG0002722	Clytia|LOC032373, Clytia|LOC032365, Clytia|LOC032364	Nematostella|LOC5501331
OG0002723	Clytia|LOC032474, Clytia|LOC032473, Clytia|LOC032471	Nematostella|LOC5522004
OG0002724	Clytia|LOC032515, Clytia|LOC032517	Nematostella|LOC5514309
OG0002726	Clytia|LOC033063	Nematostella|LOC5516719
OG0002727	Clytia|LOC033082	Nematostella|LOC5521415
OG0002728	Clytia|LOC033122	Nematostella|LOC5517154
OG0002729	Clytia|LOC033123	Nematostella|LOC5514295
OG0002730	Clytia|LOC033278	Nematostella|LOC5515607
OG0002731	Clytia|LOC033644, Clytia|LOC033645	Nematostella|LOC5516038
OG0002732	Clytia|LOC033899	Nematostella|LOC116617839
OG0002733	Clytia|LOC033949	Nematostella|LOC5509486
OG0002733	Clytia|LOC033964	Nematostella|LOC5518127
OG0002734	Clytia|LOC034215, Clytia|LOC034227	Nematostella|LOC5513198
OG0002735	Clytia|LOC034290	Nematostella|LOC5504973, Nematostella|LOC5520818
OG0002736	Clytia|LOC034421, Clytia|LOC034420, Clytia|LOC034419	Nematostella|LOC5508220
OG0002737	Clytia|LOC034474	Nematostella|LOC5507857
OG0002738	Clytia|LOC034625, Clytia|LOC034634	Nematostella|LOC5517900
OG0002739	Clytia|LOC034763	Nematostella|LOC5522361, Nematostella|LOC5508040
OG0002740	Clytia|LOC034790	Nematostella|LOC5515347, Nematostella|LOC5518057
OG0002741	Clytia|LOC034877	Nematostella|LOC116610206, Nematostella|LOC5509865
OG0002742	Clytia|LOC034897, Clytia|LOC034896	Nematostella|LOC5518683
OG0002743	Clytia|LOC034931	Nematostella|LOC5501638
OG0002744	Clytia|LOC034963	Nematostella|LOC5504316
OG0002745	Clytia|LOC035122	Nematostella|LOC116618349
OG0002747	Clytia|LOC035223	Nematostella|LOC5502442
OG0002748	Clytia|LOC035250	Nematostella|LOC5520761, Nematostella|LOC5502500
OG0002749	Clytia|LOC035273	Nematostella|LOC5518094
OG0002750	Clytia|LOC035350, Clytia|LOC035349	Nematostella|LOC116614808
OG0002751	Clytia|LOC035362, Clytia|LOC040680	Nematostella|LOC116603083
OG0002752	Clytia|LOC035681	Nematostella|LOC5517872
OG0002753	Clytia|LOC035759, Clytia|LOC035744	Nematostella|LOC5520638, Nematostella|LOC5525266
OG0002754	Clytia|LOC035818	Nematostella|LOC5505964, Nematostella|LOC5505973
OG0002755	Clytia|LOC035821	Nematostella|LOC116616003
OG0002756	Clytia|LOC035866	Nematostella|LOC5502602, Nematostella|LOC5502601, Nematostella|LOC5501189
OG0002757	Clytia|LOC036053	Nematostella|LOC5519655
OG0002758	Clytia|LOC036064, Clytia|LOC036065	Nematostella|LOC5506573
OG0002759	Clytia|LOC036156	Nematostella|LOC5508180
OG0002760	Clytia|LOC036452	Nematostella|LOC5509104, Nematostella|LOC5517897
OG0002761	Clytia|LOC036829	Nematostella|LOC5519043
OG0002762	Clytia|LOC036845, Clytia|LOC036844	Nematostella|LOC5515768
OG0002763	Clytia|LOC036996, Clytia|LOC036997	Nematostella|LOC5513516, Nematostella|LOC5496748
OG0002764	Clytia|LOC037204	Nematostella|LOC5512140
OG0002765	Clytia|LOC037243, Clytia|LOC037234	Nematostella|LOC5518190
OG0002766	Clytia|LOC037311, Clytia|LOC037310	Nematostella|LOC5505365
OG0002767	Clytia|LOC037402, Clytia|LOC037412	Nematostella|LOC5504730
OG0002768	Clytia|LOC037503, Clytia|LOC037504	Nematostella|LOC5509021
OG0002769	Clytia|LOC037892	Nematostella|LOC5501071
OG0002770	Clytia|LOC037951, Clytia|LOC045598	Nematostella|LOC5520376, Nematostella|LOC5521513, Nematostella|LOC5507124
OG0002771	Clytia|LOC038190	Nematostella|LOC5504069, Nematostella|LOC5504068
OG0002772	Clytia|LOC038248	Nematostella|LOC5508374
OG0002773	Clytia|LOC038292	Nematostella|LOC5513080
OG0002774	Clytia|LOC038379, Clytia|LOC038380	Nematostella|LOC116603340, Nematostella|LOC5506859
OG0002775	Clytia|LOC038544	Nematostella|LOC5517171
OG0002776	Clytia|LOC038546	Nematostella|LOC5518327
OG0002778	Clytia|LOC038637	Nematostella|LOC5515539
OG0002779	Clytia|LOC038863	Nematostella|LOC5500875, Nematostella|LOC5508772
OG0002780	Clytia|LOC038867	Nematostella|LOC5514869
OG0002781	Clytia|LOC038912, Clytia|LOC038926	Nematostella|LOC5514773
OG0002783	Clytia|LOC039054	Nematostella|LOC5513012, Nematostella|LOC5519582
OG0002784	Clytia|LOC039658, Clytia|LOC039641	Nematostella|LOC5506649, Nematostella|LOC5511627
OG0002785	Clytia|LOC039666	Nematostella|LOC116601899
OG0002786	Clytia|LOC039811	Nematostella|LOC5514107
OG0002787	Clytia|LOC039926	Nematostella|LOC5517036, Nematostella|LOC5502641
OG0002788	Clytia|LOC040163, Clytia|LOC040164, Clytia|LOC040150, Clytia|LOC040165	Nematostella|LOC5521050, Nematostella|LOC5521051
OG0002789	Clytia|LOC040252, Clytia|LOC040229	Nematostella|LOC116615981
OG0002790	Clytia|LOC040255	Nematostella|LOC5515794
OG0002791	Clytia|LOC040311, Clytia|LOC040330	Nematostella|LOC5509545
OG0002792	Clytia|LOC040708, Clytia|LOC040679	Nematostella|LOC5511131
OG0002793	Clytia|LOC040859	Nematostella|LOC5519032
