Orthogroup	longest_isoform_ClytiaProteins	longest_isoform_XeniaProteins
OG0002493	Clytia|LOC021560, Clytia|LOC010184, Clytia|LOC023616	Xenia|LOC124451821
OG0002494	Clytia|LOC010273	Xenia|LOC124446620, Xenia|LOC124445522
OG0002495	Clytia|LOC010326	Xenia|LOC124441929
OG0002496	Clytia|LOC010332	Xenia|LOC124454163, Xenia|LOC124454728, Xenia|LOC124454084
OG0002497	Clytia|LOC010334	Xenia|LOC124439312, Xenia|LOC124438861
OG0002498	Clytia|LOC010446, Clytia|LOC010448	Xenia|LOC124444983
OG0002499	Clytia|LOC011426, Clytia|LOC010511	Xenia|LOC124441463, Xenia|LOC124441747
OG0002500	Clytia|LOC010547, Clytia|LOC010538	Xenia|LOC124439137
OG0002502	Clytia|LOC010790	Xenia|LOC124442221, Xenia|LOC124441578
OG0002503	Clytia|LOC010798	Xenia|LOC124440027, Xenia|LOC124456528
OG0002504	Clytia|LOC017510	Xenia|LOC124455727
OG0002505	Clytia|LOC010823, Clytia|LOC011478, Clytia|LOC011467	Xenia|LOC124439370
OG0002506	Clytia|LOC010860, Clytia|LOC018134, Clytia|LOC016150	Xenia|LOC124459523
OG0002508	Clytia|LOC011043	Xenia|LOC124434883
OG0002509	Clytia|LOC027603, Clytia|LOC011068, Clytia|LOC011067	Xenia|LOC124433483
OG0002510	Clytia|LOC011219	Xenia|LOC124459473, Xenia|LOC124442358
OG0002511	Clytia|LOC045082, Clytia|LOC011313, Clytia|LOC011304	Xenia|LOC124445584
OG0002513	Clytia|LOC011327	Xenia|LOC124453709
OG0002514	Clytia|LOC011328	Xenia|LOC124440386, Xenia|LOC124440387
OG0002515	Clytia|LOC011358, Clytia|LOC011336	Xenia|LOC124443744
OG0002516	Clytia|LOC011346, Clytia|LOC011347	Xenia|LOC124453751
OG0002517	Clytia|LOC011353	Xenia|LOC124453366, Xenia|LOC124453368
OG0002518	Clytia|LOC011388	Xenia|LOC124456279, Xenia|LOC124456331
OG0002519	Clytia|LOC011396, Clytia|LOC013765	Xenia|LOC124443824
OG0002520	Clytia|LOC011511	Xenia|LOC124439273
OG0002521	Clytia|LOC011513	Xenia|LOC124455416, Xenia|LOC124455430
OG0002524	Clytia|LOC045863, Clytia|LOC011959	Xenia|LOC124433979
OG0002526	Clytia|LOC012059	Xenia|LOC124434918
OG0002526	Clytia|LOC012060	Xenia|LOC124447432
OG0002527	Clytia|LOC036703, Clytia|LOC012185	Xenia|LOC124452965
OG0002530	Clytia|LOC012403	Xenia|LOC124454068, Xenia|LOC124452494
OG0002531	Clytia|LOC029299, Clytia|LOC012422	Xenia|LOC124448222
OG0002532	Clytia|LOC012465	Xenia|LOC124444725
OG0002533	Clytia|LOC012518	Xenia|LOC124447112
OG0002534	Clytia|LOC012575	Xenia|LOC124444710
OG0002535	Clytia|LOC021277, Clytia|LOC019610, Clytia|LOC012578, Clytia|LOC016032	Xenia|LOC124437957
OG0002536	Clytia|LOC012631	Xenia|LOC124441320
OG0002537	Clytia|LOC012659, Clytia|LOC012648	Xenia|LOC124444826
OG0002538	Clytia|LOC012656	Xenia|LOC124455362, Xenia|LOC124449617, Xenia|LOC124455381
OG0002540	Clytia|LOC015140, Clytia|LOC012711	Xenia|LOC124449511, Xenia|LOC124449514
OG0002541	Clytia|LOC012988	Xenia|LOC124438403
OG0002542	Clytia|LOC012991, Clytia|LOC036830, Clytia|LOC036832	Xenia|LOC124434853
OG0002544	Clytia|LOC013067, Clytia|LOC013059	Xenia|LOC124451500, Xenia|LOC124451499
OG0002548	Clytia|LOC013214	Xenia|LOC124448103
OG0002549	Clytia|LOC027747, Clytia|LOC013300, Clytia|LOC027748	Xenia|LOC124439218
OG0002551	Clytia|LOC013352, Clytia|LOC013351	Xenia|LOC124440013
OG0002552	Clytia|LOC013489, Clytia|LOC013490, Clytia|LOC013491	Xenia|LOC124443205
OG0002553	Clytia|LOC013580	Xenia|LOC124440430, Xenia|LOC124440445
OG0002555	Clytia|LOC013827	Xenia|LOC124441984
OG0002556	Clytia|LOC014139	Xenia|LOC124452301, Xenia|LOC124454006, Xenia|LOC124454043
OG0002557	Clytia|LOC014216, Clytia|LOC014208, Clytia|LOC014210	Xenia|LOC124445194
OG0002559	Clytia|LOC019361, Clytia|LOC014311, Clytia|LOC019360	Xenia|LOC124437088
OG0002561	Clytia|LOC014658	Xenia|LOC124454618, Xenia|LOC124454617
OG0002562	Clytia|LOC014705	Xenia|LOC124441445
OG0002563	Clytia|LOC014721	Xenia|LOC124434922
OG0002564	Clytia|LOC014723	Xenia|LOC124434100, Xenia|LOC124434368, Xenia|LOC124433798
OG0002565	Clytia|LOC028627, Clytia|LOC014785, Clytia|LOC014784	Xenia|LOC124439536
OG0002571	Clytia|LOC015044, Clytia|LOC015045	Xenia|LOC124435058, Xenia|LOC124434160
OG0002572	Clytia|LOC015162	Xenia|LOC124433410
OG0002573	Clytia|LOC015174	Xenia|LOC124437285, Xenia|LOC124436805, Xenia|LOC124435954, Xenia|LOC124449475, Xenia|LOC124435955, Xenia|LOC124433292
OG0002574	Clytia|LOC015285, Clytia|LOC023756	Xenia|LOC124448321
OG0002575	Clytia|LOC015384	Xenia|LOC124450854
OG0002576	Clytia|LOC015389	Xenia|LOC124452770, Xenia|LOC124452769
OG0002577	Clytia|LOC045453, Clytia|LOC045445, Clytia|LOC015486	Xenia|LOC124441716
OG0002578	Clytia|LOC015529, Clytia|LOC015530	Xenia|LOC124433408
OG0002579	Clytia|LOC015724	Xenia|LOC124455922, Xenia|LOC124455923
OG0002580	Clytia|LOC015751, Clytia|LOC025367, Clytia|LOC015750	Xenia|LOC124447506
OG0002581	Clytia|LOC015902	Xenia|LOC124438815
OG0002582	Clytia|LOC022601, Clytia|LOC022842, Clytia|LOC016040	Xenia|LOC124447473
OG0002585	Clytia|LOC041948, Clytia|LOC034974, Clytia|LOC032531, Clytia|LOC032535, Clytia|LOC026576, Clytia|LOC016173	Xenia|LOC124454136
OG0002586	Clytia|LOC016187	Xenia|LOC124433804
OG0002587	Clytia|LOC016189, Clytia|LOC016188	Xenia|LOC124459461
OG0002588	Clytia|LOC016228, Clytia|LOC016220	Xenia|LOC124457162, Xenia|LOC124455209
OG0002591	Clytia|LOC016314, Clytia|LOC025162, Clytia|LOC019608	Xenia|LOC124435736
OG0002593	Clytia|LOC016578, Clytia|LOC016584, Clytia|LOC016577	Xenia|LOC124440928
OG0002598	Clytia|LOC016765, Clytia|LOC034661	Xenia|LOC124433796
OG0002602	Clytia|LOC016897	Xenia|LOC124453683
OG0002604	Clytia|LOC016993, Clytia|LOC016992	Xenia|LOC124451654, Xenia|LOC124443183
OG0002605	Clytia|LOC016994, Clytia|LOC017223	Xenia|LOC124444898
OG0002606	Clytia|LOC017018	Xenia|LOC124449258, Xenia|LOC124435948, Xenia|LOC124449230
OG0002607	Clytia|LOC019129, Clytia|LOC017052	Xenia|LOC124438359
OG0002608	Clytia|LOC019132, Clytia|LOC019133, Clytia|LOC017055	Xenia|LOC124443192
OG0002610	Clytia|LOC017336, Clytia|LOC017335	Xenia|LOC124442083
OG0002611	Clytia|LOC017389	Xenia|LOC124453659
OG0002612	Clytia|LOC034678, Clytia|LOC039310, Clytia|LOC017392	Xenia|LOC124455844
OG0002613	Clytia|LOC026569, Clytia|LOC017407	Xenia|LOC124452524
OG0002614	Clytia|LOC017533, Clytia|LOC018522, Clytia|LOC017532	Xenia|LOC124459620
OG0002616	Clytia|LOC017648	Xenia|LOC124434914
OG0002617	Clytia|LOC026463, Clytia|LOC017734, Clytia|LOC040775	Xenia|LOC124452790
OG0002618	Clytia|LOC017845, Clytia|LOC017841	Xenia|LOC124433291, Xenia|LOC124444077
OG0002620	Clytia|LOC017942, Clytia|LOC036951	Xenia|LOC124438502
OG0002621	Clytia|LOC017968, Clytia|LOC030366	Xenia|LOC124436520, Xenia|LOC124437120
OG0002622	Clytia|LOC042605, Clytia|LOC018078	Xenia|LOC124450316
OG0002623	Clytia|LOC018149, Clytia|LOC018152, Clytia|LOC044939	Xenia|LOC124452937
OG0002624	Clytia|LOC018175	Xenia|LOC124443099
OG0002625	Clytia|LOC018418	Xenia|LOC124443966, Xenia|LOC124440404, Xenia|LOC124444583
OG0002627	Clytia|LOC042532, Clytia|LOC018541	Xenia|LOC124433533
OG0002628	Clytia|LOC018628	Xenia|LOC124450274
OG0002629	Clytia|LOC018853	Xenia|LOC124435177, Xenia|LOC124435216, Xenia|LOC124435330
OG0002630	Clytia|LOC019073	Xenia|LOC124451297, Xenia|LOC124438651
OG0002632	Clytia|LOC019312, Clytia|LOC019309	Xenia|LOC124445227, Xenia|LOC124447547
OG0002634	Clytia|LOC019433	Xenia|LOC124435155, Xenia|LOC124435156, Xenia|LOC124441096
OG0002636	Clytia|LOC019656	Xenia|LOC124434930
OG0002636	Clytia|LOC019658	Xenia|LOC124456700
OG0002638	Clytia|LOC019854	Xenia|LOC124452255, Xenia|LOC124450363
OG0002641	Clytia|LOC020918	Xenia|LOC124446345
OG0002642	Clytia|LOC044054, Clytia|LOC021241	Xenia|LOC124438149
OG0002644	Clytia|LOC021319	Xenia|LOC124452071
OG0002646	Clytia|LOC021769	Xenia|LOC124442542, Xenia|LOC124441940
OG0002651	Clytia|LOC030545, Clytia|LOC022478, Clytia|LOC030546	Xenia|LOC124452788
OG0002653	Clytia|LOC022883, Clytia|LOC024433, Clytia|LOC030495	Xenia|LOC124446664
OG0002657	Clytia|LOC023827, Clytia|LOC027488	Xenia|LOC124445040, Xenia|LOC124453800
OG0002659	Clytia|LOC023907	Xenia|LOC124459345
OG0002659	Clytia|LOC024630	Xenia|LOC124453571
OG0002660	Clytia|LOC029915, Clytia|LOC024052, Clytia|LOC024968	Xenia|LOC124443731
OG0002662	Clytia|LOC032019, Clytia|LOC024507	Xenia|LOC124445488
OG0002663	Clytia|LOC024718, Clytia|LOC030299, Clytia|LOC027080	Xenia|LOC124433295
OG0002664	Clytia|LOC024920	Xenia|LOC124444103
OG0002664	Clytia|LOC032752	Xenia|LOC124444110
OG0002665	Clytia|LOC039921, Clytia|LOC026021, Clytia|LOC039246	Xenia|LOC124449832
OG0002666	Clytia|LOC026352, Clytia|LOC043829	Xenia|LOC124451188, Xenia|LOC124451983
OG0002667	Clytia|LOC026444, Clytia|LOC034092	Xenia|LOC124444480, Xenia|LOC124459175
OG0002669	Clytia|LOC045265, Clytia|LOC027085, Clytia|LOC045299	Xenia|LOC124436881
OG0002670	Clytia|LOC037209, Clytia|LOC027399, Clytia|LOC037208	Xenia|LOC124435322
OG0002671	Clytia|LOC041051, Clytia|LOC041052, Clytia|LOC027472	Xenia|LOC124444330
OG0002672	Clytia|LOC040588, Clytia|LOC027702, Clytia|LOC040587	Xenia|LOC124434360
OG0002673	Clytia|LOC034900, Clytia|LOC027944	Xenia|LOC124454248
OG0002674	Clytia|LOC040338, Clytia|LOC040341, Clytia|LOC027948	Xenia|LOC124434052
OG0002675	Clytia|LOC028180	Xenia|LOC124435186
OG0002675	Clytia|LOC042728	Xenia|LOC124435188
OG0002677	Clytia|LOC045409, Clytia|LOC028484	Xenia|LOC124447406
OG0002678	Clytia|LOC028642, Clytia|LOC032860	Xenia|LOC124436673, Xenia|LOC124444390
OG0002679	Clytia|LOC028709	Xenia|LOC124434892
OG0002680	Clytia|LOC028865	Xenia|LOC124451768
OG0002681	Clytia|LOC028923, Clytia|LOC043152, Clytia|LOC043151	Xenia|LOC124452498
OG0002682	Clytia|LOC036129, Clytia|LOC028943	Xenia|LOC124437025
OG0002683	Clytia|LOC029189, Clytia|LOC029190	Xenia|LOC124439301
OG0002684	Clytia|LOC029292, Clytia|LOC043944	Xenia|LOC124452406
OG0002685	Clytia|LOC029316	Xenia|LOC124455149, Xenia|LOC124452592
OG0002686	Clytia|LOC029486	Xenia|LOC124440777, Xenia|LOC124448417
OG0002687	Clytia|LOC029540	Xenia|LOC124457923, Xenia|LOC124443602, Xenia|LOC124457807
OG0002688	Clytia|LOC029558	Xenia|LOC124438351
OG0002690	Clytia|LOC029797, Clytia|LOC030273, Clytia|LOC029774	Xenia|LOC124458612
OG0002692	Clytia|LOC030162	Xenia|LOC124450995
OG0002693	Clytia|LOC030212, Clytia|LOC030211	Xenia|LOC124433312
OG0002696	Clytia|LOC030336	Xenia|LOC124442980, Xenia|LOC124442991, Xenia|LOC124442990
OG0002697	Clytia|LOC030468	Xenia|LOC124459367, Xenia|LOC124459398, Xenia|LOC124442311
OG0002699	Clytia|LOC030607	Xenia|LOC124445162
OG0002700	Clytia|LOC030774, Clytia|LOC030775	Xenia|LOC124441469
OG0002701	Clytia|LOC030867	Xenia|LOC124454777, Xenia|LOC124434784
OG0002702	Clytia|LOC030873, Clytia|LOC036709	Xenia|LOC124442617
OG0002703	Clytia|LOC030915	Xenia|LOC124455207, Xenia|LOC124435154, Xenia|LOC124459643
OG0002704	Clytia|LOC031228	Xenia|LOC124440431, Xenia|LOC124435423, Xenia|LOC124440432
OG0002705	Clytia|LOC031332	Xenia|LOC124451412
OG0002707	Clytia|LOC031359	Xenia|LOC124443420, Xenia|LOC124451119
OG0002708	Clytia|LOC031401, Clytia|LOC031389	Xenia|LOC124436740
OG0002709	Clytia|LOC031519, Clytia|LOC031518	Xenia|LOC124441001
OG0002710	Clytia|LOC031549	Xenia|LOC124448027, Xenia|LOC124448322, Xenia|LOC124449278
OG0002711	Clytia|LOC031558	Xenia|LOC124451583, Xenia|LOC124448941
OG0002712	Clytia|LOC044985, Clytia|LOC031560	Xenia|LOC124447114
OG0002713	Clytia|LOC031667	Xenia|LOC124446333
OG0002714	Clytia|LOC031949	Xenia|LOC124443721
OG0002715	Clytia|LOC031992	Xenia|LOC124452721
OG0002717	Clytia|LOC032015	Xenia|LOC124444450
OG0002718	Clytia|LOC032060	Xenia|LOC124446383, Xenia|LOC124456538
OG0002719	Clytia|LOC032112	Xenia|LOC124435089
OG0002720	Clytia|LOC032139, Clytia|LOC032148	Xenia|LOC124447922, Xenia|LOC124447935
OG0002721	Clytia|LOC032198	Xenia|LOC124447632, Xenia|LOC124449309, Xenia|LOC124449308, Xenia|LOC124447628, Xenia|LOC124447630
OG0002722	Clytia|LOC032373, Clytia|LOC032365, Clytia|LOC032364	Xenia|LOC124440633
OG0002723	Clytia|LOC032474, Clytia|LOC032473, Clytia|LOC032471	Xenia|LOC124446355
OG0002724	Clytia|LOC032515, Clytia|LOC032517	Xenia|LOC124455138, Xenia|LOC124439958
OG0002726	Clytia|LOC033063	Xenia|LOC124441241, Xenia|LOC124441582
OG0002727	Clytia|LOC033082	Xenia|LOC124454049
OG0002728	Clytia|LOC033122	Xenia|LOC124459633
OG0002729	Clytia|LOC033123	Xenia|LOC124452761
OG0002730	Clytia|LOC033278	Xenia|LOC124438447
OG0002731	Clytia|LOC033644, Clytia|LOC033645	Xenia|LOC124442519
OG0002732	Clytia|LOC033899	Xenia|LOC124442176, Xenia|LOC124434407
OG0002733	Clytia|LOC033949, Clytia|LOC033964	Xenia|LOC124446099
OG0002734	Clytia|LOC034215, Clytia|LOC034227	Xenia|LOC124443869
OG0002735	Clytia|LOC034290	Xenia|LOC124441439, Xenia|LOC124442971
OG0002736	Clytia|LOC034421, Clytia|LOC034420, Clytia|LOC034419	Xenia|LOC124435647
OG0002737	Clytia|LOC034474	Xenia|LOC124441762, Xenia|LOC124441763, Xenia|LOC124441764
OG0002738	Clytia|LOC034625, Clytia|LOC034634	Xenia|LOC124453175
OG0002739	Clytia|LOC034763	Xenia|LOC124439480, Xenia|LOC124437234
OG0002740	Clytia|LOC034790	Xenia|LOC124435805
OG0002741	Clytia|LOC034877	Xenia|LOC124454382, Xenia|LOC124438282
OG0002742	Clytia|LOC034897, Clytia|LOC034896	Xenia|LOC124451480
OG0002743	Clytia|LOC034931	Xenia|LOC124439418, Xenia|LOC124456346, Xenia|LOC124456344
OG0002744	Clytia|LOC034963	Xenia|LOC124440772, Xenia|LOC124455258
OG0002745	Clytia|LOC035122	Xenia|LOC124442773
OG0002747	Clytia|LOC035223	Xenia|LOC124441331
OG0002747	Clytia|LOC035226	Xenia|LOC124441702
OG0002748	Clytia|LOC035250	Xenia|LOC124442010, Xenia|LOC124442009
OG0002749	Clytia|LOC035273	Xenia|LOC124437328, Xenia|LOC124437326, Xenia|LOC124437327
OG0002750	Clytia|LOC035350, Clytia|LOC035349	Xenia|LOC124451920
OG0002752	Clytia|LOC035681	Xenia|LOC124439497, Xenia|LOC124453619
OG0002753	Clytia|LOC035759, Clytia|LOC035744	Xenia|LOC124441486
OG0002754	Clytia|LOC035818	Xenia|LOC124433393
OG0002755	Clytia|LOC035821	Xenia|LOC124433376
OG0002756	Clytia|LOC035866	Xenia|LOC124459429
OG0002757	Clytia|LOC036053	Xenia|LOC124434091
OG0002758	Clytia|LOC036064, Clytia|LOC036065	Xenia|LOC124435312
OG0002759	Clytia|LOC036156	Xenia|LOC124436729, Xenia|LOC124455260, Xenia|LOC124453976
OG0002760	Clytia|LOC036452	Xenia|LOC124441138
OG0002761	Clytia|LOC036829	Xenia|LOC124456792, Xenia|LOC124459593
OG0002762	Clytia|LOC036845, Clytia|LOC036844	Xenia|LOC124453743
OG0002763	Clytia|LOC036996, Clytia|LOC036997	Xenia|LOC124445171
OG0002764	Clytia|LOC037204	Xenia|LOC124447387, Xenia|LOC124445452
OG0002765	Clytia|LOC037243, Clytia|LOC037234	Xenia|LOC124447430
OG0002766	Clytia|LOC037311, Clytia|LOC037310	Xenia|LOC124438983, Xenia|LOC124455250
OG0002767	Clytia|LOC037402, Clytia|LOC037412	Xenia|LOC124441562, Xenia|LOC124440882
OG0002768	Clytia|LOC037503, Clytia|LOC037504	Xenia|LOC124452460
OG0002769	Clytia|LOC037892	Xenia|LOC124453541, Xenia|LOC124453544
OG0002770	Clytia|LOC037951, Clytia|LOC045598	Xenia|LOC124443751
OG0002771	Clytia|LOC038190	Xenia|LOC124453053
OG0002772	Clytia|LOC038248	Xenia|LOC124446494
OG0002774	Clytia|LOC038379, Clytia|LOC038380	Xenia|LOC124436416
OG0002775	Clytia|LOC038544	Xenia|LOC124437875
OG0002776	Clytia|LOC038546	Xenia|LOC124451826
OG0002777	Clytia|LOC038601	Xenia|LOC124459576
OG0002778	Clytia|LOC038637	Xenia|LOC124440668
OG0002779	Clytia|LOC038863	Xenia|LOC124448026, Xenia|LOC124440548
OG0002780	Clytia|LOC038867	Xenia|LOC124437962, Xenia|LOC124438043
OG0002781	Clytia|LOC038912, Clytia|LOC038926	Xenia|LOC124445424, Xenia|LOC124446923, Xenia|LOC124442815
OG0002782	Clytia|LOC038914	Xenia|LOC124452095, Xenia|LOC124433317
OG0002783	Clytia|LOC039054	Xenia|LOC124443054, Xenia|LOC124435290
OG0002784	Clytia|LOC039658, Clytia|LOC039641	Xenia|LOC124446084
OG0002785	Clytia|LOC039666	Xenia|LOC124447253
OG0002786	Clytia|LOC039811	Xenia|LOC124453444, Xenia|LOC124453272
OG0002787	Clytia|LOC039926	Xenia|LOC124444735, Xenia|LOC124444945
OG0002789	Clytia|LOC040252, Clytia|LOC040229	Xenia|LOC124456183, Xenia|LOC124440848
OG0002790	Clytia|LOC040255	Xenia|LOC124452627
OG0002791	Clytia|LOC040311, Clytia|LOC040330	Xenia|LOC124446088, Xenia|LOC124448925
OG0002792	Clytia|LOC040708, Clytia|LOC040679	Xenia|LOC124434258, Xenia|LOC124435361
OG0002793	Clytia|LOC040859	Xenia|LOC124435203, Xenia|LOC124435692, Xenia|LOC124434539
OG0002794	Clytia|LOC040975	Xenia|LOC124439589
OG0002796	Clytia|LOC041177, Clytia|LOC041167, Clytia|LOC041158	Xenia|LOC124448384
OG0002798	Clytia|LOC041686	Xenia|LOC124436408
OG0002799	Clytia|LOC041925, Clytia|LOC041913	Xenia|LOC124433675
OG0002801	Clytia|LOC042072	Xenia|LOC124448245
OG0002802	Clytia|LOC042150	Xenia|LOC124435087, Xenia|LOC124435072
OG0002803	Clytia|LOC042363	Xenia|LOC124441216, Xenia|LOC124441213, Xenia|LOC124455321
OG0002805	Clytia|LOC042471	Xenia|LOC124437555
OG0002806	Clytia|LOC042674	Xenia|LOC124433977, Xenia|LOC124434487, Xenia|LOC124435333
OG0002807	Clytia|LOC042677	Xenia|LOC124453316
OG0002808	Clytia|LOC042883	Xenia|LOC124446402
OG0002808	Clytia|LOC042882	Xenia|LOC124446403
OG0002809	Clytia|LOC042905	Xenia|LOC124439849
OG0002810	Clytia|LOC042911	Xenia|LOC124438753, Xenia|LOC124438924
OG0002811	Clytia|LOC042914	Xenia|LOC124450291, Xenia|LOC124443863
OG0002813	Clytia|LOC042954	Xenia|LOC124440577
OG0002814	Clytia|LOC042999	Xenia|LOC124449668, Xenia|LOC124452793, Xenia|LOC124448490, Xenia|LOC124448964
OG0002815	Clytia|LOC043132	Xenia|LOC124453158, Xenia|LOC124453484, Xenia|LOC124453485
OG0002816	Clytia|LOC043224	Xenia|LOC124435543, Xenia|LOC124435734, Xenia|LOC124435733
OG0002817	Clytia|LOC043604	Xenia|LOC124437123, Xenia|LOC124437122, Xenia|LOC124436543
OG0002818	Clytia|LOC044126	Xenia|LOC124440623, Xenia|LOC124440621
OG0002819	Clytia|LOC044544	Xenia|LOC124444457, Xenia|LOC124443639
OG0002820	Clytia|LOC044753	Xenia|LOC124434003
OG0002821	Clytia|LOC044785, Clytia|LOC044784	Xenia|LOC124434886
OG0002822	Clytia|LOC044786	Xenia|LOC124454379, Xenia|LOC124454360, Xenia|LOC124454209
OG0002823	Clytia|LOC044831	Xenia|LOC124439527
OG0002824	Clytia|LOC044961	Xenia|LOC124434932, Xenia|LOC124445023
OG0002825	Clytia|LOC044993	Xenia|LOC124433305
OG0002826	Clytia|LOC045147	Xenia|LOC124441985
OG0002827	Clytia|LOC045472	Xenia|LOC124447841
OG0002828	Clytia|LOC045477	Xenia|LOC124455027, Xenia|LOC124454864, Xenia|LOC124454468
OG0002966	Clytia|LOC010378, Clytia|LOC000035	Xenia|LOC124451775
OG0002968	Clytia|LOC000066	Xenia|LOC124452037
OG0002969	Clytia|LOC000140	Xenia|LOC124435792, Xenia|LOC124434524
OG0002970	Clytia|LOC035989, Clytia|LOC000183	Xenia|LOC124439498
OG0002971	Clytia|LOC000284	Xenia|LOC124453593
OG0002972	Clytia|LOC000287, Clytia|LOC000286	Xenia|LOC124444234
OG0002974	Clytia|LOC000351, Clytia|LOC000352	Xenia|LOC124440157
OG0002975	Clytia|LOC000405	Xenia|LOC124445374
OG0002976	Clytia|LOC000494, Clytia|LOC000495	Xenia|LOC124446005
OG0002977	Clytia|LOC000497	Xenia|LOC124434105
OG0002981	Clytia|LOC000570, Clytia|LOC000617	Xenia|LOC124446674
OG0002982	Clytia|LOC000572	Xenia|LOC124451139, Xenia|LOC124450718
OG0002983	Clytia|LOC000577	Xenia|LOC124443873
OG0002984	Clytia|LOC000578	Xenia|LOC124438011
OG0002985	Clytia|LOC000630, Clytia|LOC000631	Xenia|LOC124450231
OG0002986	Clytia|LOC000657	Xenia|LOC124450660, Xenia|LOC124451633
OG0002987	Clytia|LOC000713	Xenia|LOC124444880
OG0002988	Clytia|LOC000715	Xenia|LOC124443565
OG0002989	Clytia|LOC000718, Clytia|LOC033277	Xenia|LOC124445359
OG0002990	Clytia|LOC000722	Xenia|LOC124442338
OG0002991	Clytia|LOC000752	Xenia|LOC124443199
OG0002993	Clytia|LOC000777	Xenia|LOC124433651
OG0002994	Clytia|LOC000780	Xenia|LOC124434689
OG0002995	Clytia|LOC000822, Clytia|LOC009840	Xenia|LOC124457597
OG0002996	Clytia|LOC000864, Clytia|LOC000826	Xenia|LOC124441728
OG0002997	Clytia|LOC000879	Xenia|LOC124441941, Xenia|LOC124441942
OG0002998	Clytia|LOC000944	Xenia|LOC124450524, Xenia|LOC124450581
OG0002999	Clytia|LOC001023, Clytia|LOC000946	Xenia|LOC124438325
OG0003000	Clytia|LOC000994, Clytia|LOC000950	Xenia|LOC124446429
OG0003001	Clytia|LOC000956	Xenia|LOC124439288
OG0003003	Clytia|LOC000964	Xenia|LOC124446628
OG0003004	Clytia|LOC000966	Xenia|LOC124438889, Xenia|LOC124438893
OG0003005	Clytia|LOC000967, Clytia|LOC012222	Xenia|LOC124446963
OG0003006	Clytia|LOC000976	Xenia|LOC124445386
OG0003007	Clytia|LOC001111, Clytia|LOC001071	Xenia|LOC124459638
OG0003008	Clytia|LOC001076	Xenia|LOC124437024
OG0003009	Clytia|LOC001095	Xenia|LOC124435939, Xenia|LOC124437005
OG0003010	Clytia|LOC001117	Xenia|LOC124437170
OG0003013	Clytia|LOC001138, Clytia|LOC022652	Xenia|LOC124436184
OG0003016	Clytia|LOC001235	Xenia|LOC124449372
OG0003017	Clytia|LOC001238	Xenia|LOC124444883
OG0003021	Clytia|LOC001342, Clytia|LOC044221	Xenia|LOC124447260
OG0003022	Clytia|LOC001366	Xenia|LOC124453174
OG0003024	Clytia|LOC001410	Xenia|LOC124439415, Xenia|LOC124443008
OG0003025	Clytia|LOC001414	Xenia|LOC124456177, Xenia|LOC124440202
OG0003026	Clytia|LOC001430	Xenia|LOC124456316, Xenia|LOC124456308
OG0003027	Clytia|LOC001439, Clytia|LOC025436	Xenia|LOC124454644
OG0003028	Clytia|LOC001443	Xenia|LOC124434823
OG0003029	Clytia|LOC043415, Clytia|LOC043428, Clytia|LOC001484	Xenia|LOC124453120
OG0003030	Clytia|LOC001505, Clytia|LOC001504	Xenia|LOC124452928
OG0003031	Clytia|LOC026767, Clytia|LOC001532	Xenia|LOC124453657
OG0003032	Clytia|LOC001547	Xenia|LOC124452704, Xenia|LOC124452695
OG0003033	Clytia|LOC001562	Xenia|LOC124434238
OG0003034	Clytia|LOC001642, Clytia|LOC001641	Xenia|LOC124434324
OG0003035	Clytia|LOC001728	Xenia|LOC124436374, Xenia|LOC124437231
OG0003036	Clytia|LOC001744	Xenia|LOC124436359
OG0003037	Clytia|LOC001745	Xenia|LOC124435806
OG0003039	Clytia|LOC028543, Clytia|LOC001795	Xenia|LOC124439675
OG0003040	Clytia|LOC001852	Xenia|LOC124440787, Xenia|LOC124440565
OG0003041	Clytia|LOC001853, Clytia|LOC001855	Xenia|LOC124440099
OG0003042	Clytia|LOC018615, Clytia|LOC001901	Xenia|LOC124453004
OG0003043	Clytia|LOC041842, Clytia|LOC001913	Xenia|LOC124449219
OG0003044	Clytia|LOC001915	Xenia|LOC124444866
OG0003045	Clytia|LOC001916	Xenia|LOC124438401
OG0003047	Clytia|LOC001938, Clytia|LOC001937	Xenia|LOC124444259
OG0003048	Clytia|LOC001939, Clytia|LOC032859	Xenia|LOC124443975
OG0003049	Clytia|LOC001940	Xenia|LOC124444869, Xenia|LOC124444870
OG0003051	Clytia|LOC002002, Clytia|LOC025104	Xenia|LOC124435375
OG0003052	Clytia|LOC002093	Xenia|LOC124433583
OG0003053	Clytia|LOC002111	Xenia|LOC124448247
OG0003054	Clytia|LOC002112	Xenia|LOC124459570
OG0003055	Clytia|LOC002118	Xenia|LOC124454642
OG0003056	Clytia|LOC002120	Xenia|LOC124450570
OG0003057	Clytia|LOC002122	Xenia|LOC124454914
OG0003058	Clytia|LOC002124	Xenia|LOC124447299
OG0003062	Clytia|LOC002177	Xenia|LOC124448400
