Orthogroup	longest_isoform_XeniaProteins	longest_isoform_HydractiniaProteins
OG0000980	Xenia|LOC124445133, Xenia|LOC124446153, Xenia|LOC124446751, Xenia|LOC124445140, Xenia|LOC124445138, Xenia|LOC124446925, Xenia|LOC124445141, Xenia|LOC124445135	Hydractinia|LOC130655503
OG0001000	Xenia|LOC124445325	Hydractinia|LOC130622259, Hydractinia|LOC130622258
OG0001005	Xenia|LOC124456222	Hydractinia|LOC130645942
OG0001009	Xenia|LOC124451835, Xenia|LOC124441917	Hydractinia|LOC130622156, Hydractinia|LOC130613847
OG0001013	Xenia|LOC124454113, Xenia|LOC124454625	Hydractinia|LOC130614214, Hydractinia|LOC130614518, Hydractinia|LOC130653818, Hydractinia|LOC130653662, Hydractinia|LOC130655117, Hydractinia|LOC130655291
OG0001016	Xenia|LOC124440809, Xenia|LOC124440805	Hydractinia|LOC130621496, Hydractinia|LOC130645108, Hydractinia|LOC130645110
OG0001021	Xenia|LOC124446710	Hydractinia|LOC130636695
OG0001021	Xenia|LOC124437082	Hydractinia|LOC130629238, Hydractinia|LOC130629435
OG0001026	Xenia|LOC124441736	Hydractinia|LOC130656825, Hydractinia|LOC130656434, Hydractinia|LOC130656810, Hydractinia|LOC130657768
OG0001027	Xenia|LOC124456787	Hydractinia|LOC130655933
OG0001028	Xenia|LOC124453777	Hydractinia|LOC130640206, Hydractinia|LOC130642823, Hydractinia|LOC130647169, Hydractinia|LOC130647159, Hydractinia|LOC130632934
OG0001029	Xenia|LOC124452900, Xenia|LOC124453754, Xenia|LOC124448375, Xenia|LOC124448342, Xenia|LOC124448341	Hydractinia|LOC130656525
OG0001030	Xenia|LOC124442981, Xenia|LOC124442982, Xenia|LOC124442983	Hydractinia|LOC130656623, Hydractinia|LOC130656629, Hydractinia|LOC130656630
OG0001032	Xenia|LOC124434046, Xenia|LOC124434044, Xenia|LOC124434042, Xenia|LOC124434041, Xenia|LOC124434045, Xenia|LOC124434047	Hydractinia|LOC130625436
OG0001033	Xenia|LOC124438590, Xenia|LOC124452805	Hydractinia|LOC130629099, Hydractinia|LOC130629098, Hydractinia|LOC130629097
OG0001034	Xenia|LOC124434064	Hydractinia|LOC130625592
OG0001036	Xenia|LOC124440358	Hydractinia|LOC130640823, Hydractinia|LOC130643806
OG0001036	Xenia|LOC124433785	Hydractinia|LOC130622013
OG0001037	Xenia|LOC124459486	Hydractinia|LOC130614729, Hydractinia|LOC130614727
OG0001038	Xenia|LOC124442013, Xenia|LOC124441887, Xenia|LOC124441889, Xenia|LOC124455595, Xenia|LOC124437895	Hydractinia|LOC130657650
OG0001039	Xenia|LOC124446854, Xenia|LOC124446848, Xenia|LOC124447000	Hydractinia|LOC130626045, Hydractinia|LOC130625946
OG0001041	Xenia|LOC124436091, Xenia|LOC124436352, Xenia|LOC124436351, Xenia|LOC124437492, Xenia|LOC124437490, Xenia|LOC124435852, Xenia|LOC124437488, Xenia|LOC124435853	Hydractinia|LOC130614439
OG0001042	Xenia|LOC124453606	Hydractinia|LOC130612524, Hydractinia|LOC130623333, Hydractinia|LOC130633693
OG0001044	Xenia|LOC124434761, Xenia|LOC124455424	Hydractinia|LOC130642601, Hydractinia|LOC130639621
OG0001045	Xenia|LOC124452607, Xenia|LOC124434155, Xenia|LOC124444192, Xenia|LOC124442505	Hydractinia|LOC130646213
OG0001047	Xenia|LOC124440072, Xenia|LOC124435046	Hydractinia|LOC130647435, Hydractinia|LOC130612191
OG0001048	Xenia|LOC124457020, Xenia|LOC124451680, Xenia|LOC124454007, Xenia|LOC124452303, Xenia|LOC124452302, Xenia|LOC124445555, Xenia|LOC124457021, Xenia|LOC124451699	Hydractinia|LOC130654074
OG0001049	Xenia|LOC124446541, Xenia|LOC124443752	Hydractinia|LOC130630548, Hydractinia|LOC130635710
OG0001055	Xenia|LOC124434860, Xenia|LOC124433847	Hydractinia|LOC130625026
OG0001059	Xenia|LOC124434471, Xenia|LOC124441268, Xenia|LOC124442925, Xenia|LOC124456630	Hydractinia|LOC130654515
OG0001062	Xenia|LOC124441991	Hydractinia|LOC130657387, Hydractinia|LOC130657977
OG0001063	Xenia|LOC124443380	Hydractinia|LOC130630331
OG0001064	Xenia|LOC124452689, Xenia|LOC124452690	Hydractinia|LOC130641750
OG0001067	Xenia|LOC124443002, Xenia|LOC124445451	Hydractinia|LOC130645097, Hydractinia|LOC130654360
OG0001068	Xenia|LOC124445790, Xenia|LOC124445789	Hydractinia|LOC130649449, Hydractinia|LOC130649182, Hydractinia|LOC130655404, Hydractinia|LOC130612977
OG0001071	Xenia|LOC124448729	Hydractinia|LOC130623716, Hydractinia|LOC130623613
OG0001074	Xenia|LOC124436528, Xenia|LOC124438636, Xenia|LOC124445947	Hydractinia|LOC130644441
OG0001075	Xenia|LOC124450241	Hydractinia|LOC130621724
OG0001075	Xenia|LOC124445625	Hydractinia|LOC130653663
OG0001076	Xenia|LOC124434726	Hydractinia|LOC130642558, Hydractinia|LOC130639588, Hydractinia|LOC130655433, Hydractinia|LOC130655400
OG0001078	Xenia|LOC124456829, Xenia|LOC124458525, Xenia|LOC124457605, Xenia|LOC124457771, Xenia|LOC124455169, Xenia|LOC124457385, Xenia|LOC124456764, Xenia|LOC124457239	Hydractinia|LOC130612763
OG0001079	Xenia|LOC124447987, Xenia|LOC124454259, Xenia|LOC124449042, Xenia|LOC124449039, Xenia|LOC124449043, Xenia|LOC124454219, Xenia|LOC124454229, Xenia|LOC124449041	Hydractinia|LOC130648398
OG0001080	Xenia|LOC124457539	Hydractinia|LOC130646683
OG0001080	Xenia|LOC124443604	Hydractinia|LOC130645756
OG0001081	Xenia|LOC124452913	Hydractinia|LOC130630495, Hydractinia|LOC130633339
OG0001081	Xenia|LOC124446340, Xenia|LOC124454691, Xenia|LOC124446245	Hydractinia|LOC130613164
OG0001082	Xenia|LOC124455476, Xenia|LOC124455475, Xenia|LOC124455795, Xenia|LOC124455477, Xenia|LOC124455895, Xenia|LOC124455504	Hydractinia|LOC130612393, Hydractinia|LOC130612335
OG0001083	Xenia|LOC124442874, Xenia|LOC124447110	Hydractinia|LOC130625848, Hydractinia|LOC130630222, Hydractinia|LOC130629842
OG0001084	Xenia|LOC124459451, Xenia|LOC124447061, Xenia|LOC124445755	Hydractinia|LOC130630632, Hydractinia|LOC130647100
OG0001086	Xenia|LOC124444861, Xenia|LOC124444860, Xenia|LOC124444448, Xenia|LOC124442357	Hydractinia|LOC130641104, Hydractinia|LOC130640729
OG0001087	Xenia|LOC124436699	Hydractinia|LOC130613999, Hydractinia|LOC130614020
OG0001088	Xenia|LOC124440142, Xenia|LOC124440140	Hydractinia|LOC130612254, Hydractinia|LOC130644701, Hydractinia|LOC130612527
OG0001091	Xenia|LOC124434112	Hydractinia|LOC130625965, Hydractinia|LOC130625330
OG0001108	Xenia|LOC124456342	Hydractinia|LOC130625531, Hydractinia|LOC130621931, Hydractinia|LOC130657265, Hydractinia|LOC130656516, Hydractinia|LOC130629907, Hydractinia|LOC130648910, Hydractinia|LOC130630494, Hydractinia|LOC130641411, Hydractinia|LOC130614042, Hydractinia|LOC130645810, Hydractinia|LOC130654671
OG0001112	Xenia|LOC124449238, Xenia|LOC124456886, Xenia|LOC124456348, Xenia|LOC124435934, Xenia|LOC124458148, Xenia|LOC124456361, Xenia|LOC124435933, Xenia|LOC124456885, Xenia|LOC124443487	Hydractinia|LOC130636887
OG0001138	Xenia|LOC124453023, Xenia|LOC124453033	Hydractinia|LOC130641409, Hydractinia|LOC130641901
OG0001143	Xenia|LOC124451074, Xenia|LOC124451071, Xenia|LOC124450774, Xenia|LOC124450775, Xenia|LOC124451075, Xenia|LOC124451350	Hydractinia|LOC130653743
OG0001145	Xenia|LOC124449324, Xenia|LOC124449329	Hydractinia|LOC130621124
OG0001145	Xenia|LOC124442190	Hydractinia|LOC130622552
OG0001150	Xenia|LOC124453101	Hydractinia|LOC130641973
OG0001150	Xenia|LOC124440054	Hydractinia|LOC130655808
OG0001152	Xenia|LOC124447959, Xenia|LOC124447860, Xenia|LOC124448367, Xenia|LOC124447960, Xenia|LOC124447855, Xenia|LOC124447865, Xenia|LOC124447957	Hydractinia|LOC130648796
OG0001153	Xenia|LOC124453319	Hydractinia|LOC130655597, Hydractinia|LOC130654631, Hydractinia|LOC130654633
OG0001155	Xenia|LOC124435550	Hydractinia|LOC130635910
OG0001168	Xenia|LOC124445759, Xenia|LOC124445547	Hydractinia|LOC130634513
OG0001169	Xenia|LOC124454427	Hydractinia|LOC130613127, Hydractinia|LOC130653916, Hydractinia|LOC130612038
OG0001170	Xenia|LOC124436537	Hydractinia|LOC130614766
OG0001170	Xenia|LOC124444093, Xenia|LOC124438042	Hydractinia|LOC130629088
OG0001171	Xenia|LOC124437548	Hydractinia|LOC130613969
OG0001172	Xenia|LOC124442651	Hydractinia|LOC130630198, Hydractinia|LOC130649544, Hydractinia|LOC130649338, Hydractinia|LOC130649417
OG0001173	Xenia|LOC124440348, Xenia|LOC124440349, Xenia|LOC124435762, Xenia|LOC124440338, Xenia|LOC124440345, Xenia|LOC124440347, Xenia|LOC124440342, Xenia|LOC124440341, Xenia|LOC124440340	Hydractinia|LOC130655875
OG0001186	Xenia|LOC124441063	Hydractinia|LOC130648903, Hydractinia|LOC130649034
OG0001187	Xenia|LOC124440825, Xenia|LOC124440533, Xenia|LOC124440826	Hydractinia|LOC130621687
OG0001190	Xenia|LOC124439302	Hydractinia|LOC130624088, Hydractinia|LOC130623755, Hydractinia|LOC130654149, Hydractinia|LOC130622963
OG0001192	Xenia|LOC124446643, Xenia|LOC124436770, Xenia|LOC124436794	Hydractinia|LOC130648441, Hydractinia|LOC130630374, Hydractinia|LOC130629281, Hydractinia|LOC130629439
OG0001194	Xenia|LOC124444276, Xenia|LOC124444728	Hydractinia|LOC130645382
OG0001195	Xenia|LOC124440923, Xenia|LOC124442466, Xenia|LOC124434944, Xenia|LOC124434422	Hydractinia|LOC130645950, Hydractinia|LOC130645929
OG0001196	Xenia|LOC124458376, Xenia|LOC124449423	Hydractinia|LOC130613465
OG0001200	Xenia|LOC124453016	Hydractinia|LOC130655166, Hydractinia|LOC130654017, Hydractinia|LOC130641139, Hydractinia|LOC130640764
OG0001201	Xenia|LOC124452920	Hydractinia|LOC130657332
OG0001202	Xenia|LOC124444388, Xenia|LOC124444389	Hydractinia|LOC130641182, Hydractinia|LOC130640801, Hydractinia|LOC130655663
OG0001203	Xenia|LOC124445476, Xenia|LOC124455523, Xenia|LOC124455522	Hydractinia|LOC130612278, Hydractinia|LOC130662643
OG0001205	Xenia|LOC124437205, Xenia|LOC124437169, Xenia|LOC124437184	Hydractinia|LOC130654552, Hydractinia|LOC130614725
OG0001206	Xenia|LOC124443968	Hydractinia|LOC130644492, Hydractinia|LOC130644483, Hydractinia|LOC130644487, Hydractinia|LOC130644482
OG0001208	Xenia|LOC124454097, Xenia|LOC124454100, Xenia|LOC124454099, Xenia|LOC124454645, Xenia|LOC124455744	Hydractinia|LOC130662640
OG0001211	Xenia|LOC124437545	Hydractinia|LOC130613150
OG0001211	Xenia|LOC124448938	Hydractinia|LOC130644792, Hydractinia|LOC130644794
OG0001212	Xenia|LOC124435507	Hydractinia|LOC130662435, Hydractinia|LOC130662436, Hydractinia|LOC130655979, Hydractinia|LOC130653936
OG0001214	Xenia|LOC124446915, Xenia|LOC124447444	Hydractinia|LOC130654421
OG0001215	Xenia|LOC124442943	Hydractinia|LOC130622202, Hydractinia|LOC130647094
OG0001215	Xenia|LOC124439870	Hydractinia|LOC130644882
OG0001216	Xenia|LOC124457172, Xenia|LOC124457163, Xenia|LOC124457164, Xenia|LOC124457792	Hydractinia|LOC130612671, Hydractinia|LOC130612563
OG0001217	Xenia|LOC124433422	Hydractinia|LOC130640926
OG0001217	Xenia|LOC124442231	Hydractinia|LOC130644931, Hydractinia|LOC130641904
OG0001219	Xenia|LOC124454573, Xenia|LOC124455614, Xenia|LOC124446653, Xenia|LOC124445978	Hydractinia|LOC130623686, Hydractinia|LOC130613235
OG0001221	Xenia|LOC124437569, Xenia|LOC124434148	Hydractinia|LOC130622350, Hydractinia|LOC130623095, Hydractinia|LOC130656418, Hydractinia|LOC130656648, Hydractinia|LOC130645029, Hydractinia|LOC130613282
OG0001222	Xenia|LOC124447041, Xenia|LOC124447022, Xenia|LOC124447040	Hydractinia|LOC130653904
OG0001222	Xenia|LOC124447024, Xenia|LOC124447043	Hydractinia|LOC130654482
OG0001227	Xenia|LOC124449095	Hydractinia|LOC130648419, Hydractinia|LOC130640998, Hydractinia|LOC130640832, Hydractinia|LOC130657878, Hydractinia|LOC130657879, Hydractinia|LOC130629851
OG0001231	Xenia|LOC124457010	Hydractinia|LOC130621402, Hydractinia|LOC130645985, Hydractinia|LOC130621400, Hydractinia|LOC130636864, Hydractinia|LOC130622418, Hydractinia|LOC130621401, Hydractinia|LOC130645986, Hydractinia|LOC130648672
OG0001234	Xenia|LOC124449704, Xenia|LOC124449630, Xenia|LOC124444332, Xenia|LOC124444317	Hydractinia|LOC130630476, Hydractinia|LOC130629908
OG0001236	Xenia|LOC124456135, Xenia|LOC124441643, Xenia|LOC124444523	Hydractinia|LOC130629914, Hydractinia|LOC130613485, Hydractinia|LOC130648091
OG0001237	Xenia|LOC124442524	Hydractinia|LOC130625504, Hydractinia|LOC130625642, Hydractinia|LOC130635694, Hydractinia|LOC130636934
OG0001241	Xenia|LOC124457542	Hydractinia|LOC130646049
OG0001243	Xenia|LOC124438994	Hydractinia|LOC130655390, Hydractinia|LOC130636742, Hydractinia|LOC130655791
OG0001245	Xenia|LOC124453694, Xenia|LOC124452399, Xenia|LOC124452521, Xenia|LOC124452522, Xenia|LOC124452400, Xenia|LOC124452401	Hydractinia|LOC130635864, Hydractinia|LOC130628757
OG0001246	Xenia|LOC124443345, Xenia|LOC124443344, Xenia|LOC124443342, Xenia|LOC124441776, Xenia|LOC124443346, Xenia|LOC124443348	Hydractinia|LOC130657655
OG0001248	Xenia|LOC124435536, Xenia|LOC124435534, Xenia|LOC124435535, Xenia|LOC124435537, Xenia|LOC124435538	Hydractinia|LOC130623515
OG0001249	Xenia|LOC124444501, Xenia|LOC124441798, Xenia|LOC124433935, Xenia|LOC124435662	Hydractinia|LOC130641434
OG0001250	Xenia|LOC124448374, Xenia|LOC124449533, Xenia|LOC124448083, Xenia|LOC124447939, Xenia|LOC124448082, Xenia|LOC124448079, Xenia|LOC124448080	Hydractinia|LOC130649440
OG0001251	Xenia|LOC124443788	Hydractinia|LOC130645243
OG0001251	Xenia|LOC124454270	Hydractinia|LOC130613254
OG0001253	Xenia|LOC124437280, Xenia|LOC124437639, Xenia|LOC124435906, Xenia|LOC124457516	Hydractinia|LOC130662390
OG0001254	Xenia|LOC124434071, Xenia|LOC124453815, Xenia|LOC124458537, Xenia|LOC124433611, Xenia|LOC124453816	Hydractinia|LOC130612339
OG0001256	Xenia|LOC124440484	Hydractinia|LOC130622164
OG0001256	Xenia|LOC124453210	Hydractinia|LOC130641052
OG0001260	Xenia|LOC124436647, Xenia|LOC124436814, Xenia|LOC124436992, Xenia|LOC124449787	Hydractinia|LOC130641375, Hydractinia|LOC130649353
OG0001263	Xenia|LOC124454316	Hydractinia|LOC130646157
OG0001263	Xenia|LOC124455620, Xenia|LOC124454315	Hydractinia|LOC130632809
OG0001265	Xenia|LOC124443690, Xenia|LOC124444168, Xenia|LOC124444172, Xenia|LOC124444589, Xenia|LOC124444588	Hydractinia|LOC130628804
OG0001266	Xenia|LOC124452786, Xenia|LOC124453686, Xenia|LOC124452978, Xenia|LOC124452724	Hydractinia|LOC130628836
OG0001268	Xenia|LOC124438886, Xenia|LOC124437044	Hydractinia|LOC130636648, Hydractinia|LOC130614442
OG0001279	Xenia|LOC124444881	Hydractinia|LOC130645007
OG0001284	Xenia|LOC124446896	Hydractinia|LOC130636048
OG0001284	Xenia|LOC124454972	Hydractinia|LOC130644735, Hydractinia|LOC130641717
OG0001291	Xenia|LOC124454919, Xenia|LOC124454902, Xenia|LOC124454619, Xenia|LOC124454364, Xenia|LOC124454986, Xenia|LOC124455050, Xenia|LOC124454805, Xenia|LOC124454907, Xenia|LOC124454730	Hydractinia|LOC130647783
OG0001293	Xenia|LOC124444993, Xenia|LOC124453983	Hydractinia|LOC130628591, Hydractinia|LOC130635488, Hydractinia|LOC130645987, Hydractinia|LOC130646318, Hydractinia|LOC130654088, Hydractinia|LOC130630141, Hydractinia|LOC130656702, Hydractinia|LOC130637047
OG0001324	Xenia|LOC124443018, Xenia|LOC124442387, Xenia|LOC124442419, Xenia|LOC124442439	Hydractinia|LOC130647202, Hydractinia|LOC130646923
OG0001328	Xenia|LOC124453176, Xenia|LOC124453177	Hydractinia|LOC130641823, Hydractinia|LOC130642319, Hydractinia|LOC130641822
OG0001335	Xenia|LOC124451675	Hydractinia|LOC130653947
OG0001336	Xenia|LOC124445428	Hydractinia|LOC130628721
OG0001337	Xenia|LOC124439969	Hydractinia|LOC130623415, Hydractinia|LOC130623416
OG0001342	Xenia|LOC124438666	Hydractinia|LOC130636607
OG0001342	Xenia|LOC124445608	Hydractinia|LOC130636641
OG0001343	Xenia|LOC124440288	Hydractinia|LOC130622666
OG0001345	Xenia|LOC124437138	Hydractinia|LOC130614026, Hydractinia|LOC130613290
OG0001348	Xenia|LOC124444543	Hydractinia|LOC130644643, Hydractinia|LOC130613749, Hydractinia|LOC130656709
OG0001349	Xenia|LOC124440120, Xenia|LOC124440116, Xenia|LOC124440118, Xenia|LOC124440117	Hydractinia|LOC130622711
OG0001351	Xenia|LOC124433934	Hydractinia|LOC130645508
OG0001351	Xenia|LOC124433931	Hydractinia|LOC130623818
OG0001353	Xenia|LOC124433349	Hydractinia|LOC130646937, Hydractinia|LOC130628138, Hydractinia|LOC130626638, Hydractinia|LOC130629751
OG0001354	Xenia|LOC124438700	Hydractinia|LOC130612468, Hydractinia|LOC130612553
OG0001354	Xenia|LOC124438841	Hydractinia|LOC130653606
OG0001356	Xenia|LOC124445726, Xenia|LOC124447389	Hydractinia|LOC130625936, Hydractinia|LOC130654241
OG0001356	Xenia|LOC124446127	Hydractinia|LOC130641053
OG0001357	Xenia|LOC124434851	Hydractinia|LOC130626173, Hydractinia|LOC130626175
OG0001360	Xenia|LOC124453254	Hydractinia|LOC130629218, Hydractinia|LOC130629287, Hydractinia|LOC130628727
OG0001361	Xenia|LOC124447326, Xenia|LOC124447324	Hydractinia|LOC130612051, Hydractinia|LOC130612848, Hydractinia|LOC130612049
OG0001364	Xenia|LOC124453763	Hydractinia|LOC130628810
OG0001365	Xenia|LOC124439091	Hydractinia|LOC130629445, Hydractinia|LOC130629335, Hydractinia|LOC130612427, Hydractinia|LOC130612513, Hydractinia|LOC130612426, Hydractinia|LOC130662437
OG0001366	Xenia|LOC124434139, Xenia|LOC124444318, Xenia|LOC124434872	Hydractinia|LOC130626148
OG0001369	Xenia|LOC124445933	Hydractinia|LOC130654493
OG0001369	Xenia|LOC124436835	Hydractinia|LOC130613908
OG0001372	Xenia|LOC124434090	Hydractinia|LOC130662323, Hydractinia|LOC130646269, Hydractinia|LOC130628618
OG0001374	Xenia|LOC124440683, Xenia|LOC124439892	Hydractinia|LOC130646958
OG0001376	Xenia|LOC124453020, Xenia|LOC124434862, Xenia|LOC124445210	Hydractinia|LOC130630599, Hydractinia|LOC130630394
OG0001379	Xenia|LOC124447445	Hydractinia|LOC130625035, Hydractinia|LOC130641356, Hydractinia|LOC130641826
OG0001380	Xenia|LOC124455035, Xenia|LOC124459295, Xenia|LOC124459312, Xenia|LOC124459308, Xenia|LOC124459294	Hydractinia|LOC130656327
OG0001382	Xenia|LOC124449623, Xenia|LOC124449627	Hydractinia|LOC130649265, Hydractinia|LOC130622022
OG0001389	Xenia|LOC124433749, Xenia|LOC124433750	Hydractinia|LOC130628894
OG0001390	Xenia|LOC124455914, Xenia|LOC124455441, Xenia|LOC124455789, Xenia|LOC124455825, Xenia|LOC124455907, Xenia|LOC124455804	Hydractinia|LOC130613148
OG0001391	Xenia|LOC124444999, Xenia|LOC124445001, Xenia|LOC124444309, Xenia|LOC124444995	Hydractinia|LOC130662738
OG0001392	Xenia|LOC124442708	Hydractinia|LOC130645200, Hydractinia|LOC130644474
OG0001393	Xenia|LOC124443555	Hydractinia|LOC130641644
OG0001394	Xenia|LOC124452570	Hydractinia|LOC130642119
OG0001394	Xenia|LOC124452421	Hydractinia|LOC130641325
OG0001395	Xenia|LOC124441098	Hydractinia|LOC130646198, Hydractinia|LOC130644202
OG0001396	Xenia|LOC124446379, Xenia|LOC124446380	Hydractinia|LOC130636792, Hydractinia|LOC130636768
OG0001399	Xenia|LOC124454712	Hydractinia|LOC130624249, Hydractinia|LOC130644513, Hydractinia|LOC130644512
OG0001400	Xenia|LOC124452833	Hydractinia|LOC130645035, Hydractinia|LOC130641180, Hydractinia|LOC130640800
OG0001401	Xenia|LOC124441103, Xenia|LOC124441104	Hydractinia|LOC130644892, Hydractinia|LOC130644893
OG0001403	Xenia|LOC124450713	Hydractinia|LOC130656654
OG0001403	Xenia|LOC124450413	Hydractinia|LOC130656338
OG0001404	Xenia|LOC124456765	Hydractinia|LOC130649337
OG0001404	Xenia|LOC124450338	Hydractinia|LOC130635831, Hydractinia|LOC130637169
OG0001405	Xenia|LOC124451766	Hydractinia|LOC130635628, Hydractinia|LOC130635624, Hydractinia|LOC130647811, Hydractinia|LOC130644845
OG0001406	Xenia|LOC124456884	Hydractinia|LOC130647398, Hydractinia|LOC130647846
OG0001409	Xenia|LOC124439362	Hydractinia|LOC130625919, Hydractinia|LOC130625907
OG0001410	Xenia|LOC124437646	Hydractinia|LOC130614363
OG0001411	Xenia|LOC124452597, Xenia|LOC124452596	Hydractinia|LOC130662422
OG0001411	Xenia|LOC124435661	Hydractinia|LOC130623301
OG0001412	Xenia|LOC124449452, Xenia|LOC124451390	Hydractinia|LOC130624198
OG0001413	Xenia|LOC124451067, Xenia|LOC124452141	Hydractinia|LOC130630384
OG0001414	Xenia|LOC124445187	Hydractinia|LOC130655457
OG0001414	Xenia|LOC124445460	Hydractinia|LOC130654097
OG0001415	Xenia|LOC124441906, Xenia|LOC124455729	Hydractinia|LOC130612381
OG0001416	Xenia|LOC124433395	Hydractinia|LOC130614277
OG0001416	Xenia|LOC124452659, Xenia|LOC124452652	Hydractinia|LOC130645512
OG0001417	Xenia|LOC124443841	Hydractinia|LOC130655077, Hydractinia|LOC130655320
OG0001418	Xenia|LOC124441389, Xenia|LOC124442559, Xenia|LOC124441869, Xenia|LOC124442932, Xenia|LOC124441538, Xenia|LOC124441541	Hydractinia|LOC130644438
OG0001419	Xenia|LOC124438999	Hydractinia|LOC130613499, Hydractinia|LOC130636381, Hydractinia|LOC130636674
OG0001420	Xenia|LOC124454010, Xenia|LOC124438948, Xenia|LOC124456697	Hydractinia|LOC130653791
OG0001421	Xenia|LOC124444402, Xenia|LOC124457783	Hydractinia|LOC130636658, Hydractinia|LOC130656518, Hydractinia|LOC130657076
OG0001423	Xenia|LOC124444373, Xenia|LOC124444374, Xenia|LOC124444380, Xenia|LOC124443528, Xenia|LOC124443527, Xenia|LOC124444379	Hydractinia|LOC130641486
OG0001425	Xenia|LOC124453328, Xenia|LOC124452684, Xenia|LOC124453267	Hydractinia|LOC130635838, Hydractinia|LOC130643945, Hydractinia|LOC130640889
OG0001427	Xenia|LOC124439390	Hydractinia|LOC130653962
OG0001428	Xenia|LOC124436975, Xenia|LOC124441404	Hydractinia|LOC130656129, Hydractinia|LOC130656130
OG0001429	Xenia|LOC124437314	Hydractinia|LOC130613917
OG0001429	Xenia|LOC124443050	Hydractinia|LOC130656295
