Orthogroup	longest_isoform_XeniaProteins	longest_isoform_HydraProteins
OG0003209	Xenia|LOC124447072	Hydra|LOC100212864
OG0003210	Xenia|LOC124445302	Hydra|LOC100199450
OG0003211	Xenia|LOC124434291	Hydra|LOC101237853
OG0003212	Xenia|LOC124444618, Xenia|LOC124456558	Hydra|LOC105845902
OG0003213	Xenia|LOC124438428	Hydra|LOC101238117
OG0003214	Xenia|LOC124433290	Hydra|LOC100202246
OG0003215	Xenia|LOC124447220	Hydra|LOC100205771
OG0003216	Xenia|LOC124457789	Hydra|LOC100208534
OG0003217	Xenia|LOC124440550	Hydra|LOC100210004, Hydra|LOC100211694, Hydra|LOC100210255
OG0003218	Xenia|LOC124442154, Xenia|LOC124458161	Hydra|LOC100197368
OG0003219	Xenia|LOC124433416	Hydra|LOC101240709
OG0003221	Xenia|LOC124433361	Hydra|LOC100208238
OG0003222	Xenia|LOC124451961	Hydra|LOC100198000
OG0003223	Xenia|LOC124452311	Hydra|LOC100209224
OG0003225	Xenia|LOC124459049	Hydra|LOC100206124
OG0003226	Xenia|LOC124440285, Xenia|LOC124459306	Hydra|LOC100207014
OG0003228	Xenia|LOC124443320	Hydra|LOC100211656
OG0003229	Xenia|LOC124439915, Xenia|LOC124439916	Hydra|LOC101241434
OG0003230	Xenia|LOC124455257, Xenia|LOC124440771	Hydra|LOC100213974
OG0003231	Xenia|LOC124436465, Xenia|LOC124455891	Hydra|LOC100207293
OG0003233	Xenia|LOC124445891	Hydra|LOC100204515
OG0003234	Xenia|LOC124445505, Xenia|LOC124445506	Hydra|LOC100198919
OG0003235	Xenia|LOC124445829, Xenia|LOC124445835	Hydra|LOC100205556
OG0003236	Xenia|LOC124443909, Xenia|LOC124443910	Hydra|LOC100206119
OG0003238	Xenia|LOC124433783	Hydra|LOC100207873
OG0003239	Xenia|LOC124446589	Hydra|LOC100213005
OG0003240	Xenia|LOC124440532, Xenia|LOC124440020	Hydra|LOC100214852
OG0003241	Xenia|LOC124437518	Hydra|LOC100206939
OG0003243	Xenia|LOC124446630	Hydra|LOC100215312
OG0003244	Xenia|LOC124447955, Xenia|LOC124447792	Hydra|LOC101235974
OG0003245	Xenia|LOC124438375	Hydra|LOC100206229
OG0003246	Xenia|LOC124447878	Hydra|LOC100204902, Hydra|LOC100200610
OG0003247	Xenia|LOC124436522, Xenia|LOC124436523	Hydra|LOC100197386
OG0003248	Xenia|LOC124433515	Hydra|LOC101235244
OG0003249	Xenia|LOC124459063	Hydra|LOC100212474
OG0003250	Xenia|LOC124446347	Hydra|LOC100209604
OG0003251	Xenia|LOC124446906	Hydra|LOC100208601
OG0003252	Xenia|LOC124445674	Hydra|LOC105846261
OG0003253	Xenia|LOC124449025	Hydra|LOC100213529
OG0003254	Xenia|LOC124440442, Xenia|LOC124454412	Hydra|LOC105843836
OG0003255	Xenia|LOC124444385	Hydra|LOC101240275
OG0003256	Xenia|LOC124446203	Hydra|LOC100200342
OG0003257	Xenia|LOC124437117, Xenia|LOC124436540	Hydra|LOC100210792
OG0003259	Xenia|LOC124434312, Xenia|LOC124434737	Hydra|LOC100197477
OG0003260	Xenia|LOC124435446	Hydra|LOC100210719
OG0003261	Xenia|LOC124444548	Hydra|LOC101239761
OG0003262	Xenia|LOC124454773	Hydra|LOC100198100
OG0003264	Xenia|LOC124440689, Xenia|LOC124456530	Hydra|LOC105845946
OG0003265	Xenia|LOC124433429	Hydra|LOC100204506
OG0003266	Xenia|LOC124458114	Hydra|LOC100206670
OG0003267	Xenia|LOC124434945	Hydra|LOC100212949
OG0003268	Xenia|LOC124459604	Hydra|LOC100207627
OG0003269	Xenia|LOC124452261	Hydra|LOC105844863
OG0003270	Xenia|LOC124452914	Hydra|LOC100197308
OG0003271	Xenia|LOC124448074	Hydra|LOC105843287
OG0003272	Xenia|LOC124441085	Hydra|LOC101241753
OG0003274	Xenia|LOC124453565	Hydra|LOC105843191, Hydra|LOC105846382
OG0003275	Xenia|LOC124453792	Hydra|LOC100206467
OG0003276	Xenia|LOC124457100	Hydra|LOC101238352
OG0003277	Xenia|LOC124459468	Hydra|LOC100204979
OG0003278	Xenia|LOC124433582	Hydra|LOC101241111
OG0003279	Xenia|LOC124441029	Hydra|LOC101235897, Hydra|LOC100199389
OG0003280	Xenia|LOC124436552	Hydra|LOC100209787
OG0003281	Xenia|LOC124459143	Hydra|LOC100205580, Hydra|LOC100203420
OG0003282	Xenia|LOC124456655, Xenia|LOC124436574	Hydra|LOC100209282
OG0003286	Xenia|LOC124444455, Xenia|LOC124443669	Hydra|LOC100213577
OG0003287	Xenia|LOC124438236	Hydra|LOC101239718
OG0003288	Xenia|LOC124439520, Xenia|LOC124439521	Hydra|LOC100209356
OG0003289	Xenia|LOC124457878	Hydra|LOC100212002, Hydra|LOC105844435
OG0003290	Xenia|LOC124438100	Hydra|LOC101236342
OG0003291	Xenia|LOC124439001	Hydra|LOC100214140
OG0003292	Xenia|LOC124438119	Hydra|LOC100213698
OG0003293	Xenia|LOC124438386	Hydra|LOC101241279
OG0003294	Xenia|LOC124439365, Xenia|LOC124439227	Hydra|LOC101240343
OG0003295	Xenia|LOC124443851	Hydra|LOC100198607
OG0003296	Xenia|LOC124440893	Hydra|LOC100213911
OG0003297	Xenia|LOC124443164	Hydra|LOC105843117
OG0003298	Xenia|LOC124439251	Hydra|LOC100200906
OG0003300	Xenia|LOC124440357	Hydra|LOC100209757
OG0003301	Xenia|LOC124450569	Hydra|LOC101236458
OG0003302	Xenia|LOC124437965	Hydra|LOC124805766
OG0003303	Xenia|LOC124440691	Hydra|LOC100197711
OG0003304	Xenia|LOC124439571	Hydra|LOC101236058
OG0003306	Xenia|LOC124447682, Xenia|LOC124449301	Hydra|LOC100197539
OG0003309	Xenia|LOC124454268, Xenia|LOC124454265	Hydra|LOC100214525
OG0003310	Xenia|LOC124455369	Hydra|LOC101235737
OG0003312	Xenia|LOC124439341	Hydra|LOC100208131
OG0003314	Xenia|LOC124443619	Hydra|LOC105847406
OG0003315	Xenia|LOC124435213, Xenia|LOC124435522	Hydra|LOC100205597
OG0003316	Xenia|LOC124444896	Hydra|LOC100215212
OG0003317	Xenia|LOC124441433	Hydra|LOC101236770
OG0003319	Xenia|LOC124453217	Hydra|LOC101234582
OG0003320	Xenia|LOC124440068, Xenia|LOC124440046	Hydra|LOC105846942
OG0003321	Xenia|LOC124455658	Hydra|LOC100200828
OG0003322	Xenia|LOC124457553, Xenia|LOC124455462	Hydra|LOC100214734
OG0003323	Xenia|LOC124442015	Hydra|LOC100211253
OG0003324	Xenia|LOC124453219	Hydra|LOC100200075
OG0003325	Xenia|LOC124448660, Xenia|LOC124448661	Hydra|LOC100211022
OG0003326	Xenia|LOC124455259	Hydra|LOC101237927
OG0003327	Xenia|LOC124452669	Hydra|LOC100198744
OG0003328	Xenia|LOC124445628	Hydra|LOC100201758
OG0003330	Xenia|LOC124438681	Hydra|LOC100201610
OG0003331	Xenia|LOC124442838	Hydra|LOC100199427
OG0003332	Xenia|LOC124438093	Hydra|LOC100198486
OG0003333	Xenia|LOC124446740	Hydra|LOC100202566
OG0003334	Xenia|LOC124434242	Hydra|LOC100208757
OG0003337	Xenia|LOC124452241	Hydra|LOC100205919
OG0003339	Xenia|LOC124445722	Hydra|LOC100211959
OG0003340	Xenia|LOC124446802	Hydra|LOC100207275
OG0003341	Xenia|LOC124446007	Hydra|LOC100206042
OG0003342	Xenia|LOC124444843	Hydra|LOC100210081
OG0003345	Xenia|LOC124441390	Hydra|LOC100213880
OG0003346	Xenia|LOC124442628	Hydra|LOC100210698
OG0003347	Xenia|LOC124444951	Hydra|LOC101235988
OG0003349	Xenia|LOC124442789	Hydra|LOC101241018
OG0003350	Xenia|LOC124451770	Hydra|LOC100206299
OG0003352	Xenia|LOC124441704	Hydra|LOC100208898
OG0003353	Xenia|LOC124439095	Hydra|LOC100205691
OG0003354	Xenia|LOC124439330	Hydra|LOC100198387
OG0003355	Xenia|LOC124452804	Hydra|LOC100213556, Hydra|LOC100202267
OG0003356	Xenia|LOC124447693, Xenia|LOC124447691	Hydra|LOC100204008
OG0003357	Xenia|LOC124447149	Hydra|LOC100215065
OG0003359	Xenia|LOC124450194	Hydra|LOC105848038
OG0003360	Xenia|LOC124443963	Hydra|LOC100212075
OG0003361	Xenia|LOC124442150	Hydra|LOC100215837
OG0003362	Xenia|LOC124444368	Hydra|LOC100209748
OG0003363	Xenia|LOC124448349, Xenia|LOC124448350	Hydra|LOC100199343
OG0003364	Xenia|LOC124442415	Hydra|LOC105845379
OG0003365	Xenia|LOC124442369, Xenia|LOC124441309	Hydra|LOC100199440
OG0003366	Xenia|LOC124452906	Hydra|LOC105846686
OG0003367	Xenia|LOC124441739, Xenia|LOC124441419	Hydra|LOC105847063
OG0003368	Xenia|LOC124447683	Hydra|LOC101234503
OG0003369	Xenia|LOC124448796	Hydra|LOC100214721
OG0003372	Xenia|LOC124433375	Hydra|LOC100203495
OG0003373	Xenia|LOC124450687	Hydra|LOC100214994
OG0003375	Xenia|LOC124439379	Hydra|LOC101240567
OG0003376	Xenia|LOC124444849	Hydra|LOC105843925
OG0003377	Xenia|LOC124443850	Hydra|LOC100213247
OG0003378	Xenia|LOC124446495	Hydra|LOC100200975
OG0003379	Xenia|LOC124444847	Hydra|LOC100205821
OG0003380	Xenia|LOC124443712	Hydra|LOC100215724
OG0003382	Xenia|LOC124438015	Hydra|LOC100213597
OG0003384	Xenia|LOC124444046	Hydra|LOC100197698
OG0003389	Xenia|LOC124435300	Hydra|LOC100205640, Hydra|LOC100200997
OG0003390	Xenia|LOC124433331	rfc1
OG0003391	Xenia|LOC124459619	Hydra|LOC100202105
OG0003392	Xenia|LOC124450796	Hydra|LOC100213888
OG0003393	Xenia|LOC124447388	Hydra|LOC100203648
OG0003394	Xenia|LOC124451687	Hydra|LOC101239380
OG0003395	Xenia|LOC124459551	Hydra|LOC100210412
OG0003397	Xenia|LOC124436921, Xenia|LOC124436914	Hydra|LOC105844548
OG0003398	Xenia|LOC124459112, Xenia|LOC124459110	Hydra|LOC100209354
OG0003400	Xenia|LOC124435217, Xenia|LOC124434496	Hydra|LOC100215405
OG0003401	Xenia|LOC124457467	Hydra|LOC101237497
OG0003402	Xenia|LOC124438977	Hydra|LOC100205039
OG0003403	Xenia|LOC124454338	Hydra|LOC124812393, Hydra|LOC100202776
OG0003404	Xenia|LOC124433786	Hydra|LOC100202661
OG0003406	Xenia|LOC124437430	Hydra|LOC100207593
OG0003407	Xenia|LOC124446214	Hydra|LOC101237755
OG0003408	Xenia|LOC124440200, Xenia|LOC124456286	Hydra|LOC100201729
OG0003409	Xenia|LOC124453205	Hydra|LOC101237112
OG0003410	Xenia|LOC124449132, Xenia|LOC124448418	Hydra|LOC100200314
OG0003411	Xenia|LOC124438503	Hydra|LOC100203383
OG0003412	Xenia|LOC124442471	Hydra|LOC101240602
OG0003414	Xenia|LOC124443988	Hydra|LOC100199172
OG0003415	Xenia|LOC124451486	Hydra|LOC101236069
OG0003417	Xenia|LOC124434633	Hydra|LOC101239175
OG0003418	Xenia|LOC124442007	Hydra|LOC124815417, Hydra|LOC100197740
OG0003419	Xenia|LOC124441442, Xenia|LOC124441448	Hydra|LOC101239386
OG0003420	Xenia|LOC124445592	Hydra|LOC100212566
OG0003421	Xenia|LOC124455499	Hydra|LOC101237827
OG0003423	Xenia|LOC124452525	Hydra|LOC100212541
OG0003424	Xenia|LOC124449242	Hydra|LOC100212975
OG0003425	Xenia|LOC124445534	Hydra|LOC100200011
OG0003426	Xenia|LOC124452471	Hydra|LOC105845476
OG0003427	Xenia|LOC124435083	Hydra|LOC100212859
OG0003428	Xenia|LOC124437155, Xenia|LOC124437156	Hydra|LOC100213207
OG0003430	Xenia|LOC124434938	Hydra|LOC100213748
OG0003431	Xenia|LOC124449245	Hydra|LOC100206526
OG0003432	Xenia|LOC124438336	Hydra|LOC100201744
OG0003433	Xenia|LOC124434949	Hydra|LOC100211418, Hydra|LOC100203851
OG0003434	Xenia|LOC124445893	Hydra|LOC101234505
OG0003435	Xenia|LOC124451116	Hydra|LOC100197059
OG0003436	Xenia|LOC124440905	Hydra|LOC100202639
OG0003437	Xenia|LOC124453609, Xenia|LOC124444851	Hydra|LOC101239906, Hydra|LOC101241313
OG0003438	Xenia|LOC124441925	Hydra|LOC100210062
OG0003440	Xenia|LOC124441922	Hydra|LOC105848266
OG0003441	Xenia|LOC124441693	Hydra|LOC101238065
OG0003442	Xenia|LOC124440209	Hydra|LOC100199264
OG0003443	Xenia|LOC124447345	Hydra|LOC101237579
OG0003444	Xenia|LOC124438034	Hydra|LOC100206658
OG0003446	Xenia|LOC124434438	Hydra|LOC100199507
OG0003447	Xenia|LOC124453768	Hydra|LOC100214590
OG0003448	Xenia|LOC124438516, Xenia|LOC124439127	Hydra|LOC100198163
OG0003450	Xenia|LOC124441822	Hydra|LOC100197775
OG0003451	Xenia|LOC124444438	Hydra|LOC100207286
OG0003452	Xenia|LOC124439926	Hydra|LOC100214967
OG0003453	Xenia|LOC124446892	Hydra|LOC105848185
OG0003454	Xenia|LOC124436901	Hydra|LOC100206285
OG0003455	Xenia|LOC124450650, Xenia|LOC124450649	Hydra|LOC101238903
OG0003456	Xenia|LOC124437591	Hydra|LOC100208119
OG0003457	Xenia|LOC124440555	Hydra|LOC100208115
OG0003458	Xenia|LOC124441771	Hydra|LOC100201378
OG0003460	Xenia|LOC124453341, Xenia|LOC124452837	Hydra|LOC100200175
OG0003461	Xenia|LOC124443068, Xenia|LOC124446790	Hydra|LOC101235096
OG0003462	Xenia|LOC124442264	Hydra|LOC100214467
OG0003463	Xenia|LOC124441307, Xenia|LOC124441676	Hydra|LOC100204624
OG0003464	Xenia|LOC124443547	Hydra|LOC100198318
OG0003465	Xenia|LOC124439578	Hydra|LOC100206864
OG0003466	Xenia|LOC124447559	Hydra|LOC100211155
OG0003467	Xenia|LOC124447197	Hydra|LOC100214577
OG0003468	Xenia|LOC124451380	Hydra|LOC100211058
OG0003469	Xenia|LOC124459530	Hydra|LOC100203619
OG0003470	Xenia|LOC124446115	Hydra|LOC100208442
OG0003471	Xenia|LOC124433869, Xenia|LOC124434175	Hydra|LOC105844618, Hydra|LOC124812566
OG0003472	Xenia|LOC124443728	Hydra|LOC101239642
OG0003473	Xenia|LOC124451117	Hydra|LOC100205896
OG0003474	Xenia|LOC124442539	Hydra|LOC100198706
OG0003475	Xenia|LOC124434146	Hydra|LOC101236078
OG0003476	Xenia|LOC124435668, Xenia|LOC124434106	Hydra|LOC105844068
OG0003477	Xenia|LOC124440234	Hydra|LOC100198026
OG0003478	Xenia|LOC124459601	Hydra|LOC100206117, Hydra|LOC100199935
OG0003479	Xenia|LOC124453148	Hydra|LOC100210668
OG0003480	Xenia|LOC124446374, Xenia|LOC124445132	Hydra|LOC100204082
OG0003482	Xenia|LOC124456199	Hydra|LOC100213420
OG0003485	Xenia|LOC124447572	Hydra|LOC100209292
OG0003486	Xenia|LOC124446239, Xenia|LOC124446240	Hydra|LOC101237473
OG0003488	Xenia|LOC124443843	Hydra|LOC100197178
OG0003489	Xenia|LOC124442508	Hydra|LOC100204120
OG0003490	Xenia|LOC124443190	Hydra|LOC100205241
OG0003492	Xenia|LOC124446452	Hydra|LOC124810341, Hydra|LOC101237520
OG0003493	Xenia|LOC124446021	Hydra|LOC105843104
OG0003494	Xenia|LOC124445013	Hydra|LOC100214595
OG0003495	Xenia|LOC124457215	Hydra|LOC100205550
OG0003496	Xenia|LOC124449328, Xenia|LOC124448814	Hydra|LOC101237454
OG0003497	Xenia|LOC124449846, Xenia|LOC124453861	Hydra|LOC100206316
OG0003499	Xenia|LOC124454580	Hydra|LOC100197591
OG0003500	Xenia|LOC124445421	Hydra|LOC100212544
OG0003501	Xenia|LOC124445679	Hydra|LOC100198195
OG0003502	Xenia|LOC124456915	Hydra|LOC100200894
OG0003505	Xenia|LOC124450273	Hydra|LOC100208899
OG0003508	Xenia|LOC124439141	Hydra|LOC100213071
OG0003510	Xenia|LOC124445332	Hydra|LOC100213959
OG0003513	Xenia|LOC124456526, Xenia|LOC124439889	Hydra|LOC100201129
OG0003514	Xenia|LOC124454022, Xenia|LOC124439791	Hydra|LOC100205925
OG0003515	Xenia|LOC124440220, Xenia|LOC124440491	Hydra|LOC105851024
OG0003517	Xenia|LOC124444633	Hydra|LOC100206474
OG0003519	Xenia|LOC124450504	Hydra|LOC100206524
OG0003521	Xenia|LOC124436946	Hydra|LOC101240704
OG0003522	Xenia|LOC124433519	Hydra|LOC101234550
OG0003523	Xenia|LOC124433484	Hydra|LOC100209320
OG0003524	Xenia|LOC124436066, Xenia|LOC124436816	Hydra|LOC100209310
OG0003525	Xenia|LOC124445585	Hydra|LOC101241489
OG0003527	Xenia|LOC124454928, Xenia|LOC124454464	Hydra|LOC100212270
OG0003528	Xenia|LOC124436238, Xenia|LOC124434302	Hydra|LOC100205655
OG0003529	Xenia|LOC124447423	Hydra|LOC100211459
OG0003530	Xenia|LOC124444842	Hydra|LOC101240312
OG0003531	Xenia|LOC124433813	Hydra|LOC101235337
OG0003533	Xenia|LOC124440528	Hydra|LOC101240223
OG0003534	Xenia|LOC124433775	Hydra|LOC124815680
OG0003535	Xenia|LOC124436645	Hydra|LOC100203082
OG0003536	Xenia|LOC124434666	Hydra|LOC101238750
OG0003537	Xenia|LOC124438581	Hydra|LOC101236399
OG0003538	Xenia|LOC124439887	Hydra|LOC100209530
OG0003541	Xenia|LOC124454721	Hydra|LOC100212498
OG0003542	Xenia|LOC124433304	Hydra|LOC105846316
OG0003543	Xenia|LOC124442591	Hydra|LOC101236489
OG0003544	Xenia|LOC124439702	Hydra|LOC100210696
OG0003545	Xenia|LOC124443074	Hydra|LOC105846863
OG0003546	Xenia|LOC124440764	Hydra|LOC100210028
OG0003547	Xenia|LOC124450801, Xenia|LOC124438824	Hydra|LOC100204117
OG0003548	Xenia|LOC124448450	Hydra|LOC100210457
OG0003549	Xenia|LOC124448439, Xenia|LOC124448440	Hydra|LOC100197776
OG0003550	Xenia|LOC124453388	Hydra|LOC100214234
OG0003551	Xenia|LOC124450293	Hydra|LOC100212332
OG0003552	Xenia|LOC124441155	Hydra|LOC100212409
OG0003553	Xenia|LOC124433525	Hydra|LOC100208619
OG0003555	Xenia|LOC124435132	Hydra|LOC100207960
OG0003556	Xenia|LOC124444403	Hydra|LOC100205122
OG0003558	Xenia|LOC124454195, Xenia|LOC124454169	Hydra|LOC101236852
OG0003559	Xenia|LOC124439489	Hydra|LOC100205838
OG0003561	Xenia|LOC124447824, Xenia|LOC124448447, Xenia|LOC124447828	Hydra|LOC105850568
OG0003563	Xenia|LOC124448003	Hydra|LOC105850828
OG0003564	Xenia|LOC124440672	Hydra|LOC100205952
OG0003565	Xenia|LOC124457211	Hydra|LOC101239514
OG0003566	Xenia|LOC124459465	Hydra|LOC100204145
OG0003567	Xenia|LOC124440515	Hydra|LOC101234974
OG0003568	Xenia|LOC124446758	Hydra|LOC100205653
OG0003569	Xenia|LOC124455453	Hydra|LOC100213243
OG0003570	Xenia|LOC124439228	Hydra|LOC100203801
OG0003571	Xenia|LOC124457487	Hydra|LOC100201282
OG0003572	Xenia|LOC124446211	Hydra|LOC100199713
OG0003573	Xenia|LOC124446213, Xenia|LOC124446205	Hydra|LOC101236669
OG0003574	Xenia|LOC124443884	Hydra|LOC100209632
OG0003575	Xenia|LOC124450636	Hydra|LOC100211019
OG0003576	Xenia|LOC124456795	Hydra|LOC100202577
OG0003577	Xenia|LOC124454323, Xenia|LOC124454683	Hydra|LOC100200336
OG0003580	Xenia|LOC124453668	Hydra|LOC100215571
OG0003583	Xenia|LOC124435549	Hydra|LOC100197403
OG0003584	Xenia|LOC124452364	Hydra|LOC100201348
OG0003587	Xenia|LOC124442697, Xenia|LOC124439862	Hydra|LOC100200374
OG0003588	Xenia|LOC124441127, Xenia|LOC124441671	Hydra|LOC100199415
OG0003589	Xenia|LOC124434027	Hydra|LOC100209540
OG0003592	Xenia|LOC124443930	Hydra|LOC100209503
OG0003593	Xenia|LOC124453128	Hydra|LOC101236788
OG0003594	Xenia|LOC124453700	Hydra|LOC100207443
OG0003596	Xenia|LOC124437278	Hydra|LOC100212431
OG0003597	Xenia|LOC124450321	Hydra|LOC101240744
OG0003598	Xenia|LOC124449516	Hydra|LOC100204180
OG0003599	Xenia|LOC124448257	Hydra|LOC100215321
OG0003600	Xenia|LOC124447980	Hydra|LOC100199836
OG0003601	Xenia|LOC124436476	Hydra|LOC100204215
OG0003602	Xenia|LOC124444405	Hydra|LOC100211598
OG0003603	Xenia|LOC124439934	Hydra|LOC100205926
OG0003605	Xenia|LOC124439384	Hydra|LOC100210570
OG0003606	Xenia|LOC124434081	Hydra|LOC100199863
OG0003607	Xenia|LOC124449596	Hydra|LOC100201822
OG0003608	Xenia|LOC124452722	Hydra|LOC100198974
OG0003609	Xenia|LOC124442406	Hydra|LOC100215586
OG0003610	Xenia|LOC124451876, Xenia|LOC124451871	Hydra|LOC100207194
OG0003611	Xenia|LOC124441401	Hydra|LOC105848046
OG0003612	Xenia|LOC124439275	Hydra|LOC100215987
OG0003613	Xenia|LOC124439354	Hydra|LOC101236693
OG0003614	Xenia|LOC124447618, Xenia|LOC124448776	Hydra|LOC100200741
OG0003615	Xenia|LOC124445402	Hydra|LOC100207568
OG0003616	Xenia|LOC124455588	Hydra|LOC100209474
OG0003617	Xenia|LOC124441206, Xenia|LOC124455322	Hydra|LOC101239060
OG0003619	Xenia|LOC124454592, Xenia|LOC124454397	Hydra|LOC100215893
OG0003620	Xenia|LOC124450329	Hydra|LOC100197214
OG0003622	Xenia|LOC124443065	Hydra|LOC105848331
OG0003623	Xenia|LOC124458289	Hydra|LOC100206000
OG0003624	Xenia|LOC124435702	Hydra|LOC100203634
OG0003625	Xenia|LOC124449869	Hydra|LOC100209728
OG0003626	Xenia|LOC124448040	Hydra|LOC100213836
OG0003627	Xenia|LOC124438391, Xenia|LOC124438390	Hydra|LOC100203927
OG0003628	Xenia|LOC124447191, Xenia|LOC124446533	Hydra|LOC100213832
OG0003629	Xenia|LOC124456090	Hydra|LOC100201708
OG0003630	Xenia|LOC124436919	Hydra|LOC100202655
OG0003631	Xenia|LOC124436378	Hydra|LOC100208194
OG0003632	Xenia|LOC124434663	Hydra|LOC100198504, Hydra|LOC105848841
OG0003633	Xenia|LOC124439131	Hydra|LOC100201145
OG0003634	Xenia|LOC124433680	Hydra|LOC100200067
OG0003635	Xenia|LOC124445733	Hydra|LOC100199452
OG0003637	Xenia|LOC124443336, Xenia|LOC124441535	Hydra|LOC100210288
OG0003638	Xenia|LOC124439970	Hydra|LOC100207171
OG0003639	Xenia|LOC124440835	Hydra|LOC100205473
OG0003641	Xenia|LOC124444436	Hydra|LOC101237809
OG0003642	Xenia|LOC124434032	Hydra|LOC100210847
OG0003643	Xenia|LOC124440915	Hydra|LOC100201772
OG0003644	Xenia|LOC124452904	Hydra|LOC100212338
OG0003645	Xenia|LOC124444401	Hydra|LOC101238093
OG0003646	Xenia|LOC124452667	Hydra|LOC100199701
OG0003647	Xenia|LOC124444863	Hydra|LOC100205784
OG0003648	Xenia|LOC124439376	Hydra|LOC105848594, Hydra|LOC100204480
OG0003649	Xenia|LOC124452481	Hydra|LOC100210496
OG0003650	Xenia|LOC124446200	Hydra|LOC100206469
OG0003651	Xenia|LOC124452483	Hydra|LOC100199269
OG0003652	Xenia|LOC124453400	Hydra|LOC100202865
OG0003653	Xenia|LOC124443553	Hydra|LOC100207204
OG0003656	Xenia|LOC124449842, Xenia|LOC124452691	Hydra|LOC100205781
OG0003657	Xenia|LOC124448179	Hydra|LOC100197265
OG0003658	Xenia|LOC124433591	Hydra|LOC100197002, Hydra|LOC100212430
OG0003659	Xenia|LOC124453365	Hydra|LOC100210529
OG0003660	Xenia|LOC124456117	Hydra|LOC100207002
OG0003662	Xenia|LOC124437098	Hydra|LOC101238988
OG0003663	Xenia|LOC124449839	Hydra|LOC100211204
OG0003665	Xenia|LOC124439727	Hydra|LOC101236193
OG0003667	Xenia|LOC124453456	Hydra|LOC100212863
OG0003668	Xenia|LOC124443935	Hydra|LOC100199331
OG0003669	Xenia|LOC124459419	Hydra|LOC124813486
OG0003670	Xenia|LOC124440622	Hydra|LOC100204811
OG0003673	Xenia|LOC124440261, Xenia|LOC124440213	Hydra|LOC100210096
OG0003674	Xenia|LOC124445410	Hydra|LOC100197701
OG0003675	Xenia|LOC124453477	Hydra|LOC100200634
OG0003676	Xenia|LOC124440844	Hydra|LOC105843314
OG0003677	Xenia|LOC124434244	Hydra|LOC100205284
OG0003678	Xenia|LOC124439126	Hydra|LOC100208233
OG0003679	Xenia|LOC124438021	Hydra|LOC100204754
OG0003682	Xenia|LOC124443318	Hydra|LOC100201451
OG0003683	Xenia|LOC124441886	Hydra|LOC101238814
OG0003684	Xenia|LOC124439299	Hydra|LOC100206689
OG0003685	Xenia|LOC124453482	Hydra|LOC101241352
OG0003687	Xenia|LOC124441152	Hydra|LOC101238105
OG0003688	Xenia|LOC124453396, Xenia|LOC124452645	Hydra|LOC100212168
OG0003692	Xenia|LOC124433474	Hydra|LOC100214371
OG0003693	Xenia|LOC124444399	Hydra|LOC100198887
OG0003694	Xenia|LOC124441409, Xenia|LOC124441421	Hydra|LOC100200463
OG0003696	Xenia|LOC124450942	Hydra|LOC100202719
OG0003698	Xenia|LOC124438234, Xenia|LOC124438108, Xenia|LOC124438109	Hydra|LOC124817516
OG0003699	Xenia|LOC124452457, Xenia|LOC124439907	Hydra|LOC100204484
OG0003700	Xenia|LOC124434056	Hydra|LOC101236236
OG0003701	Xenia|LOC124443430	Hydra|LOC100204197
OG0003703	Xenia|LOC124436158, Xenia|LOC124453330	Hydra|LOC100206227
OG0003706	Xenia|LOC124437491	Hydra|LOC100203201
OG0003709	Xenia|LOC124436831	Hydra|LOC105848468
OG0003714	Xenia|LOC124451686, Xenia|LOC124451685	Hydra|LOC100199481
OG0003715	Xenia|LOC124439982	Hydra|LOC105849873
OG0003717	Xenia|LOC124452386	Hydra|LOC100202132
OG0003718	Xenia|LOC124452842	Hydra|LOC100211421
OG0003719	Xenia|LOC124447898	Hydra|LOC100200102
OG0003720	Xenia|LOC124436943	Hydra|LOC105843033
OG0003721	Xenia|LOC124453098, Xenia|LOC124433544	Hydra|LOC100192250
OG0003722	Xenia|LOC124433911, Xenia|LOC124433900	Hydra|LOC100197320
OG0003723	Xenia|LOC124434982	Hydra|LOC124814387
OG0003727	Xenia|LOC124444703	Hydra|LOC100208231
OG0003729	Xenia|LOC124434447	Hydra|LOC101235693
OG0003731	Xenia|LOC124441211	Hydra|LOC101235151, Hydra|LOC100202752
OG0003733	Xenia|LOC124453397	Hydra|LOC100209039
OG0003734	Xenia|LOC124457230, Xenia|LOC124453290	Hydra|LOC100207037
OG0003738	Xenia|LOC124440466, Xenia|LOC124440497	Hydra|LOC100205210
