Orthogroup	longest_isoform_XeniaProteins	longest_isoform_NematostellaProteins
OG0000721	Xenia|LOC124438509	Nematostella|LOC5517722, Nematostella|LOC5517714, Nematostella|LOC5509243, Nematostella|LOC116612434, Nematostella|LOC5512218, Nematostella|LOC116610304
OG0000722	Xenia|LOC124433588	Nematostella|LOC5515745, Nematostella|LOC116613083
OG0000723	Xenia|LOC124459443	Nematostella|LOC5512882, Nematostella|LOC5512943
OG0000724	Xenia|LOC124455543, Xenia|LOC124453110	Nematostella|LOC5521004, Nematostella|LOC5521003, Nematostella|LOC5521086
OG0000731	Xenia|LOC124437067	Nematostella|LOC5501456
OG0000733	Xenia|LOC124438029	Nematostella|LOC5519775, Nematostella|LOC5505625, Nematostella|LOC5508829, Nematostella|LOC5516060, Nematostella|LOC116618929
OG0000734	Xenia|LOC124455179, Xenia|LOC124455143, Xenia|LOC124442905	Nematostella|LOC116612001
OG0000734	Xenia|LOC124447087, Xenia|LOC124447088	Nematostella|LOC5506212
OG0000735	Xenia|LOC124439013, Xenia|LOC124438332	Nematostella|LOC5513482, Nematostella|LOC5506983
OG0000736	Xenia|LOC124450632	Nematostella|LOC125561957, Nematostella|LOC5516591
OG0000736	Xenia|LOC124445014	Nematostella|LOC116610936, Nematostella|LOC125570136
OG0000737	Xenia|LOC124438306, Xenia|LOC124441589	Nematostella|LOC116616213
OG0000760	Xenia|LOC124438687, Xenia|LOC124458539	Nematostella|LOC5507740
OG0000763	Xenia|LOC124455469, Xenia|LOC124457099, Xenia|LOC124445120, Xenia|LOC124452041, Xenia|LOC124449061, Xenia|LOC124435969, Xenia|LOC124457081, Xenia|LOC124435977, Xenia|LOC124435904	Nematostella|LOC116618365, Nematostella|LOC116615656, Nematostella|LOC116620082, Nematostella|LOC116620077, Nematostella|LOC116601900, Nematostella|LOC116618746
OG0000772	Xenia|LOC124451629, Xenia|LOC124450656	Nematostella|LOC5509301, Nematostella|LOC5504576
OG0000774	Xenia|LOC124447825, Xenia|LOC124457973, Xenia|LOC124442834	Nematostella|LOC5506420, Nematostella|LOC5506419
OG0000777	Xenia|LOC124434356, Xenia|LOC124435267, Xenia|LOC124445976, Xenia|LOC124435007, Xenia|LOC124434369	Nematostella|LOC5517471
OG0000778	Xenia|LOC124452916	Nematostella|LOC5511365, Nematostella|LOC5508257, Nematostella|LOC116614120, Nematostella|LOC5511357
OG0000778	Xenia|LOC124436952	Nematostella|LOC5502465, Nematostella|LOC5521615
OG0000779	Xenia|LOC124433990, Xenia|LOC124433998, Xenia|LOC124434005	Nematostella|LOC5507293, Nematostella|LOC5518091
OG0000780	Xenia|LOC124446279	Nematostella|LOC5521445
OG0000780	Xenia|LOC124434739	Nematostella|LOC5510955
OG0000782	Xenia|LOC124459413, Xenia|LOC124437676, Xenia|LOC124435912, Xenia|LOC124457321, Xenia|LOC124457056, Xenia|LOC124459170, Xenia|LOC124445127, Xenia|LOC124448033	Nematostella|LOC125563014, Nematostella|LOC116601971, Nematostella|LOC116614155
OG0000785	Xenia|LOC124434075	Nematostella|LOC5509834, Nematostella|LOC5502480
OG0000785	Xenia|LOC124453702	Nematostella|LOC5518730
OG0000787	Xenia|LOC124434263, Xenia|LOC124453654	Nematostella|LOC5512778, Nematostella|LOC5516987
OG0000788	Xenia|LOC124454258, Xenia|LOC124434329	Nematostella|LOC5507559, Nematostella|LOC5511543
OG0000789	Xenia|LOC124441553, Xenia|LOC124443229, Xenia|LOC124443350, Xenia|LOC124443207, Xenia|LOC124453914, Xenia|LOC124443231, Xenia|LOC124441559, Xenia|LOC124445717, Xenia|LOC124441550, Xenia|LOC124443194	Nematostella|LOC116610003
OG0000791	Xenia|LOC124438838, Xenia|LOC124438345, Xenia|LOC124438357	Nematostella|LOC116610307, Nematostella|LOC5515247, Nematostella|LOC5515212, Nematostella|LOC5515246
OG0000792	Xenia|LOC124440435	Nematostella|LOC5516817
OG0000792	Xenia|LOC124436780	Nematostella|LOC5507047
OG0000796	Xenia|LOC124457897	Nematostella|LOC5499032, Nematostella|LOC5513772, Nematostella|LOC5512560
OG0000798	Xenia|LOC124458253, Xenia|LOC124445892, Xenia|LOC124454057, Xenia|LOC124454679, Xenia|LOC124454418, Xenia|LOC124454417	Nematostella|LOC5501951
OG0000799	Xenia|LOC124446350	Nematostella|LOC5509941
OG0000801	Xenia|LOC124444286, Xenia|LOC124444287	Nematostella|LOC5504368
OG0000804	Xenia|LOC124450768	Nematostella|LOC5518082, Nematostella|LOC5511321
OG0000804	Xenia|LOC124442107	Nematostella|LOC5508568
OG0000805	Xenia|LOC124449253	Nematostella|LOC116610261
OG0000807	Xenia|LOC124438993	Nematostella|LOC5518742
OG0000807	Xenia|LOC124438342, Xenia|LOC124453125	Nematostella|LOC5506403, Nematostella|LOC5517757, Nematostella|LOC5503597
OG0000809	Xenia|LOC124440045, Xenia|LOC124440517, Xenia|LOC124440044	Nematostella|LOC5522145, Nematostella|LOC5512784
OG0000810	Xenia|LOC124456506, Xenia|LOC124438283	Nematostella|LOC125556681
OG0000810	Xenia|LOC124455628	Nematostella|LOC5520663, Nematostella|LOC116617824, Nematostella|LOC5509812
OG0000813	Xenia|LOC124440378	Nematostella|LOC116617494, Nematostella|LOC5510965, Nematostella|LOC116604228
OG0000813	Xenia|LOC124445403	Nematostella|LOC125572217, Nematostella|LOC5516363, Nematostella|LOC125561928, Nematostella|LOC125559028, Nematostella|LOC5502424, Nematostella|LOC5508699
OG0000816	Xenia|LOC124455579	Nematostella|LOC125559879
OG0000816	Xenia|LOC124436099	Nematostella|LOC116617328
OG0000817	Xenia|LOC124434084	Nematostella|LOC5513952, Nematostella|LOC5512188
OG0000818	Xenia|LOC124446110	Nematostella|LOC5504011, Nematostella|LOC116603400, Nematostella|LOC116611301, Nematostella|LOC5504026, Nematostella|LOC5516028
OG0000819	Xenia|LOC124435910, Xenia|LOC124454215	Nematostella|LOC125568078
OG0000819	Xenia|LOC124452527	Nematostella|LOC116603094
OG0000822	Xenia|LOC124457283, Xenia|LOC124457926, Xenia|LOC124456216	Nematostella|LOC116617038, Nematostella|LOC116618895, Nematostella|LOC116617308, Nematostella|LOC116605166, Nematostella|LOC116607167
OG0000825	Xenia|LOC124441193, Xenia|LOC124441375, Xenia|LOC124441376, Xenia|LOC124442520	Nematostella|LOC5506676
OG0000826	Xenia|LOC124441402	Nematostella|LOC116609930
OG0000827	Xenia|LOC124445144, Xenia|LOC124445145	Nematostella|LOC5518504, Nematostella|LOC5518986, Nematostella|LOC5509707, Nematostella|LOC5501800, Nematostella|LOC5504436
OG0000830	Xenia|LOC124452511	Nematostella|LOC5515725
OG0000831	Xenia|LOC124453671	Nematostella|LOC116609751, Nematostella|LOC125559735, Nematostella|LOC116614957, Nematostella|LOC116608606
OG0000853	Xenia|LOC124440053, Xenia|LOC124435553, Xenia|LOC124457116, Xenia|LOC124457117, Xenia|LOC124456798, Xenia|LOC124433445, Xenia|LOC124433444, Xenia|LOC124433341, Xenia|LOC124457713, Xenia|LOC124456797, Xenia|LOC124458412, Xenia|LOC124458413	Nematostella|LOC5519233, Nematostella|LOC5507804
OG0000863	Xenia|LOC124459442	Nematostella|LOC116602053
OG0000869	Xenia|LOC124456020, Xenia|LOC124434440	Nematostella|LOC116619350
OG0000870	Xenia|LOC124453441, Xenia|LOC124453448	Nematostella|LOC5513981, Nematostella|LOC125567394, Nematostella|LOC5502177
OG0000874	Xenia|LOC124436811	Nematostella|LOC116618151, Nematostella|LOC116604633
OG0000876	Xenia|LOC124453293	Nematostella|LOC5518256, Nematostella|LOC5518799, Nematostella|LOC5507061, Nematostella|LOC125556686, Nematostella|LOC5521676
OG0000887	Xenia|LOC124459311, Xenia|LOC124459216, Xenia|LOC124443629	Nematostella|LOC5515073
OG0000890	Xenia|LOC124439714	Nematostella|LOC5512590, Nematostella|LOC5512620
OG0000892	Xenia|LOC124445151, Xenia|LOC124452614	Nematostella|LOC5521330, Nematostella|LOC5501640, Nematostella|LOC5501642, Nematostella|LOC5501643
OG0000894	Xenia|LOC124442263	Nematostella|LOC5507545, Nematostella|LOC5511545, Nematostella|LOC5519696, Nematostella|LOC5511592, Nematostella|LOC5519606, Nematostella|LOC5507862
OG0000896	Xenia|LOC124446564	Nematostella|LOC116618037, Nematostella|LOC5501596
OG0000897	Xenia|LOC124444452, Xenia|LOC124452518	Nematostella|LOC5509002, Nematostella|LOC5513676, Nematostella|LOC5505777, Nematostella|LOC5509964, Nematostella|LOC5502964, Nematostella|LOC5503909, Nematostella|LOC116611687
OG0000900	Xenia|LOC124449643, Xenia|LOC124436093, Xenia|LOC124448997, Xenia|LOC124449634, Xenia|LOC124457825, Xenia|LOC124437500, Xenia|LOC124437501, Xenia|LOC124436602, Xenia|LOC124437497	Nematostella|LOC5512256
OG0000901	Xenia|LOC124442799	Nematostella|LOC5508228, Nematostella|LOC5500217
OG0000901	Xenia|LOC124444207	Nematostella|LOC116619661
OG0000901	Xenia|LOC124443729	Nematostella|LOC5515057, Nematostella|LOC116619694
OG0000906	Xenia|LOC124446812	Nematostella|LOC5506642
OG0000906	Xenia|LOC124446045, Xenia|LOC124446813	Nematostella|LOC5506800, Nematostella|LOC5503261
OG0000907	Xenia|LOC124445209, Xenia|LOC124445061, Xenia|LOC124445079	Nematostella|LOC5515439, Nematostella|LOC5521766, Nematostella|LOC5507644
OG0000910	Xenia|LOC124443368, Xenia|LOC124442800, Xenia|LOC124443365, Xenia|LOC124442952, Xenia|LOC124441547, Xenia|LOC124443366, Xenia|LOC124442953, Xenia|LOC124442964, Xenia|LOC124441164	Nematostella|LOC5499766
OG0000913	Xenia|LOC124435074	Nematostella|LOC116613012, Nematostella|LOC116615574
OG0000914	Xenia|LOC124438644, Xenia|LOC124453538	Nematostella|LOC5510674, Nematostella|LOC5510647, Nematostella|LOC5507682
OG0000915	Xenia|LOC124452520, Xenia|LOC124453699	Nematostella|LOC5520334
OG0000917	Xenia|LOC124444862	Nematostella|LOC5513269
OG0000918	Xenia|LOC124453473	Nematostella|LOC5520105, Nematostella|LOC125561156, Nematostella|LOC5508879
OG0000918	Xenia|LOC124439749, Xenia|LOC124439750, Xenia|LOC124439748	Nematostella|LOC5521141
OG0000919	Xenia|LOC124452886, Xenia|LOC124452897, Xenia|LOC124445152, Xenia|LOC124446319	Nematostella|LOC5514723, Nematostella|LOC5514722, Nematostella|LOC5503763
OG0000924	Xenia|LOC124440256	Nematostella|LOC5515324
OG0000925	Xenia|LOC124445856	Nematostella|LOC5502866, Nematostella|LOC5506608, Nematostella|LOC5506626, Nematostella|LOC5498333
OG0000925	Xenia|LOC124444960	Nematostella|LOC5515038, Nematostella|LOC5514606, Nematostella|LOC5506693, Nematostella|LOC5506694, Nematostella|LOC5506695
OG0000926	Xenia|LOC124442463	Nematostella|LOC5513045
OG0000926	Xenia|LOC124442424	Nematostella|LOC5503394, Nematostella|LOC5501002
OG0000927	Xenia|LOC124435255, Xenia|LOC124433884, Xenia|LOC124439419, Xenia|LOC124437408	Nematostella|LOC125561252, Nematostella|LOC125560950, Nematostella|LOC125568289, Nematostella|LOC116601970, Nematostella|LOC116614552
OG0000928	Xenia|LOC124443085	Nematostella|LOC116602321, Nematostella|LOC116604066, Nematostella|LOC5511879, Nematostella|LOC5511878, Nematostella|LOC5520721
OG0000929	Xenia|LOC124437076	Nematostella|LOC116615278, Nematostella|LOC5507048
OG0000930	Xenia|LOC124450643	Nematostella|LOC5521923, Nematostella|LOC116617248, Nematostella|LOC5522041, Nematostella|LOC5512193, Nematostella|LOC5512168
OG0000932	Xenia|LOC124433523, Xenia|LOC124450812, Xenia|LOC124443860, Xenia|LOC124444382, Xenia|LOC124443531, Xenia|LOC124444381, Xenia|LOC124444372	Nematostella|LOC5514194, Nematostella|LOC116617692, Nematostella|LOC5517813
OG0000933	Xenia|LOC124452003	Nematostella|LOC5514422, Nematostella|LOC5514459
OG0000935	Xenia|LOC124445559	Nematostella|LOC5507107, Nematostella|LOC5513545, Nematostella|LOC5505396, Nematostella|LOC5520962
OG0000938	Xenia|LOC124433497	Nematostella|LOC5507536, Nematostella|LOC5513757
OG0000939	Xenia|LOC124445378	Nematostella|LOC5518982, Nematostella|LOC116620196, Nematostella|LOC116605316, Nematostella|LOC116601388, Nematostella|LOC116608923, Nematostella|LOC5515895, Nematostella|LOC116613119
OG0000942	Xenia|LOC124438252	Nematostella|LOC5516277
OG0000944	Xenia|LOC124451351	Nematostella|LOC5513085
OG0000944	Xenia|LOC124447093	Nematostella|LOC5506645
OG0000944	Xenia|LOC124433505	Nematostella|LOC5502704
OG0000945	Xenia|LOC124439327	Nematostella|LOC5517101, Nematostella|LOC5504870, Nematostella|LOC5514815
OG0000946	Xenia|LOC124438926	Nematostella|LOC5515291
OG0000947	Xenia|LOC124440111	Nematostella|LOC116605658, Nematostella|LOC125560849, Nematostella|LOC5514017, Nematostella|LOC116619163, Nematostella|LOC5515939, Nematostella|LOC116620091, Nematostella|LOC5515885
OG0000969	Xenia|LOC124451356, Xenia|LOC124453984	Nematostella|LOC5509100, Nematostella|LOC116602157, Nematostella|LOC125561819, Nematostella|LOC125560756, Nematostella|LOC116612020, Nematostella|LOC125568415, Nematostella|LOC125561913, Nematostella|LOC125563102, Nematostella|LOC125572421, Nematostella|LOC116604046
OG0000971	Xenia|LOC124451354, Xenia|LOC124452111	Nematostella|LOC5501182, Nematostella|LOC5507254, Nematostella|LOC5508672, Nematostella|LOC5518285, Nematostella|LOC5516790, Nematostella|LOC116614494, Nematostella|LOC5507082, Nematostella|LOC116614495, Nematostella|LOC5508949, Nematostella|LOC5510888
OG0000980	Xenia|LOC124445133, Xenia|LOC124446153, Xenia|LOC124446751, Xenia|LOC124445140, Xenia|LOC124445138, Xenia|LOC124446925, Xenia|LOC124445141, Xenia|LOC124445135	Nematostella|LOC116618442, Nematostella|LOC116604125, Nematostella|LOC116614673, Nematostella|LOC5522299
OG0000983	Xenia|LOC124437402	Nematostella|LOC116617511, Nematostella|LOC5511022, Nematostella|LOC116615324, Nematostella|LOC5520380, Nematostella|LOC116601221, Nematostella|LOC5508666, Nematostella|LOC116602123, Nematostella|LOC5518629, Nematostella|LOC5519701, Nematostella|LOC5512873, Nematostella|LOC5519698, Nematostella|LOC5510699
OG0000986	Xenia|LOC124444348	Nematostella|LOC116619881, Nematostella|LOC5510274, Nematostella|LOC5519305, Nematostella|LOC5517968, Nematostella|LOC116614171, Nematostella|LOC5506490, Nematostella|LOC5510026, Nematostella|LOC5515771, Nematostella|LOC5509172, Nematostella|LOC5520773, Nematostella|LOC5518137, Nematostella|LOC5508918
OG0000989	Xenia|LOC124451892, Xenia|LOC124451280, Xenia|LOC124451894, Xenia|LOC124451890, Xenia|LOC124450383, Xenia|LOC124453650, Xenia|LOC124437027, Xenia|LOC124436092, Xenia|LOC124436457, Xenia|LOC124454659	Nematostella|LOC5513595
OG0000989	Xenia|LOC124444127	Nematostella|LOC116614809
OG0001000	Xenia|LOC124445325	Nematostella|LOC5509078, Nematostella|LOC5508933, Nematostella|LOC5500758, Nematostella|LOC5506003, Nematostella|LOC5519984, Nematostella|LOC5507779, Nematostella|LOC5506063, Nematostella|LOC5506821
OG0001005	Xenia|LOC124456222	Nematostella|LOC5515986
OG0001009	Xenia|LOC124451835, Xenia|LOC124441917	Nematostella|LOC116616176, Nematostella|LOC116616177, Nematostella|LOC5502688, Nematostella|LOC116605312
OG0001013	Xenia|LOC124454113, Xenia|LOC124454625	Nematostella|LOC5513258, Nematostella|LOC5503782
OG0001016	Xenia|LOC124440809, Xenia|LOC124440805	Nematostella|LOC5515822
OG0001021	Xenia|LOC124446710	Nematostella|LOC5506610
OG0001021	Xenia|LOC124437082	Nematostella|LOC116614813
OG0001026	Xenia|LOC124441736	Nematostella|LOC5507142
OG0001027	Xenia|LOC124456787	Nematostella|LOC5511711
OG0001027	Xenia|LOC124456785, Xenia|LOC124444320, Xenia|LOC124457961, Xenia|LOC124443798	Nematostella|LOC5519661
OG0001028	Xenia|LOC124453777	Nematostella|LOC5504586
OG0001029	Xenia|LOC124452900, Xenia|LOC124453754, Xenia|LOC124448375, Xenia|LOC124448342, Xenia|LOC124448341	Nematostella|LOC116611365, Nematostella|LOC116611361, Nematostella|LOC116611362
OG0001030	Xenia|LOC124442981, Xenia|LOC124442982, Xenia|LOC124442983	Nematostella|LOC5501180, Nematostella|LOC5510529, Nematostella|LOC5522128
OG0001032	Xenia|LOC124434046, Xenia|LOC124434044, Xenia|LOC124434042, Xenia|LOC124434041, Xenia|LOC124434045, Xenia|LOC124434047	Nematostella|LOC5519507
OG0001033	Xenia|LOC124438590, Xenia|LOC124452805	Nematostella|LOC5512455, Nematostella|LOC116604709
OG0001034	Xenia|LOC124434064	Nematostella|LOC5520474
OG0001034	Xenia|LOC124445277	Nematostella|LOC5507814
OG0001036	Xenia|LOC124440358	Nematostella|LOC116616131, Nematostella|LOC125563221
OG0001036	Xenia|LOC124433785	Nematostella|LOC5502740
OG0001037	Xenia|LOC124459486	Nematostella|LOC5512267, Nematostella|LOC5512247, Nematostella|LOC5505623, Nematostella|LOC5505620
OG0001038	Xenia|LOC124442013, Xenia|LOC124441887, Xenia|LOC124441889, Xenia|LOC124455595, Xenia|LOC124437895	Nematostella|LOC5520863
OG0001039	Xenia|LOC124446854, Xenia|LOC124446848, Xenia|LOC124447000	Nematostella|LOC5508199, Nematostella|LOC5502526, Nematostella|LOC5512115, Nematostella|LOC5512084
OG0001041	Xenia|LOC124436091, Xenia|LOC124436352, Xenia|LOC124436351, Xenia|LOC124437492, Xenia|LOC124437490, Xenia|LOC124435852, Xenia|LOC124437488, Xenia|LOC124435853	Nematostella|LOC5502328
OG0001042	Xenia|LOC124453606	Nematostella|LOC5521282, Nematostella|LOC5516752
OG0001044	Xenia|LOC124434761, Xenia|LOC124455424	Nematostella|LOC5512306
OG0001045	Xenia|LOC124452607	Nematostella|LOC5515184, Nematostella|LOC5516994
OG0001045	Xenia|LOC124434155, Xenia|LOC124444192	Nematostella|LOC5515189, Nematostella|LOC5515194, Nematostella|LOC5515199
OG0001047	Xenia|LOC124440072	Nematostella|LOC5505826, Nematostella|LOC5505831
OG0001047	Xenia|LOC124435046	Nematostella|LOC5515871
OG0001048	Xenia|LOC124457020, Xenia|LOC124451680, Xenia|LOC124454007, Xenia|LOC124452303, Xenia|LOC124452302, Xenia|LOC124445555, Xenia|LOC124457021, Xenia|LOC124451699	Nematostella|LOC5507547
OG0001049	Xenia|LOC124446541	Nematostella|LOC5502298
OG0001049	Xenia|LOC124443752	Nematostella|LOC5504943
OG0001050	Xenia|LOC124438869	Nematostella|LOC116616869, Nematostella|LOC5517281, Nematostella|LOC116617341, Nematostella|LOC5515383, Nematostella|LOC5520752, Nematostella|LOC5508708, Nematostella|LOC5519004, Nematostella|LOC5508711
OG0001050	Xenia|LOC124457604	Nematostella|LOC116619693
OG0001055	Xenia|LOC124434860, Xenia|LOC124433847	Nematostella|LOC5500198, Nematostella|LOC5512137, Nematostella|LOC5516342, Nematostella|LOC116619269, Nematostella|LOC116602154
OG0001059	Xenia|LOC124434471, Xenia|LOC124441268, Xenia|LOC124442925, Xenia|LOC124456630	Nematostella|LOC5509332, Nematostella|LOC5511308
OG0001062	Xenia|LOC124441991	Nematostella|LOC5504167, Nematostella|LOC5498014, Nematostella|LOC5522287
OG0001063	Xenia|LOC124443380	Nematostella|LOC5516323, Nematostella|LOC5516353, Nematostella|LOC5518271
OG0001064	Xenia|LOC124452689, Xenia|LOC124452690	Nematostella|LOC5521811, Nematostella|LOC5504552, Nematostella|LOC5504649
OG0001067	Xenia|LOC124443002	Nematostella|LOC5520830
OG0001067	Xenia|LOC124445451	Nematostella|LOC5509134
OG0001068	Xenia|LOC124445790, Xenia|LOC124445789	Nematostella|LOC5515680, Nematostella|LOC116618329
OG0001074	Xenia|LOC124436528	Nematostella|LOC5511874
OG0001074	Xenia|LOC124438636	Nematostella|LOC5513534
OG0001075	Xenia|LOC124450241	Nematostella|LOC5506581
OG0001075	Xenia|LOC124445625	Nematostella|LOC5516587, Nematostella|LOC5516588
OG0001076	Xenia|LOC124434726	Nematostella|LOC5515862, Nematostella|LOC5519586
OG0001078	Xenia|LOC124456829, Xenia|LOC124458525, Xenia|LOC124457605, Xenia|LOC124457771, Xenia|LOC124455169, Xenia|LOC124457385, Xenia|LOC124456764, Xenia|LOC124457239	Nematostella|LOC5508331
OG0001079	Xenia|LOC124447987, Xenia|LOC124454259, Xenia|LOC124449042, Xenia|LOC124449039, Xenia|LOC124449043, Xenia|LOC124454219, Xenia|LOC124454229, Xenia|LOC124449041	Nematostella|LOC5508305
OG0001080	Xenia|LOC124457539	Nematostella|LOC5514205, Nematostella|LOC5509153
OG0001080	Xenia|LOC124443604	Nematostella|LOC5505376
OG0001081	Xenia|LOC124452913	Nematostella|LOC5510061, Nematostella|LOC116620367
OG0001081	Xenia|LOC124446340	Nematostella|LOC5520074
OG0001081	Xenia|LOC124454691, Xenia|LOC124446245	Nematostella|LOC5521946
OG0001082	Xenia|LOC124455476, Xenia|LOC124455475, Xenia|LOC124455795, Xenia|LOC124455477, Xenia|LOC124455895, Xenia|LOC124455504	Nematostella|LOC5521273, Nematostella|LOC5519926
OG0001083	Xenia|LOC124442874, Xenia|LOC124447110	Nematostella|LOC5513911, Nematostella|LOC5507796, Nematostella|LOC5517304
OG0001084	Xenia|LOC124459451	Nematostella|LOC5517492
OG0001084	Xenia|LOC124447061	Nematostella|LOC5517508, Nematostella|LOC5500950
OG0001086	Xenia|LOC124444861, Xenia|LOC124444860, Xenia|LOC124444448, Xenia|LOC124442357	Nematostella|LOC5512095
OG0001087	Xenia|LOC124436699	Nematostella|LOC116614073, Nematostella|LOC5506277, Nematostella|LOC5506284, Nematostella|LOC116601137
OG0001088	Xenia|LOC124439923	Nematostella|LOC5501511, Nematostella|LOC116619695
OG0001091	Xenia|LOC124434112	Nematostella|LOC5507685, Nematostella|LOC116614859
OG0001098	Xenia|LOC124457097	Nematostella|LOC116601989, Nematostella|LOC116618890, Nematostella|LOC116603331, Nematostella|LOC116605165, Nematostella|LOC116601954, Nematostella|LOC116614414, Nematostella|LOC116611447, Nematostella|LOC116617035
