Orthogroup	longest_isoform_NematostellaProteins	longest_isoform_HydractiniaProteins
OG0001082	Nematostella|LOC5521273, Nematostella|LOC5519926	Hydractinia|LOC130612393, Hydractinia|LOC130612335
OG0001083	Nematostella|LOC5513911, Nematostella|LOC5507796, Nematostella|LOC5517304	Hydractinia|LOC130625848, Hydractinia|LOC130630222, Hydractinia|LOC130629842
OG0001084	Nematostella|LOC5517492, Nematostella|LOC5517508, Nematostella|LOC5500950	Hydractinia|LOC130630632, Hydractinia|LOC130647100
OG0001086	Nematostella|LOC5512095	Hydractinia|LOC130641104, Hydractinia|LOC130640729
OG0001087	Nematostella|LOC116614073, Nematostella|LOC5506277, Nematostella|LOC5506284, Nematostella|LOC116601137	Hydractinia|LOC130613999, Hydractinia|LOC130614020
OG0001091	Nematostella|LOC5519121, Nematostella|LOC5514446, Nematostella|LOC116619347, Nematostella|LOC5507685, Nematostella|LOC116614859	Hydractinia|LOC130625965, Hydractinia|LOC130625330
OG0001104	Nematostella|LOC125573589	Hydractinia|LOC130647255, Hydractinia|LOC130655194, Hydractinia|LOC130628538, Hydractinia|LOC130641610
OG0001112	Nematostella|LOC116619237, Nematostella|LOC116609958	Hydractinia|LOC130636887
OG0001116	Nematostella|LOC116601521, Nematostella|LOC5510467, Nematostella|LOC5514886, Nematostella|LOC5499475, Nematostella|LOC5498201, Nematostella|LOC5504965, Nematostella|LOC5504958, Nematostella|LOC5514018, Nematostella|LOC116612546, Nematostella|LOC5504971	Hydractinia|LOC130612568, Hydractinia|LOC130613218
OG0001138	Nematostella|LOC5525258, Nematostella|LOC5525247, Nematostella|LOC5525246	Hydractinia|LOC130641409, Hydractinia|LOC130641901
OG0001140	Nematostella|LOC125559126, Nematostella|LOC116614650	Hydractinia|LOC130628671, Hydractinia|LOC130657796, Hydractinia|LOC130647205, Hydractinia|LOC130641612, Hydractinia|LOC130648031
OG0001143	Nematostella|LOC125563171, Nematostella|LOC5502313, Nematostella|LOC5519576	Hydractinia|LOC130653743
OG0001145	Nematostella|LOC5513751	Hydractinia|LOC130622552
OG0001150	Nematostella|LOC5504239	Hydractinia|LOC130641973
OG0001150	Nematostella|LOC5506262	Hydractinia|LOC130655808
OG0001152	Nematostella|LOC5520620	Hydractinia|LOC130648796
OG0001153	Nematostella|LOC116618717, Nematostella|LOC5513621	Hydractinia|LOC130655597, Hydractinia|LOC130654631, Hydractinia|LOC130654633
OG0001160	Nematostella|LOC5511118	Hydractinia|LOC130625146, Hydractinia|LOC130626170
OG0001160	Nematostella|LOC116612238	Hydractinia|LOC130613152
OG0001162	Nematostella|LOC125561363	Hydractinia|LOC130636943, Hydractinia|LOC130630223
OG0001167	Nematostella|LOC5517369, Nematostella|LOC5513570	Hydractinia|LOC130655757, Hydractinia|LOC130655755
OG0001168	Nematostella|LOC5507624, Nematostella|LOC5517592	Hydractinia|LOC130628842
OG0001168	Nematostella|LOC5519935	Hydractinia|LOC130634513
OG0001169	Nematostella|LOC116601122, Nematostella|LOC5509205	Hydractinia|LOC130613127, Hydractinia|LOC130653916, Hydractinia|LOC130612038
OG0001170	Nematostella|LOC5518058	Hydractinia|LOC130614766
OG0001170	Nematostella|LOC5515609	Hydractinia|LOC130629088
OG0001171	Nematostella|LOC5518061, Nematostella|LOC116603758, Nematostella|LOC5518012, Nematostella|LOC5518013	Hydractinia|LOC130613969
OG0001175	Nematostella|LOC5519943	Hydractinia|LOC130614747, Hydractinia|LOC130637185, Hydractinia|LOC130635845
OG0001186	Nematostella|LOC5508018	Hydractinia|LOC130648903, Hydractinia|LOC130649034
OG0001187	Nematostella|LOC5521967, Nematostella|LOC5511591, Nematostella|LOC5518332	Hydractinia|LOC130621687
OG0001190	Nematostella|LOC116619008	Hydractinia|LOC130624088, Hydractinia|LOC130623755, Hydractinia|LOC130654149, Hydractinia|LOC130622963
OG0001191	Nematostella|LOC116617840, Nematostella|LOC5522232, Nematostella|LOC5513953, Nematostella|LOC5516090	Hydractinia|LOC130657019, Hydractinia|LOC130621204, Hydractinia|LOC130622111
OG0001192	Nematostella|LOC116614791	Hydractinia|LOC130648441, Hydractinia|LOC130630374, Hydractinia|LOC130629281, Hydractinia|LOC130629439
OG0001194	Nematostella|LOC116619674, Nematostella|LOC5521469	Hydractinia|LOC130645382
OG0001194	Nematostella|LOC5517909	Hydractinia|LOC130645749
OG0001195	Nematostella|LOC5518990, Nematostella|LOC5516614	Hydractinia|LOC130645950, Hydractinia|LOC130645929
OG0001196	Nematostella|LOC125560933	Hydractinia|LOC130613465
OG0001198	Nematostella|LOC116614659	Hydractinia|LOC130623898, Hydractinia|LOC130625681
OG0001200	Nematostella|LOC5510230	Hydractinia|LOC130655166, Hydractinia|LOC130654017, Hydractinia|LOC130641139, Hydractinia|LOC130640764
OG0001201	Nematostella|LOC5504414, Nematostella|LOC5518619	Hydractinia|LOC130657332
OG0001201	Nematostella|LOC5504396	Hydractinia|LOC130641394, Hydractinia|LOC130641395
OG0001202	Nematostella|LOC5512618	Hydractinia|LOC130641182, Hydractinia|LOC130640801, Hydractinia|LOC130655663
OG0001203	Nematostella|LOC5505440, Nematostella|LOC5512025	Hydractinia|LOC130612278, Hydractinia|LOC130662643
OG0001204	Nematostella|LOC116615734	Hydractinia|LOC130629539, Hydractinia|LOC130628350
OG0001205	Nematostella|LOC5509451, Nematostella|LOC5511109	Hydractinia|LOC130654552, Hydractinia|LOC130614725
OG0001206	Nematostella|LOC5521048	Hydractinia|LOC130644492, Hydractinia|LOC130644483, Hydractinia|LOC130644487, Hydractinia|LOC130644482
OG0001208	Nematostella|LOC116604103	Hydractinia|LOC130662640
OG0001211	Nematostella|LOC5513835	Hydractinia|LOC130613150
OG0001211	Nematostella|LOC5509639	Hydractinia|LOC130644792, Hydractinia|LOC130644794
OG0001212	Nematostella|LOC5502512, Nematostella|LOC5516558, Nematostella|LOC5511053, Nematostella|LOC5515808	Hydractinia|LOC130662435, Hydractinia|LOC130662436, Hydractinia|LOC130655979, Hydractinia|LOC130653936
OG0001214	Nematostella|LOC5522065, Nematostella|LOC5510254, Nematostella|LOC5510233, Nematostella|LOC5510235, Nematostella|LOC5510252, Nematostella|LOC5504949	Hydractinia|LOC130654421
OG0001215	Nematostella|LOC116618100	Hydractinia|LOC130622202, Hydractinia|LOC130647094
OG0001215	Nematostella|LOC5521759	Hydractinia|LOC130644882
OG0001216	Nematostella|LOC5506714	Hydractinia|LOC130612671, Hydractinia|LOC130612563
OG0001217	Nematostella|LOC5513989	Hydractinia|LOC130640926
OG0001217	Nematostella|LOC5513889	Hydractinia|LOC130644931, Hydractinia|LOC130641904
OG0001219	Nematostella|LOC125567938, Nematostella|LOC5512023	Hydractinia|LOC130623686, Hydractinia|LOC130613235
OG0001221	Nematostella|LOC116620902	Hydractinia|LOC130622350, Hydractinia|LOC130623095, Hydractinia|LOC130656418, Hydractinia|LOC130656648, Hydractinia|LOC130645029, Hydractinia|LOC130613282
OG0001222	Nematostella|LOC5522273	Hydractinia|LOC130653904, Hydractinia|LOC130654482, Hydractinia|LOC130655033
OG0001225	Nematostella|LOC125568253	Hydractinia|LOC130636905
OG0001225	Nematostella|LOC116601217	Hydractinia|LOC130630106, Hydractinia|LOC130623139
OG0001227	Nematostella|LOC125568053	Hydractinia|LOC130648419, Hydractinia|LOC130640998, Hydractinia|LOC130640832, Hydractinia|LOC130657878, Hydractinia|LOC130657879, Hydractinia|LOC130629851
OG0001234	Nematostella|LOC5498036	Hydractinia|LOC130630476, Hydractinia|LOC130629908
OG0001237	Nematostella|LOC5519075, Nematostella|LOC5519082	Hydractinia|LOC130625504, Hydractinia|LOC130625642, Hydractinia|LOC130635694, Hydractinia|LOC130636934
OG0001241	Nematostella|LOC125570216	Hydractinia|LOC130646049
OG0001242	Nematostella|LOC116604767, Nematostella|LOC116619061, Nematostella|LOC116618729	Hydractinia|LOC130636205
OG0001243	Nematostella|LOC5506975	Hydractinia|LOC130655390, Hydractinia|LOC130636742, Hydractinia|LOC130655791
OG0001244	Nematostella|LOC5509599, Nematostella|LOC5511746, Nematostella|LOC116603942	Hydractinia|LOC130648710, Hydractinia|LOC130649646
OG0001245	Nematostella|LOC5513609	Hydractinia|LOC130635864, Hydractinia|LOC130628757
OG0001246	Nematostella|LOC5511884	Hydractinia|LOC130657655
OG0001247	Nematostella|LOC116619794, Nematostella|LOC125559010	Hydractinia|LOC130642372, Hydractinia|LOC130621275
OG0001248	Nematostella|LOC5513902, Nematostella|LOC5504696, Nematostella|LOC116617550	Hydractinia|LOC130623515
OG0001249	Nematostella|LOC5512625, Nematostella|LOC5517945, Nematostella|LOC5520684, Nematostella|LOC5503930, Nematostella|LOC5520217	Hydractinia|LOC130641434
OG0001250	Nematostella|LOC5499416	Hydractinia|LOC130649440
OG0001251	Nematostella|LOC125556667	Hydractinia|LOC130645243
OG0001251	Nematostella|LOC5501989	Hydractinia|LOC130613254
OG0001252	Nematostella|LOC116601410, Nematostella|LOC5511212, Nematostella|LOC5517795	Hydractinia|LOC130630352, Hydractinia|LOC130630354
OG0001253	Nematostella|LOC5521421, Nematostella|LOC5504442, Nematostella|LOC5510527, Nematostella|LOC5521424	Hydractinia|LOC130662390
OG0001254	Nematostella|LOC5520915	Hydractinia|LOC130612339
OG0001255	Nematostella|LOC5510534, Nematostella|LOC5510525	Hydractinia|LOC130657422, Hydractinia|LOC130629082, Hydractinia|LOC130628640
OG0001256	Nematostella|LOC5514388	Hydractinia|LOC130622164
OG0001256	Nematostella|LOC116601513, Nematostella|LOC116614549	Hydractinia|LOC130641052
OG0001258	Nematostella|LOC116618228	Hydractinia|LOC130625580, Hydractinia|LOC130630212, Hydractinia|LOC130629987, Hydractinia|LOC130623179
OG0001260	Nematostella|LOC5520512	Hydractinia|LOC130641375, Hydractinia|LOC130649353
OG0001261	Nematostella|LOC5504832	Hydractinia|LOC130612160, Hydractinia|LOC130613328, Hydractinia|LOC130613329
OG0001263	Nematostella|LOC5505995	Hydractinia|LOC130646157
OG0001263	Nematostella|LOC5505994	Hydractinia|LOC130632809
OG0001265	Nematostella|LOC5508601, Nematostella|LOC116615603	Hydractinia|LOC130628804
OG0001266	Nematostella|LOC116618131, Nematostella|LOC5507756, Nematostella|LOC5516981, Nematostella|LOC116614571	Hydractinia|LOC130628836
OG0001268	Nematostella|LOC5505216, Nematostella|LOC5505229, Nematostella|LOC5511473	Hydractinia|LOC130636648, Hydractinia|LOC130614442
OG0001274	Nematostella|LOC5514234, Nematostella|LOC5512585, Nematostella|LOC5510428, Nematostella|LOC5521618	Hydractinia|LOC130630597, Hydractinia|LOC130641663, Hydractinia|LOC130644727
OG0001279	Nematostella|LOC5514598, Nematostella|LOC5515924, Nematostella|LOC5518661, Nematostella|LOC5518705, Nematostella|LOC5514238, Nematostella|LOC5506135, Nematostella|LOC5515016	Hydractinia|LOC130645007
OG0001284	Nematostella|LOC5512404	Hydractinia|LOC130636048
OG0001284	Nematostella|LOC5517840	Hydractinia|LOC130644735, Hydractinia|LOC130641717
OG0001293	Nematostella|LOC5508364	Hydractinia|LOC130628591, Hydractinia|LOC130635488, Hydractinia|LOC130645987, Hydractinia|LOC130646318, Hydractinia|LOC130654088, Hydractinia|LOC130630141, Hydractinia|LOC130656702, Hydractinia|LOC130637047
OG0001301	Nematostella|LOC116612217, Nematostella|LOC125572145, Nematostella|LOC125563135, Nematostella|LOC125560629, Nematostella|LOC116604885, Nematostella|LOC125560693, Nematostella|LOC125572271, Nematostella|LOC125568096, Nematostella|LOC5498970, Nematostella|LOC125572233	Hydractinia|LOC130648271
OG0001324	Nematostella|LOC5516526	Hydractinia|LOC130647202, Hydractinia|LOC130646923
OG0001328	Nematostella|LOC116604539	Hydractinia|LOC130641823, Hydractinia|LOC130642319, Hydractinia|LOC130641822
OG0001336	Nematostella|LOC5512402, Nematostella|LOC5507906	Hydractinia|LOC130628721
OG0001337	Nematostella|LOC5515506	Hydractinia|LOC130623415, Hydractinia|LOC130623416, Hydractinia|LOC130657656
OG0001342	Nematostella|LOC5509848	Hydractinia|LOC130636607
OG0001342	Nematostella|LOC5502690	Hydractinia|LOC130636641
OG0001343	Nematostella|LOC5508771	Hydractinia|LOC130622610
OG0001343	Nematostella|LOC5517907	Hydractinia|LOC130622666
OG0001345	Nematostella|LOC5519425, Nematostella|LOC5519480, Nematostella|LOC5519545	Hydractinia|LOC130614026, Hydractinia|LOC130613290
OG0001347	Nematostella|LOC116609874, Nematostella|LOC125559854, Nematostella|LOC116610154, Nematostella|LOC116610153	Hydractinia|LOC130636767, Hydractinia|LOC130647520, Hydractinia|LOC130647160
OG0001348	Nematostella|LOC116619730	Hydractinia|LOC130644643, Hydractinia|LOC130613749, Hydractinia|LOC130656709
OG0001349	Nematostella|LOC5521691, Nematostella|LOC5521688	Hydractinia|LOC130622711
OG0001350	Nematostella|LOC5505337, Nematostella|LOC116613115, Nematostella|LOC5500552, Nematostella|LOC116613114	Hydractinia|LOC130636020, Hydractinia|LOC130623003
OG0001351	Nematostella|LOC5516580, Nematostella|LOC5509213, Nematostella|LOC5510575, Nematostella|LOC5501314	Hydractinia|LOC130623818
OG0001353	Nematostella|LOC5510182	Hydractinia|LOC130646937, Hydractinia|LOC130628138, Hydractinia|LOC130626638, Hydractinia|LOC130629751
OG0001354	Nematostella|LOC5515287	Hydractinia|LOC130612468, Hydractinia|LOC130612553
OG0001354	Nematostella|LOC5505710	Hydractinia|LOC130653606
OG0001356	Nematostella|LOC5512139	Hydractinia|LOC130641053
OG0001357	Nematostella|LOC116614053	Hydractinia|LOC130626173, Hydractinia|LOC130626175
OG0001360	Nematostella|LOC5504063	Hydractinia|LOC130629218, Hydractinia|LOC130629287, Hydractinia|LOC130628727
OG0001361	Nematostella|LOC5506223	Hydractinia|LOC130612051, Hydractinia|LOC130612848, Hydractinia|LOC130612049
OG0001364	Nematostella|LOC5514964	Hydractinia|LOC130656556, Hydractinia|LOC130657028
OG0001364	Nematostella|LOC5507181	Hydractinia|LOC130628810
OG0001365	Nematostella|LOC5516203	Hydractinia|LOC130629445, Hydractinia|LOC130629335, Hydractinia|LOC130612427, Hydractinia|LOC130612513, Hydractinia|LOC130612426, Hydractinia|LOC130662437
OG0001366	Nematostella|LOC5518243	Hydractinia|LOC130626148
OG0001369	Nematostella|LOC5522111	Hydractinia|LOC130654493
OG0001369	Nematostella|LOC5503634	Hydractinia|LOC130613908
OG0001373	Nematostella|LOC5517325	Hydractinia|LOC130654704, Hydractinia|LOC130654705
OG0001374	Nematostella|LOC5515544	Hydractinia|LOC130646958
OG0001376	Nematostella|LOC5520596, Nematostella|LOC5514466	Hydractinia|LOC130630599, Hydractinia|LOC130630394
OG0001378	Nematostella|LOC5508362	Hydractinia|LOC130657643, Hydractinia|LOC130657447, Hydractinia|LOC130656643, Hydractinia|LOC130630051, Hydractinia|LOC130623134, Hydractinia|LOC130613336, Hydractinia|LOC130642249
OG0001379	Nematostella|LOC5521915	Hydractinia|LOC130625035, Hydractinia|LOC130641356, Hydractinia|LOC130641826
OG0001380	Nematostella|LOC5506339	Hydractinia|LOC130656327
OG0001381	Nematostella|LOC5514147	Hydractinia|LOC130621597, Hydractinia|LOC130622494, Hydractinia|LOC130622447, Hydractinia|LOC130622287
OG0001382	Nematostella|LOC116603665, Nematostella|LOC5506387	Hydractinia|LOC130649265, Hydractinia|LOC130622022
OG0001389	Nematostella|LOC5521809	Hydractinia|LOC130662534
OG0001389	Nematostella|LOC5519815	Hydractinia|LOC130628894
OG0001390	Nematostella|LOC116617823	Hydractinia|LOC130613148
OG0001391	Nematostella|LOC5521780, Nematostella|LOC5512732	Hydractinia|LOC130662738
OG0001392	Nematostella|LOC5512897	Hydractinia|LOC130645200, Hydractinia|LOC130644474
OG0001393	Nematostella|LOC5504620	Hydractinia|LOC130641461, Hydractinia|LOC130641454
OG0001393	Nematostella|LOC5502975	Hydractinia|LOC130641644
OG0001394	Nematostella|LOC5521705	Hydractinia|LOC130642119
OG0001394	Nematostella|LOC116601924	Hydractinia|LOC130641325
OG0001395	Nematostella|LOC5521644	Hydractinia|LOC130647704
OG0001395	Nematostella|LOC5518852	Hydractinia|LOC130646198, Hydractinia|LOC130644202
OG0001396	Nematostella|LOC116613199, Nematostella|LOC5505415, Nematostella|LOC116609797, Nematostella|LOC5505427	Hydractinia|LOC130636792, Hydractinia|LOC130636768
OG0001399	Nematostella|LOC125561242, Nematostella|LOC5514604, Nematostella|LOC5512731	Hydractinia|LOC130624249, Hydractinia|LOC130644513, Hydractinia|LOC130644512
OG0001400	Nematostella|LOC5519858, Nematostella|LOC5525244	Hydractinia|LOC130645035, Hydractinia|LOC130641180, Hydractinia|LOC130640800
OG0001401	Nematostella|LOC5502595	Hydractinia|LOC130644892, Hydractinia|LOC130644893
OG0001403	Nematostella|LOC5512730	Hydractinia|LOC130656654
OG0001403	Nematostella|LOC5512728	Hydractinia|LOC130656338
OG0001404	Nematostella|LOC5502633	Hydractinia|LOC130649337
OG0001404	Nematostella|LOC5517707	Hydractinia|LOC130635831, Hydractinia|LOC130637169
OG0001405	Nematostella|LOC5507206	Hydractinia|LOC130635628, Hydractinia|LOC130635624, Hydractinia|LOC130647811, Hydractinia|LOC130644845
OG0001406	Nematostella|LOC5519326, Nematostella|LOC5519327	Hydractinia|LOC130647398, Hydractinia|LOC130647846
OG0001409	Nematostella|LOC5503197, Nematostella|LOC5503195, Nematostella|LOC5512452	Hydractinia|LOC130625919, Hydractinia|LOC130625907
OG0001410	Nematostella|LOC5513389, Nematostella|LOC5513390, Nematostella|LOC5513424	Hydractinia|LOC130614363
OG0001411	Nematostella|LOC5504356	Hydractinia|LOC130662422
OG0001411	Nematostella|LOC5508849	Hydractinia|LOC130623301
OG0001412	Nematostella|LOC5514701, Nematostella|LOC5514700, Nematostella|LOC5519741	Hydractinia|LOC130624198
OG0001413	Nematostella|LOC5519989	Hydractinia|LOC130630384
OG0001414	Nematostella|LOC5510251	Hydractinia|LOC130655457
OG0001414	Nematostella|LOC5519180	Hydractinia|LOC130654097
OG0001415	Nematostella|LOC5507312, Nematostella|LOC5515095, Nematostella|LOC5514027, Nematostella|LOC5515010	Hydractinia|LOC130612381
OG0001416	Nematostella|LOC116613859	Hydractinia|LOC130614277
OG0001416	Nematostella|LOC5517006	Hydractinia|LOC130645512
OG0001417	Nematostella|LOC5502832	Hydractinia|LOC130655077
OG0001417	Nematostella|LOC5520946	Hydractinia|LOC130655320
OG0001418	Nematostella|LOC5512817	Hydractinia|LOC130644438
OG0001419	Nematostella|LOC5515353	Hydractinia|LOC130613499, Hydractinia|LOC130636381, Hydractinia|LOC130636674
OG0001420	Nematostella|LOC125563185	Hydractinia|LOC130653791
OG0001421	Nematostella|LOC5511164, Nematostella|LOC5506719	Hydractinia|LOC130636658, Hydractinia|LOC130656518, Hydractinia|LOC130657076
OG0001422	Nematostella|LOC125573857, Nematostella|LOC5505442, Nematostella|LOC116613216, Nematostella|LOC125573772, Nematostella|LOC125573775, Nematostella|LOC125573704, Nematostella|LOC125573776, Nematostella|LOC125573854	Hydractinia|LOC130655260
OG0001423	Nematostella|LOC5521708	Hydractinia|LOC130641486
OG0001425	Nematostella|LOC5512735	Hydractinia|LOC130635838, Hydractinia|LOC130643945, Hydractinia|LOC130640889
OG0001427	Nematostella|LOC5510807, Nematostella|LOC5509875, Nematostella|LOC5502352	Hydractinia|LOC130635663
OG0001427	Nematostella|LOC116619953	Hydractinia|LOC130653962
OG0001428	Nematostella|LOC5519463, Nematostella|LOC116601640, Nematostella|LOC5507001	Hydractinia|LOC130656129, Hydractinia|LOC130656130
OG0001429	Nematostella|LOC5519448	Hydractinia|LOC130613917
OG0001429	Nematostella|LOC5520807	Hydractinia|LOC130656295
OG0001430	Nematostella|LOC5504312, Nematostella|LOC5509678	Hydractinia|LOC130624135, Hydractinia|LOC130623453
OG0001431	Nematostella|LOC5516597	Hydractinia|LOC130622931
OG0001431	Nematostella|LOC116604035	Hydractinia|LOC130657437
OG0001432	Nematostella|LOC5517201	Hydractinia|LOC130630317
OG0001432	Nematostella|LOC5504708, Nematostella|LOC5504691	Hydractinia|LOC130630633
OG0001433	Nematostella|LOC5518523, Nematostella|LOC5513722, Nematostella|LOC116619011	Hydractinia|LOC130623806, Hydractinia|LOC130623441
