Orthogroup	longest_isoform_NematostellaProteins	longest_isoform_ClytiaProteins
OG0001888	Nematostella|LOC5513880	Clytia|LOC002647
OG0001891	Nematostella|LOC5519386	Clytia|LOC002768, Clytia|LOC003583
OG0001893	Nematostella|LOC5502678	Clytia|LOC011867, Clytia|LOC002797
OG0001894	Nematostella|LOC5509059	Clytia|LOC040446, Clytia|LOC002998
OG0001895	Nematostella|LOC5515902	Clytia|LOC021306, Clytia|LOC003006
OG0001896	Nematostella|LOC5518295, Nematostella|LOC5518296, Nematostella|LOC116601977	Clytia|LOC003033
OG0001899	Nematostella|LOC5517252, Nematostella|LOC5517253	Clytia|LOC003185, Clytia|LOC003163
OG0001900	Nematostella|LOC5502428	Clytia|LOC003168, Clytia|LOC037909
OG0001904	Nematostella|LOC5508051	Clytia|LOC003516
OG0001906	Nematostella|LOC5509039, Nematostella|LOC5508332	Clytia|LOC003576
OG0001907	Nematostella|LOC5505879	Clytia|LOC006018
OG0001907	Nematostella|LOC116616654	Clytia|LOC003651
OG0001909	Nematostella|LOC5506667	Clytia|LOC008219, Clytia|LOC041603, Clytia|LOC003771
OG0001910	Nematostella|LOC116616771	Clytia|LOC003881
OG0001911	Nematostella|LOC5510971	Clytia|LOC007539, Clytia|LOC003929
OG0001912	Nematostella|LOC5504912, Nematostella|LOC5509003, Nematostella|LOC5504445	Clytia|LOC003936
OG0001913	Nematostella|LOC5511638	Clytia|LOC003966
OG0001914	Nematostella|LOC5518671	Clytia|LOC004020, Clytia|LOC033774
OG0001915	Nematostella|LOC5513701	Clytia|LOC004070
OG0001916	Nematostella|LOC5509316	Clytia|LOC004072, Clytia|LOC019506
OG0001919	Nematostella|LOC116601599	Clytia|LOC004181
OG0001921	Nematostella|LOC116603352	Clytia|LOC014340, Clytia|LOC004303, Clytia|LOC004287
OG0001922	Nematostella|LOC5500419	Clytia|LOC004360, Clytia|LOC004358
OG0001924	Nematostella|LOC5503617	Clytia|LOC004658
OG0001926	Nematostella|LOC5515968, Nematostella|LOC5518854, Nematostella|LOC5518855	Clytia|LOC004707, Clytia|LOC004708
OG0001927	Nematostella|LOC5520996	Clytia|LOC004722, Clytia|LOC031378, Clytia|LOC031377
OG0001928	Nematostella|LOC5516337, Nematostella|LOC5504241	Clytia|LOC004757
OG0001932	Nematostella|LOC5519269	Clytia|LOC005039
OG0001934	Nematostella|LOC5519914	Clytia|LOC005191
OG0001935	Nematostella|LOC5514922	Clytia|LOC005305
OG0001936	Nematostella|LOC5499072	Clytia|LOC027737, Clytia|LOC022592, Clytia|LOC022589, Clytia|LOC026980, Clytia|LOC034024, Clytia|LOC012537, Clytia|LOC005334
OG0001939	Nematostella|LOC5507600	Clytia|LOC013641, Clytia|LOC005516, Clytia|LOC013642
OG0001940	Nematostella|LOC116618537, Nematostella|LOC5506584	Clytia|LOC005607, Clytia|LOC010645
OG0001941	Nematostella|LOC5518001, Nematostella|LOC5521217, Nematostella|LOC5516801	Clytia|LOC005846
OG0001943	Nematostella|LOC5519988	Clytia|LOC005866
OG0001944	Nematostella|LOC5516549, Nematostella|LOC116609745, Nematostella|LOC5511544	Clytia|LOC005895
OG0001945	Nematostella|LOC5520485	Clytia|LOC017260, Clytia|LOC017251, Clytia|LOC005988, Clytia|LOC017248, Clytia|LOC017250, Clytia|LOC017244
OG0001947	Nematostella|LOC5518408	Clytia|LOC006101
OG0001948	Nematostella|LOC5518757, Nematostella|LOC116611769, Nematostella|LOC5520840, Nematostella|LOC116603455, Nematostella|LOC5519898	Clytia|LOC006108, Clytia|LOC038264
OG0001949	Nematostella|LOC5512696, Nematostella|LOC116620029	Clytia|LOC006155
OG0001950	Nematostella|LOC5513664	Clytia|LOC006372, Clytia|LOC025998
OG0001951	Nematostella|LOC5514661	Clytia|LOC006380, Clytia|LOC006379
OG0001952	Nematostella|LOC5509200	Clytia|LOC006426, Clytia|LOC043724
OG0001954	Nematostella|LOC5502930, Nematostella|LOC125561948, Nematostella|LOC125561947	Clytia|LOC006488
OG0001955	Nematostella|LOC5508609, Nematostella|LOC116601525	Clytia|LOC006527
OG0001956	Nematostella|LOC5504109	Clytia|LOC006538, Clytia|LOC013297, Clytia|LOC010493
OG0001957	Nematostella|LOC5514100	Clytia|LOC040248, Clytia|LOC040247, Clytia|LOC006543
OG0001958	Nematostella|LOC5512003	Clytia|LOC006601
OG0001958	Nematostella|LOC5515790	Clytia|LOC006600
OG0001959	Nematostella|LOC116615698	Clytia|LOC027686, Clytia|LOC027687, Clytia|LOC006902
OG0001960	Nematostella|LOC5519017	Clytia|LOC034751, Clytia|LOC034776, Clytia|LOC006906, Clytia|LOC034752, Clytia|LOC034775, Clytia|LOC026049, Clytia|LOC034774
OG0001961	Nematostella|LOC5516441	Clytia|LOC007950, Clytia|LOC007228
OG0001962	Nematostella|LOC5519600	Clytia|LOC007293, Clytia|LOC007242
OG0001963	Nematostella|LOC5520183	Clytia|LOC026028, Clytia|LOC007395, Clytia|LOC025302
OG0001965	Nematostella|LOC5519919, Nematostella|LOC5508580, Nematostella|LOC5519821	Clytia|LOC007470
OG0001966	Nematostella|LOC5519668	Clytia|LOC007541
OG0001967	Nematostella|LOC5508471, Nematostella|LOC5508470	Clytia|LOC043363, Clytia|LOC007585
OG0001968	Nematostella|LOC5506912	Clytia|LOC007690, Clytia|LOC007697
OG0001969	Nematostella|LOC5521186	Clytia|LOC007726
OG0001970	Nematostella|LOC5510920	Clytia|LOC023009, Clytia|LOC022796, Clytia|LOC007914, Clytia|LOC007905
OG0001971	Nematostella|LOC5513551	Clytia|LOC007959
OG0001972	Nematostella|LOC5510045	Clytia|LOC008062, Clytia|LOC008045, Clytia|LOC023775, Clytia|LOC008061
OG0001973	Nematostella|LOC5519790	Clytia|LOC008150, Clytia|LOC033643
OG0001974	Nematostella|LOC5509256, Nematostella|LOC5513423, Nematostella|LOC5513386	Clytia|LOC008169
OG0001976	Nematostella|LOC5500369	Clytia|LOC008317, Clytia|LOC042093
OG0001977	Nematostella|LOC5508753	Clytia|LOC008423
OG0001978	Nematostella|LOC116619556, Nematostella|LOC5513937, Nematostella|LOC5514832	Clytia|LOC008429
OG0001981	Nematostella|LOC5499274, Nematostella|LOC116605154, Nematostella|LOC116602995, Nematostella|LOC116605646, Nematostella|LOC5508973	Clytia|LOC008759
OG0001982	Nematostella|LOC5511120	Clytia|LOC008761, Clytia|LOC044216
OG0001983	Nematostella|LOC5521209	Clytia|LOC008849, Clytia|LOC010732
OG0001984	Nematostella|LOC5512269	Clytia|LOC009174
OG0001987	Nematostella|LOC5519574	Clytia|LOC009434
OG0001988	Nematostella|LOC5518704, Nematostella|LOC5518660, Nematostella|LOC5522281	Clytia|LOC009570, Clytia|LOC009569
OG0001989	Nematostella|LOC5505945	Clytia|LOC009643, Clytia|LOC009642
OG0001991	Nematostella|LOC5521689	Clytia|LOC044063, Clytia|LOC009858
OG0001992	Nematostella|LOC5509921	Clytia|LOC015554
OG0001992	Nematostella|LOC5508996	Clytia|LOC009859
OG0001993	Nematostella|LOC116617196	Clytia|LOC009885, Clytia|LOC009886
OG0001994	Nematostella|LOC5508721	Clytia|LOC009964, Clytia|LOC043591, Clytia|LOC023757, Clytia|LOC009969
OG0001996	Nematostella|LOC116602008	Clytia|LOC010047, Clytia|LOC042849, Clytia|LOC010046, Clytia|LOC035306, Clytia|LOC026544
OG0001997	Nematostella|LOC5521019	Clytia|LOC010086
OG0001998	Nematostella|LOC5520353	Clytia|LOC015305
OG0001998	Nematostella|LOC125571365	Clytia|LOC010088
OG0001999	Nematostella|LOC116611783	Clytia|LOC034409, Clytia|LOC010114, Clytia|LOC010123
OG0002001	Nematostella|LOC5503466	Clytia|LOC010299
OG0002002	Nematostella|LOC116603748	Clytia|LOC010508, Clytia|LOC020059, Clytia|LOC011420, Clytia|LOC011421
OG0002004	Nematostella|LOC125573707, Nematostella|LOC5517524, Nematostella|LOC116601196	Clytia|LOC010601
OG0002006	Nematostella|LOC5514676	Clytia|LOC028517
OG0002007	Nematostella|LOC5514139	Clytia|LOC010935
OG0002008	Nematostella|LOC5510433	Clytia|LOC011027
OG0002010	Nematostella|LOC5507329, Nematostella|LOC116604178	Clytia|LOC011279, Clytia|LOC011262
OG0002011	Nematostella|LOC5519662	Clytia|LOC011312, Clytia|LOC034910
OG0002012	Nematostella|LOC5503074, Nematostella|LOC5516632	Clytia|LOC027101, Clytia|LOC011509
OG0002015	Nematostella|LOC116616126	Clytia|LOC011741, Clytia|LOC044272, Clytia|LOC044325
OG0002020	Nematostella|LOC5521052	Clytia|LOC012305
OG0002021	Nematostella|LOC125562978	Clytia|LOC045800, Clytia|LOC033129, Clytia|LOC040908, Clytia|LOC021972, Clytia|LOC012324, Clytia|LOC024847, Clytia|LOC034700
OG0002022	Nematostella|LOC5508091	Clytia|LOC043959, Clytia|LOC012336, Clytia|LOC044001, Clytia|LOC027572, Clytia|LOC031316, Clytia|LOC031317, Clytia|LOC031319
OG0002023	Nematostella|LOC5519981	Clytia|LOC039859, Clytia|LOC012382
OG0002024	Nematostella|LOC5520953	Clytia|LOC012460, Clytia|LOC012448
OG0002027	Nematostella|LOC5509198, Nematostella|LOC5510043	Clytia|LOC012901, Clytia|LOC012900
OG0002028	Nematostella|LOC116617539	Clytia|LOC043717, Clytia|LOC012907, Clytia|LOC043716, Clytia|LOC012906
OG0002029	Nematostella|LOC5519207	Clytia|LOC013136, Clytia|LOC021961, Clytia|LOC013132, Clytia|LOC033777
OG0002030	Nematostella|LOC5522102	Clytia|LOC013251, Clytia|LOC031991
OG0002031	Nematostella|LOC5513619	Clytia|LOC013296
OG0002033	Nematostella|LOC5502403	Clytia|LOC013623, Clytia|LOC013624, Clytia|LOC013631, Clytia|LOC029057
OG0002035	Nematostella|LOC116614167, Nematostella|LOC5519029	Clytia|LOC013952
OG0002038	Nematostella|LOC5508662	Clytia|LOC026088, Clytia|LOC023241, Clytia|LOC015510, Clytia|LOC014290
OG0002039	Nematostella|LOC5504197, Nematostella|LOC5513006, Nematostella|LOC5509738	Clytia|LOC014411, Clytia|LOC028456
OG0002040	Nematostella|LOC5519758, Nematostella|LOC5515742, Nematostella|LOC5515698	Clytia|LOC014436
OG0002044	Nematostella|LOC125572399, Nematostella|LOC5506782, Nematostella|LOC5499025	Clytia|LOC014806
OG0002045	Nematostella|LOC116619787	Clytia|LOC040372, Clytia|LOC042221, Clytia|LOC040707, Clytia|LOC040706, Clytia|LOC037760, Clytia|LOC044827, Clytia|LOC014809
OG0002046	Nematostella|LOC5506289	Clytia|LOC014839
OG0002047	Nematostella|LOC5507330, Nematostella|LOC116614678	Clytia|LOC014908
OG0002050	Nematostella|LOC5521364	Clytia|LOC015298, Clytia|LOC019295
OG0002051	Nematostella|LOC5521790	Clytia|LOC029595, Clytia|LOC015313
OG0002053	Nematostella|LOC5519317	Clytia|LOC015552, Clytia|LOC015547
OG0002054	Nematostella|LOC5509267	Clytia|LOC015648
OG0002056	Nematostella|LOC116613875	Clytia|LOC015764, Clytia|LOC041383
OG0002057	Nematostella|LOC116620024, Nematostella|LOC5521106	Clytia|LOC015788, Clytia|LOC015787
OG0002058	Nematostella|LOC116609538	Clytia|LOC016254, Clytia|LOC020000
OG0002059	Nematostella|LOC5514785	Clytia|LOC045518
OG0002059	Nematostella|LOC5505691	Clytia|LOC016580, Clytia|LOC016576
OG0002060	Nematostella|LOC116620805, Nematostella|LOC5516662, Nematostella|LOC116603586, Nematostella|LOC5516670	Clytia|LOC016860
OG0002063	Nematostella|LOC5518219	Clytia|LOC020028, Clytia|LOC017221
OG0002064	Nematostella|LOC116615615, Nematostella|LOC5510189	Clytia|LOC017483, Clytia|LOC045179
OG0002065	Nematostella|LOC116611864, Nematostella|LOC5504203, Nematostella|LOC116611863, Nematostella|LOC5512674, Nematostella|LOC5512695	Clytia|LOC017891, Clytia|LOC037848
OG0002066	Nematostella|LOC5508508	Clytia|LOC018021, Clytia|LOC018023
OG0002068	Nematostella|LOC116619167	Clytia|LOC018471, Clytia|LOC041736, Clytia|LOC045452
OG0002069	Nematostella|LOC5506073	Clytia|LOC018506, Clytia|LOC024249, Clytia|LOC036529
OG0002075	Nematostella|LOC5507488	Clytia|LOC022800, Clytia|LOC019743, Clytia|LOC019742, Clytia|LOC027643
OG0002076	Nematostella|LOC116616629	Clytia|LOC038159, Clytia|LOC020268
OG0002080	Nematostella|LOC5505909	Clytia|LOC037099, Clytia|LOC028182, Clytia|LOC021662, Clytia|LOC037098
OG0002081	Nematostella|LOC5515582	Clytia|LOC026522, Clytia|LOC022381, Clytia|LOC022382
OG0002082	Nematostella|LOC5515428, Nematostella|LOC5515366	Clytia|LOC023013, Clytia|LOC023012, Clytia|LOC045645
OG0002083	Nematostella|LOC116612047	Clytia|LOC031248, Clytia|LOC023124, Clytia|LOC023125, Clytia|LOC027367, Clytia|LOC023965
OG0002086	Nematostella|LOC116620680	Clytia|LOC028078, Clytia|LOC029492, Clytia|LOC029477, Clytia|LOC028460, Clytia|LOC029469, Clytia|LOC024510
OG0002087	Nematostella|LOC5503990	Clytia|LOC038778, Clytia|LOC024761, Clytia|LOC038777
OG0002088	Nematostella|LOC5513763, Nematostella|LOC5513735	Clytia|LOC026259, Clytia|LOC027319, Clytia|LOC032360
OG0002089	Nematostella|LOC125570210	Clytia|LOC034709, Clytia|LOC026641, Clytia|LOC035303
OG0002091	Nematostella|LOC5511354	Clytia|LOC034523, Clytia|LOC027660
OG0002093	Nematostella|LOC5519964	Clytia|LOC038218
OG0002094	Nematostella|LOC5513868	Clytia|LOC029015, Clytia|LOC033816
OG0002095	Nematostella|LOC5520225	Clytia|LOC029206
OG0002096	Nematostella|LOC5507794	Clytia|LOC029276
OG0002097	Nematostella|LOC5521751, Nematostella|LOC5514847	Clytia|LOC029294
OG0002098	Nematostella|LOC5514106	Clytia|LOC029688, Clytia|LOC029689, Clytia|LOC029690
OG0002099	Nematostella|LOC116604655, Nematostella|LOC5503916	Clytia|LOC029792
OG0002101	Nematostella|LOC5516550	Clytia|LOC030085, Clytia|LOC045810, Clytia|LOC030101
OG0002102	Nematostella|LOC5513273	Clytia|LOC030208
OG0002103	Nematostella|LOC5518239, Nematostella|LOC116610894, Nematostella|LOC5509613, Nematostella|LOC116603713	Clytia|LOC030732
OG0002104	Nematostella|LOC5502803	Clytia|LOC030808
OG0002106	Nematostella|LOC116610887	Clytia|LOC039723, Clytia|LOC031075
OG0002107	Nematostella|LOC5510286, Nematostella|LOC125559731	Clytia|LOC031212, Clytia|LOC031216
OG0002108	Nematostella|LOC116618107	Clytia|LOC031255
OG0002110	Nematostella|LOC5514915	Clytia|LOC031830
OG0002110	Nematostella|LOC5504243	Clytia|LOC041830, Clytia|LOC041832
OG0002111	Nematostella|LOC5512589	Clytia|LOC032000, Clytia|LOC044808
OG0002113	Nematostella|LOC5515274	Clytia|LOC032563, Clytia|LOC032581
OG0002114	Nematostella|LOC5517290	Clytia|LOC032992
OG0002116	Nematostella|LOC5513617	Clytia|LOC033557
OG0002117	Nematostella|LOC5513267, Nematostella|LOC5506053, Nematostella|LOC116615537, Nematostella|LOC5513633	Clytia|LOC033569
OG0002119	Nematostella|LOC5515719	Clytia|LOC033751, Clytia|LOC040174, Clytia|LOC033752, Clytia|LOC033750
OG0002120	Nematostella|LOC5515868	Clytia|LOC033838
OG0002121	Nematostella|LOC116611454	Clytia|LOC034870, Clytia|LOC034926, Clytia|LOC034925
OG0002124	Nematostella|LOC5516924, Nematostella|LOC5509611, Nematostella|LOC5516923	Clytia|LOC035544
OG0002125	Nematostella|LOC5504588, Nematostella|LOC5504579	Clytia|LOC035833, Clytia|LOC035869
OG0002127	Nematostella|LOC5504235	Clytia|LOC043460, Clytia|LOC036895
OG0002128	Nematostella|LOC5512184	Clytia|LOC037142, Clytia|LOC037160
OG0002129	Nematostella|LOC5508860	Clytia|LOC037143
OG0002130	Nematostella|LOC5513916	Clytia|LOC037415
OG0002131	Nematostella|LOC5520108, Nematostella|LOC125572172, Nematostella|LOC5511628	Clytia|LOC037631
OG0002133	Nematostella|LOC5514351, Nematostella|LOC5521167	Clytia|LOC037992, Clytia|LOC037993
OG0002135	Nematostella|LOC5501982, Nematostella|LOC5508166, Nematostella|LOC5519533	Clytia|LOC038206, Clytia|LOC038186
OG0002136	Nematostella|LOC5509903	Clytia|LOC038342
OG0002137	Nematostella|LOC5517144	Clytia|LOC038543, Clytia|LOC038521
OG0002138	Nematostella|LOC5502534, Nematostella|LOC5516089	Clytia|LOC038632, Clytia|LOC038631
OG0002139	Nematostella|LOC5507997, Nematostella|LOC5510775, Nematostella|LOC5508007, Nematostella|LOC5511304	Clytia|LOC038929
OG0002140	Nematostella|LOC5506874	Clytia|LOC038990
OG0002141	Nematostella|LOC5516281	Clytia|LOC039002
OG0002142	Nematostella|LOC5520187	Clytia|LOC039239
OG0002143	Nematostella|LOC5506067	Clytia|LOC039392
OG0002144	Nematostella|LOC5505649	Clytia|LOC039598, Clytia|LOC039592
OG0002145	Nematostella|LOC5519514	Clytia|LOC040597, Clytia|LOC040598
OG0002146	Nematostella|LOC5507748	Clytia|LOC040723
OG0002147	Nematostella|LOC125572442, Nematostella|LOC125572212, Nematostella|LOC5518118, Nematostella|LOC125572446	Clytia|LOC040938
OG0002149	Nematostella|LOC116620880, Nematostella|LOC116619737, Nematostella|LOC116616607	Clytia|LOC041175
OG0002150	Nematostella|LOC5505602, Nematostella|LOC5501825, Nematostella|LOC5505601	Clytia|LOC041303
OG0002153	Nematostella|LOC5516722, Nematostella|LOC5516447, Nematostella|LOC5508773, Nematostella|LOC5521820	Clytia|LOC041815
OG0002154	Nematostella|LOC5505725	Clytia|LOC041945
OG0002155	Nematostella|LOC5515667, Nematostella|LOC5512275	Clytia|LOC042453
OG0002156	Nematostella|LOC5501785, Nematostella|LOC5506404	Clytia|LOC042545
OG0002157	Nematostella|LOC5508848	Clytia|LOC042664, Clytia|LOC042701
OG0002158	Nematostella|LOC5519875, Nematostella|LOC5507576	Clytia|LOC042665
OG0002159	Nematostella|LOC5520037, Nematostella|LOC116603583	Clytia|LOC042739
OG0002160	Nematostella|LOC5520469	Clytia|LOC042751
OG0002161	Nematostella|LOC5521712, Nematostella|LOC5516953, Nematostella|LOC5509538, Nematostella|LOC5520609	Clytia|LOC043150
OG0002162	Nematostella|LOC116607440, Nematostella|LOC5507697, Nematostella|LOC5517014	Clytia|LOC043157
OG0002163	Nematostella|LOC5519163	Clytia|LOC043721, Clytia|LOC043720
OG0002164	Nematostella|LOC5510291	Clytia|LOC043906
OG0002169	Nematostella|LOC5519031	Clytia|LOC045748
OG0002169	Nematostella|LOC116610907	Clytia|LOC045747
OG0002283	Nematostella|LOC116602025, Nematostella|LOC5506639, Nematostella|LOC5519876	Clytia|LOC000060, Clytia|LOC000131
OG0002284	Nematostella|LOC5517553	Clytia|LOC000067, Clytia|LOC000139
OG0002285	Nematostella|LOC5513561	Clytia|LOC014617, Clytia|LOC000265, Clytia|LOC000259
OG0002286	Nematostella|LOC5516153	Clytia|LOC031353, Clytia|LOC000290
OG0002288	Nematostella|LOC5515084	Clytia|LOC000332
OG0002289	Nematostella|LOC5520121, Nematostella|LOC5516043	Clytia|LOC000346
OG0002293	Nematostella|LOC5511639	Clytia|LOC027877
OG0002293	Nematostella|LOC5516485	Clytia|LOC000465
OG0002296	Nematostella|LOC5510242	Clytia|LOC000650, Clytia|LOC000592, Clytia|LOC030003
OG0002297	Nematostella|LOC5522125	Clytia|LOC000608, Clytia|LOC000671
OG0002298	Nematostella|LOC5512442	Clytia|LOC030081, Clytia|LOC030066, Clytia|LOC000648
OG0002299	Nematostella|LOC5509897	Clytia|LOC000721
OG0002304	Nematostella|LOC5507669	Clytia|LOC000854
OG0002305	Nematostella|LOC5520837	Clytia|LOC000860
OG0002306	Nematostella|LOC5510166	Clytia|LOC000983, Clytia|LOC001020
OG0002309	Nematostella|LOC5522300, Nematostella|LOC125561247	Clytia|LOC001194
OG0002310	Nematostella|LOC5503852	Clytia|LOC001211
OG0002311	Nematostella|LOC5517390	Clytia|LOC001215
OG0002312	Nematostella|LOC125556732, Nematostella|LOC5517220	Clytia|LOC001232
OG0002314	Nematostella|LOC5505605	Clytia|LOC001303, Clytia|LOC001331
OG0002315	Nematostella|LOC5513829, Nematostella|LOC5509286, Nematostella|LOC5521804	Clytia|LOC001327
OG0002316	Nematostella|LOC5514215	Clytia|LOC001546
OG0002318	Nematostella|LOC5518578	Clytia|LOC001716
OG0002320	Nematostella|LOC5516782	Clytia|LOC001909
OG0002321	Nematostella|LOC5515766, Nematostella|LOC5505692	Clytia|LOC001930
OG0002322	Nematostella|LOC5513995, Nematostella|LOC5511190	Clytia|LOC002088
OG0002323	Nematostella|LOC5510928	Clytia|LOC002204, Clytia|LOC005485, Clytia|LOC041436
OG0002324	Nematostella|LOC5519284	Clytia|LOC002277
OG0002324	Nematostella|LOC5510588	Clytia|LOC002276
OG0002325	Nematostella|LOC5504409	Clytia|LOC027395, Clytia|LOC014811, Clytia|LOC002362
OG0002327	Nematostella|LOC5509571, Nematostella|LOC5508473	Clytia|LOC002477
OG0002328	Nematostella|LOC5511204	Clytia|LOC002528
OG0002331	Nematostella|LOC5518905	Clytia|LOC002685
OG0002332	Nematostella|LOC5501904	Clytia|LOC002756
OG0002333	Nematostella|LOC5504418	Clytia|LOC002786, Clytia|LOC002760, Clytia|LOC023087
OG0002334	Nematostella|LOC116619255	Clytia|LOC002770
OG0002335	Nematostella|LOC5520065, Nematostella|LOC5519983	Clytia|LOC002794
OG0002337	Nematostella|LOC5520205	Clytia|LOC008665
OG0002337	Nematostella|LOC5521872	Clytia|LOC002829
OG0002338	Nematostella|LOC116615039, Nematostella|LOC5507916	Clytia|LOC002927
OG0002339	Nematostella|LOC5504897	Clytia|LOC002954, Clytia|LOC002955
OG0002340	Nematostella|LOC5517379	Clytia|LOC003026
OG0002341	Nematostella|LOC5500547	Clytia|LOC003089, Clytia|LOC003088
OG0002343	Nematostella|LOC5504087	Clytia|LOC003333
OG0002344	Nematostella|LOC5504072	Clytia|LOC003373, Clytia|LOC007420, Clytia|LOC007421
OG0002345	Nematostella|LOC125561345	Clytia|LOC003424
OG0002346	Nematostella|LOC5505902	Clytia|LOC003457, Clytia|LOC003440, Clytia|LOC003458
OG0002347	Nematostella|LOC116601181	Clytia|LOC003568, Clytia|LOC003569, Clytia|LOC003567
OG0002348	Nematostella|LOC5516217, Nematostella|LOC5498640	Clytia|LOC003594
OG0002349	Nematostella|LOC5519153	Clytia|LOC003608, Clytia|LOC006276
OG0002350	Nematostella|LOC116608951, Nematostella|LOC116612374	Clytia|LOC003702, Clytia|LOC012843
OG0002352	Nematostella|LOC5519908	Clytia|LOC003773, Clytia|LOC003789
OG0002353	Nematostella|LOC5505709	Clytia|LOC003809, Clytia|LOC003784
OG0002354	Nematostella|LOC5507945	Clytia|LOC012105, Clytia|LOC003786
OG0002355	Nematostella|LOC5506464	Clytia|LOC003807, Clytia|LOC029166
OG0002357	Nematostella|LOC5514428	Clytia|LOC003894, Clytia|LOC003895
OG0002359	Nematostella|LOC5506947	Clytia|LOC004007, Clytia|LOC004027
OG0002360	Nematostella|LOC5511471	Clytia|LOC004102
OG0002361	Nematostella|LOC5505853	Clytia|LOC004108
