Orthogroup	longest_isoform_NematostellaProteins	longest_isoform_XeniaProteins
OG0001361	Nematostella|LOC5506223	Xenia|LOC124447326, Xenia|LOC124447324
OG0001363	Nematostella|LOC5513729, Nematostella|LOC5508917, Nematostella|LOC5519979, Nematostella|LOC5520057, Nematostella|LOC5514381, Nematostella|LOC5503265, Nematostella|LOC125556697	Xenia|LOC124457205, Xenia|LOC124457180
OG0001364	Nematostella|LOC5507181	Xenia|LOC124453763
OG0001365	Nematostella|LOC5516203	Xenia|LOC124439091
OG0001366	Nematostella|LOC5518243	Xenia|LOC124434139, Xenia|LOC124444318, Xenia|LOC124434872
OG0001369	Nematostella|LOC5522111	Xenia|LOC124445933
OG0001369	Nematostella|LOC5503634	Xenia|LOC124436835
OG0001374	Nematostella|LOC5515544	Xenia|LOC124440683, Xenia|LOC124439892
OG0001376	Nematostella|LOC5520596	Xenia|LOC124453020
OG0001376	Nematostella|LOC5514466	Xenia|LOC124434862, Xenia|LOC124445210
OG0001379	Nematostella|LOC5521915	Xenia|LOC124447445
OG0001380	Nematostella|LOC5506339	Xenia|LOC124455035, Xenia|LOC124459295, Xenia|LOC124459312, Xenia|LOC124459308, Xenia|LOC124459294
OG0001382	Nematostella|LOC116603665	Xenia|LOC124449623
OG0001382	Nematostella|LOC5506387	Xenia|LOC124449627
OG0001389	Nematostella|LOC5519815	Xenia|LOC124433749, Xenia|LOC124433750
OG0001390	Nematostella|LOC116617823	Xenia|LOC124455914, Xenia|LOC124455441, Xenia|LOC124455789, Xenia|LOC124455825, Xenia|LOC124455907, Xenia|LOC124455804
OG0001391	Nematostella|LOC5521780, Nematostella|LOC5512732	Xenia|LOC124444999, Xenia|LOC124445001, Xenia|LOC124444309, Xenia|LOC124444995
OG0001392	Nematostella|LOC5512897	Xenia|LOC124442708
OG0001393	Nematostella|LOC5502975	Xenia|LOC124443555
OG0001394	Nematostella|LOC5521705	Xenia|LOC124452570
OG0001394	Nematostella|LOC116601924	Xenia|LOC124452421
OG0001395	Nematostella|LOC5518852	Xenia|LOC124441098
OG0001396	Nematostella|LOC116613199, Nematostella|LOC5505415, Nematostella|LOC116609797	Xenia|LOC124446379
OG0001396	Nematostella|LOC5505427	Xenia|LOC124446380
OG0001399	Nematostella|LOC125561242, Nematostella|LOC5514604, Nematostella|LOC5512731	Xenia|LOC124454712
OG0001400	Nematostella|LOC5519858, Nematostella|LOC5525244	Xenia|LOC124452833
OG0001401	Nematostella|LOC5502595	Xenia|LOC124441103, Xenia|LOC124441104
OG0001403	Nematostella|LOC5512730	Xenia|LOC124450713
OG0001403	Nematostella|LOC5512728	Xenia|LOC124450413
OG0001404	Nematostella|LOC5502633	Xenia|LOC124456765
OG0001404	Nematostella|LOC5517707	Xenia|LOC124450338
OG0001405	Nematostella|LOC5507206	Xenia|LOC124451766
OG0001406	Nematostella|LOC5519326, Nematostella|LOC5519327	Xenia|LOC124456884
OG0001409	Nematostella|LOC5503197, Nematostella|LOC5503195, Nematostella|LOC5512452	Xenia|LOC124439362
OG0001410	Nematostella|LOC5513389, Nematostella|LOC5513390, Nematostella|LOC5513424	Xenia|LOC124437646
OG0001411	Nematostella|LOC5504356	Xenia|LOC124452597, Xenia|LOC124452596
OG0001411	Nematostella|LOC5508849	Xenia|LOC124435661
OG0001412	Nematostella|LOC5514701, Nematostella|LOC5514700, Nematostella|LOC5519741	Xenia|LOC124449452, Xenia|LOC124451390
OG0001413	Nematostella|LOC5519989	Xenia|LOC124451067, Xenia|LOC124452141
OG0001414	Nematostella|LOC5510251	Xenia|LOC124445187
OG0001414	Nematostella|LOC5519180	Xenia|LOC124445460
OG0001415	Nematostella|LOC5507312	Xenia|LOC124441906
OG0001415	Nematostella|LOC5515095, Nematostella|LOC5514027, Nematostella|LOC5515010	Xenia|LOC124455729
OG0001416	Nematostella|LOC116613859	Xenia|LOC124433395
OG0001416	Nematostella|LOC5517006	Xenia|LOC124452659, Xenia|LOC124452652
OG0001417	Nematostella|LOC5502832, Nematostella|LOC5520946	Xenia|LOC124443841
OG0001418	Nematostella|LOC5512817	Xenia|LOC124441389, Xenia|LOC124442559, Xenia|LOC124441869, Xenia|LOC124442932, Xenia|LOC124441538, Xenia|LOC124441541
OG0001419	Nematostella|LOC5515353	Xenia|LOC124438999
OG0001420	Nematostella|LOC125563185	Xenia|LOC124454010, Xenia|LOC124438948, Xenia|LOC124456697
OG0001421	Nematostella|LOC5511164, Nematostella|LOC5506719	Xenia|LOC124444402, Xenia|LOC124457783
OG0001423	Nematostella|LOC5521708	Xenia|LOC124444373, Xenia|LOC124444374, Xenia|LOC124444380, Xenia|LOC124443528, Xenia|LOC124443527, Xenia|LOC124444379
OG0001425	Nematostella|LOC5512735	Xenia|LOC124453328, Xenia|LOC124452684, Xenia|LOC124453267
OG0001427	Nematostella|LOC116619953	Xenia|LOC124439390
OG0001428	Nematostella|LOC5519463, Nematostella|LOC116601640	Xenia|LOC124436975
OG0001428	Nematostella|LOC5507001	Xenia|LOC124441404
OG0001429	Nematostella|LOC5519448	Xenia|LOC124437314
OG0001429	Nematostella|LOC5520807	Xenia|LOC124443050
OG0001430	Nematostella|LOC5504312, Nematostella|LOC5509678	Xenia|LOC124434226
OG0001431	Nematostella|LOC5516597	Xenia|LOC124435427
OG0001431	Nematostella|LOC116604035	Xenia|LOC124442472
OG0001432	Nematostella|LOC5504708, Nematostella|LOC5504691	Xenia|LOC124440030
OG0001433	Nematostella|LOC5518523, Nematostella|LOC5513722, Nematostella|LOC116619011	Xenia|LOC124434710
OG0001437	Nematostella|LOC5521750, Nematostella|LOC5513168	Xenia|LOC124439859
OG0001439	Nematostella|LOC5518594	Xenia|LOC124437038
OG0001439	Nematostella|LOC5521237, Nematostella|LOC5510865, Nematostella|LOC5518544, Nematostella|LOC5518543	Xenia|LOC124437039
OG0001443	Nematostella|LOC5505864	Xenia|LOC124438864, Xenia|LOC124455224
OG0001444	Nematostella|LOC5502712	Xenia|LOC124454120
OG0001445	Nematostella|LOC5520742	Xenia|LOC124441447
OG0001445	Nematostella|LOC5521808	Xenia|LOC124440274
OG0001446	Nematostella|LOC5503802, Nematostella|LOC5514619	Xenia|LOC124452977, Xenia|LOC124452785
OG0001447	Nematostella|LOC5516606	Xenia|LOC124453025, Xenia|LOC124452091, Xenia|LOC124452116
OG0001448	Nematostella|LOC5508560	Xenia|LOC124436047, Xenia|LOC124436040, Xenia|LOC124436038, Xenia|LOC124436054, Xenia|LOC124436049, Xenia|LOC124436039
OG0001450	Nematostella|LOC5519265	Xenia|LOC124440289, Xenia|LOC124446377
OG0001450	Nematostella|LOC5521725, Nematostella|LOC5506249	Xenia|LOC124450755
OG0001452	Nematostella|LOC5511567	Xenia|LOC124434709
OG0001452	Nematostella|LOC116604086	Xenia|LOC124446229
OG0001453	Nematostella|LOC116608950, Nematostella|LOC5521468	Xenia|LOC124444412, Xenia|LOC124459258, Xenia|LOC124453850
OG0001454	Nematostella|LOC116617195	Xenia|LOC124437171
OG0001458	Nematostella|LOC5509077	Xenia|LOC124439804, Xenia|LOC124456522
OG0001458	Nematostella|LOC5521763	Xenia|LOC124436044
OG0001459	Nematostella|LOC5518867	Xenia|LOC124441069, Xenia|LOC124441522, Xenia|LOC124442705, Xenia|LOC124441849, Xenia|LOC124457345, Xenia|LOC124457352
OG0001461	Nematostella|LOC5512299	Xenia|LOC124434910
OG0001461	Nematostella|LOC5508961	Xenia|LOC124434702
OG0001463	Nematostella|LOC5503819	Xenia|LOC124446886
OG0001463	Nematostella|LOC5516395	Xenia|LOC124448939, Xenia|LOC124448940
OG0001464	Nematostella|LOC5518311, Nematostella|LOC5518312	Xenia|LOC124434206
OG0001464	Nematostella|LOC5502199, Nematostella|LOC5502742	Xenia|LOC124434037
OG0001465	Nematostella|LOC116620249, Nematostella|LOC5513895	Xenia|LOC124438871
OG0001466	Nematostella|LOC5504352, Nematostella|LOC5512071	Xenia|LOC124443904
OG0001468	Nematostella|LOC5509412	Xenia|LOC124445088, Xenia|LOC124446514
OG0001469	Nematostella|LOC5520968	Xenia|LOC124443720, Xenia|LOC124452033, Xenia|LOC124450551, Xenia|LOC124451065, Xenia|LOC124450532, Xenia|LOC124452046
OG0001470	Nematostella|LOC116611873	Xenia|LOC124435823, Xenia|LOC124454489, Xenia|LOC124450756, Xenia|LOC124457340, Xenia|LOC124452791, Xenia|LOC124450957, Xenia|LOC124437412, Xenia|LOC124457643
OG0001471	Nematostella|LOC116620264, Nematostella|LOC5498592, Nematostella|LOC125556743	Xenia|LOC124447636
OG0001473	Nematostella|LOC116619006, Nematostella|LOC5513129	Xenia|LOC124435278, Xenia|LOC124435279
OG0001475	Nematostella|LOC5501353	Xenia|LOC124443110
OG0001476	Nematostella|LOC116619810	Xenia|LOC124439296, Xenia|LOC124453943, Xenia|LOC124455181, Xenia|LOC124453822, Xenia|LOC124453995
OG0001478	Nematostella|LOC5521423	Xenia|LOC124443593
OG0001478	Nematostella|LOC5521839	Xenia|LOC124440196
OG0001479	Nematostella|LOC5507172, Nematostella|LOC5503167, Nematostella|LOC5510447	Xenia|LOC124442296
OG0001479	Nematostella|LOC5510462	Xenia|LOC124441289, Xenia|LOC124441288
OG0001482	Nematostella|LOC116601518	Xenia|LOC124440195
OG0001482	Nematostella|LOC5514093, Nematostella|LOC5514048, Nematostella|LOC5514094	Xenia|LOC124440616
OG0001482	Nematostella|LOC5514051	Xenia|LOC124440015
OG0001483	Nematostella|LOC5508608	Xenia|LOC124443842, Xenia|LOC124447969, Xenia|LOC124449063, Xenia|LOC124449067, Xenia|LOC124445368, Xenia|LOC124445371
OG0001484	Nematostella|LOC5520885	Xenia|LOC124442302, Xenia|LOC124442268
OG0001485	Nematostella|LOC5521575	Xenia|LOC124443847
OG0001485	Nematostella|LOC5510067, Nematostella|LOC5508358	Xenia|LOC124451424
OG0001486	Nematostella|LOC5521177	Xenia|LOC124438462, Xenia|LOC124441614, Xenia|LOC124438455, Xenia|LOC124441638, Xenia|LOC124441598, Xenia|LOC124441627
OG0001487	Nematostella|LOC116604671	Xenia|LOC124445927
OG0001489	Nematostella|LOC5508589, Nematostella|LOC5508584	Xenia|LOC124443568, Xenia|LOC124443567
OG0001490	Nematostella|LOC5512648	Xenia|LOC124449330
OG0001528	Nematostella|LOC125561803, Nematostella|LOC125570289, Nematostella|LOC5516731, Nematostella|LOC116610888, Nematostella|LOC5510419, Nematostella|LOC125563029	Xenia|LOC124448017, Xenia|LOC124444556
OG0001531	Nematostella|LOC5517094	Xenia|LOC124437135, Xenia|LOC124448622, Xenia|LOC124448706, Xenia|LOC124449075, Xenia|LOC124449380, Xenia|LOC124447643, Xenia|LOC124449767, Xenia|LOC124449768, Xenia|LOC124449085
OG0001534	Nematostella|LOC5506518, Nematostella|LOC5512610, Nematostella|LOC116618415, Nematostella|LOC116614180, Nematostella|LOC116609265, Nematostella|LOC116603592, Nematostella|LOC5520062, Nematostella|LOC116603973, Nematostella|LOC116603775	Xenia|LOC124442945
OG0001538	Nematostella|LOC5516799, Nematostella|LOC5505432	Xenia|LOC124439381
OG0001538	Nematostella|LOC5505347, Nematostella|LOC125560902, Nematostella|LOC5518346, Nematostella|LOC5519307, Nematostella|LOC5519299, Nematostella|LOC5522218	Xenia|LOC124438554
OG0001539	Nematostella|LOC5515966, Nematostella|LOC116620147	Xenia|LOC124452757
OG0001539	Nematostella|LOC5521861, Nematostella|LOC5515134, Nematostella|LOC5515525, Nematostella|LOC5521188, Nematostella|LOC5508929, Nematostella|LOC5512819	Xenia|LOC124453376
OG0001540	Nematostella|LOC5517969, Nematostella|LOC5514032	Xenia|LOC124439842, Xenia|LOC124439843, Xenia|LOC124439845, Xenia|LOC124440408, Xenia|LOC124440476, Xenia|LOC124440424, Xenia|LOC124439844, Xenia|LOC124440551
OG0001547	Nematostella|LOC5511454, Nematostella|LOC125556719, Nematostella|LOC5518620, Nematostella|LOC5518448, Nematostella|LOC5518370, Nematostella|LOC5502157, Nematostella|LOC5507050, Nematostella|LOC125556739, Nematostella|LOC116619762	Xenia|LOC124440567
OG0001548	Nematostella|LOC116613352, Nematostella|LOC5512226	Xenia|LOC124455520, Xenia|LOC124455426, Xenia|LOC124455533, Xenia|LOC124455688, Xenia|LOC124455846, Xenia|LOC124455707, Xenia|LOC124455534, Xenia|LOC124455843
OG0001549	Nematostella|LOC5506292	Xenia|LOC124451276, Xenia|LOC124451281, Xenia|LOC124451274, Xenia|LOC124451279, Xenia|LOC124451277, Xenia|LOC124451284, Xenia|LOC124437107, Xenia|LOC124437356, Xenia|LOC124451275
OG0001550	Nematostella|LOC116608591	Xenia|LOC124451121, Xenia|LOC124450370, Xenia|LOC124450630, Xenia|LOC124450628, Xenia|LOC124450235, Xenia|LOC124450237, Xenia|LOC124450627, Xenia|LOC124450236, Xenia|LOC124450239
OG0001564	Nematostella|LOC5504650	Xenia|LOC124435770
OG0001565	Nematostella|LOC5521208	Xenia|LOC124440841, Xenia|LOC124456533
OG0001565	Nematostella|LOC5508939	Xenia|LOC124443679
OG0001567	Nematostella|LOC5519475	Xenia|LOC124436843
OG0001568	Nematostella|LOC5519230	Xenia|LOC124437047, Xenia|LOC124447477
OG0001571	Nematostella|LOC5512847	Xenia|LOC124442949, Xenia|LOC124443319, Xenia|LOC124442950, Xenia|LOC124443317, Xenia|LOC124446263
OG0001573	Nematostella|LOC5519795	Xenia|LOC124444369, Xenia|LOC124444366, Xenia|LOC124444982, Xenia|LOC124444365, Xenia|LOC124443513
OG0001578	Nematostella|LOC5516378, Nematostella|LOC5515501	Xenia|LOC124440055
OG0001581	Nematostella|LOC5511977	Xenia|LOC124441279
OG0001582	Nematostella|LOC5507184	Xenia|LOC124452540
OG0001582	Nematostella|LOC5501165	Xenia|LOC124441476
OG0001583	Nematostella|LOC5511766	Xenia|LOC124455676, Xenia|LOC124454602, Xenia|LOC124454523
OG0001584	Nematostella|LOC116611845	Xenia|LOC124457119, Xenia|LOC124457716
OG0001585	Nematostella|LOC5521333, Nematostella|LOC5504466, Nematostella|LOC5514917	Xenia|LOC124442754
OG0001587	Nematostella|LOC5516658, Nematostella|LOC5516673	Xenia|LOC124441171
OG0001589	Nematostella|LOC5508104	Xenia|LOC124452419
OG0001595	Nematostella|LOC5511062	Xenia|LOC124433818
OG0001599	Nematostella|LOC5512729	Xenia|LOC124444447
OG0001599	Nematostella|LOC5512617	Xenia|LOC124444539
OG0001606	Nematostella|LOC5503582	Xenia|LOC124443589
OG0001608	Nematostella|LOC5502531	Xenia|LOC124441882
OG0001609	Nematostella|LOC5516503, Nematostella|LOC5516451	Xenia|LOC124445202
OG0001610	Nematostella|LOC5508168	Xenia|LOC124437539
OG0001611	Nematostella|LOC116603498, Nematostella|LOC116604407, Nematostella|LOC116614015, Nematostella|LOC5506209	Xenia|LOC124451428
OG0001613	Nematostella|LOC116612376, Nematostella|LOC5504721	Xenia|LOC124440163
OG0001614	Nematostella|LOC116614454	Xenia|LOC124452781, Xenia|LOC124452768
OG0001617	Nematostella|LOC5519234	Xenia|LOC124447161
OG0001618	Nematostella|LOC5506165, Nematostella|LOC5512789	Xenia|LOC124433351, Xenia|LOC124453689
OG0001619	Nematostella|LOC5517911, Nematostella|LOC5508288	Xenia|LOC124439803
OG0001623	Nematostella|LOC5509518	Xenia|LOC124445866, Xenia|LOC124446675
OG0001624	Nematostella|LOC5518386	Xenia|LOC124433333
OG0001625	Nematostella|LOC5511856	Xenia|LOC124440896
OG0001625	Nematostella|LOC5511633	Xenia|LOC124447030
OG0001626	Nematostella|LOC116611515	Xenia|LOC124455681
OG0001627	Nematostella|LOC5503648	Xenia|LOC124442345
OG0001629	Nematostella|LOC5515662	Xenia|LOC124442957, Xenia|LOC124438760, Xenia|LOC124438811, Xenia|LOC124438803, Xenia|LOC124444582
OG0001632	Nematostella|LOC116620133	Xenia|LOC124434664
OG0001638	Nematostella|LOC5508577	Xenia|LOC124443996, Xenia|LOC124443995
OG0001639	Nematostella|LOC116618593	Xenia|LOC124438056
OG0001640	Nematostella|LOC116619112	Xenia|LOC124455929
OG0001644	Nematostella|LOC5522290, Nematostella|LOC5522289	Xenia|LOC124443574
OG0001646	Nematostella|LOC5521433	Xenia|LOC124450693
OG0001646	Nematostella|LOC116619635	Xenia|LOC124452612
OG0001648	Nematostella|LOC5516594	Xenia|LOC124434135, Xenia|LOC124434136
OG0001649	Nematostella|LOC5509254, Nematostella|LOC116616192	Xenia|LOC124444625, Xenia|LOC124443549
OG0001650	Nematostella|LOC5507363, Nematostella|LOC5507369, Nematostella|LOC5505399	Xenia|LOC124447546, Xenia|LOC124443598
OG0001651	Nematostella|LOC5508983	Xenia|LOC124443806
OG0001651	Nematostella|LOC5516546	Xenia|LOC124450791
OG0001653	Nematostella|LOC5510424	Xenia|LOC124442872
OG0001654	Nematostella|LOC5518170	Xenia|LOC124433771
OG0001654	Nematostella|LOC5520170	Xenia|LOC124449483
OG0001658	Nematostella|LOC5512734	Xenia|LOC124452467
OG0001662	Nematostella|LOC5501260, Nematostella|LOC5501259	Xenia|LOC124435451, Xenia|LOC124434494, Xenia|LOC124435218
OG0001663	Nematostella|LOC5520153	Xenia|LOC124448577
OG0001663	Nematostella|LOC5517103	Xenia|LOC124458708
OG0001665	Nematostella|LOC5513855	Xenia|LOC124451060
OG0001667	Nematostella|LOC5521655	Xenia|LOC124444915, Xenia|LOC124444844, Xenia|LOC124444940, Xenia|LOC124444952, Xenia|LOC124439599
OG0001668	Nematostella|LOC5508616	Xenia|LOC124443828
OG0001669	Nematostella|LOC5519515	Xenia|LOC124436187
OG0001670	Nematostella|LOC5516683	Xenia|LOC124448754, Xenia|LOC124449395, Xenia|LOC124449449
OG0001671	Nematostella|LOC5508830, Nematostella|LOC5509436, Nematostella|LOC116620686, Nematostella|LOC5521062	Xenia|LOC124452932
OG0001674	Nematostella|LOC5502739	Xenia|LOC124434110
OG0001674	Nematostella|LOC5514098	Xenia|LOC124453499
OG0001684	Nematostella|LOC5517292	Xenia|LOC124447464, Xenia|LOC124447462
OG0001685	Nematostella|LOC5513685	Xenia|LOC124435314
OG0001686	Nematostella|LOC116615708	Xenia|LOC124450906
OG0001690	Nematostella|LOC5522246	Xenia|LOC124433329
OG0001692	Nematostella|LOC5502788	Xenia|LOC124437114, Xenia|LOC124437105, Xenia|LOC124437103, Xenia|LOC124436524
OG0001695	Nematostella|LOC5512820, Nematostella|LOC5502870	Xenia|LOC124441006
OG0001696	Nematostella|LOC5509245	Xenia|LOC124444897
OG0001696	Nematostella|LOC116601925	Xenia|LOC124446028
OG0001697	Nematostella|LOC5507055	Xenia|LOC124445954, Xenia|LOC124443262, Xenia|LOC124443136, Xenia|LOC124435758, Xenia|LOC124443251
OG0001698	Nematostella|LOC5503181	Xenia|LOC124444749
OG0001699	Nematostella|LOC116618847	Xenia|LOC124438694
OG0001699	Nematostella|LOC116618848	Xenia|LOC124439399
OG0001707	Nematostella|LOC5509090, Nematostella|LOC125556660, Nematostella|LOC5515703, Nematostella|LOC5510999, Nematostella|LOC5518136	Xenia|LOC124445106
OG0001708	Nematostella|LOC116612479	Xenia|LOC124454940, Xenia|LOC124454800
OG0001710	Nematostella|LOC5515495	Xenia|LOC124439751
OG0001710	Nematostella|LOC5501346	Xenia|LOC124440393, Xenia|LOC124440002, Xenia|LOC124459543
OG0001711	Nematostella|LOC5510918	Xenia|LOC124448266
OG0001717	Nematostella|LOC5512749	Xenia|LOC124450742, Xenia|LOC124450743
OG0001719	Nematostella|LOC5516347	Xenia|LOC124435358
OG0001720	Nematostella|LOC5503649, Nematostella|LOC5503429	Xenia|LOC124442587
OG0001722	Nematostella|LOC5515196	Xenia|LOC124445908, Xenia|LOC124445909, Xenia|LOC124445911
OG0001723	Nematostella|LOC5515445, Nematostella|LOC5515449, Nematostella|LOC5515447	Xenia|LOC124447086
OG0001724	Nematostella|LOC5508751	Xenia|LOC124452676
OG0001724	Nematostella|LOC5502533	Xenia|LOC124441924
OG0001724	Nematostella|LOC5502648	Xenia|LOC124444021
OG0001726	Nematostella|LOC5520610, Nematostella|LOC5504656, Nematostella|LOC5501846	Xenia|LOC124441483
OG0001727	Nematostella|LOC5516723	Xenia|LOC124442556
OG0001730	Nematostella|LOC5512864, Nematostella|LOC5510365	Xenia|LOC124449788, Xenia|LOC124454083, Xenia|LOC124454067
OG0001731	Nematostella|LOC5508590	Xenia|LOC124443807
OG0001732	Nematostella|LOC5502920, Nematostella|LOC5510585, Nematostella|LOC125573183, Nematostella|LOC5510574, Nematostella|LOC5508455	Xenia|LOC124443533
OG0001734	Nematostella|LOC5510345	Xenia|LOC124441967, Xenia|LOC124443339, Xenia|LOC124441852
OG0001734	Nematostella|LOC116620035, Nematostella|LOC5504763	Xenia|LOC124441966
OG0001735	Nematostella|LOC5516178, Nematostella|LOC5516186, Nematostella|LOC5516177	Xenia|LOC124439005
OG0001736	Nematostella|LOC5514940, Nematostella|LOC5514899, Nematostella|LOC5514938, Nematostella|LOC5514898	Xenia|LOC124438576, Xenia|LOC124438574, Xenia|LOC124438575
OG0001737	Nematostella|LOC5508227	Xenia|LOC124441146, Xenia|LOC124441147
OG0001738	Nematostella|LOC5511262	Xenia|LOC124444065
OG0001740	Nematostella|LOC5504594, Nematostella|LOC5511133	Xenia|LOC124454920, Xenia|LOC124454921
OG0001741	Nematostella|LOC5505215, Nematostella|LOC5505228	Xenia|LOC124453610
OG0001742	Nematostella|LOC5518052	Xenia|LOC124437759
OG0001743	Nematostella|LOC5517229	Xenia|LOC124442975, Xenia|LOC124441720, Xenia|LOC124441719
OG0001746	Nematostella|LOC5513402	Xenia|LOC124434306
OG0001747	Nematostella|LOC5522086, Nematostella|LOC5520860, Nematostella|LOC5508693	Xenia|LOC124446692, Xenia|LOC124447245
OG0001748	Nematostella|LOC5510910, Nematostella|LOC5510897, Nematostella|LOC5513724	Xenia|LOC124446712
OG0001750	Nematostella|LOC116619351, Nematostella|LOC5504945	Xenia|LOC124437825
OG0001751	Nematostella|LOC5510344	Xenia|LOC124441170
OG0001752	Nematostella|LOC5508145, Nematostella|LOC5515713	Xenia|LOC124437434, Xenia|LOC124436347
OG0001755	Nematostella|LOC5511483, Nematostella|LOC5516894	Xenia|LOC124449806
OG0001756	Nematostella|LOC5514331	Xenia|LOC124434894, Xenia|LOC124442930, Xenia|LOC124434906, Xenia|LOC124440364
OG0001757	Nematostella|LOC5515950, Nematostella|LOC5515945, Nematostella|LOC5515946, Nematostella|LOC5515217	Xenia|LOC124455987
OG0001758	Nematostella|LOC5515842, Nematostella|LOC125556754, Nematostella|LOC5514528	Xenia|LOC124442353, Xenia|LOC124438440
