Orthogroup	longest_isoform_NematostellaProteins	longest_isoform_HydraProteins
OG0002722	Nematostella|LOC5501331	Hydra|LOC100192295
OG0002723	Nematostella|LOC5522004	Hydra|LOC100212449
OG0002724	Nematostella|LOC5514309	Hydra|LOC100210052
OG0002726	Nematostella|LOC5516719	Hydra|LOC101240745, Hydra|LOC100214462
OG0002727	Nematostella|LOC5521415	Hydra|LOC100199282
OG0002728	Nematostella|LOC5517154	Hydra|LOC101236554
OG0002729	Nematostella|LOC5514295	Hydra|LOC100197936
OG0002730	Nematostella|LOC5515607	Hydra|LOC124807926, Hydra|LOC100207010
OG0002731	Nematostella|LOC5516038	Hydra|LOC101237336
OG0002732	Nematostella|LOC116617839	Hydra|LOC105849305
OG0002733	Nematostella|LOC5509486	Hydra|LOC101238716
OG0002734	Nematostella|LOC5513198	Hydra|LOC100212717
OG0002735	Nematostella|LOC5504973, Nematostella|LOC5520818	Hydra|LOC100212235
OG0002736	Nematostella|LOC5508220	Hydra|LOC100211397
OG0002737	Nematostella|LOC5507857	Hydra|LOC101240634
OG0002738	Nematostella|LOC5517900	Hydra|LOC100197733
OG0002739	Nematostella|LOC5522361, Nematostella|LOC5508040	Hydra|LOC100207452
OG0002740	Nematostella|LOC5515347, Nematostella|LOC5518057	Hydra|LOC100203086, Hydra|LOC100199276
OG0002741	Nematostella|LOC116610206, Nematostella|LOC5509865	Hydra|LOC100207904
OG0002742	Nematostella|LOC5518683	Hydra|LOC100207771, Hydra|LOC101237474
OG0002743	Nematostella|LOC5501638	Hydra|LOC100209470
OG0002744	Nematostella|LOC5504316	Hydra|LOC105843232
OG0002745	Nematostella|LOC116618349	Hydra|LOC124808126, Hydra|LOC124805931, Hydra|LOC124817325
OG0002747	Nematostella|LOC5502442	Hydra|LOC100214756
OG0002748	Nematostella|LOC5520761, Nematostella|LOC5502500	Hydra|LOC100215832
OG0002749	Nematostella|LOC5518094	Hydra|LOC105844354
OG0002750	Nematostella|LOC116614808	Hydra|LOC100203567, Hydra|LOC100198188
OG0002751	Nematostella|LOC116603083	Hydra|LOC105844568, Hydra|LOC100207263
OG0002752	Nematostella|LOC5517872	Hydra|LOC101237468
OG0002753	Nematostella|LOC5520638, Nematostella|LOC5525266	Hydra|LOC100210417
OG0002754	Nematostella|LOC5505964, Nematostella|LOC5505973	Hydra|LOC100197126
OG0002755	Nematostella|LOC116616003	Hydra|LOC100213518
OG0002756	Nematostella|LOC5502602, Nematostella|LOC5502601, Nematostella|LOC5501189	Hydra|LOC100215248
OG0002757	Nematostella|LOC5519655	Hydra|LOC100201381
OG0002758	Nematostella|LOC5506573	Hydra|LOC101234822, Hydra|LOC101237353
OG0002759	Nematostella|LOC5508180	Hydra|LOC100199157
OG0002760	Nematostella|LOC5509104, Nematostella|LOC5517897	Hydra|LOC100200937
OG0002761	Nematostella|LOC5519043	Hydra|LOC100197969
OG0002762	Nematostella|LOC5515768	Hydra|LOC101241521, Hydra|LOC105844128
OG0002763	Nematostella|LOC5513516, Nematostella|LOC5496748	Hydra|LOC100207789
OG0002764	Nematostella|LOC5512140	Hydra|LOC100212035, Hydra|LOC100212854
OG0002765	Nematostella|LOC5518190	Hydra|LOC100207659
OG0002766	Nematostella|LOC5505365	Hydra|LOC100197406
OG0002767	Nematostella|LOC5504730	Hydra|LOC100207708
OG0002768	Nematostella|LOC5509021	Hydra|LOC100215161
OG0002769	Nematostella|LOC5501071	Hydra|LOC100201064
OG0002771	Nematostella|LOC5504069, Nematostella|LOC5504068	Hydra|LOC100198375
OG0002772	Nematostella|LOC5508374	Hydra|LOC101238076, Hydra|LOC101238171, Hydra|LOC101237758
OG0002773	Nematostella|LOC5513080	Hydra|LOC124814264
OG0002774	Nematostella|LOC116603340, Nematostella|LOC5506859	Hydra|LOC100202590
OG0002775	Nematostella|LOC5517171	Hydra|LOC101234501
OG0002776	Nematostella|LOC5518327	Hydra|LOC105845526
OG0002778	Nematostella|LOC5515539	Hydra|LOC100206019, Hydra|LOC100210950
OG0002779	Nematostella|LOC5500875, Nematostella|LOC5508772	Hydra|LOC100205411
OG0002780	Nematostella|LOC5514869	Hydra|LOC100206878
OG0002783	Nematostella|LOC5513012, Nematostella|LOC5519582	Hydra|LOC100215030
OG0002784	Nematostella|LOC5506649, Nematostella|LOC5511627	Hydra|LOC100213774
OG0002785	Nematostella|LOC116601899	Hydra|LOC101234344, Hydra|LOC105843748, Hydra|LOC101238333
OG0002786	Nematostella|LOC5514107	Hydra|LOC100212928
OG0002787	Nematostella|LOC5517036, Nematostella|LOC5502641	Hydra|LOC105849534
OG0002789	Nematostella|LOC116615981	Hydra|LOC100202217
OG0002790	Nematostella|LOC5515794	Hydra|LOC100202859, Hydra|LOC101240236
OG0002791	Nematostella|LOC5509545	Hydra|LOC100204562
OG0002792	Nematostella|LOC5511131	Hydra|LOC100197595
OG0002793	Nematostella|LOC5519032	Hydra|LOC101237539
OG0002794	Nematostella|LOC116603144, Nematostella|LOC5510496	Hydra|LOC105850454
OG0002796	Nematostella|LOC5509622	Hydra|LOC100199338
OG0002797	Nematostella|LOC116604300	Hydra|LOC124807920, Hydra|LOC124807921
OG0002798	Nematostella|LOC5506290	Hydra|LOC105844981, Hydra|LOC101234937, Hydra|LOC100213163
OG0002799	Nematostella|LOC125556775, Nematostella|LOC5522393	Hydra|LOC100205211
OG0002800	Nematostella|LOC5513039, Nematostella|LOC5506879, Nematostella|LOC5516795, Nematostella|LOC5516029	Hydra|LOC105845892
OG0002801	Nematostella|LOC116619354, Nematostella|LOC5500297, Nematostella|LOC116610286	Hydra|LOC100205748
OG0002802	Nematostella|LOC5521989, Nematostella|LOC5521970	Hydra|LOC101241040
OG0002803	Nematostella|LOC5508247	Hydra|LOC100202861
OG0002805	Nematostella|LOC5509839	Hydra|LOC100204404
OG0002806	Nematostella|LOC5521088	Hydra|LOC100209448
OG0002807	Nematostella|LOC5521546, Nematostella|LOC116613495, Nematostella|LOC5514814	Hydra|LOC100204303
OG0002808	Nematostella|LOC5507831	Hydra|LOC100201385
OG0002809	Nematostella|LOC5500863	Hydra|LOC100198350, Hydra|LOC100214971, Hydra|LOC100204899
OG0002810	Nematostella|LOC116618533	Hydra|LOC100205900, Hydra|LOC124807980
OG0002811	Nematostella|LOC125556776, Nematostella|LOC116617557	Hydra|LOC100215085
OG0002812	Nematostella|LOC5512020, Nematostella|LOC5507629, Nematostella|LOC5505731, Nematostella|LOC5512566	Hydra|LOC100201106
OG0002815	Nematostella|LOC5516164	Hydra|LOC100197067
OG0002816	Nematostella|LOC5512902	Hydra|LOC100202881
OG0002817	Nematostella|LOC5518010	Hydra|LOC100215572
OG0002818	Nematostella|LOC5504106	Hydra|LOC105848216, Hydra|LOC101234557
OG0002819	Nematostella|LOC5509057	Hydra|LOC100214787
OG0002820	Nematostella|LOC5516131, Nematostella|LOC5502484	Hydra|LOC100205307
OG0002821	Nematostella|LOC5518481	Hydra|LOC100199846
OG0002822	Nematostella|LOC5505388	Hydra|LOC100205158
OG0002823	Nematostella|LOC5505352	Hydra|LOC124812367, Hydra|LOC105845275, Hydra|LOC100208716
OG0002824	Nematostella|LOC5512877, Nematostella|LOC5514673	Hydra|LOC100215049
OG0002825	Nematostella|LOC5501789	Hydra|LOC100214148
OG0002827	Nematostella|LOC116609597, Nematostella|LOC125557334, Nematostella|LOC5502122	Hydra|LOC100205183
OG0002828	Nematostella|LOC5519788	Hydra|LOC100215276
OG0002831	Nematostella|LOC5505996	Hydra|LOC105848317
OG0002846	Nematostella|LOC5511679	Hydra|LOC100199445, Hydra|LOC100209438
OG0002850	Nematostella|LOC5515427	Hydra|LOC100200591, Hydra|LOC100206369
OG0002858	Nematostella|LOC5505087, Nematostella|LOC5505086, Nematostella|LOC5505088, Nematostella|LOC5505085	Hydra|LOC100214554
OG0002862	Nematostella|LOC116617327	Hydra|LOC124815498, Hydra|LOC124812702, Hydra|LOC105850800, Hydra|LOC105844514, Hydra|LOC124805776, Hydra|LOC124810183
OG0002866	Nematostella|LOC116618860	Hydra|LOC124817125
OG0002867	Nematostella|LOC5512785	Hydra|LOC100198701
OG0002871	Nematostella|LOC125568408, Nematostella|LOC125568355, Nematostella|LOC116620176, Nematostella|LOC116620175	Hydra|LOC100215991
OG0002877	Nematostella|LOC5516968	Hydra|LOC100215412, Hydra|LOC100205865, Hydra|LOC100197222
OG0002887	Nematostella|LOC5515920	Hydra|LOC101239907
OG0002966	Nematostella|LOC5508113	Hydra|LOC100200553
OG0002968	Nematostella|LOC5512528, Nematostella|LOC5518376	Hydra|LOC101235541
OG0002969	Nematostella|LOC5504645	Hydra|LOC100199674
OG0002970	Nematostella|LOC116612559	Hydra|LOC100212358
OG0002971	Nematostella|LOC5522269	Hydra|LOC124808578, Hydra|LOC100215268
OG0002972	Nematostella|LOC5521315	Hydra|LOC101240464
OG0002974	Nematostella|LOC5521703	Hydra|LOC101238194
OG0002975	Nematostella|LOC5506618	Hydra|LOC100211900
OG0002976	Nematostella|LOC116613937	Hydra|LOC100201986
OG0002977	Nematostella|LOC5514423	Hydra|LOC101239838
OG0002981	Nematostella|LOC5519165	Hydra|LOC100213852
OG0002982	Nematostella|LOC5513097	Hydra|LOC100199842
OG0002983	Nematostella|LOC116617547	Hydra|LOC100198593
OG0002984	Nematostella|LOC5504986, Nematostella|LOC5503017	Hydra|LOC100206804
OG0002985	Nematostella|LOC5502946	Hydra|LOC100204927
OG0002986	Nematostella|LOC5507268	Hydra|LOC100202980
OG0002987	Nematostella|LOC5515019	Hydra|LOC101241113
OG0002988	Nematostella|LOC5508604	Hydra|LOC100202873
OG0002989	Nematostella|LOC5521984	Hydra|LOC100192226
OG0002990	Nematostella|LOC116602257	Hydra|LOC105843116
OG0002991	Nematostella|LOC5518865	Hydra|LOC100205121, Hydra|LOC101235807
OG0002993	Nematostella|LOC5511342	Hydra|LOC100200448
OG0002996	Nematostella|LOC5518920	Hydra|LOC101240139
OG0002997	Nematostella|LOC5520806	Hydra|LOC100204445
OG0002998	Nematostella|LOC5511047	Hydra|LOC100199474
OG0002999	Nematostella|LOC5514538	Hydra|LOC124818399
OG0003000	Nematostella|LOC5512603	Hydra|LOC100205537
OG0003001	Nematostella|LOC5522324, Nematostella|LOC5522209	Hydra|LOC100209325
OG0003003	Nematostella|LOC5513603	Hydra|LOC100199307, Hydra|LOC105848638
OG0003004	Nematostella|LOC5514559	Hydra|LOC100205723
OG0003005	Nematostella|LOC5516397	Hydra|LOC100211567
OG0003006	Nematostella|LOC5516421	Hydra|LOC100199039, Hydra|LOC100209776
OG0003007	Nematostella|LOC5513414	Hydra|LOC100204452
OG0003008	Nematostella|LOC5513344	Hydra|LOC100210459, Hydra|LOC100199376
OG0003009	Nematostella|LOC5505180	Hydra|LOC100202271
OG0003010	Nematostella|LOC5503479	Hydra|LOC124812306, Hydra|LOC105843433
OG0003013	Nematostella|LOC116611862	Hydra|LOC101236285
OG0003016	Nematostella|LOC5508445	Hydra|LOC100203713
OG0003017	Nematostella|LOC5513857	Hydra|LOC100210375
OG0003021	Nematostella|LOC116612473	Hydra|LOC100198230
OG0003023	Nematostella|LOC5519406	Hydra|LOC100201365
OG0003024	Nematostella|LOC5518221	Hydra|LOC100205729
OG0003025	Nematostella|LOC5517935	Hydra|LOC101236226
OG0003026	Nematostella|LOC5505205	Hydra|LOC101239705
OG0003027	Nematostella|LOC5503362	Hydra|LOC100197787
OG0003028	Nematostella|LOC5515811	Hydra|LOC100201341
OG0003031	Nematostella|LOC5521709	Hydra|LOC100199475
OG0003032	Nematostella|LOC5508900	Hydra|LOC100206443
OG0003033	Nematostella|LOC116620132	Hydra|LOC100200189
OG0003034	Nematostella|LOC5517479	Hydra|LOC100209845
OG0003035	Nematostella|LOC5510880	Hydra|LOC100202755
OG0003036	Nematostella|LOC5518586	Hydra|LOC100205710, Hydra|LOC105845201
OG0003037	Nematostella|LOC5512239	Hydra|LOC100215871, Hydra|LOC124813722
OG0003039	Nematostella|LOC5515209	Hydra|LOC100198380
OG0003040	Nematostella|LOC5521313	Hydra|LOC105844319
OG0003041	Nematostella|LOC5517544	Hydra|LOC101241822
OG0003042	Nematostella|LOC5521847	Hydra|LOC101239941
OG0003044	Nematostella|LOC5512622	Hydra|LOC100214847, Hydra|LOC100206138
OG0003045	Nematostella|LOC5506150	Hydra|LOC100215392
OG0003047	Nematostella|LOC5517007	Hydra|LOC101240325
OG0003048	Nematostella|LOC5514241	Hydra|LOC100215302
OG0003049	Nematostella|LOC5514209	Hydra|LOC100203079
OG0003050	Nematostella|LOC5510916	Hydra|LOC100205833
OG0003051	Nematostella|LOC5516080	Hydra|LOC100206079
OG0003052	Nematostella|LOC5503436	Hydra|LOC100205603
OG0003053	Nematostella|LOC5520136	Hydra|LOC101236017
OG0003054	Nematostella|LOC5501773	Hydra|LOC101235355
OG0003055	Nematostella|LOC116611653	Hydra|LOC100205249
OG0003056	Nematostella|LOC5521168	Hydra|LOC100210997
OG0003057	Nematostella|LOC5509097	Hydra|LOC100199077
OG0003058	Nematostella|LOC116610661	Hydra|LOC100214561
OG0003062	Nematostella|LOC5508291, Nematostella|LOC5520505	Hydra|LOC100210391
OG0003063	Nematostella|LOC5516945	Hydra|LOC100208319
OG0003064	Nematostella|LOC5508866	Hydra|LOC100205095
OG0003066	Nematostella|LOC5513067	Hydra|LOC100205364
OG0003068	Nematostella|LOC5521978	Hydra|LOC100199799
OG0003069	Nematostella|LOC5504635	Hydra|LOC100214900
OG0003070	Nematostella|LOC5513665	Hydra|LOC100215515
OG0003072	Nematostella|LOC116605834	Hydra|LOC101239069
OG0003073	Nematostella|LOC5507639	Hydra|LOC100208059
OG0003074	Nematostella|LOC5507842	Hydra|LOC100206131
OG0003075	Nematostella|LOC116619823	Hydra|LOC105848108
OG0003076	Nematostella|LOC5504591	Hydra|LOC100211205
OG0003077	Nematostella|LOC5513038	Hydra|LOC100198815
OG0003078	Nematostella|LOC5507090	Hydra|LOC100204990, Hydra|LOC100206464
OG0003080	Nematostella|LOC5501835	Hydra|LOC100215878
OG0003081	Nematostella|LOC5515969	Hydra|LOC100206009
OG0003082	Nematostella|LOC5507458	Hydra|LOC105843465
OG0003083	Nematostella|LOC5519805	Hydra|LOC105844168
OG0003084	Nematostella|LOC5501970	Hydra|LOC101240038
OG0003085	Nematostella|LOC5507220	Hydra|LOC100205504
OG0003086	Nematostella|LOC5504992	Hydra|LOC100209839
OG0003087	Nematostella|LOC5503040	Hydra|LOC100214019
OG0003088	Nematostella|LOC5512004	Hydra|LOC100213650
OG0003089	Nematostella|LOC5511918	Hydra|LOC100214001
OG0003090	Nematostella|LOC5525253, Nematostella|LOC5511400	Hydra|LOC100210733
OG0003092	Nematostella|LOC116618443	Hydra|LOC100203509
OG0003093	Nematostella|LOC5512368	Hydra|LOC100215352
OG0003094	Nematostella|LOC5515418	Hydra|LOC100209141, Hydra|LOC100207380
OG0003095	Nematostella|LOC5509925	Hydra|LOC100209004
OG0003096	Nematostella|LOC5515941	Hydra|LOC100205500
OG0003098	Nematostella|LOC5504892	Hydra|LOC100215656
OG0003099	Nematostella|LOC5521000	Hydra|LOC100214879
OG0003100	Nematostella|LOC5521009	Hydra|LOC101237447
OG0003101	Nematostella|LOC5515313	Hydra|LOC100203792
OG0003102	Nematostella|LOC5501672	Hydra|LOC100206352
OG0003104	Nematostella|LOC5510978	Hydra|LOC101236372
OG0003105	Nematostella|LOC5515389	Hydra|LOC100206945
OG0003106	Nematostella|LOC5516603	Hydra|LOC100209554
OG0003107	Nematostella|LOC116614105	Hydra|LOC100202100
OG0003108	Nematostella|LOC5512745	Hydra|LOC100209631
OG0003112	Nematostella|LOC5506151	Hydra|LOC100197986
OG0003113	Nematostella|LOC5514581	Hydra|LOC100205772
OG0003115	Nematostella|LOC116604116, Nematostella|LOC125568322	Hydra|LOC100201913
OG0003116	Nematostella|LOC5511217	Hydra|LOC100205946
OG0003117	Nematostella|LOC5517671	Hydra|LOC100212974
OG0003118	Nematostella|LOC5517672	Hydra|LOC100198693
OG0003119	Nematostella|LOC5515258	Hydra|LOC100209341
OG0003121	Nematostella|LOC5510491	Hydra|LOC100207220
OG0003123	Nematostella|LOC116611735	Hydra|LOC105844161
OG0003124	Nematostella|LOC116614602	Hydra|LOC101236913
OG0003126	Nematostella|LOC5516824	Hydra|LOC100214132
OG0003127	Nematostella|LOC116616645, Nematostella|LOC125556791	Hydra|LOC100199361
OG0003129	Nematostella|LOC5520400	Hydra|LOC105846693
OG0003130	Nematostella|LOC5519384	Hydra|LOC100213442
OG0003131	Nematostella|LOC5502113	Hydra|LOC101240406
OG0003132	Nematostella|LOC116619378	Hydra|LOC105848339
OG0003133	Nematostella|LOC116610690	Hydra|LOC101236029
OG0003137	Nematostella|LOC5507003	Hydra|LOC100202007
OG0003138	Nematostella|LOC5502187	Hydra|LOC100198902
OG0003139	Nematostella|LOC5517137	Hydra|LOC100200051
OG0003140	Nematostella|LOC5508984	Hydra|LOC124808390, Hydra|LOC100213467
OG0003141	Nematostella|LOC5501305	Hydra|LOC100210656
OG0003142	Nematostella|LOC5512988, Nematostella|LOC5512092	Hydra|LOC100200567
OG0003144	Nematostella|LOC5518160	Hydra|LOC100214671
OG0003145	Nematostella|LOC5513966	Hydra|LOC100206687
OG0003146	Nematostella|LOC116601470	Hydra|LOC100213606
OG0003148	Nematostella|LOC5503894	Hydra|LOC100211674
OG0003149	Nematostella|LOC5516272	Hydra|LOC100203604
OG0003150	Nematostella|LOC5502884	Hydra|LOC101234474
OG0003151	Nematostella|LOC5519426	Hydra|LOC100203131
OG0003152	Nematostella|LOC5510874, Nematostella|LOC5510871	Hydra|LOC100204363
OG0003153	Nematostella|LOC5518028	Hydra|LOC100197497
OG0003155	Nematostella|LOC5503392	Hydra|LOC105847408
OG0003156	Nematostella|LOC5520300	Hydra|LOC100212290
OG0003157	Nematostella|LOC5512835	Hydra|LOC100198058
OG0003158	Nematostella|LOC5509939, Nematostella|LOC5509444, Nematostella|LOC5512401	Hydra|LOC100205909
OG0003159	Nematostella|LOC5504480	Hydra|LOC100197818
OG0003160	Nematostella|LOC125560704, Nematostella|LOC5506091	Hydra|LOC101236940
OG0003161	Nematostella|LOC116616294	Hydra|LOC105844765
OG0003162	Nematostella|LOC5516376	Hydra|LOC100197199
OG0003163	Nematostella|LOC5504108	Hydra|LOC100209144
OG0003164	Nematostella|LOC5520599	Hydra|LOC100203223
OG0003165	Nematostella|LOC5500410	Hydra|LOC100208668
OG0003166	Nematostella|LOC5519893	Hydra|LOC100201265
OG0003167	Nematostella|LOC5517667	Hydra|LOC100215627
OG0003168	Nematostella|LOC5517817	Hydra|LOC100214046
OG0003169	Nematostella|LOC5511209	Hydra|LOC100207216
OG0003170	Nematostella|LOC5518462	Hydra|LOC100205584
OG0003171	Nematostella|LOC5514136	Hydra|LOC100197612
OG0003172	Nematostella|LOC5510078	Hydra|LOC100207635
OG0003173	Nematostella|LOC5507640	Hydra|LOC100204270
OG0003174	Nematostella|LOC5511897	Hydra|LOC100200596
OG0003175	Nematostella|LOC5509924	Hydra|LOC100202184
OG0003176	Nematostella|LOC5508359, Nematostella|LOC5508371	Hydra|LOC100201027
OG0003177	Nematostella|LOC5520924	Hydra|LOC100206533
OG0003178	Nematostella|LOC5521365	Hydra|LOC100201757
OG0003180	Nematostella|LOC5512038	Hydra|LOC100199635
OG0003181	Nematostella|LOC5497271	Hydra|LOC105844611
OG0003182	Nematostella|LOC5516213	Hydra|LOC100199052
OG0003187	Nematostella|LOC5518415	Hydra|LOC100208182
OG0003188	Nematostella|LOC5521067	Hydra|LOC100212139
OG0003189	Nematostella|LOC5500035	Hydra|LOC100203339
OG0003190	Nematostella|LOC5514277	Hydra|LOC100208741
OG0003191	Nematostella|LOC5520974	Hydra|LOC105845370
OG0003192	Nematostella|LOC5508225	Hydra|LOC124809445
OG0003193	Nematostella|LOC116613690	Hydra|LOC100199152
OG0003194	Nematostella|LOC5503934	Hydra|LOC100207083
OG0003195	Nematostella|LOC116612236	Hydra|LOC101235374
OG0003196	Nematostella|LOC5515522	Hydra|LOC100203011
OG0003197	Nematostella|LOC5503229	Hydra|LOC100200373
OG0003199	Nematostella|LOC116603472	Hydra|LOC100200480
OG0003200	Nematostella|LOC5503043	Hydra|LOC100215891
OG0003201	Nematostella|LOC5518164	Hydra|LOC100198837
OG0003203	Nematostella|LOC116608840	Hydra|LOC101240403
OG0003204	Nematostella|LOC5504731	Hydra|LOC100197083
OG0003205	Nematostella|LOC5512609	Hydra|LOC100202382, Hydra|LOC100198326
OG0003206	Nematostella|LOC5514567	Hydra|LOC100199042
OG0003207	Nematostella|LOC5518008	Hydra|LOC100207310
OG0003208	Nematostella|LOC5508467	Hydra|LOC100212922
OG0003209	Nematostella|LOC5515466	Hydra|LOC100212864
OG0003210	Nematostella|LOC5517324	Hydra|LOC100199450
OG0003211	Nematostella|LOC5511603	Hydra|LOC101237853
OG0003212	Nematostella|LOC116614909	Hydra|LOC105845902
OG0003213	Nematostella|LOC5505371	Hydra|LOC101238117
OG0003214	Nematostella|LOC5514167	Hydra|LOC100202246
OG0003215	Nematostella|LOC5511631	Hydra|LOC100205771
OG0003216	Nematostella|LOC5517771	Hydra|LOC100208534
OG0003218	Nematostella|LOC5511833	Hydra|LOC100197368
OG0003219	Nematostella|LOC5517532	Hydra|LOC101240709
OG0003220	Nematostella|LOC5505030	Hydra|LOC100212369
OG0003221	Nematostella|LOC5502457	Hydra|LOC100208238
OG0003222	Nematostella|LOC5504050, Nematostella|LOC5513159	Hydra|LOC100198000
OG0003223	Nematostella|LOC5506200	Hydra|LOC100209224
OG0003225	Nematostella|LOC5505814, Nematostella|LOC116613576	Hydra|LOC100206124
OG0003226	Nematostella|LOC5520291	Hydra|LOC100207014
OG0003227	Nematostella|LOC116619875, Nematostella|LOC5515387, Nematostella|LOC5519112	Hydra|LOC100208029
OG0003228	Nematostella|LOC5519049	Hydra|LOC100211656
OG0003229	Nematostella|LOC5508486	Hydra|LOC101241434
OG0003230	Nematostella|LOC5505210	Hydra|LOC100213974
OG0003231	Nematostella|LOC5507313	Hydra|LOC100207293
OG0003233	Nematostella|LOC5511617	Hydra|LOC100204515
OG0003234	Nematostella|LOC5517309	Hydra|LOC100198919
OG0003235	Nematostella|LOC5503335	Hydra|LOC100205556
OG0003236	Nematostella|LOC5508985	Hydra|LOC100206119
OG0003237	Nematostella|LOC5509437	Hydra|LOC105846337
OG0003238	Nematostella|LOC5507656	Hydra|LOC100207873
OG0003239	Nematostella|LOC5506076, Nematostella|LOC5501288	Hydra|LOC100213005
OG0003240	Nematostella|LOC116620819	Hydra|LOC100214852
OG0003241	Nematostella|LOC5519521	Hydra|LOC100206939
OG0003243	Nematostella|LOC5511657	Hydra|LOC100215312
OG0003244	Nematostella|LOC5502887	Hydra|LOC101235974
OG0003245	Nematostella|LOC5502188	Hydra|LOC100206229
OG0003246	Nematostella|LOC5520567	Hydra|LOC100204902, Hydra|LOC100200610
